study_name,process_a,process_b,subgroup,model_type,subject_count,stem,ci95_lower,ci95_upper,est,pval,se,wald
eas,gait,symbol,male,aehplus,72,i,-0.222818019014144,0.240480907522445,0.009,0.974,0.289,0.032
eas,gait,symbol,male,aehplus,72,r,-0.274808735377024,0.187597506199478,-0.046,0.832,0.217,-0.212
eas,gait,symbol,male,aehplus,72,s,0.731359643695611,0.886116208881627,0.823,0.472,1.145,0.719
eas,gait,symbol,male,full,72,i,-0.262778011679625,0.200077924360606,-0.033,0.922,0.339,-0.098
eas,gait,symbol,male,full,72,r,-0.260760348486267,0.202156400590943,-0.031,0.896,0.236,-0.131
eas,gait,symbol,male,full,72,s,0.603276291463581,0.824331812547378,0.733,0.587,1.351,0.542
eas,gait,trailsb,female,a,580,i,-0.319440785536355,-0.166277136511578,-0.244,0.026,0.11,-2.224
eas,gait,trailsb,female,a,580,r,-0.0898668539091274,0.0729489651866184,-0.009,0.878,0.055,-0.154
eas,gait,trailsb,female,a,580,s,-0.414830237990174,-0.271277862075796,-0.345,0.597,0.652,-0.529
eas,gait,trailsb,female,ae,580,i,-0.285483955223818,-0.129718783125855,-0.209,0.061,0.112,-1.872
eas,gait,trailsb,female,ae,580,r,-0.0901271897395473,0.0726878952667164,-0.009,0.874,0.055,-0.158
eas,gait,trailsb,female,ae,580,s,-0.377578293198209,-0.229861776376818,-0.306,0.636,0.646,-0.473
eas,gait,trailsb,female,aeh,150,i,-0.357678289822591,-0.0508668981719228,-0.209,0.213,0.168,-1.244
eas,gait,trailsb,female,aeh,150,r,-0.173357286393484,0.147109103568518,-0.013,0.879,0.089,-0.152
eas,gait,trailsb,female,aeh,150,s,-0.374808089006673,-0.0705776358708245,-0.228,0.831,1.068,-0.214
eas,gait,trailsb,female,aehplus,150,i,-0.237575718645648,0.0809295872433842,-0.08,0.678,0.194,-0.415
eas,gait,trailsb,female,aehplus,150,r,-0.167661526630114,0.152843467353924,-0.008,0.941,0.103,-0.073
eas,gait,trailsb,female,aehplus,150,s,-0.501192684812869,-0.223737809920052,-0.371,0.825,1.675,-0.221
eas,gait,trailsb,female,full,150,i,-0.340197061290686,-0.0309952238310477,-0.19,0.376,0.215,-0.886
eas,gait,trailsb,female,full,150,r,-0.164249038598244,0.156268776258226,-0.004,0.969,0.106,-0.039
eas,gait,trailsb,female,full,150,s,-0.507584445459404,-0.231865700302826,-0.378,0.837,1.838,-0.206
eas,gait,trailsb,male,a,368,i,-0.457845410567955,-0.281585647724513,-0.373,0.012,0.148,-2.518
eas,gait,trailsb,male,a,368,r,0.0301734506308376,0.231109278692661,0.132,0.049,0.067,1.969
eas,gait,trailsb,male,a,368,s,-0.723719787178443,-0.610823381704793,-0.671,0.231,0.56,-1.198
eas,gait,trailsb,male,ae,368,i,-0.445540687431359,-0.267291121043179,-0.36,0.027,0.163,-2.205
eas,gait,trailsb,male,ae,368,r,0.0271516863067321,0.228244563787371,0.129,0.062,0.069,1.864
eas,gait,trailsb,male,ae,368,s,-0.595031027404446,-0.44643627802542,-0.525,0.328,0.537,-0.978
eas,gait,trailsb,male,aeh,72,i,-0.248416024179984,0.214782628001249,-0.018,0.962,0.369,-0.048
eas,gait,trailsb,male,aeh,72,r,-0.213351204990327,0.249823090592222,0.019,0.861,0.11,0.175
eas,gait,trailsb,male,aeh,72,s,-0.812086909275402,-0.579177114425392,-0.715,0.436,0.918,-0.779
eas,gait,trailsb,male,aehplus,72,i,-0.245842613632269,0.217395447002374,-0.015,0.974,0.467,-0.032
eas,gait,trailsb,male,aehplus,72,r,-0.203555301161265,0.259400096952547,0.03,0.836,0.143,0.206
eas,gait,trailsb,male,aehplus,72,s,-0.763648021336366,-0.487674702696497,-0.646,0.704,1.699,-0.38
eas,gait,trailsb,male,full,72,i,-0.201695043687881,0.261208556261867,0.031,0.946,0.461,0.068
eas,gait,trailsb,male,full,72,r,-0.210996315258705,0.252133662039625,0.022,0.896,0.167,0.13
eas,gait,trailsb,male,full,72,s,-0.612607690119079,-0.236611030294714,-0.444,0.847,2.305,-0.193
eas,gait,waisvocab,female,a,594,i,0.235699387499548,0.381197412617888,0.31,0,0.082,3.783
eas,gait,waisvocab,female,a,594,r,-0.0931325829665662,0.067737144284664,-0.013,0.826,0.058,-0.219
eas,gait,waisvocab,female,a,594,s,0.709904614466674,0.781119539853409,0.748,0.079,0.426,1.756
eas,gait,waisvocab,female,ae,594,i,0.205111251800284,0.353385221192726,0.281,0.002,0.092,3.049
eas,gait,waisvocab,female,ae,594,r,-0.0928784887160195,0.0679922751636434,-0.013,0.832,0.059,-0.212
eas,gait,waisvocab,female,ae,594,s,0.699166890428615,0.772667342720296,0.738,0.12,0.474,1.556
eas,gait,waisvocab,female,aeh,150,i,0.173969245591596,0.461383170835047,0.325,0.009,0.125,2.61
eas,gait,waisvocab,female,aeh,150,r,-0.118415660993638,0.201539158212157,0.043,0.637,0.09,0.472
eas,gait,waisvocab,female,aeh,150,s,0.81542237137142,0.898871564168158,0.863,0.187,0.655,1.318
eas,gait,waisvocab,female,aehplus,150,i,0.122040823431117,0.418574444931732,0.277,0.033,0.13,2.131
eas,gait,waisvocab,female,aehplus,150,r,-0.114732213645997,0.205118969310983,0.046,0.65,0.102,0.453
eas,gait,waisvocab,female,aehplus,150,s,0.807183709038961,0.894140478484478,0.856,0.255,0.751,1.139
eas,gait,waisvocab,female,full,150,i,0.0842141885780084,0.386538730063098,0.241,0.092,0.143,1.686
eas,gait,waisvocab,female,full,150,r,-0.101599792098907,0.217812634174436,0.06,0.554,0.101,0.592
eas,gait,waisvocab,female,full,150,s,0.823940877009384,0.903742979979811,0.87,0.265,0.78,1.115
eas,gait,waisvocab,male,a,377,i,0.0181863946646735,0.217359552870842,0.119,0.365,0.131,0.906
eas,gait,waisvocab,male,a,377,r,-0.151436862580821,0.0500421176040358,-0.051,0.529,0.081,-0.63
eas,gait,waisvocab,male,a,377,s,-0.300167035789116,-0.106601937237564,-0.205,0.705,0.542,-0.379
eas,gait,waisvocab,male,ae,377,i,-0.0236705581358313,0.177131461090894,0.078,0.589,0.143,0.541
eas,gait,waisvocab,male,ae,377,r,-0.147426437779934,0.0541330108968907,-0.047,0.573,0.084,-0.563
eas,gait,waisvocab,male,ae,377,s,-0.395296513556883,-0.212098185679773,-0.306,0.597,0.58,-0.528
eas,gait,waisvocab,male,aeh,72,i,-0.298427939539252,0.162653315027882,-0.072,0.782,0.259,-0.277
eas,gait,waisvocab,male,aeh,72,r,-0.287307227365906,0.17447175835935,-0.06,0.719,0.166,-0.359
eas,gait,waisvocab,male,aeh,72,s,-0.564593088431026,-0.166093027035178,-0.383,0.852,2.053,-0.187
eas,gait,waisvocab,male,aehplus,72,i,-0.334892583183027,0.122949886454088,-0.112,0.762,0.369,-0.303
eas,gait,waisvocab,male,aehplus,72,r,-0.288944239603014,0.172740348596608,-0.061,0.778,0.218,-0.281
eas,gait,waisvocab,male,aehplus,72,s,-0.737791225589509,-0.441192608224815,-0.61,0.841,3.049,-0.2
eas,gait,waisvocab,male,full,72,i,-0.361233834150571,0.0933273134442061,-0.141,0.737,0.421,-0.336
eas,gait,waisvocab,male,full,72,r,-0.289530952231808,0.172119108136356,-0.062,0.782,0.224,-0.277
eas,gait,waisvocab,male,full,72,s,-0.72744431221148,-0.423027624629586,-0.596,0.856,3.28,-0.182
eas,grip,block,female,a,563,i,-0.0571832485234575,0.107978872604503,NaN,NaN,NaN,NaN
eas,grip,block,female,a,563,r,-0.0726375125745043,0.0926153442248635,NaN,NaN,NaN,NaN
eas,grip,block,female,a,563,s,0.673691369973858,0.754412838912908,NaN,NaN,NaN,NaN
eas,grip,block,female,ae,563,i,-0.0388407469233009,0.126111870815815,NaN,NaN,NaN,NaN
eas,grip,block,female,ae,563,r,-0.0684416583743021,0.0967943597812063,NaN,NaN,NaN,NaN
eas,grip,block,female,ae,563,s,0.725425825311455,0.794917516718463,NaN,NaN,NaN,NaN
eas,grip,block,female,aeh,150,i,0.0709830052973024,0.375158212545834,NaN,NaN,NaN,NaN
eas,grip,block,female,aeh,150,r,-0.173884063304783,0.146577665802964,NaN,NaN,NaN,NaN
eas,grip,block,female,aeh,150,s,-0.0734545393437872,0.244658384133499,NaN,NaN,NaN,NaN
eas,grip,block,female,aehplus,150,i,-0.000687890682656867,0.311876108011579,NaN,NaN,NaN,NaN
eas,grip,block,female,aehplus,150,r,-0.167827606534849,0.152676566737663,NaN,NaN,NaN,NaN
eas,grip,block,female,aehplus,150,s,-0.128394815071448,0.191797635997994,NaN,NaN,NaN,NaN
eas,grip,block,female,full,150,i,0.000359616263472972,0.312821418347223,NaN,NaN,NaN,NaN
eas,grip,block,female,full,150,r,-0.166029386028354,0.154482701317789,NaN,NaN,NaN,NaN
eas,grip,block,female,full,150,s,-0.102222879935792,0.217212795862158,NaN,NaN,NaN,NaN
eas,grip,block,male,a,350,i,-0.155635373518188,0.0534711327962061,NaN,NaN,NaN,NaN
eas,grip,block,male,a,350,r,-0.0715540817784742,0.137872483279161,NaN,NaN,NaN,NaN
eas,grip,block,male,a,350,s,0.654288521642699,0.75872080658887,NaN,NaN,NaN,NaN
eas,grip,block,male,ae,350,i,-0.116110144974698,0.0935224669469613,NaN,NaN,NaN,NaN
eas,grip,block,male,ae,350,r,-0.0714404829464564,0.137984493557575,NaN,NaN,NaN,NaN
eas,grip,block,male,ae,350,s,0.764840530341665,0.839124959437247,NaN,NaN,NaN,NaN
eas,grip,block,male,aeh,72,i,-0.0757180815809941,0.376556049458901,NaN,NaN,NaN,NaN
eas,grip,block,male,aeh,72,r,-0.228321827743267,0.235009810832091,NaN,NaN,NaN,NaN
eas,grip,block,male,aeh,72,s,0.834914720417886,0.932346995988854,NaN,NaN,NaN,NaN
eas,grip,block,male,aehplus,72,i,-0.0830953813229064,0.370166861345635,NaN,NaN,NaN,NaN
eas,grip,block,male,aehplus,72,r,-0.226363958110591,0.236959414001517,NaN,NaN,NaN,NaN
eas,grip,block,male,aehplus,72,s,0.703855658146705,0.873297032099117,NaN,NaN,NaN,NaN
eas,grip,block,male,full,72,i,-0.0486628914496109,0.399624943433572,NaN,NaN,NaN,NaN
eas,grip,block,male,full,72,r,-0.222379058239776,0.240915995430798,NaN,NaN,NaN,NaN
eas,grip,block,male,full,72,s,0.564341722299948,0.804445580672985,NaN,NaN,NaN,NaN
eas,grip,bnt,female,a,594,i,0.147337670920537,0.300129776527841,NaN,NaN,NaN,NaN
eas,grip,bnt,female,a,594,r,-0.045381841506009,0.115315989635499,NaN,NaN,NaN,NaN
eas,grip,bnt,female,a,594,s,0.00951420023459127,0.169118216584354,NaN,NaN,NaN,NaN
eas,grip,bnt,female,ae,594,i,0.18112865429718,0.33139422223079,NaN,NaN,NaN,NaN
eas,grip,bnt,female,ae,594,r,-0.0436738140986379,0.117004317799769,NaN,NaN,NaN,NaN
eas,grip,bnt,female,ae,594,s,-0.00735998647564601,0.152680891288355,NaN,NaN,NaN,NaN
eas,grip,bnt,female,aeh,150,i,0.24480065899411,0.517694282128721,NaN,NaN,NaN,NaN
eas,grip,bnt,female,aeh,150,r,-0.152649924495082,0.167854116083994,NaN,NaN,NaN,NaN
eas,grip,bnt,female,aeh,150,s,0.215307534764589,0.494530987983647,NaN,NaN,NaN,NaN
eas,grip,bnt,female,aehplus,150,i,0.174345244922262,0.461688332348641,NaN,NaN,NaN,NaN
eas,grip,bnt,female,aehplus,150,r,-0.151674523329793,0.168824340166846,NaN,NaN,NaN,NaN
eas,grip,bnt,female,aehplus,150,s,0.225940798300117,0.502928107599424,NaN,NaN,NaN,NaN
eas,grip,bnt,female,full,150,i,0.174045264904619,0.461444873687203,NaN,NaN,NaN,NaN
eas,grip,bnt,female,full,150,r,-0.149208963356373,0.1712740477291,NaN,NaN,NaN,NaN
eas,grip,bnt,female,full,150,s,0.22302560913455,0.500631164799542,NaN,NaN,NaN,NaN
eas,grip,bnt,male,a,376,i,-0.196049228837808,0.00434562052569875,NaN,NaN,NaN,NaN
eas,grip,bnt,male,a,376,r,-0.175201435825725,0.025932533729722,NaN,NaN,NaN,NaN
eas,grip,bnt,male,a,376,s,-0.505227315025522,-0.339329168811878,NaN,NaN,NaN,NaN
eas,grip,bnt,male,ae,376,i,-0.178279781629927,0.0227568112968195,NaN,NaN,NaN,NaN
eas,grip,bnt,male,ae,376,r,-0.176356612711968,0.0247412910757757,NaN,NaN,NaN,NaN
eas,grip,bnt,male,ae,376,s,-0.660804272777404,-0.530811121476885,NaN,NaN,NaN,NaN
eas,grip,bnt,male,aeh,72,i,-0.339352270174235,0.117991378948203,NaN,NaN,NaN,NaN
eas,grip,bnt,male,aeh,72,r,-0.252449435702256,0.210674066754022,NaN,NaN,NaN,NaN
eas,grip,bnt,male,aeh,72,s,-0.346340785286578,0.110175047010526,NaN,NaN,NaN,NaN
eas,grip,bnt,male,aehplus,72,i,-0.380085501507713,0.0716214449315952,NaN,NaN,NaN,NaN
eas,grip,bnt,male,aehplus,72,r,-0.239053886815459,0.224256424737259,NaN,NaN,NaN,NaN
eas,grip,bnt,male,aehplus,72,s,-0.0555634486989514,0.393794563138326,NaN,NaN,NaN,NaN
eas,grip,bnt,male,full,72,i,-0.362667687695057,0.0916914142096992,NaN,NaN,NaN,NaN
eas,grip,bnt,male,full,72,r,-0.232549515090256,0.230787218344105,NaN,NaN,NaN,NaN
eas,grip,bnt,male,full,72,s,0.143599749231468,0.548688570788086,NaN,NaN,NaN,NaN
eas,grip,categories,female,a,593,i,0.0343923417884478,0.193322900418162,NaN,NaN,NaN,NaN
eas,grip,categories,female,a,593,r,-0.148749433086328,0.011519042690862,NaN,NaN,NaN,NaN
eas,grip,categories,female,a,593,s,-0.0239404069555203,0.136577061500944,NaN,NaN,NaN,NaN
eas,grip,categories,female,ae,593,i,0.0481348262603572,0.206538544400275,NaN,NaN,NaN,NaN
eas,grip,categories,female,ae,593,r,-0.151300980863722,0.00890901566282424,NaN,NaN,NaN,NaN
eas,grip,categories,female,ae,593,s,-0.018418814405153,0.141993961758532,NaN,NaN,NaN,NaN
eas,grip,categories,female,aeh,150,i,0.0517302315227903,0.358432926381911,NaN,NaN,NaN,NaN
eas,grip,categories,female,aeh,150,r,-0.207223184416093,0.112562969010398,NaN,NaN,NaN,NaN
eas,grip,categories,female,aeh,150,s,0.206819754810604,0.487790543301058,NaN,NaN,NaN,NaN
eas,grip,categories,female,aehplus,150,i,-0.00611915538801376,0.306964784663578,NaN,NaN,NaN,NaN
eas,grip,categories,female,aehplus,150,r,-0.208061777335506,0.111697609565625,NaN,NaN,NaN,NaN
eas,grip,categories,female,aehplus,150,s,0.270456457590228,0.537523626680196,NaN,NaN,NaN,NaN
eas,grip,categories,female,full,150,i,-0.00185209706204594,0.310824757080156,NaN,NaN,NaN,NaN
eas,grip,categories,female,full,150,r,-0.206983668911817,0.112810040432709,NaN,NaN,NaN,NaN
eas,grip,categories,female,full,150,s,0.265521153334779,0.533731941091222,NaN,NaN,NaN,NaN
eas,grip,categories,male,a,376,i,-0.301770307112346,-0.108076191305057,NaN,NaN,NaN,NaN
eas,grip,categories,male,a,376,r,-0.120975750834788,0.081215747002728,NaN,NaN,NaN,NaN
eas,grip,categories,male,a,376,s,-0.325038202672348,-0.133502339274014,NaN,NaN,NaN,NaN
eas,grip,categories,male,ae,376,i,-0.24442056822115,-0.0464705184439393,NaN,NaN,NaN,NaN
eas,grip,categories,male,ae,376,r,-0.118674441239933,0.0835347368501909,NaN,NaN,NaN,NaN
eas,grip,categories,male,ae,376,s,-0.373386759828255,-0.187154356391184,NaN,NaN,NaN,NaN
eas,grip,categories,male,aeh,72,i,-0.452109655103992,-0.0154436725270903,NaN,NaN,NaN,NaN
eas,grip,categories,male,aeh,72,r,-0.162720493708452,0.298365078741889,NaN,NaN,NaN,NaN
eas,grip,categories,male,aeh,72,s,-0.705559094258485,-0.385395591978867,NaN,NaN,NaN,NaN
eas,grip,categories,male,aehplus,72,i,-0.442132174688884,-0.00297407473672229,NaN,NaN,NaN,NaN
eas,grip,categories,male,aehplus,72,r,-0.139063833750763,0.320256638414936,NaN,NaN,NaN,NaN
eas,grip,categories,male,aehplus,72,s,-0.782924132877451,-0.523375683249572,NaN,NaN,NaN,NaN
eas,grip,categories,male,full,72,i,-0.435153929781814,0.00566674261159863,NaN,NaN,NaN,NaN
eas,grip,categories,male,full,72,r,-0.146603991309327,0.313331934158048,NaN,NaN,NaN,NaN
eas,grip,categories,male,full,72,s,-0.589240165350201,-0.201789607801614,NaN,NaN,NaN,NaN
eas,grip,digit_tot,female,a,595,i,-0.178234078288761,-0.0190478812139762,NaN,NaN,NaN,NaN
eas,grip,digit_tot,female,a,595,r,-0.0506700357419375,0.109948297310534,NaN,NaN,NaN,NaN
eas,grip,digit_tot,female,a,595,s,0.460015549127711,0.577323674430093,NaN,NaN,NaN,NaN
eas,grip,digit_tot,female,ae,595,i,-0.170353436789475,-0.0109221596761823,NaN,NaN,NaN,NaN
eas,grip,digit_tot,female,ae,595,r,-0.0494533650883025,0.11115311795937,NaN,NaN,NaN,NaN
eas,grip,digit_tot,female,ae,595,s,0.462128923733841,0.579110285200019,NaN,NaN,NaN,NaN
eas,grip,digit_tot,female,aeh,150,i,-0.205903061961225,0.113924245466842,NaN,NaN,NaN,NaN
eas,grip,digit_tot,female,aeh,150,r,-0.140910092610412,0.17949054627306,NaN,NaN,NaN,NaN
eas,grip,digit_tot,female,aeh,150,s,-0.340155318486631,-0.0309480637063827,NaN,NaN,NaN,NaN
eas,grip,digit_tot,female,aehplus,150,i,-0.280264374708931,0.0353265428755919,NaN,NaN,NaN,NaN
eas,grip,digit_tot,female,aehplus,150,r,-0.144637825680526,0.175805335269579,NaN,NaN,NaN,NaN
eas,grip,digit_tot,female,aehplus,150,s,-0.294650630790468,0.0196562199760283,NaN,NaN,NaN,NaN
eas,grip,digit_tot,female,full,150,i,-0.284246911273139,0.0310040173469461,NaN,NaN,NaN,NaN
eas,grip,digit_tot,female,full,150,r,-0.142537311807585,0.177882993840701,NaN,NaN,NaN,NaN
eas,grip,digit_tot,female,full,150,s,-0.334148857700439,-0.0241764143649878,NaN,NaN,NaN,NaN
eas,grip,digit_tot,male,a,379,i,-0.0836174616586615,0.117792313730139,NaN,NaN,NaN,NaN
eas,grip,digit_tot,male,a,379,r,-0.0563450038297544,0.144726738505473,NaN,NaN,NaN,NaN
eas,grip,digit_tot,male,a,379,s,0.336336842505406,0.502100847689439,NaN,NaN,NaN,NaN
eas,grip,digit_tot,male,ae,379,i,-0.0326447799830158,0.167893690177964,NaN,NaN,NaN,NaN
eas,grip,digit_tot,male,ae,379,r,-0.0582241249969106,0.142880417854293,NaN,NaN,NaN,NaN
eas,grip,digit_tot,male,ae,379,s,0.206099208796641,0.389532605535932,NaN,NaN,NaN,NaN
eas,grip,digit_tot,male,aeh,72,i,-0.0563636017114948,0.393116154807328,NaN,NaN,NaN,NaN
eas,grip,digit_tot,male,aeh,72,r,-0.258181800234366,0.204806610931763,NaN,NaN,NaN,NaN
eas,grip,digit_tot,male,aeh,72,s,-0.217745266100187,0.245497574369451,NaN,NaN,NaN,NaN
eas,grip,digit_tot,male,aehplus,72,i,-0.0692592523840496,0.382114683717341,NaN,NaN,NaN,NaN
eas,grip,digit_tot,male,aehplus,72,r,-0.244461635663956,0.218794841056088,NaN,NaN,NaN,NaN
eas,grip,digit_tot,male,aehplus,72,s,-0.243274744687392,0.219996039082948,NaN,NaN,NaN,NaN
eas,grip,digit_tot,male,full,72,i,-0.0866974785718906,0.367031568408224,NaN,NaN,NaN,NaN
eas,grip,digit_tot,male,full,72,r,-0.239007462176223,0.22430318587959,NaN,NaN,NaN,NaN
eas,grip,digit_tot,male,full,72,s,-0.405235589390398,0.0419817484545022,NaN,NaN,NaN,NaN
eas,grip,fas,female,a,571,i,0.130216370972063,0.2871308278275,NaN,NaN,NaN,NaN
eas,grip,fas,female,a,571,r,-0.037285222863516,0.126492810528047,NaN,NaN,NaN,NaN
eas,grip,fas,female,a,571,s,0.558403772355403,0.66122501633332,NaN,NaN,NaN,NaN
eas,grip,fas,female,ae,571,i,0.153929885571405,0.309181145557326,NaN,NaN,NaN,NaN
eas,grip,fas,female,ae,571,r,-0.0353944583195365,0.128355334522608,NaN,NaN,NaN,NaN
eas,grip,fas,female,ae,571,s,0.566684087235099,0.667988093525358,NaN,NaN,NaN,NaN
eas,grip,fas,female,aeh,150,i,0.0872535687426108,0.389140048108942,NaN,NaN,NaN,NaN
eas,grip,fas,female,aeh,150,r,-0.0992013835071673,0.220119300147979,NaN,NaN,NaN,NaN
eas,grip,fas,female,aeh,150,s,0.069457110528309,0.373839823092247,NaN,NaN,NaN,NaN
eas,grip,fas,female,aehplus,150,i,0.00388692761334703,0.316000053822356,NaN,NaN,NaN,NaN
eas,grip,fas,female,aehplus,150,r,-0.0966227900360655,0.222595281504827,NaN,NaN,NaN,NaN
eas,grip,fas,female,aehplus,150,s,0.0392936838583813,0.347523346890646,NaN,NaN,NaN,NaN
eas,grip,fas,female,full,150,i,0.0099704397927644,0.321465795136646,NaN,NaN,NaN,NaN
eas,grip,fas,female,full,150,r,-0.0980763937200309,0.221200028482748,NaN,NaN,NaN,NaN
eas,grip,fas,female,full,150,s,0.0112855605944188,0.322644645284489,NaN,NaN,NaN,NaN
eas,grip,fas,male,a,358,i,-0.173892842078009,0.0323587615254677,NaN,NaN,NaN,NaN
eas,grip,fas,male,a,358,r,-0.084839250089519,0.12238786664585,NaN,NaN,NaN,NaN
eas,grip,fas,male,a,358,s,-0.0997402446124588,0.107557532272712,NaN,NaN,NaN,NaN
eas,grip,fas,male,ae,358,i,-0.0858819635930802,0.121353100201255,NaN,NaN,NaN,NaN
eas,grip,fas,male,ae,358,r,-0.0892562295285502,0.118001461235378,NaN,NaN,NaN,NaN
eas,grip,fas,male,ae,358,s,-0.0997869267631181,0.107510926075354,NaN,NaN,NaN,NaN
eas,grip,fas,male,aeh,72,i,-0.485074278032573,-0.0576309002865002,NaN,NaN,NaN,NaN
eas,grip,fas,male,aeh,72,r,-0.249831288740862,0.213342859099138,NaN,NaN,NaN,NaN
eas,grip,fas,male,aeh,72,s,-0.66236488425941,-0.314121417122023,NaN,NaN,NaN,NaN
eas,grip,fas,male,aehplus,72,i,-0.49357062036019,-0.0687574845146647,NaN,NaN,NaN,NaN
eas,grip,fas,male,aehplus,72,r,-0.259996023571633,0.20294267495992,NaN,NaN,NaN,NaN
eas,grip,fas,male,aehplus,72,s,-0.563879117036508,-0.165074310056741,NaN,NaN,NaN,NaN
eas,grip,fas,male,full,72,i,-0.51208030012277,-0.0933687885066014,NaN,NaN,NaN,NaN
eas,grip,fas,male,full,72,r,-0.258977696659908,0.203989318888548,NaN,NaN,NaN,NaN
eas,grip,fas,male,full,72,s,-0.655207282982398,-0.302678101969213,NaN,NaN,NaN,NaN
eas,grip,information,female,a,538,i,-0.14222644854361,0.0262699575559507,NaN,NaN,NaN,NaN
eas,grip,information,female,a,538,r,-0.0675510542410246,0.101468774726448,NaN,NaN,NaN,NaN
eas,grip,information,female,a,538,s,-0.6181549299797,-0.502421605218199,NaN,NaN,NaN,NaN
eas,grip,information,female,ae,538,i,-0.117863495878879,0.0510150697742689,NaN,NaN,NaN,NaN
eas,grip,information,female,ae,538,r,-0.0684737641423331,0.100551235002499,NaN,NaN,NaN,NaN
eas,grip,information,female,ae,538,s,-0.595963287539144,-0.475683290186652,NaN,NaN,NaN,NaN
eas,grip,information,female,aeh,145,i,-0.113167076274218,0.212033029777553,NaN,NaN,NaN,NaN
eas,grip,information,female,aeh,145,r,-0.0586398346739456,0.263853594308501,NaN,NaN,NaN,NaN
eas,grip,information,female,aeh,145,s,-0.738259315770652,-0.549517326678661,NaN,NaN,NaN,NaN
eas,grip,information,female,aehplus,145,i,-0.19522662325138,0.130440415108725,NaN,NaN,NaN,NaN
eas,grip,information,female,aehplus,145,r,-0.057880918106215,0.26456193844622,NaN,NaN,NaN,NaN
eas,grip,information,female,aehplus,145,s,-0.645514488789617,-0.412497753966096,NaN,NaN,NaN,NaN
