"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","p_GAMMA_01_est","p_GAMMA_01_se","p_GAMMA_01_wald","p_GAMMA_01_pval","p_GAMMA_11_est","p_GAMMA_11_se","p_GAMMA_11_wald","p_GAMMA_11_pval","c_GAMMA_01_est","c_GAMMA_01_se","c_GAMMA_01_wald","c_GAMMA_01_pval","c_GAMMA_11_est","c_GAMMA_11_se","c_GAMMA_11_wald","c_GAMMA_11_pval","p_GAMMA_02_est","p_GAMMA_02_se","p_GAMMA_02_wald","p_GAMMA_02_pval","p_GAMMA_12_est","p_GAMMA_12_se","p_GAMMA_12_wald","p_GAMMA_12_pval","c_GAMMA_02_est","c_GAMMA_02_se","c_GAMMA_02_wald","c_GAMMA_02_pval","c_GAMMA_12_est","c_GAMMA_12_se","c_GAMMA_12_wald","c_GAMMA_12_pval","p_GAMMA_03_est","p_GAMMA_03_se","p_GAMMA_03_wald","p_GAMMA_03_pval","p_GAMMA_13_est","p_GAMMA_13_se","p_GAMMA_13_wald","p_GAMMA_13_pval","c_GAMMA_03_est","c_GAMMA_03_se","c_GAMMA_03_wald","c_GAMMA_03_pval","c_GAMMA_13_est","c_GAMMA_13_se","c_GAMMA_13_wald","c_GAMMA_13_pval","p_GAMMA_04_est","p_GAMMA_04_se","p_GAMMA_04_wald","p_GAMMA_04_pval","p_GAMMA_14_est","p_GAMMA_14_se","p_GAMMA_14_wald","p_GAMMA_14_pval","c_GAMMA_04_est","c_GAMMA_04_se","c_GAMMA_04_wald","c_GAMMA_04_pval","c_GAMMA_14_est","c_GAMMA_14_se","c_GAMMA_14_wald","c_GAMMA_14_pval","p_GAMMA_05_est","p_GAMMA_05_se","p_GAMMA_05_wald","p_GAMMA_05_pval","p_GAMMA_15_est","p_GAMMA_15_se","p_GAMMA_15_wald","p_GAMMA_15_pval","c_GAMMA_05_est","c_GAMMA_05_se","c_GAMMA_05_wald","c_GAMMA_05_pval","c_GAMMA_15_est","c_GAMMA_15_se","c_GAMMA_15_wald","c_GAMMA_15_pval","p_GAMMA_06_est","p_GAMMA_06_se","p_GAMMA_06_wald","p_GAMMA_06_pval","p_GAMMA_16_est","p_GAMMA_16_se","p_GAMMA_16_wald","p_GAMMA_16_pval","c_GAMMA_06_est","c_GAMMA_06_se","c_GAMMA_06_wald","c_GAMMA_06_pval","c_GAMMA_16_est","c_GAMMA_16_se","c_GAMMA_16_wald","c_GAMMA_16_pval","trust_all","mistrust","has_converged","covar_covered"
"Mplus VERSION 7.31","0.1","10/16/2015"," 1:57 PM","octo","b1","female","aehplus",NA,NA,"pek","grip",TRUE,270,5,NA,41,-5668.556,11419.111,11566.647,11436.649,11434.2162631579,"b1_female_aehplus_pek_grip.out"," octomult_151015.dat",44.944,10.251,4.384,0,0.231,0.252,0.918,0.359,-3.163,1.583,-1.998,0.046,0.023,1.313,0.018,0.986,1.287,3.232,0.398,0.691,3.177,0.433,7.335,0,0.017,0.009,1.941,0.052,-0.031,0.041,-0.756,0.45,1.271,0.124,10.241,0,4263.734,507.437,8.402,0,27.155,15.018,1.808,0.071,-154.086,83.924,-1.836,0.066,2119.941,183.894,11.528,0,9.186,0.246,37.297,0,-0.333,0.039,-8.465,0,327.881,8.754,37.454,0,-7.066,1.396,-5.062,0,0.386,0.073,5.276,0,0.344,0.374,0.922,0.357,0.025,0.062,0.397,0.691,-0.003,0.007,-0.47,0.639,NA,NA,NA,NA,0.942,0.355,2.65,0.008,NA,NA,NA,NA,-0.009,0.01,-0.87,0.384,NA,NA,NA,NA,-0.26,0.456,-0.571,0.568,NA,NA,NA,NA,-0.002,0.003,-0.647,0.517,NA,NA,NA,NA,-0.209,0.195,-1.074,0.283,NA,NA,NA,NA,0.008,0.045,0.171,0.864,NA,NA,NA,NA,-3.376,2.037,-1.657,0.097,NA,NA,NA,NA,0,0.037,0.01,0.992,NA,NA,NA,NA,-2.718,1.661,-1.636,0.102,NA,NA,NA,NA,-0.039,0.105,-0.376,0.707,NA,NA,NA,NA,3.532,3.456,1.022,0.307,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.31","0.1","10/16/2015"," 2:12 PM","octo","b1","male","aehplus",NA,NA,"gait","grip",TRUE,138,5,NA,41,-1835.356,3752.711,3872.728,3743.018,3788.586,"b1_male_aehplus_gait_grip.out"," octomult_151015.dat",-1.566,0.68,-2.301,0.021,-0.045,0.046,-0.973,0.33,-0.206,0.184,-1.12,0.263,0.199,0.151,1.321,0.186,-0.386,0.273,-1.411,0.158,4.475,0.681,6.571,0,0.045,0.024,1.893,0.058,-0.163,0.098,-1.656,0.098,1.543,0.198,7.784,0,4.569,1.603,2.85,0.004,0.092,0.132,0.697,0.486,-0.063,0.424,-0.148,0.882,6.039,1.05,5.75,0,10.757,0.597,18.004,0,-0.103,0.101,-1.016,0.309,9.139,0.644,14.189,0,0.191,0.173,1.11,0.267,-0.346,0.14,-2.477,0.013,-0.7,0.51,-1.374,0.169,-0.126,0.086,-1.467,0.142,-0.059,0.021,-2.778,0.005,NA,NA,NA,NA,-0.003,0.034,-0.099,0.921,NA,NA,NA,NA,-0.001,0.012,-0.117,0.907,NA,NA,NA,NA,0.006,0.028,0.215,0.83,NA,NA,NA,NA,-0.009,0.006,-1.629,0.103,NA,NA,NA,NA,0.011,0.011,1.007,0.314,NA,NA,NA,NA,0.017,0.085,0.197,0.844,NA,NA,NA,NA,-0.111,0.136,-0.815,0.415,NA,NA,NA,NA,-0.233,0.078,-2.971,0.003,NA,NA,NA,NA,0.24,0.156,1.54,0.124,NA,NA,NA,NA,-0.078,0.128,-0.609,0.543,NA,NA,NA,NA,0.115,0.25,0.461,0.645,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.31","0.1","10/16/2015"," 2:21 PM","octo","b1","male","aehplus",NA,NA,"pek","gait",TRUE,132,5,NA,41,-3030.664,6143.328,6261.523,6131.839,6181.59466666667,"b1_male_aehplus_pek_gait.out"," octomult_151015.dat",-70.865,34.392,-2.061,0.039,-1.339,0.937,-1.43,0.153,2.546,5.364,0.475,0.635,8.509,7.58,1.123,0.262,-6.484,11.356,-0.571,0.568,4.248,1.297,3.276,0.001,0.079,0.067,1.184,0.236,0.01,0.3,0.034,0.973,6.104,1.036,5.889,0,8329.51,1416.889,5.879,0,36.144,20.556,1.758,0.079,-268.959,157.766,-1.705,0.088,3319.161,416.823,7.963,0,9.168,0.644,14.228,0,0.184,0.18,1.022,0.307,443.447,28.242,15.702,0,-7.542,4.433,-1.701,0.089,-0.377,0.146,-2.582,0.01,-0.792,0.169,-4.677,0,-0.046,0.078,-0.582,0.561,-0.006,0.033,-0.186,0.853,NA,NA,NA,NA,0.166,0.993,0.167,0.868,NA,NA,NA,NA,0.007,0.025,0.274,0.784,NA,NA,NA,NA,-0.579,0.572,-1.011,0.312,NA,NA,NA,NA,0.007,0.011,0.627,0.53,NA,NA,NA,NA,0.224,0.262,0.857,0.392,NA,NA,NA,NA,-0.096,0.138,-0.696,0.486,NA,NA,NA,NA,-4.058,3.544,-1.145,0.252,NA,NA,NA,NA,0.248,0.147,1.684,0.092,NA,NA,NA,NA,-2.701,3.128,-0.863,0.388,NA,NA,NA,NA,0.114,0.231,0.496,0.62,NA,NA,NA,NA,-5.698,3.882,-1.468,0.142,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.31","0.1","10/16/2015"," 2:11 PM","octo","b1","male","aehplus",NA,NA,"pek","grip",TRUE,138,5,NA,41,-2923.981,5929.962,6049.979,5920.269,5965.837,"b1_male_aehplus_pek_grip.out"," octomult_151015.dat",28.286,27.56,1.026,0.305,0.097,0.579,0.167,0.867,1.062,3.072,0.346,0.73,-0.312,4.419,-0.071,0.944,10.214,6.669,1.531,0.126,4.422,0.681,6.496,0,0.038,0.022,1.759,0.079,-0.145,0.097,-1.485,0.138,1.573,0.21,7.499,0,8263.239,1404.729,5.882,0,23.603,18.301,1.29,0.197,-228.445,145.861,-1.566,0.117,3395.043,431.722,7.864,0,12.073,0.462,26.133,0,-0.23,0.076,-3.014,0.003,466.516,23.761,19.634,0,-4.51,3.604,-1.251,0.211,0.148,0.14,1.053,0.292,0.101,0.604,0.168,0.867,0.14,0.087,1.607,0.108,-0.054,0.02,-2.696,0.007,NA,NA,NA,NA,-0.01,1.037,-0.01,0.992,NA,NA,NA,NA,-0.001,0.011,-0.047,0.963,NA,NA,NA,NA,-0.442,0.587,-0.754,0.451,NA,NA,NA,NA,-0.01,0.006,-1.734,0.083,NA,NA,NA,NA,0.2,0.266,0.749,0.454,NA,NA,NA,NA,0.018,0.083,0.219,0.826,NA,NA,NA,NA,-4.628,3.493,-1.325,0.185,NA,NA,NA,NA,-0.23,0.074,-3.095,0.002,NA,NA,NA,NA,-2.296,2.973,-0.772,0.44,NA,NA,NA,NA,-0.068,0.129,-0.53,0.596,NA,NA,NA,NA,-5.171,4.52,-1.144,0.253,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/14/2015"," 4:45 PM","radc","b1","female","a",NA,NA,"fev","gait",TRUE,1010,5,NA,23,-2644.061,5334.121,5447.229,5374.179,5335.24067545639,"b1_female_a_fev_gait.out",NA,0.016,0.003,5.938,0,0,0,-0.032,0.974,0,0.001,0.272,0.786,0,0.001,-0.22,0.826,0,0.001,0.563,0.573,0.13,0.008,15.925,0,0,0.001,0.638,0.523,-0.001,0.001,-0.721,0.471,0.027,0.005,5.724,0,0.022,0.002,12.146,0,0.001,0,3.318,0.001,-0.001,0.001,-2.11,0.035,0.018,0.001,19.953,0,1.738,0.021,83.032,0,-0.039,0.004,-9.093,0,0.692,0.01,66.133,0,-0.008,0.003,-2.423,0.015,0.299,0.046,6.54,0,-0.012,0.373,-0.032,0.974,0.016,0.028,0.57,0.568,0.001,0,2.028,0.043,NA,NA,NA,NA,-0.001,0,-3.085,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/14/2015"," 4:48 PM","radc","b1","female","a",NA,NA,"fev","grip",TRUE,1010,5,NA,23,-12753.569,25553.139,25666.246,25593.196,25554.2586754564,"b1_female_a_fev_grip.out",NA,0.855,0.159,5.383,0,0.001,0.006,0.122,0.903,0.008,0.037,0.229,0.819,0.013,0.038,0.343,0.732,0.021,0.024,0.889,0.374,0.13,0.008,15.921,0,0,0.001,0.611,0.541,-0.001,0.001,-0.64,0.522,0.027,0.005,5.721,0,106.305,6.513,16.321,0,0.813,0.339,2.398,0.016,-1.897,1.165,-1.629,0.103,20.048,1.104,18.164,0,1.738,0.021,83.101,0,-0.038,0.004,-9.069,0,47.274,0.621,76.118,0,-0.94,0.144,-6.547,0,0.23,0.041,5.661,0,0.043,0.348,0.124,0.901,0.029,0.033,0.89,0.373,0.001,0,1.979,0.048,NA,NA,NA,NA,-0.02,0.012,-1.725,0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/14/2015"," 4:52 PM","radc","b1","female","a",NA,NA,"gait","grip",TRUE,1010,5,NA,23,-11477.296,23000.593,23113.7,23040.65,23001.7126754564,"b1_female_a_gait_grip.out",NA,0.524,0.077,6.782,0,-0.009,0.007,-1.297,0.195,0.013,0.021,0.626,0.531,0.05,0.026,1.952,0.051,-0.007,0.018,-0.381,0.703,0.022,0.002,12.1,0,0.001,0,3.396,0.001,-0.001,0.001,-2.083,0.037,0.018,0.001,20.061,0,106.504,6.532,16.304,0,0.849,0.346,2.452,0.014,-2.015,1.17,-1.722,0.085,20.002,1.102,18.152,0,0.691,0.011,65.537,0,-0.009,0.003,-2.764,0.006,47.277,0.621,76.17,0,-0.992,0.143,-6.919,0,0.34,0.046,7.432,0,-0.396,0.29,-1.365,0.172,-0.011,0.03,-0.381,0.703,-0.001,0,-2.87,0.004,NA,NA,NA,NA,-0.019,0.012,-1.564,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/14/2015"," 5:07 PM","radc","b1","female","ae",NA,NA,"fev","gait",TRUE,1011,5,NA,30,-5191.228,10442.456,10590.016,10494.734,10444.3539591837,"b1_female_ae_fev_gait.out",NA,0.014,0.003,5.265,0,0,0,-0.019,0.984,0.001,0.001,0.676,0.499,0,0.001,-0.212,0.832,0,0.001,0.566,0.571,0.126,0.008,15.831,0,0,0.001,0.632,0.527,-0.001,0.001,-0.633,0.527,0.027,0.005,5.728,0,0.021,0.002,11.702,0,0.001,0,3.096,0.002,-0.001,0.001,-1.622,0.105,0.018,0.001,19.961,0,1.589,0.034,46.345,0,-0.036,0.008,-4.483,0,0.59,0.017,33.889,0,0.008,0.006,1.268,0.205,0.27,0.047,5.699,0,-0.008,0.386,-0.02,0.984,0.016,0.028,0.574,0.566,0.001,0,2.009,0.045,NA,NA,NA,NA,-0.001,0,-3.229,0.001,NA,NA,NA,NA,0,0.001,-0.408,0.683,NA,NA,NA,NA,-0.002,0.001,-2.992,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"     Parameter 32, R_SPSC",TRUE,0
"Mplus VERSION 7.3","0.1","09/14/2015"," 4:59 PM","radc","b1","female","ae",NA,NA,"fev","grip",TRUE,1011,5,NA,30,-15309.438,30678.876,30826.437,30731.155,30680.7739591837,"b1_female_ae_fev_grip.out",NA,0.759,0.159,4.774,0,0.001,0.006,0.088,0.93,0.021,0.036,0.58,0.562,0.013,0.038,0.338,0.736,0.022,0.024,0.904,0.366,0.126,0.008,15.833,0,0,0.001,0.608,0.543,-0.001,0.001,-0.573,0.567,0.027,0.005,5.726,0,104.087,6.406,16.248,0,0.774,0.327,2.365,0.018,-1.656,1.108,-1.494,0.135,20.014,1.101,18.185,0,1.588,0.034,46.338,0,-0.036,0.008,-4.485,0,43.35,1.176,36.862,0,-0.413,0.302,-1.369,0.171,0.209,0.042,4.995,0,0.032,0.357,0.089,0.929,0.03,0.033,0.905,0.365,0.001,0,1.961,0.05,NA,NA,NA,NA,-0.021,0.012,-1.778,0.075,NA,NA,NA,NA,0,0.001,-0.367,0.714,NA,NA,NA,NA,-0.071,0.032,-2.201,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/14/2015"," 4:57 PM","radc","b1","female","ae",NA,NA,"gait","grip",TRUE,1011,5,NA,30,-14023.24,28106.48,28254.041,28158.758,28108.3779591837,"b1_female_ae_gait_grip.out",NA,0.464,0.074,6.28,0,-0.011,0.007,-1.562,0.118,0.023,0.02,1.112,0.266,0.06,0.025,2.436,0.015,-0.006,0.018,-0.322,0.747,0.021,0.002,11.651,0,0.001,0,3.185,0.001,-0.001,0.001,-1.605,0.108,0.018,0.001,20.079,0,104.219,6.412,16.254,0,0.814,0.335,2.432,0.015,-1.731,1.106,-1.565,0.118,19.96,1.098,18.181,0,0.587,0.017,33.687,0,0.006,0.006,0.94,0.347,43.333,1.174,36.902,0,-0.439,0.302,-1.454,0.146,0.316,0.047,6.76,0,-0.5,0.3,-1.664,0.096,-0.01,0.03,-0.322,0.748,-0.001,0,-2.989,0.003,NA,NA,NA,NA,-0.019,0.012,-1.594,0.111,NA,NA,NA,NA,-0.002,0.001,-2.825,0.005,NA,NA,NA,NA,-0.075,0.032,-2.321,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/14/2015"," 5:09 PM","radc","b1","female","aeh",NA,NA,"fev","gait",TRUE,1011,5,NA,38,-4002.752,8081.503,8268.414,8147.723,8084.55238271605,"b1_female_aeh_fev_gait.out",NA,0.012,0.002,4.923,0,0,0,-0.085,0.932,0.001,0.001,0.937,0.349,0,0.001,-0.008,0.994,0,0.001,0.572,0.567,0.112,0.008,14.356,0,0,0.001,0.626,0.531,0,0.001,-0.124,0.901,0.027,0.005,5.74,0,0.02,0.002,11.848,0,0.001,0,3.107,0.002,-0.001,0.001,-1.632,0.103,0.018,0.001,19.968,0,1.612,0.032,50.433,0,-0.038,0.008,-4.632,0,0.593,0.017,34.222,0,0.008,0.006,1.258,0.208,0.247,0.047,5.254,0,-0.033,0.383,-0.087,0.93,0.016,0.028,0.579,0.562,0.001,0,1.702,0.089,NA,NA,NA,NA,-0.001,0,-3.259,0.001,NA,NA,NA,NA,0,0.001,-0.033,0.973,NA,NA,NA,NA,-0.002,0.001,-2.887,0.004,NA,NA,NA,NA,-0.071,0.04,-1.764,0.078,NA,NA,NA,NA,-0.013,0.031,-0.429,0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/14/2015"," 5:36 PM","radc","b1","female","aeh",NA,NA,"fev","grip",TRUE,1011,5,NA,38,-14098.334,28272.668,28459.578,28338.887,28275.7173827161,"b1_female_aeh_fev_grip.out",NA,0.407,0.14,2.916,0.004,0,0.006,0.04,0.968,0.033,0.033,0.999,0.318,0.03,0.036,0.819,0.413,0.022,0.024,0.911,0.362,0.112,0.008,14.363,0,0,0.001,0.604,0.546,0,0.001,-0.055,0.956,0.027,0.005,5.733,0,95.49,6.017,15.871,0,0.767,0.33,2.321,0.02,-1.348,1.084,-1.243,0.214,20.016,1.1,18.193,0,1.612,0.032,50.569,0,-0.038,0.008,-4.637,0,43.932,1.137,38.639,0,-0.45,0.302,-1.49,0.136,0.125,0.042,2.951,0.003,0.015,0.363,0.04,0.968,0.03,0.033,0.913,0.361,0.001,0,1.665,0.096,NA,NA,NA,NA,-0.023,0.012,-1.926,0.054,NA,NA,NA,NA,0,0.001,0.037,0.971,NA,NA,NA,NA,-0.064,0.032,-1.987,0.047,NA,NA,NA,NA,-0.07,0.04,-1.756,0.079,NA,NA,NA,NA,-1.251,1.16,-1.078,0.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/14/2015"," 5:38 PM","radc","b1","female","aeh",NA,NA,"gait","grip",TRUE,1011,5,NA,38,-12845.953,25767.907,25954.817,25834.126,25770.956382716,"b1_female_aeh_gait_grip.out",NA,0.418,0.07,5.946,0,-0.011,0.007,-1.576,0.115,0.025,0.02,1.226,0.22,0.063,0.024,2.601,0.009,-0.006,0.018,-0.312,0.755,0.02,0.002,11.795,0,0.001,0,3.205,0.001,-0.001,0.001,-1.618,0.106,0.018,0.001,20.102,0,95.72,6.039,15.85,0,0.801,0.336,2.381,0.017,-1.425,1.083,-1.316,0.188,19.973,1.098,18.185,0,0.589,0.017,34.028,0,0.006,0.006,0.934,0.35,43.889,1.136,38.638,0,-0.482,0.302,-1.596,0.11,0.299,0.048,6.207,0,-0.508,0.302,-1.684,0.092,-0.009,0.03,-0.312,0.755,-0.001,0,-3.046,0.002,NA,NA,NA,NA,-0.021,0.012,-1.739,0.082,NA,NA,NA,NA,-0.002,0.001,-2.721,0.007,NA,NA,NA,NA,-0.068,0.033,-2.086,0.037,NA,NA,NA,NA,-0.014,0.03,-0.457,0.648,NA,NA,NA,NA,-1.195,1.184,-1.009,0.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","10/06/2015"," 3:41 PM","radc","b1","female","aehplus",NA,NA,"fev","gait",TRUE,950,5,NA,41,974.733,-1867.466,-1668.351,-1798.565,-1863.67304845815,"b1_female_aehplus_fev_gait.out",NA,0.011,0.002,4.756,0,0,0,-0.072,0.943,0.001,0.001,0.713,0.476,0,0.001,-0.036,0.971,0,0.001,0.555,0.579,0.108,0.008,14.337,0,0,0.001,0.636,0.525,0,0.001,-0.122,0.903,0.027,0.005,5.696,0,0.02,0.002,11.732,0,0.001,0,3.026,0.002,-0.001,0.001,-1.589,0.112,0.018,0.001,19.943,0,1.681,0.034,48.732,0,-0.038,0.009,-4.11,0,0.621,0.019,33.136,0,0.009,0.007,1.341,0.18,0.242,0.048,5.062,0,-0.028,0.386,-0.074,0.941,0.016,0.028,0.562,0.574,0.001,0,1.926,0.054,NA,NA,NA,NA,-0.001,0,-3.268,0.001,NA,NA,NA,NA,0,0.001,-0.098,0.922,NA,NA,NA,NA,-0.002,0.001,-2.825,0.005,NA,NA,NA,NA,-0.068,0.041,-1.669,0.095,NA,NA,NA,NA,-0.014,0.031,-0.444,0.657,NA,NA,NA,NA,0.002,0.005,0.487,0.626,NA,NA,NA,NA,-0.004,0.004,-0.98,0.327,NA,NA,NA,NA,-0.012,0.008,-1.494,0.135,NA,NA,NA,NA,-0.005,0.007,-0.758,0.448,NA,NA,NA,NA,-0.007,0.01,-0.711,0.477,NA,NA,NA,NA,0.005,0.007,0.747,0.455,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","10/05/2015","10:27 AM","radc","b1","female","aehplus",NA,NA,"fev","grip",TRUE,932,5,NA,37,-9040.237,18154.475,18333.456,18215.947,18157.6204138702,"b1_female_aehplus_fev_grip.out",NA,0.391,0.136,2.883,0.004,0,0.006,0.043,0.966,0.032,0.032,0.992,0.321,0.034,0.036,0.933,0.351,0.018,0.024,0.764,0.445,0.108,0.008,14.329,0,0,0.001,0.622,0.534,0,0.001,-0.008,0.994,0.027,0.005,5.686,0,94.505,5.969,15.833,0,0.769,0.333,2.309,0.021,-1.33,1.089,-1.221,0.222,19.919,1.106,18.014,0,1.678,0.034,48.772,0,-0.038,0.009,-4.121,0,43.813,1.256,34.895,0,-0.371,0.315,-1.179,0.239,0.122,0.042,2.908,0.004,0.016,0.362,0.043,0.966,0.025,0.033,0.766,0.444,0.001,0,1.789,0.074,NA,NA,NA,NA,-0.02,0.012,-1.693,0.09,NA,NA,NA,NA,0,0.001,-0.083,0.934,NA,NA,NA,NA,-0.072,0.033,-2.204,0.028,NA,NA,NA,NA,-0.067,0.041,-1.66,0.097,NA,NA,NA,NA,-1.119,1.167,-0.959,0.337,NA,NA,NA,NA,0.002,0.005,0.351,0.725,NA,NA,NA,NA,0,0.172,-0.001,0.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.008,0.01,-0.83,0.406,NA,NA,NA,NA,-0.307,0.287,-1.071,0.284,NA,NA,NA,NA,TRUE,NA,TRUE,0
