"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00","pc_TAU_00_se","pc_TAU_00_pval","pc_TAU_11","pc_TAU_11_se","pc_TAU_11_pval","pc_TAU_01","pc_TAU_01_se","pc_TAU_01_pval","pc_TAU_10","pc_TAU_10_se","pc_TAU_10_pval","pc_SIGMA","pc_SIGMA_se","pc_SIGMA_pval","pp_TAU_00","pp_TAU_00_se","pp_TAU_00_pval","pp_TAU_11","pp_TAU_11_se","pp_TAU_11_pval","pp_TAU_01","pp_TAU_01_se","pp_TAU_01_pval","p_SIGMA","p_SIGMA_se","p_SIGMA_pval","cc_TAU_00","cc_TAU_00_se","cc_TAU_00_pval","cc_TAU_11","cc_TAU_11_se","cc_TAU_11_pval","cc_TAU_10","cc_TAU_10_se","cc_TAU_10_pval","c_SIGMA","c_SIGMA_se","c_SIGMA_pval","p_GAMMA_00","p_GAMMA_00_se","p_GAMMA_00_pval","p_GAMMA_10","p_GAMMA_10_se","p_GAMMA_10_pval","c_GAMMA_00","c_GAMMA_00_se","c_GAMMA_00_pval","c_GAMMA_10","c_GAMMA_10_se","c_GAMMA_10_pval"
"Mplus VERSION 7.2","0.1","06/11/2015"," 2:46 PM","elsa","b1","male","aeh","muscle","memory","grip","immediaterecall",TRUE,2269,6,NA,49,-23387.808,46873.617,47154.244,46998.563,46875.8252018927,"b1_male_aeh_muscle_memory_grip_immediaterecall.out"," ELSA_Portland_New.dat",0.166,0.413,0.688,-0.002,0.008,0.838,0.107,0.062,0.086,0.057,0.051,0.27,0.177,0.155,0.253,37.197,3.628,0,0.04,0.065,0.532,-0.363,0.447,0.416,18.876,1.393,0,0.901,0.165,0,0.005,0.004,0.134,-0.017,0.022,0.457,1.483,0.075,0,-19.14,4.655,0,-1.485,0.585,0.011,3.989,1.115,0,-0.403,0.161,0.012
"Mplus VERSION 7.2","0.1","06/10/2015","11:09 PM","elsa","b1","male","aeh","pulmonary","memory","fev","delayedrecall",TRUE,2269,6,NA,49,-13321.578,26741.156,27021.784,26866.102,26743.3642018927,"b1_male_aeh_pulmonary_memory_fev_delayedrecall.out"," ELSA_Portland_New.dat",-0.014,0.052,0.783,0,0.001,0.732,0.014,0.007,0.04,0.002,0.007,0.79,0.009,0.019,0.637,0.343,0.047,0,0.001,0.001,0.479,-0.007,0.006,0.257,0.209,0.025,0,1.17,0.185,0,0.001,0.004,0.767,0.013,0.025,0.602,1.845,0.086,0,-3.256,0.509,0,-0.044,0.069,0.519,1.374,1.206,0.255,-0.243,0.174,0.163
"Mplus VERSION 7.2","0.1","06/11/2015","12:13 AM","elsa","b1","male","aeh","pulmonary","memory","fev","immediaterecall",TRUE,2269,6,NA,49,-12737.353,25572.707,25853.334,25697.653,25574.9152018927,"b1_male_aeh_pulmonary_memory_fev_immediaterecall.out"," ELSA_Portland_New.dat",-0.012,0.043,0.785,-0.001,0.001,0.241,0.015,0.006,0.017,0.002,0.006,0.77,0.022,0.018,0.208,0.342,0.047,0,0.001,0.001,0.479,-0.007,0.006,0.257,0.209,0.025,0,0.868,0.166,0,0.005,0.004,0.207,-0.012,0.022,0.595,1.497,0.076,0,-3.264,0.509,0,-0.042,0.069,0.54,3.957,1.118,0,-0.39,0.161,0.016
"Mplus VERSION 7.2","0.1","06/11/2015"," 1:41 AM","elsa","b1","male","aeh","pulmonary","memory","fvc","delayedrecall",TRUE,2269,6,NA,49,-14154.739,28407.479,28688.107,28532.425,28409.6872018927,"b1_male_aeh_pulmonary_memory_fvc_delayedrecall.out"," ELSA_Portland_New.dat",-0.006,0.06,0.916,0,0.001,0.985,0.013,0.008,0.093,0.002,0.008,0.849,0.013,0.022,0.546,0.393,0.072,0,0,0.002,0.842,-0.003,0.01,0.736,0.347,0.037,0,1.262,0.184,0,0.004,0.004,0.366,-0.001,0.025,0.97,1.806,0.083,0,-5.179,0.572,0,-0.057,0.083,0.494,1.415,1.205,0.24,-0.257,0.173,0.138
"Mplus VERSION 7.2","0.1","06/11/2015"," 9:01 AM","elsa","b1","male","aeh","pulmonary","memory","fvc","immediaterecall",TRUE,2269,6,NA,49,-13569.962,27237.925,27518.552,27362.871,27240.1332018927,"b1_male_aeh_pulmonary_memory_fvc_immediaterecall.out"," ELSA_Portland_New.dat",0.049,0.056,0.386,0,0.001,0.837,0.01,0.008,0.234,-0.004,0.008,0.625,0.012,0.022,0.597,0.395,0.073,0,0,0.002,0.812,-0.004,0.01,0.703,0.347,0.037,0,0.89,0.165,0,0.005,0.004,0.158,-0.015,0.023,0.505,1.488,0.076,0,-5.194,0.573,0,-0.053,0.083,0.525,4.003,1.117,0,-0.404,0.161,0.012
"Mplus VERSION 7.2","0.1","06/11/2015","12:19 PM","elsa","b1","male","aehplus","muscle","memory","grip","delayedrecall",TRUE,2256,6,NA,61,-23807.671,47737.341,48086.344,47892.536,47740.7885843209,"b1_male_aehplus_muscle_memory_grip_delayedrecall.out"," ELSA_Portland_New.dat",0.232,0.452,0.607,-0.005,0.008,0.588,0.088,0.065,0.174,0.062,0.058,0.284,0.072,0.163,0.657,37.009,3.636,0,0.037,0.065,0.57,-0.409,0.448,0.362,18.81,1.388,0,1.276,0.183,0,0.004,0.004,0.304,-0.007,0.025,0.782,1.791,0.081,0,-19.133,4.675,0,-1.337,0.582,0.022,1.444,1.208,0.232,-0.219,0.173,0.205
"Mplus VERSION 7.2","0.1","06/11/2015"," 2:50 PM","elsa","b1","male","aehplus","muscle","memory","grip","immediaterecall",TRUE,2256,6,NA,61,-23227.846,46577.691,46926.694,46732.886,46581.1385843209,"b1_male_aehplus_muscle_memory_grip_immediaterecall.out"," ELSA_Portland_New.dat",0.074,0.413,0.858,-0.003,0.008,0.716,0.104,0.061,0.091,0.058,0.051,0.253,0.19,0.155,0.219,37.013,3.636,0,0.037,0.065,0.564,-0.406,0.449,0.366,18.791,1.386,0,0.892,0.166,0,0.005,0.004,0.161,-0.017,0.023,0.449,1.484,0.075,0,-19.131,4.671,0,-1.343,0.581,0.021,4.232,1.125,0,-0.424,0.162,0.009
"Mplus VERSION 7.2","0.1","06/10/2015","11:03 PM","elsa","b1","male","aehplus","pulmonary","memory","fev","delayedrecall",TRUE,2256,6,NA,61,-13188.856,26499.712,26848.714,26654.907,26503.1595843209,"b1_male_aehplus_pulmonary_memory_fev_delayedrecall.out"," ELSA_Portland_New.dat",-0.024,0.051,0.643,0,0.001,0.696,0.012,0.007,0.064,0.003,0.007,0.668,0.011,0.019,0.572,0.326,0.047,0,0.001,0.001,0.498,-0.007,0.006,0.28,0.209,0.025,0,1.167,0.184,0,0.001,0.004,0.759,0.01,0.024,0.693,1.835,0.085,0,-3.108,0.506,0,-0.056,0.07,0.42,1.408,1.211,0.245,-0.205,0.174,0.239
"Mplus VERSION 7.2","0.1","06/11/2015","12:14 AM","elsa","b1","male","aehplus","pulmonary","memory","fev","immediaterecall",TRUE,2256,6,NA,61,-12614.697,25351.393,25700.396,25506.588,25354.8405843209,"b1_male_aehplus_pulmonary_memory_fev_immediaterecall.out"," ELSA_Portland_New.dat",-0.019,0.042,0.647,-0.001,0.001,0.215,0.013,0.006,0.029,0.003,0.006,0.604,0.024,0.018,0.181,0.326,0.047,0,0.001,0.001,0.499,-0.007,0.006,0.281,0.209,0.025,0,0.854,0.166,0,0.004,0.004,0.258,-0.012,0.023,0.608,1.501,0.077,0,-3.116,0.506,0,-0.054,0.07,0.436,4.202,1.128,0,-0.411,0.162,0.011
"Mplus VERSION 7.2","0.1","06/11/2015"," 1:45 AM","elsa","b1","male","aehplus","pulmonary","memory","fvc","delayedrecall",TRUE,2256,6,NA,61,-14032.468,28186.937,28535.939,28342.132,28190.3845843209,"b1_male_aehplus_pulmonary_memory_fvc_delayedrecall.out"," ELSA_Portland_New.dat",-0.017,0.06,0.783,0,0.001,0.998,0.011,0.008,0.15,0.002,0.008,0.84,0.012,0.022,0.599,0.376,0.072,0,0,0.002,0.837,-0.003,0.01,0.733,0.348,0.037,0,1.255,0.183,0,0.004,0.004,0.37,-0.004,0.025,0.886,1.798,0.082,0,-4.958,0.57,0,-0.062,0.083,0.455,1.446,1.209,0.232,-0.218,0.173,0.209
"Mplus VERSION 7.2","0.1","06/11/2015"," 9:05 AM","elsa","b1","male","aehplus","pulmonary","memory","fvc","immediaterecall",TRUE,2256,6,NA,61,-13457.767,27037.535,27386.537,27192.73,27040.9825843209,"b1_male_aehplus_pulmonary_memory_fvc_immediaterecall.out"," ELSA_Portland_New.dat",0.039,0.056,0.489,0,0.001,0.852,0.008,0.008,0.319,-0.004,0.008,0.659,0.012,0.022,0.595,0.378,0.072,0,0,0.002,0.811,-0.004,0.01,0.704,0.347,0.037,0,0.879,0.166,0,0.005,0.004,0.19,-0.015,0.023,0.499,1.49,0.076,0,-4.973,0.571,0,-0.058,0.084,0.485,4.244,1.126,0,-0.425,0.162,0.009
"Mplus VERSION 7.2","0.1","06/11/2015","12:25 PM","elsa","b1","male","age","muscle","memory","grip","delayedrecall",TRUE,5140,6,NA,21,-30117.363,60276.726,60414.167,60347.436,60276.9065392732,"b1_male_age_muscle_memory_grip_delayedrecall.out"," ELSA_Portland_New.dat",1.374,0.484,0.004,-0.002,0.009,0.804,0.088,0.066,0.181,0.018,0.061,0.766,0.074,0.158,0.641,44.494,4.148,0,0.038,0.07,0.591,-0.379,0.493,0.441,19.786,1.521,0,1.593,0.184,0,0.004,0.004,0.331,-0.009,0.024,0.7,1.812,0.078,0,29.307,0.324,0,-0.792,0.053,0,2.936,0.091,0,-0.078,0.015,0
"Mplus VERSION 7.2","0.1","06/11/2015"," 2:58 PM","elsa","b1","male","age","muscle","memory","grip","immediaterecall",TRUE,5140,6,NA,21,-29356.225,58754.45,58891.891,58825.16,58754.6305392732,"b1_male_age_muscle_memory_grip_immediaterecall.out"," ELSA_Portland_New.dat",1.151,0.446,0.01,-0.001,0.008,0.935,0.099,0.062,0.109,0.012,0.054,0.826,0.096,0.149,0.52,44.58,4.147,0,0.041,0.07,0.559,-0.389,0.493,0.431,19.725,1.512,0,1.116,0.164,0,0.005,0.004,0.137,-0.018,0.022,0.421,1.474,0.07,0,29.317,0.323,0,-0.796,0.053,0,4.726,0.083,0,-0.12,0.015,0
"Mplus VERSION 7.2","0.1","06/10/2015","10:53 PM","elsa","b1","male","age","pulmonary","memory","fev","delayedrecall",TRUE,5140,6,NA,21,-16942.327,33926.654,34064.095,33997.364,33926.8345392732,"b1_male_age_pulmonary_memory_fev_delayedrecall.out"," ELSA_Portland_New.dat",0.085,0.052,0.104,0,0.001,0.885,0.014,0.007,0.032,0,0.007,0.963,0.004,0.018,0.828,0.416,0.047,0,0.001,0.001,0.437,-0.007,0.006,0.259,0.212,0.023,0,1.619,0.185,0,0.004,0.004,0.266,-0.014,0.024,0.574,1.807,0.078,0,2.112,0.034,0,-0.049,0.006,0,2.933,0.092,0,-0.078,0.015,0
"Mplus VERSION 7.2","0.1","06/11/2015","12:16 AM","elsa","b1","male","age","pulmonary","memory","fev","immediaterecall",TRUE,5140,6,NA,21,-16184.59,32411.18,32548.621,32481.89,32411.3605392732,"b1_male_age_pulmonary_memory_fev_immediaterecall.out"," ELSA_Portland_New.dat",0.08,0.044,0.071,-0.001,0.001,0.323,0.016,0.006,0.009,0,0.006,0.984,0.011,0.017,0.506,0.407,0.048,0,0.001,0.001,0.598,-0.006,0.006,0.369,0.216,0.024,0,1.077,0.164,0,0.004,0.004,0.246,-0.012,0.022,0.596,1.491,0.071,0,2.111,0.034,0,-0.049,0.006,0,4.723,0.084,0,-0.119,0.015,0
"Mplus VERSION 7.2","0.1","06/11/2015"," 1:48 AM","elsa","b1","male","age","pulmonary","memory","fvc","delayedrecall",TRUE,5140,6,NA,21,-18085.105,36212.209,36349.65,36282.919,36212.3895392732,"b1_male_age_pulmonary_memory_fvc_delayedrecall.out"," ELSA_Portland_New.dat",0.106,0.063,0.093,0,0.001,0.975,0.016,0.008,0.054,0,0.009,0.961,0.009,0.021,0.653,0.491,0.079,0,0,0.002,0.805,-0.001,0.011,0.91,0.374,0.038,0,1.594,0.184,0,0.004,0.004,0.346,-0.009,0.024,0.713,1.812,0.078,0,3.001,0.042,0,-0.047,0.007,0,2.931,0.091,0,-0.077,0.015,0
"Mplus VERSION 7.2","0.1","06/11/2015"," 9:12 AM","elsa","b1","male","age","pulmonary","memory","fvc","immediaterecall",TRUE,5140,6,NA,21,-17325.392,34692.784,34830.225,34763.494,34692.9645392732,"b1_male_age_pulmonary_memory_fvc_immediaterecall.out"," ELSA_Portland_New.dat",0.149,0.059,0.012,0,0.001,0.866,0.013,0.008,0.114,-0.004,0.009,0.636,0.004,0.022,0.866,0.495,0.079,0,0.001,0.002,0.768,-0.002,0.011,0.865,0.374,0.038,0,1.115,0.164,0,0.005,0.004,0.155,-0.017,0.022,0.441,1.476,0.07,0,2.999,0.043,0,-0.047,0.007,0,4.72,0.083,0,-0.118,0.015,0
"Mplus VERSION 7.2","0.1","06/11/2015","12:32 PM","elsa","b1","male","empty","muscle","memory","grip","delayedrecall",TRUE,3075,6,NA,17,-30890.44,61814.88,61917.408,61863.392,61815.0801962709,"b1_male_empty_muscle_memory_grip_delayedrecall.out"," ELSA_Portland_New.dat",4.93,0.575,0,-0.001,0.009,0.872,0.182,0.078,0.02,0.048,0.068,0.48,0.136,0.164,0.406,NA,NA,NA,NA,NA,NA,-0.17,0.519,0.743,20.1,1.538,0,NA,NA,NA,NA,NA,NA,0.006,0.025,0.795,1.831,0.08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/11/2015"," 3:14 PM","elsa","b1","male","empty","muscle","memory","grip","immediaterecall",TRUE,3073,6,NA,17,-30128.93,60291.86,60394.377,60340.361,60292.0603273322,"b1_male_empty_muscle_memory_grip_immediaterecall.out"," ELSA_Portland_New.dat",3.869,0.508,0,0,0.008,0.991,0.243,0.071,0.001,0.044,0.057,0.441,0.163,0.155,0.295,NA,NA,NA,NA,NA,NA,-0.152,0.52,0.77,20.029,1.527,0,NA,NA,NA,NA,NA,NA,0.003,0.022,0.894,1.498,0.071,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015","10:40 PM","elsa","b1","male","empty","pulmonary","memory","fev","delayedrecall",TRUE,3075,6,NA,17,-17574.991,35183.981,35286.509,35232.493,35184.1811962709,"b1_male_empty_pulmonary_memory_fev_delayedrecall.out"," ELSA_Portland_New.dat",0.379,0.059,0,0,0.001,0.971,0.02,0.008,0.008,0,0.008,0.95,0.01,0.018,0.565,NA,NA,NA,NA,NA,NA,-0.007,0.006,0.255,0.215,0.023,0,NA,NA,NA,NA,NA,NA,0,0.025,0.991,1.83,0.08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/11/2015","12:18 AM","elsa","b1","male","empty","pulmonary","memory","fev","immediaterecall",TRUE,3072,6,NA,17,-16820.2,33674.401,33776.912,33722.896,33674.6013929273,"b1_male_empty_pulmonary_memory_fev_immediaterecall.out"," ELSA_Portland_New.dat",0.311,0.05,0,-0.001,0.001,0.427,0.025,0.007,0,0,0.006,0.957,0.016,0.017,0.345,NA,NA,NA,NA,NA,NA,-0.006,0.006,0.32,0.217,0.024,0,NA,NA,NA,NA,NA,NA,0.008,0.022,0.714,1.523,0.073,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/11/2015"," 1:53 AM","elsa","b1","male","empty","pulmonary","memory","fvc","delayedrecall",TRUE,3075,6,NA,17,-18708.813,37451.626,37554.154,37500.138,37451.8261962708,"b1_male_empty_pulmonary_memory_fvc_delayedrecall.out"," ELSA_Portland_New.dat",0.455,0.07,0,0,0.001,0.948,0.024,0.009,0.006,0,0.009,0.96,0.017,0.021,0.419,NA,NA,NA,NA,NA,NA,-0.001,0.011,0.963,0.379,0.039,0,NA,NA,NA,NA,NA,NA,0.005,0.025,0.843,1.834,0.08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/11/2015"," 9:22 AM","elsa","b1","male","empty","pulmonary","memory","fvc","immediaterecall",TRUE,3072,6,NA,17,-17948.559,35931.117,36033.629,35979.613,35931.3173929273,"b1_male_empty_pulmonary_memory_fvc_immediaterecall.out"," ELSA_Portland_New.dat",0.422,0.065,0,0,0.001,0.905,0.026,0.009,0.003,-0.004,0.009,0.645,0.01,0.022,0.645,NA,NA,NA,NA,NA,NA,-0.001,0.011,0.921,0.378,0.039,0,NA,NA,NA,NA,NA,NA,0.002,0.023,0.915,1.505,0.072,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/11/2015","10:41 AM","elsa","u0","female","ae","muscle","nocog","grip","nocogspec",TRUE,6106,6,NA,10,-20150.356,40320.713,40387.883,40356.106,40320.74909516,"u0_female_ae_muscle_nocog_grip_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.325,0.697,0,NA,NA,NA,NA,NA,NA,10.629,0.366,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.253,0.43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:03 AM","elsa","u0","female","ae","nophys","fluency","nophysspec","animals",TRUE,6106,5,NA,10,-51692.596,103405.192,103472.362,103440.585,103405.22809516,"u0_female_ae_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.382,0.489,0,NA,NA,NA,NA,NA,NA,17.126,0.43,0,NA,NA,NA,NA,NA,NA,17.958,0.339,0,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015","12:52 AM","elsa","u0","female","ae","nophys","memory","nophysspec","delayedrecall",TRUE,6106,6,NA,10,-36875.202,73770.403,73837.573,73805.796,73770.43909516,"u0_female_ae_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.519,0.045,0,NA,NA,NA,NA,NA,NA,2.049,0.033,0,NA,NA,NA,NA,NA,NA,3.385,0.095,0,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","11:23 PM","elsa","u0","female","ae","nophys","memory","nophysspec","immediaterecall",TRUE,6106,6,NA,10,-34451.583,68923.167,68990.337,68958.56,68923.20309516,"u0_female_ae_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,0.033,0,NA,NA,NA,NA,NA,NA,1.702,0.033,0,NA,NA,NA,NA,NA,NA,5.026,0.076,0,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","10:34 PM","elsa","u0","female","ae","pulmonary","nocog","fev","nocogspec",TRUE,6106,6,NA,10,-4230.58,8481.16,8548.331,8516.553,8481.19609515997,"u0_female_ae_pulmonary_nocog_fev_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172,0.016,0,NA,NA,NA,NA,NA,NA,0.111,0.008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,0.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","10:22 PM","elsa","u0","female","ae","pulmonary","nocog","fvc","nocogspec",TRUE,6106,6,NA,10,-5913.119,11846.237,11913.408,11881.63,11846.27309516,"u0_female_ae_pulmonary_nocog_fvc_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211,0.012,0,NA,NA,NA,NA,NA,NA,0.229,0.018,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.922,0.046,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/11/2015","10:44 AM","elsa","u0","female","aeh","muscle","nocog","grip","nocogspec",TRUE,2795,6,NA,11,-16452.322,32926.644,32991.936,32956.985,32926.7388616601,"u0_female_aeh_muscle_nocog_grip_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.372,0.727,0,NA,NA,NA,NA,NA,NA,10.726,0.399,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.518,2.375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:05 AM","elsa","u0","female","aeh","nophys","fluency","nophysspec","animals",TRUE,2795,5,NA,11,-33678.824,67379.648,67444.939,67409.988,67379.7428616601,"u0_female_aeh_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.213,0.578,0,NA,NA,NA,NA,NA,NA,16.94,0.494,0,NA,NA,NA,NA,NA,NA,5.468,2.083,0.009,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 2:17 PM","elsa","u0","female","aeh","nophys","memory","nophysspec","delayedrecall",TRUE,2795,6,NA,12,-24089.005,48202.009,48273.236,48235.108,48202.1211495327,"u0_female_aeh_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.455,0.056,0,NA,NA,NA,NA,NA,NA,1.984,0.039,0,NA,NA,NA,NA,NA,NA,0.031,0.646,0.961,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","11:33 PM","elsa","u0","female","aeh","nophys","memory","nophysspec","immediaterecall",TRUE,2795,6,NA,12,-22606.639,45237.278,45308.505,45270.377,45237.3901495327,"u0_female_aeh_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.783,0.039,0,NA,NA,NA,NA,NA,NA,1.679,0.04,0,NA,NA,NA,NA,NA,NA,3.214,0.508,0,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","10:36 PM","elsa","u0","female","aeh","pulmonary","nocog","fev","nocogspec",TRUE,2795,6,NA,11,-3267.835,6557.671,6622.962,6588.012,6557.76586166008,"u0_female_aeh_pulmonary_nocog_fev_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135,0.007,0,NA,NA,NA,NA,NA,NA,0.113,0.008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.522,0.228,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","10:18 PM","elsa","u0","female","aeh","pulmonary","nocog","fvc","nocogspec",TRUE,2795,6,NA,11,-4758.738,9539.477,9604.768,9569.818,9539.57186166008,"u0_female_aeh_pulmonary_nocog_fvc_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167,0.01,0,NA,NA,NA,NA,NA,NA,0.235,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.359,0.271,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/11/2015","10:01 AM","elsa","u0","female","aehplus","muscle","nocog","grip","nocogspec",TRUE,2782,6,NA,14,-16375.702,32779.404,32862.437,32817.955,32779.5557889411,"u0_female_aehplus_muscle_nocog_grip_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.177,0.713,0,NA,NA,NA,NA,NA,NA,10.743,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.791,2.387,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:06 AM","elsa","u0","female","aehplus","nophys","fluency","nophysspec","animals",TRUE,2782,5,NA,14,-33550.884,67129.768,67212.801,67168.318,67129.9197889411,"u0_female_aehplus_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.997,0.569,0,NA,NA,NA,NA,NA,NA,16.94,0.495,0,NA,NA,NA,NA,NA,NA,5.565,2.07,0.007,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 2:20 PM","elsa","u0","female","aehplus","nophys","memory","nophysspec","delayedrecall",TRUE,2782,6,NA,14,-23989.378,48006.756,48089.789,48045.306,48006.9077889411,"u0_female_aehplus_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.437,0.055,0,NA,NA,NA,NA,NA,NA,1.984,0.037,0,NA,NA,NA,NA,NA,NA,0.015,0.648,0.982,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","11:34 PM","elsa","u0","female","aehplus","nophys","memory","nophysspec","immediaterecall",TRUE,2782,6,NA,14,-22513.908,45055.816,45138.849,45094.366,45055.9677889411,"u0_female_aehplus_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.039,0,NA,NA,NA,NA,NA,NA,1.685,0.038,0,NA,NA,NA,NA,NA,NA,3.245,0.503,0,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","10:37 PM","elsa","u0","female","aehplus","pulmonary","nocog","fev","nocogspec",TRUE,2782,6,NA,14,-3234.511,6497.022,6580.055,6535.572,6497.17378894109,"u0_female_aehplus_pulmonary_nocog_fev_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132,0.007,0,NA,NA,NA,NA,NA,NA,0.113,0.008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.555,0.23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
