domain,study,model_number,subgroup,model_type,physical,cognitive,$n$,Cov(Levels),Corr(Levels)Est,CI(Levels)Est,Corr(Levels)Comp,Cov(Slopes),Corr(Slopes)Est,CI(Slopes)Est,Corr(Slopes)Comp,Cov(Residuals),Corr(Residuals)Est,CI(Residuals)Est,Corr(Residuals)Comp
Mental Status,satsa,b1,male,aehplus,grip,MMSE,299,"2.17(1.12), $p$=.05 ."," .27( .13), $p$=.04 *","( .01, .52)"," .27( .16, .37)"," .01( .01), $p$=.31  "," .34( .30), $p$=.27  ","(-.26, .93)"," .33( .23, .43)","1.04( .41), $p$=.01 *"," .13( .05), $p$=.01 **","( .03, .22)"," .13( .02, .24)"
Perceptual Reasoning,eas,b1,female,aehplus,grip,Block Design,351,"6.94(5.97), $p$=.24  "," .18( .15), $p$=.23  ","(-.12, .48)"," .18( .08, .28)"," .78( .44), $p$=.07 ."," .55( .28), $p$=.05 *","( .00,1.10)"," .55( .48, .62)"," .25( .99), $p$=.80  "," .02( .10), $p$=.80  ","(-.17, .22)"," .02(-.08, .13)"
Perceptual Reasoning,eas,b1,male,aehplus,grip,Block Design,210,"3.94(13.52), $p$=.77  "," .08( .29), $p$=.77  ","(-.48, .65)"," .08(-.05, .22)"," .44( .71), $p$=.54  "," .64(1.24), $p$=.60  ","(-1.78,3.06)"," .64( .55, .71)"," .07(2.20), $p$=.98  "," .00( .12), $p$=.98  ","(-.23, .24)"," .00(-.13, .14)"
Perceptual Reasoning,octo,b1,female,aehplus,grip,Block Design,275,"3.01( .83), $p$<.01 ***"," .30( .08), $p$<.01 ***","( .15, .46)"," .30( .19, .41)"," .05( .01), $p$<.01 **"," .76( .27), $p$<.01 **","( .22,1.29)"," .76( .71, .81)"," .18( .20), $p$=.37  "," .05( .05), $p$=.37  ","(-.06, .15)"," .05(-.07, .17)"
Perceptual Reasoning,octo,b1,male,aehplus,grip,Block Design,139,"3.62(1.16), $p$<.01 **"," .30( .08), $p$<.01 ***","( .14, .46)"," .30( .14, .45)","-.01( .04), $p$=.75  ","-.25(1.09), $p$=.82  ","(-2.38,1.88)","-.25(-.40,-.08)"," .52( .26), $p$=.04 *"," .14( .06), $p$=.03 *","( .01, .26)"," .14(-.03, .30)"
Perceptual Reasoning,satsa,b1,female,aehplus,grip,Block Design,409,"4.99(2.09), $p$=.02 *"," .22( .09), $p$=.01 *","( .05, .40)"," .22( .13, .31)"," .00( .01), $p$=.68  "," .15( .36), $p$=.68  ","(-.55, .85)"," .16( .07, .26)","2.10( .61), $p$<.01 ***"," .14( .04), $p$<.01 ***","( .06, .21)"," .13( .04, .23)"
Perceptual Reasoning,satsa,b1,male,aehplus,grip,Block Design,298,"13.31(3.74), $p$<.01 ***"," .40( .09), $p$<.01 ***","( .23, .58)"," .40( .30, .49)"," .03( .01), $p$=.05 *"," .79( .44), $p$=.07 .","(-.08,1.66)"," .78( .73, .82)","2.52( .90), $p$<.01 **"," .14( .05), $p$<.01 **","( .04, .23)"," .12( .01, .23)"
Perceptual Reasoning,satsa,b1,female,aehplus,grip,Card Rotation,409,"7.00(5.21), $p$=.18  "," .14( .10), $p$=.17  ","(-.06, .34)"," .14( .04, .23)"," .01( .03), $p$=.65  "," .31( .69), $p$=.65  ","(-1.03,1.66)"," .33( .24, .41)","4.87(2.00), $p$=.01 *"," .10( .04), $p$=.01 *","( .02, .18)"," .10( .00, .19)"
Perceptual Reasoning,satsa,b1,male,aehplus,grip,Card Rotation,299,"32.45(9.82), $p$<.01 ***"," .36( .09), $p$<.01 ***","( .18, .54)"," .36( .25, .45)","-.01( .05), $p$=.80  ","-.13( .55), $p$=.81  ","(-1.20, .94)","-.13(-.24,-.02)","6.04(3.15), $p$=.06 ."," .10( .05), $p$=.05 .","(-.00, .20)"," .10(-.02, .21)"
Perceptual Reasoning,octo,b1,female,aehplus,grip,Figure Logic,274,"1.44( .46), $p$<.01 **"," .29( .09), $p$<.01 ***","( .12, .47)"," .29( .18, .40)"," .02( .01), $p$=.08 ."," .60( .29), $p$=.04 *","( .04,1.16)"," .60( .52, .67)"," .19( .16), $p$=.24  "," .06( .05), $p$=.24  ","(-.04, .16)"," .06(-.06, .18)"
Perceptual Reasoning,octo,b1,male,aehplus,grip,Figure Logic,138,"3.21( .98), $p$<.01 ***"," .57( .15), $p$<.01 ***","( .27, .87)"," .57( .45, .67)"," .04( .05), $p$=.44  "," .74(1.78), $p$=.68  ","(-2.75,4.23)"," .74( .65, .80)","-.18( .22), $p$=.43  ","-.05( .07), $p$=.43  ","(-.18, .08)","-.05(-.22, .12)"
Perceptual Reasoning,ilse,b1,female,aehplus,grip,IPSS Spatial Ability,225," .80(11.07), $p$=.94  "," .01( .10), $p$=.94  ","(-.19, .20)"," .01(-.12, .14)"," .08( .16), $p$=.59  "," .37( .79), $p$=.64  ","(-1.17,1.91)"," .37( .26, .48)","-.37(3.83), $p$=.92  ","-.01( .09), $p$=.92  ","(-.18, .16)","-.01(-.14, .12)"
Perceptual Reasoning,ilse,b1,male,aehplus,grip,IPSS Spatial Ability,252,"18.41(9.77), $p$=.06 ."," .18( .10), $p$=.06 .","(-.01, .38)"," .18( .06, .30)"," .17( .14), $p$=.22  "," .41( .33), $p$=.21  ","(-.23,1.06)"," .41( .30, .51)","-1.59(2.61), $p$=.54  ","-.04( .07), $p$=.54  ","(-.18, .09)","-.04(-.17, .08)"
Perceptual Reasoning,map,b1,female,aehplus,grip,Line Orientation,934,"2.17(1.05), $p$=.04 *"," .11( .05), $p$=.04 *","( .01, .21)"," .11( .04, .17)"," .08( .07), $p$=.30  "," .74(1.13), $p$=.51  ","(-1.47,2.95)"," .73( .70, .76)"," .24( .23), $p$=.29  "," .03( .03), $p$=.29  ","(-.02, .08)"," .03(-.04, .09)"
Perceptual Reasoning,map,b1,male,aehplus,grip,Line Orientation,321,"1.74(2.12), $p$=.41  "," .06( .07), $p$=.41  ","(-.08, .19)"," .06(-.05, .16)","-.06( .14), $p$=.68  ","-.18( .42), $p$=.68  ","(-1.00, .65)","-.18(-.28,-.07)","-.26( .51), $p$=.60  ","-.03( .05), $p$=.60  ","(-.12, .07)","-.03(-.13, .08)"
Perceptual Reasoning,ilse,b1,female,aehplus,grip,Picture Comletion,225,"2.07(6.71), $p$=.76  "," .04( .12), $p$=.76  ","(-.20, .27)"," .04(-.09, .17)"," .07( .12), $p$=.57  "," .26( .48), $p$=.59  ","(-.67,1.19)"," .26( .13, .38)"," .36(2.76), $p$=.90  "," .01( .08), $p$=.90  ","(-.15, .17)"," .01(-.12, .14)"
Perceptual Reasoning,ilse,b1,male,aehplus,grip,Picture Comletion,252,"11.62(6.45), $p$=.07 ."," .22( .12), $p$=.06 .","(-.01, .45)"," .22( .10, .34)"," .08( .10), $p$=.43  "," .43( .48), $p$=.37  ","(-.51,1.37)"," .43( .32, .52)","4.11(2.57), $p$=.11  "," .16( .09), $p$=.09 .","(-.02, .34)"," .16( .04, .28)"
Perceptual Reasoning,lasa,b1,female,aehplus,grip,Progressive Matrices,782," .29( .66), $p$=.66  "," .03( .07), $p$=.66  ","(-.10, .16)"," .03(-.04, .10)"," .00( .01), $p$=.77  "," .32(1.66), $p$=.85  ","(-2.93,3.57)"," .33( .27, .39)"," .09( .24), $p$=.70  "," .01( .03), $p$=.70  ","(-.05, .07)"," .01(-.06, .08)"
Perceptual Reasoning,lasa,b1,male,aehplus,grip,Progressive Matrices,800,"2.65( .89), $p$<.01 **"," .17( .05), $p$<.01 **","( .06, .27)"," .17( .10, .23)"," .02( .01), $p$=.02 *"," .93( .69), $p$=.18  ","(-.43,2.28)"," .92( .91, .93)"," .70( .31), $p$=.03 *"," .07( .03), $p$=.02 *","( .01, .14)"," .08( .01, .14)"
Perceptual Reasoning,map,b1,female,aehplus,grip,Progressive Matrices,920,"1.72( .92), $p$=.06 ."," .10( .05), $p$=.06 .","(-.00, .21)"," .10( .04, .17)"," .07( .06), $p$=.27  "," .30( .27), $p$=.26  ","(-.23, .84)"," .30( .24, .36)","-.10( .25), $p$=.69  ","-.01( .03), $p$=.69  ","(-.07, .05)","-.01(-.08, .05)"
Perceptual Reasoning,map,b1,male,aehplus,grip,Progressive Matrices,308,"1.54(2.09), $p$=.46  "," .06( .08), $p$=.45  ","(-.09, .21)"," .06(-.05, .17)"," .25( .11), $p$=.02 *"," .75( .12), $p$<.01 ***","( .51, .99)"," .76( .70, .80)","-.20( .54), $p$=.71  ","-.02( .05), $p$=.71  ","(-.13, .09)","-.02(-.13, .09)"
Processing Speed,lasa,b1,female,aehplus,grip,Coding,782," .70(1.29), $p$=.59  "," .03( .06), $p$=.59  ","(-.08, .15)"," .03(-.04, .10)"," .01( .01), $p$=.40  "," .40( .93), $p$=.67  ","(-1.43,2.22)"," .41( .35, .47)"," .65( .23), $p$<.01 **"," .08( .03), $p$<.01 **","( .02, .13)"," .08( .01, .15)"
Processing Speed,lasa,b1,male,aehplus,grip,Coding,800,"3.28(1.69), $p$=.05 ."," .10( .05), $p$=.05 *","( .00, .20)"," .10( .03, .17)"," .03( .02), $p$=.09 ."," .61( .41), $p$=.13  ","(-.18,1.41)"," .60( .55, .64)"," .96( .39), $p$=.01 *"," .09( .03), $p$=.01 *","( .02, .15)"," .09( .02, .16)"
Processing Speed,map,b1,female,aehplus,grip,Number Comparison,934,"1.98(2.50), $p$=.43  "," .04( .04), $p$=.43  ","(-.05, .12)"," .04(-.03, .10)","-.02( .13), $p$=.88  ","-.04( .24), $p$=.88  ","(-.51, .43)","-.04(-.10, .03)"," .57( .46), $p$=.22  "," .03( .03), $p$=.22  ","(-.02, .08)"," .03(-.03, .10)"
Processing Speed,map,b1,male,aehplus,grip,Number Comparison,321,"3.24(5.94), $p$=.58  "," .04( .07), $p$=.58  ","(-.10, .17)"," .04(-.07, .15)","-.18( .31), $p$=.56  ","-.21( .35), $p$=.54  ","(-.89, .47)","-.21(-.31,-.10)"," .67( .92), $p$=.47  "," .03( .04), $p$=.47  ","(-.05, .12)"," .03(-.08, .14)"
Processing Speed,octo,b1,female,aehplus,grip,Perceptual Speed,271,"1.13( .63), $p$=.07 ."," .23( .14), $p$=.09 .","(-.03, .50)"," .23( .12, .34)"," .02( .03), $p$=.57  "," .49(1.81), $p$=.79  ","(-3.06,4.04)"," .48( .39, .57)"," .22( .20), $p$=.28  "," .08( .07), $p$=.30  ","(-.07, .23)"," .08(-.04, .20)"
Processing Speed,octo,b1,male,aehplus,grip,Perceptual Speed,138," .61( .90), $p$=.50  "," .11( .17), $p$=.49  ","(-.21, .44)"," .11(-.05, .28)","-.00( .03), $p$=.90  ","-.08( .64), $p$=.90  ","(-1.32,1.16)","-.08(-.24, .09)"," .31( .32), $p$=.33  "," .12( .12), $p$=.32  ","(-.12, .36)"," .12(-.05, .28)"
Processing Speed,eas,b1,female,aehplus,grip,Symbol,363,"18.82(8.86), $p$=.03 *"," .28( .12), $p$=.02 *","( .04, .53)"," .28( .18, .37)","2.04( .58), $p$<.01 ***"," .84( .20), $p$<.01 ***","( .44,1.24)"," .84( .81, .87)","-.50( .99), $p$=.61  ","-.04( .08), $p$=.61  ","(-.20, .12)","-.04(-.14, .06)"
Processing Speed,eas,b1,male,aehplus,grip,Symbol,221,"-6.69(18.32), $p$=.71  ","-.11( .29), $p$=.71  ","(-.67, .46)","-.11(-.24, .02)","2.09(1.20), $p$=.08 ."," .92( .50), $p$=.07 .","(-.06,1.91)"," .93( .90, .94)"," .43(2.60), $p$=.87  "," .02( .12), $p$=.87  ","(-.22, .27)"," .02(-.11, .15)"
Processing Speed,ilse,b1,female,aehplus,grip,Symbol,225,"-48.56(20.52), $p$=.02 *","-.25( .09), $p$=.01 **","(-.43,-.06)","-.25(-.37,-.12)"," .12( .17), $p$=.48  "," .21( .30), $p$=.48  ","(-.38, .80)"," .21( .08, .33)","-.64(3.70), $p$=.86  ","-.01( .07), $p$=.86  ","(-.16, .13)","-.01(-.14, .12)"
Processing Speed,ilse,b1,male,aehplus,grip,Symbol,252,"-14.22(16.99), $p$=.40  ","-.08( .10), $p$=.41  ","(-.27, .11)","-.08(-.20, .04)","-.04( .20), $p$=.85  ","-.07( .36), $p$=.85  ","(-.77, .63)","-.07(-.19, .06)","3.40(4.14), $p$=.41  "," .06( .08), $p$=.40  ","(-.09, .22)"," .07(-.06, .19)"
Processing Speed,map,b1,female,aehplus,grip,Symbol,934,"6.67(3.50), $p$=.06 ."," .09( .04), $p$=.06 .","(-.00, .17)"," .09( .02, .15)"," .07( .22), $p$=.77  "," .06( .22), $p$=.77  ","(-.37, .50)"," .06( .00, .13)","-.19( .57), $p$=.74  ","-.01( .03), $p$=.74  ","(-.06, .04)","-.01(-.07, .06)"
Processing Speed,map,b1,male,aehplus,grip,Symbol,321,"16.04(9.44), $p$=.09 ."," .13( .07), $p$=.07 .","(-.01, .27)"," .13( .02, .23)"," .60( .42), $p$=.16  "," .49( .32), $p$=.13  ","(-.14,1.12)"," .49( .40, .57)","-.24(1.11), $p$=.83  ","-.01( .04), $p$=.83  ","(-.10, .08)","-.01(-.12, .10)"
Processing Speed,octo,b1,female,aehplus,grip,Symbol,272,"2.57(1.26), $p$=.04 *"," .18( .08), $p$=.04 *","( .01, .34)"," .18( .06, .29)"," .01( .02), $p$=.58  "," .17( .30), $p$=.58  ","(-.43, .76)"," .16( .04, .27)"," .72( .32), $p$=.02 *"," .12( .05), $p$=.02 *","( .02, .22)"," .12( .00, .24)"
Processing Speed,octo,b1,male,aehplus,grip,Symbol,138,"4.32(1.92), $p$=.02 *"," .24( .10), $p$=.02 *","( .04, .43)"," .24( .07, .39)","-.01( .06), $p$=.86  ","-.08( .47), $p$=.87  ","(-.99, .84)","-.08(-.24, .09)"," .76( .41), $p$=.06 ."," .15( .08), $p$=.05 .","(-.00, .30)"," .15(-.02, .31)"
Processing Speed,satsa,b1,female,aehplus,grip,Symbol,409,"8.61(3.14), $p$=.01 **"," .26( .09), $p$<.01 **","( .09, .44)"," .26( .17, .35)"," .02( .01), $p$=.11  "," .46( .24), $p$=.05 *","( .00, .93)"," .47( .39, .54)","2.51(1.00), $p$=.01 *"," .10( .04), $p$=.01 *","( .02, .18)"," .11( .02, .21)"
Processing Speed,satsa,b1,male,aehplus,grip,Symbol,299,"15.98(4.96), $p$<.01 ***"," .32( .09), $p$<.01 ***","( .14, .49)"," .32( .21, .42)"," .00( .02), $p$=.92  "," .04( .44), $p$=.92  ","(-.81, .90)"," .04(-.07, .16)","4.53(1.42), $p$<.01 ***"," .16( .05), $p$<.01 ***","( .06, .26)"," .15( .03, .25)"
Verbal Ability,satsa,b1,female,aehplus,grip,Analogies,409," .08( .96), $p$=.93  "," .01( .10), $p$=.93  ","(-.19, .21)"," .01(-.09, .11)"," .01( .00), $p$=.18  "," .41( .31), $p$=.18  ","(-.19,1.02)"," .45( .36, .52)","1.24( .43), $p$<.01 **"," .12( .04), $p$<.01 **","( .04, .19)"," .12( .02, .21)"
Verbal Ability,satsa,b1,male,aehplus,grip,Analogies,299,"1.99(1.84), $p$=.28  "," .13( .11), $p$=.27  ","(-.10, .35)"," .13( .01, .24)"," .01( .01), $p$=.15  "," .69( .53), $p$=.19  ","(-.35,1.73)"," .67( .60, .73)","2.35( .69), $p$<.01 ***"," .17( .05), $p$<.01 ***","( .07, .26)"," .17( .06, .28)"
Verbal Ability,eas,b1,female,aehplus,grip,Boston Naming Test,363,"1.75(1.60), $p$=.28  "," .16( .15), $p$=.26  ","(-.12, .45)"," .17( .06, .26)","-.08( .13), $p$=.55  ","-.43( .82), $p$=.59  ","(-2.03,1.17)","-.44(-.52,-.35)"," .20( .22), $p$=.37  "," .06( .07), $p$=.38  ","(-.08, .21)"," .06(-.04, .17)"
Verbal Ability,eas,b1,male,aehplus,grip,Boston Naming Test,222,"-1.25(4.34), $p$=.77  ","-.11( .38), $p$=.77  ","(-.87, .64)","-.11(-.24, .02)","-.02( .20), $p$=.91  ","-.18(1.82), $p$=.92  ","(-3.76,3.39)","-.18(-.30,-.05)","-.29( .63), $p$=.65  ","-.06( .12), $p$=.64  ","(-.29, .18)","-.06(-.19, .08)"
Verbal Ability,map,b1,female,aehplus,grip,Boston Naming Test,934," .84( .42), $p$=.05 *"," .09( .04), $p$=.05 *","( .00, .17)"," .09( .02, .15)"," .00( .03), $p$=.91  "," .02( .20), $p$=.91  ","(-.37, .41)"," .02(-.04, .08)","-.03( .08), $p$=.70  ","-.01( .03), $p$=.70  ","(-.07, .04)","-.01(-.07, .05)"
Verbal Ability,map,b1,male,aehplus,grip,Boston Naming Test,321,"2.95(1.26), $p$=.02 *"," .19( .05), $p$<.01 ***","( .09, .30)"," .19( .09, .30)"," .05( .03), $p$=.05 *"," .73( .18), $p$<.01 ***","( .37,1.08)"," .77( .72, .81)"," .12( .15), $p$=.42  "," .03( .04), $p$=.42  ","(-.05, .12)"," .03(-.08, .14)"
Verbal Ability,eas,b1,female,aehplus,grip,Categories,363,"2.88(4.99), $p$=.56  "," .08( .14), $p$=.56  ","(-.20, .36)"," .08(-.02, .18)"," .24( .43), $p$=.58  "," .21( .38), $p$=.58  ","(-.54, .96)"," .21( .11, .31)","-.59( .70), $p$=.40  ","-.06( .07), $p$=.40  ","(-.21, .08)","-.06(-.16, .04)"
Verbal Ability,eas,b1,male,aehplus,grip,Categories,222,"3.04(11.79), $p$=.80  "," .07( .26), $p$=.80  ","(-.45, .58)"," .07(-.06, .20)","1.33( .79), $p$=.09 ."," .87( .55), $p$=.11  ","(-.21,1.95)"," .87( .84, .90)","-2.01(2.28), $p$=.38  ","-.12( .13), $p$=.37  ","(-.37, .13)","-.12(-.24, .02)"
Verbal Ability,map,b1,female,aehplus,grip,Categories,935,"6.22(2.87), $p$=.03 *"," .09( .04), $p$=.03 *","( .01, .18)"," .09( .03, .16)"," .22( .18), $p$=.22  "," .23( .19), $p$=.23  ","(-.15, .60)"," .23( .17, .29)","1.29( .59), $p$=.03 *"," .06( .03), $p$=.03 *","( .01, .12)"," .06(-.00, .12)"
Verbal Ability,map,b1,male,aehplus,grip,Categories,321,"1.41(7.82), $p$=.86  "," .01( .07), $p$=.86  ","(-.13, .15)"," .01(-.10, .12)"," .35( .38), $p$=.35  "," .25( .28), $p$=.36  ","(-.29, .80)"," .25( .15, .35)","-.90(1.22), $p$=.46  ","-.04( .05), $p$=.46  ","(-.13, .06)","-.04(-.14, .07)"
Verbal Ability,eas,b1,female,aehplus,grip,FAS,360,"12.14(8.12), $p$=.14  "," .22( .14), $p$=.12  ","(-.06, .49)"," .22( .12, .31)"," .22( .53), $p$=.68  "," .14( .35), $p$=.69  ","(-.54, .83)"," .14( .04, .24)"," .19(1.06), $p$=.86  "," .02( .09), $p$=.86  ","(-.16, .19)"," .02(-.09, .12)"
Verbal Ability,eas,b1,male,aehplus,grip,FAS,222,"-2.14(11.20), $p$=.85  ","-.04( .19), $p$=.85  ","(-.41, .33)","-.04(-.17, .10)"," .59( .97), $p$=.54  "," .66(1.21), $p$=.58  ","(-1.70,3.03)"," .66( .58, .73)","-1.73(2.65), $p$=.51  ","-.08( .12), $p$=.51  ","(-.31, .15)","-.08(-.21, .05)"
Verbal Ability,ilse,b1,female,aehplus,grip,Fluency,225,"13.64(14.92), $p$=.36  "," .10( .11), $p$=.35  ","(-.11, .32)"," .10(-.03, .23)"," .24( .27), $p$=.38  "," .58( .72), $p$=.43  ","(-.84,2.00)"," .57( .48, .66)","9.98(5.52), $p$=.07 ."," .15( .08), $p$=.06 .","(-.01, .31)"," .15( .02, .28)"
Verbal Ability,ilse,b1,male,aehplus,grip,Fluency,252,"9.48(13.28), $p$=.47  "," .07( .10), $p$=.47  ","(-.13, .27)"," .07(-.05, .20)"," .04( .15), $p$=.80  "," .19( .76), $p$=.80  ","(-1.30,1.69)"," .19( .07, .31)","13.29(5.00), $p$=.01 **"," .21( .07), $p$<.01 **","( .06, .35)"," .21( .09, .32)"
Verbal Ability,ilse,b1,female,aehplus,grip,Information,225,"2.20(7.03), $p$=.75  "," .03( .09), $p$=.75  ","(-.15, .21)"," .03(-.10, .16)"," .11( .10), $p$=.27  "," .42( .42), $p$=.32  ","(-.40,1.23)"," .43( .31, .53)","-1.78(1.78), $p$=.32  ","-.08( .08), $p$=.31  ","(-.23, .07)","-.08(-.21, .05)"
Verbal Ability,ilse,b1,male,aehplus,grip,Information,252,"7.82(6.86), $p$=.26  "," .12( .11), $p$=.25  ","(-.09, .33)"," .12(-.00, .24)"," .01( .06), $p$=.82  "," .23(1.11), $p$=.83  ","(-1.94,2.41)"," .22( .10, .34)","-.87(1.91), $p$=.65  ","-.04( .08), $p$=.65  ","(-.20, .12)","-.04(-.16, .09)"
Verbal Ability,octo,b1,female,aehplus,grip,Information,275,"2.99(1.15), $p$=.01 **"," .19( .07), $p$=.01 **","( .06, .33)"," .19( .07, .30)"," .06( .02), $p$=.01 **"," .78( .30), $p$=.01 **","( .20,1.37)"," .78( .73, .82)","-.09( .21), $p$=.66  ","-.02( .05), $p$=.66  ","(-.11, .07)","-.02(-.14, .10)"
Verbal Ability,octo,b1,male,aehplus,grip,Information,140," .70(1.63), $p$=.67  "," .05( .11), $p$=.66  ","(-.17, .26)"," .05(-.12, .21)","-.06( .05), $p$=.17  ","-.46( .32), $p$=.16  ","(-1.09, .18)","-.45(-.58,-.31)"," .77( .37), $p$=.04 *"," .18( .08), $p$=.03 *","( .02, .35)"," .18( .02, .34)"
Verbal Ability,satsa,b1,female,aehplus,grip,Information,410,"2.57(2.39), $p$=.28  "," .10( .10), $p$=.28  ","(-.08, .29)"," .10( .01, .20)"," .03( .01), $p$=.03 *"," .65( .25), $p$=.01 **","( .16,1.14)"," .64( .58, .69)"," .85( .57), $p$=.14  "," .05( .04), $p$=.13  ","(-.02, .12)"," .05(-.04, .15)"
Verbal Ability,satsa,b1,male,aehplus,grip,Information,410,"2.57(2.39), $p$=.28  "," .10( .10), $p$=.28  ","(-.08, .29)"," .10( .01, .20)"," .03( .01), $p$=.03 *"," .65( .25), $p$=.01 **","( .16,1.14)"," .64( .58, .69)"," .85( .57), $p$=.14  "," .05( .04), $p$=.13  ","(-.02, .12)"," .05(-.04, .15)"
Verbal Ability,map,b1,female,aehplus,grip,NART,932,"-.17( .73), $p$=.82  ","-.01( .04), $p$=.82  ","(-.09, .07)","-.01(-.07, .05)"," .03( .03), $p$=.30  "," .26( .27), $p$=.33  ","(-.27, .80)"," .27( .21, .33)","-.08( .11), $p$=.49  ","-.02( .03), $p$=.49  ","(-.08, .04)","-.02(-.08, .04)"
Verbal Ability,map,b1,male,aehplus,grip,NART,321,"3.38(1.83), $p$=.06 ."," .12( .06), $p$=.06 .","(-.00, .25)"," .12( .01, .23)"," .08( .07), $p$=.23  "," .38( .33), $p$=.25  ","(-.27,1.02)"," .38( .28, .47)","-.14( .27), $p$=.60  ","-.03( .06), $p$=.59  ","(-.14, .08)","-.03(-.14, .08)"
Verbal Ability,octo,b1,female,aehplus,grip,Synonyms,273," .94( .68), $p$=.16  "," .13( .09), $p$=.16  ","(-.05, .30)"," .13( .01, .24)"," .04( .02), $p$=.04 *"," .69( .29), $p$=.02 *","( .12,1.26)"," .69( .62, .75)","-.04( .16), $p$=.80  ","-.01( .06), $p$=.80  ","(-.12, .10)","-.01(-.13, .10)"
Verbal Ability,octo,b1,male,aehplus,grip,Synonyms,139," .85(1.05), $p$=.42  "," .08( .10), $p$=.41  ","(-.12, .28)"," .08(-.08, .25)","-.01( .03), $p$=.84  ","-.14( .72), $p$=.85  ","(-1.55,1.28)","-.14(-.30, .02)"," .45( .26), $p$=.08 ."," .15( .08), $p$=.06 .","(-.01, .31)"," .15(-.01, .31)"
Verbal Ability,satsa,b1,female,aehplus,grip,Synonyms,409,"1.86(1.41), $p$=.19  "," .12( .09), $p$=.18  ","(-.05, .29)"," .12( .02, .21)"," .00( .01), $p$=.52  "," .26( .42), $p$=.53  ","(-.56,1.08)"," .29( .20, .38)"," .63( .38), $p$=.10 ."," .06( .04), $p$=.10 .","(-.01, .14)"," .06(-.03, .16)"
Verbal Ability,satsa,b1,male,aehplus,grip,Synonyms,299,"5.13(2.75), $p$=.06 ."," .19( .10), $p$=.05 .","(-.00, .38)"," .19( .08, .30)","-.01( .01), $p$=.37  ","-.42( .51), $p$=.41  ","(-1.42, .58)","-.39(-.48,-.29)"," .15( .55), $p$=.79  "," .01( .05), $p$=.79  ","(-.08, .10)"," .01(-.10, .13)"
Verbal Ability,eas,b1,female,aehplus,grip,Vocabulary,363,"6.49(7.71), $p$=.40  "," .12( .15), $p$=.40  ","(-.16, .41)"," .12( .02, .22)"," .19( .46), $p$=.68  "," .25( .64), $p$=.69  ","(-1.00,1.51)"," .25( .15, .35)","-.37(1.51), $p$=.80  ","-.03( .10), $p$=.80  ","(-.23, .18)","-.03(-.13, .08)"
Verbal Ability,eas,b1,male,aehplus,grip,Vocabulary,222,"6.82(19.57), $p$=.73  "," .12( .34), $p$=.73  ","(-.55, .79)"," .12(-.01, .25)","-.01(1.25), $p$=.99  ","-.02(1.37), $p$=.99  ","(-2.69,2.66)","-.02(-.15, .12)","-3.58(4.03), $p$=.38  ","-.13( .14), $p$=.37  ","(-.42, .15)","-.13(-.26, .00)"
