domain,study,model_number,subgroup,model_type,physical,cognitive,$n$,Cov(Levels),ab_tau_00_est,ab_tau_00_se,ab_tau_00_pval,Corr(Levels)Est,er_tau_00_est,er_tau_00_se,er_tau_00_pval,CI(Levels)Est,er_tau_00_ci95lo,er_tau_00_ci95hi,Corr(Levels)Comp,cr_levels_est,cr_levels_ci95_lo,cr_levels_ci95_hi,Cov(Slopes),Corr(Slopes)Est,er_tau_11_est,er_tau_11_se,er_tau_11_pval,CI(Slopes)Est,er_tau_11_ci95lo,er_tau_11_ci95hi,Corr(Slopes)Comp,cr_slopes_est,cr_slopes_ci95_lo,cr_slopes_ci95_hi,Cov(Residuals),ab_sigma_00_est,ab_sigma_00_se,ab_sigma_00_pval,Corr(Resid)Est,er_sigma_00_est,er_sigma_00_se,er_sigma_00_pval,CI(Resid)Est,er_sigma_00_ci95lo,er_sigma_00_ci95hi,Corr(Residuals)Comp,cr_resid_est,cr_resid_ci95_lo,cr_resid_ci95_hi
semantic memory,eas,b1,female,aehplus,gait,bnt,363,"-.88(4.93), $p$=.86  ",-0.879,4.926,0.858,"-.02( .14), $p$=.86  ",-0.024,0.135,0.858,"(-.29, .24)",-0.2886,0.2406,"-.02(-.13, .08)",-0.024086299819292774,-0.12670546927061274,0.07904297816135407," .01( .32), $p$=.98  "," .02(1.08), $p$=.98  ",0.024,1.076,0.982,"(-2.08,2.13)",-2.08496,2.13296," .02(-.08, .13)",0.023147864641841934,-0.0799760011856948,0.1257814749533191," .49( .92), $p$=.59  ",0.492,0.917,0.592," .04( .08), $p$=.59  ",0.045,0.084,0.593,"(-.12, .21)",-0.11964000000000001,0.20964," .05(-.06, .15)",0.04503112661996859,-0.05817181966976244,0.1472817539237896
semantic memory,map,b1,female,aehplus,gait,bnt,935," .02( .01), $p$<.01 ***",0.025,0.007,0.0," .18( .04), $p$<.01 ***",0.176,0.045,0.0,"( .09, .26)",0.08779999999999999,0.2642," .18( .11, .24)",0.17718468981773428,0.11437122881164799,0.2385870850578383," .00( .00), $p$=.10 ."," .28( .17), $p$=.11  ",0.277,0.173,0.108,"(-.06, .62)",-0.06207999999999997,0.61608," .20( .14, .26)",0.2,0.13765235881526192,0.2607689736171356,"-.00( .00), $p$=.69  ",-0.001,0.002,0.691,"-.01( .02), $p$=.69  ",-0.01,0.025,0.691,"(-.06, .04)",-0.059000000000000004,0.039,"-.01(-.08, .05)",-0.011379812366648647,-0.07543746780594303,0.052771383022845286
semantic memory,octo,b1,female,aehplus,gait,information,275,"-3.15(2.80), $p$=.26  ",-3.15,2.799,0.26,"-.10( .09), $p$=.25  ",-0.104,0.091,0.25,"(-.28, .07)",-0.28236,0.07436,"-.10(-.22, .01)",-0.10437202332625255,-0.21994069193059632,0.014085828019074913," .02( .04), $p$=.61  "," .04( .08), $p$=.61  ",0.039,0.077,0.615,"(-.11, .19)",-0.11191999999999999,0.18992," .04(-.08, .16)",0.03912831976241634,-0.07952369020000477,0.15668708663364211,"-.72( .51), $p$=.15  ",-0.725,0.508,0.154,"-.05( .04), $p$=.17  ",-0.053,0.039,0.175,"(-.13, .02)",-0.12944,0.023439999999999996,"-.05(-.17, .07)",-0.05348149392199227,-0.17068569005982723,0.06521501065731715
semantic memory,map,b1,female,aehplus,gait,nart,933," .02( .01), $p$=.05 *",0.023,0.012,0.05," .09( .04), $p$=.05 *",0.088,0.044,0.046,"( .00, .17)",0.0017599999999999977,0.17424," .09( .02, .15)",0.08844845533812719,0.024405593719079452,0.15176831113247294," .00( .00), $p$=.65  ","-.10( .22), $p$=.65  ",-0.098,0.219,0.653,"(-.53, .33)",-0.52724,0.33124," .00(-.06, .06)",0.0,-0.06418140598095022,0.06418140598095022," .01( .00), $p$<.01 **",0.009,0.003,0.003," .08( .03), $p$<.01 **",0.084,0.027,0.002,"( .03, .14)",0.031080000000000003,0.13692000000000001," .08( .02, .15)",0.08171020660542648,0.01762121111802782,0.14513050815388007
semantic memory,octo,b1,female,aehplus,gait,synonyms,268,"-1.40(2.17), $p$=.52  ",-1.397,2.173,0.52,"-.10( .15), $p$=.51  ",-0.098,0.15,0.514,"(-.39, .20)",-0.392,0.19599999999999998,"-.10(-.22, .02)",-0.09770691345666437,-0.21501091347298174,0.022376263852812227,"-.22( .53), $p$=.68  ","-.48( .48), $p$=.31  ",-0.485,0.476,0.308,"(-1.42, .45)",-1.4179599999999999,0.4479599999999999,"-.49(-.57,-.39)",-0.4852831664906369,-0.5718527322628326,-0.38802450076938116,"-1.22( .69), $p$=.08 .",-1.217,0.686,0.076,"-.14( .07), $p$=.04 *",-0.138,0.068,0.042,"(-.27,-.00)",-0.27128,-0.004720000000000002,"-.14(-.25,-.02)",-0.13826456539975526,-0.25387974301669053,-0.018754054010536682
semantic memory,ilse,b1,female,aehplus,tug,waisgeneral,225," .16( .82), $p$=.85  ",0.157,0.816,0.848,---,NA,NA,NA,---,NA,NA," .04(-.10, .17)",0.035822985579308915,-0.09541470577524408,0.16583663307206303," .00( .01), $p$=.95  ",---,NA,NA,NA,---,NA,NA," .00(-.13, .13)",0.0,-0.130790643751104,0.130790643751104,"-.07( .24), $p$=.76  ",-0.071,0.238,0.764,---,NA,NA,NA,---,NA,NA,"-.03(-.16, .10)",-0.03108538830430215,-0.16122056117514105,0.10011227973480086
semantic memory,eas,b1,female,aehplus,gait,waisvocab,363,"51.98(22.89), $p$=.02 *",51.981,22.895,0.023," .29( .12), $p$=.01 *",0.287,0.116,0.013,"( .06, .51)",0.05963999999999997,0.5143599999999999," .29( .19, .38)",0.28685803721593145,0.18952075520844122,0.37861197609042,"1.53(1.26), $p$=.22  ","1.00(1.16), $p$=.39  ",0.998,1.156,0.388,"(-1.27,3.26)",-1.2677599999999998,3.2637599999999996,"1.00(1.00,1.00)",0.9976776555484497,0.9971454645405251,0.9981107203262876,"-.85(3.63), $p$=.81  ",-0.852,3.631,0.815,"-.02( .07), $p$=.81  ",-0.017,0.072,0.814,"(-.16, .12)",-0.15811999999999998,0.12412,"-.02(-.12, .09)",-0.016811753580078134,-0.11953820209366424,0.08627084531074353
short-term memory,map,b1,female,aehplus,gait,bstory_im,935," .01( .01), $p$=.30  ",0.011,0.01,0.301," .07( .07), $p$=.29  ",0.075,0.071,0.292,"(-.06, .21)",-0.06415999999999998,0.21415999999999996," .08( .01, .14)",0.07779730694816726,0.01375321125183709,0.14120569578880302," .00( .00), $p$=.28  "," .28( .26), $p$=.28  ",0.285,0.263,0.278,"(-.23, .80)",-0.23048000000000007,0.8004800000000001," .16( .09, .22)",0.15811388300841897,0.09496384779932014,0.21999644935930998," .01( .00), $p$=.16  ",0.007,0.005,0.162," .04( .03), $p$=.16  ",0.037,0.027,0.164,"(-.02, .09)",-0.015920000000000004,0.08992," .04(-.03, .10)",0.03737281989106063,-0.02680409855693879,0.10124292842233713
short-term memory,eas,b1,female,aehplus,gait,digit_tot,363,"12.35(6.17), $p$=.04 *",12.353,6.175,0.045," .24( .11), $p$=.03 *",0.243,0.113,0.032,"( .02, .46)",0.021519999999999984,0.46448," .24( .14, .34)",0.24257187734689872,0.1432144516116748,0.3370885147617435," .62( .35), $p$=.08 ."," .74( .40), $p$=.06 .",0.737,0.4,0.065,"(-.05,1.52)",-0.04700000000000004,1.521," .74( .69, .78)",0.7375489351418447,0.6867527650407235,0.7811766030891536,"-.24( .88), $p$=.79  ",-0.237,0.881,0.788,"-.02( .07), $p$=.79  ",-0.018,0.068,0.789,"(-.15, .12)",-0.15128,0.11528000000000001,"-.02(-.12, .08)",-0.01823184634397045,-0.1209381940643821,0.08486071683667412
short-term memory,map,b1,female,aehplus,gait,logic_im,935," .05( .02), $p$=.04 *",0.049,0.024,0.038," .11( .05), $p$=.04 *",0.106,0.05,0.035,"( .01, .20)",0.007999999999999993,0.20400000000000001," .11( .04, .17)",0.10624369027431829,0.04241994275592016,0.16920384050070922," .00( .00), $p$=.02 *"," .43( .17), $p$=.01 *",0.435,0.17,0.011,"( .10, .77)",0.1018,0.7682," .33( .27, .38)",0.32616403652672116,0.267648202453711,0.38228271898888555," .01( .01), $p$=.07 .",0.014,0.008,0.067," .04( .02), $p$=.06 .",0.045,0.024,0.064,"(-.00, .09)",-0.00204,0.09204," .04(-.02, .11)",0.044135279291689505,-0.020034103735973884,0.10794253557016598
short-term memory,octo,b1,female,aehplus,gait,prose_im,269,"-1.31(1.09), $p$=.23  ",-1.311,1.094,0.231,"-.14( .12), $p$=.26  ",-0.136,0.119,0.256,"(-.37, .10)",-0.36924,0.09723999999999997,"-.14(-.25,-.02)",-0.1356266728425125,-0.2511507677025246,-0.01629302830570024,"-.08( .10), $p$=.44  ","-.23( .08), $p$<.01 **",-0.227,0.077,0.003,"(-.38,-.08)",-0.37792000000000003,-0.07608000000000001,"-.23(-.34,-.11)",-0.227121827776618,-0.33755076345204277,-0.11052615452171173,"-.40( .26), $p$=.13  ",-0.396,0.259,0.126,"-.06( .04), $p$=.13  ",-0.059,0.039,0.131,"(-.14, .02)",-0.13544,0.017439999999999997,"-.06(-.18, .06)",-0.058585433084990673,-0.1769435715517112,0.06144300777580147
short-term memory,eas,b1,female,aehplus,gait,word_im,363,"11.87(11.82), $p$=.32  ",11.874,11.82,0.315," .15( .16), $p$=.32  ",0.154,0.156,0.321,"(-.15, .46)",-0.15175999999999998,0.45975999999999995," .15( .05, .25)",0.15446728309912325,0.05236659486716023,0.2533720195621981," .29( .82), $p$=.73  "," .26( .76), $p$=.73  ",0.263,0.76,0.729,"(-1.23,1.75)",-1.2266,1.7526000000000002," .26( .16, .36)",0.262960074660889,0.16447877108209957,0.356250622347538,"1.28(2.26), $p$=.57  ",1.282,2.263,0.571," .04( .08), $p$=.57  ",0.045,0.079,0.571,"(-.11, .20)",-0.10984000000000001,0.19984000000000002," .04(-.06, .15)",0.04495494515821235,-0.058247897008128456,0.14720707296386717
short-term memory,elsa,b1,female,aehplus,gait,word_im,2225," .04( .01), $p$<.01 ***",0.038,0.009,0.0," .20( .05), $p$<.01 ***",0.203,0.046,0.0,"( .11, .29)",0.11284000000000002,0.29316," .20( .16, .24)",0.20375994174159795,0.16358985614756916,0.24325547502694414," .00( .00), $p$=.23  "," .25( .20), $p$=.21  ",0.253,0.203,0.212,"(-.14, .65)",-0.14488,0.65088,---,NaN,NaN,NaN," .01( .00), $p$=.09 .",0.006,0.004,0.094," .03( .02), $p$=.09 .",0.033,0.02,0.093,"(-.01, .07)",-0.006199999999999997,0.0722," .03(-.01, .07)",0.033069020938153275,-0.008497906001479883,0.07452186282497335
short-term memory,hrs,b1,female,aehplus,gait,word_im,370," .04( .01), $p$=.01 *",0.036,0.015,0.014,---,NA,NA,NA,---,NA,NA," .26( .16, .35)",0.25697901968936987,0.15919614534031684,0.34976888991683264," .00( .00), $p$=.44  ",---,NA,NA,NA,---,NA,NA,---,NaN,NaN,NaN," .00( .01), $p$=.60  ",0.004,0.008,0.596,---,NA,NA,NA,---,NA,NA," .02(-.08, .12)",0.021738488357534155,-0.08039350137305702,0.12341876452983382
short-term memory,lasa,b1,female,aehplus,gait,word_im,782,"-1.74( .67), $p$=.01 **",-1.735,0.672,0.01,"-.31( .18), $p$=.08 .",-0.313,0.181,0.083,"(-.67, .04)",-0.6677599999999999,0.041759999999999964,"-.31(-.37,-.25)",-0.31264042440927653,-0.3745388774950362,-0.24796771745585955,"-.01( .01), $p$=.21  ","-.28( .19), $p$=.13  ",-0.283,0.189,0.134,"(-.65, .09)",-0.65344,0.08744000000000002,"-.28(-.34,-.22)",-0.28107438337344803,-0.3443956873502101,-0.21520735809635888,"-.37( .28), $p$=.19  ",-0.366,0.28,0.191,"-.02( .02), $p$=.21  ",-0.024,0.019,0.212,"(-.06, .01)",-0.061239999999999996,0.013239999999999995,"-.02(-.09, .05)",-0.023673684719364766,-0.0936260875828248,0.046511305553769505
short-term memory,map,b1,female,aehplus,gait,word_im,935," .13( .02), $p$<.01 ***",0.128,0.025,0.0," .28( .05), $p$<.01 ***",0.281,0.051,0.0,"( .18, .38)",0.18104000000000003,0.38096," .28( .22, .34)",0.2770991219149661,0.216838691225207,0.3352558049418806," .00( .00), $p$=.05 *"," .34( .17), $p$=.04 *",0.343,0.171,0.045,"( .01, .68)",0.007840000000000014,0.6781600000000001," .23( .17, .29)",0.23368249513479444,0.17214893910492807,0.29339947392072907,"-.00( .01), $p$=.80  ",-0.002,0.008,0.805,"-.01( .02), $p$=.80  ",-0.006,0.024,0.805,"(-.05, .04)",-0.05304,0.04104,"-.01(-.07, .06)",-0.006144458484548123,-0.070229486329824,0.05799108028685551
verbal comprehension,map,b1,female,aehplus,gait,ideas,935," .01( .00), $p$=.01 **",0.008,0.003,0.009," .16( .06), $p$=.01 **",0.159,0.06,0.007,"( .04, .28)",0.041400000000000006,0.2766," .15( .09, .22)",0.153704111387796,0.09048307249425912,0.2156913002445384," .00( .00), $p$=.27  "," .22( .20), $p$=.27  ",0.222,0.201,0.271,"(-.17, .62)",-0.17196000000000003,0.6159600000000001," .00(-.06, .06)",0.0,-0.06411269389362989,0.06411269389362989," .00( .00), $p$=.26  ",0.002,0.001,0.265," .03( .02), $p$=.26  ",0.026,0.023,0.264,"(-.02, .07)",-0.019079999999999996,0.07107999999999999," .03(-.03, .10)",0.034109634006443394,-0.030068816194321626,0.098007998078052
visual discrimination,map,b1,female,aehplus,gait,line,935," .08( .02), $p$<.01 ***",0.078,0.018,0.0," .26( .06), $p$<.01 ***",0.259,0.056,0.0,"( .15, .37)",0.14924,0.36876," .26( .20, .32)",0.26263966158357477,0.2019271248978387,0.32134143606465415," .00( .00), $p$=.89  ","-.08( .64), $p$=.90  ",-0.082,0.635,0.897,"(-1.33,1.16)",-1.3266,1.1625999999999999," .00(-.06, .06)",0.0,-0.06411269389362989,0.06411269389362989," .00( .01), $p$=.54  ",0.004,0.006,0.544," .01( .02), $p$=.54  ",0.015,0.024,0.543,"(-.03, .06)",-0.03204,0.06204," .02(-.05, .08)",0.015133936848933613,-0.04902632618396866,0.07916981405642458
visual discrimination,ilse,b1,female,aehplus,tug,piccomp,225," .27( .84), $p$=.75  ",0.27,0.845,0.75,---,NA,NA,NA,---,NA,NA," .08(-.05, .21)",0.08419057469885637,-0.04711891138056907,0.2126397697618552," .00( .01), $p$=.90  ",---,NA,NA,NA,---,NA,NA," .17( .04, .30)",0.17149858514250882,0.04164198827636655,0.29565750962863957,"-.10( .31), $p$=.74  ",-0.103,0.311,0.742,---,NA,NA,NA,---,NA,NA,"-.03(-.16, .10)",-0.03065687191833626,-0.16080275579194267,0.10053688775646319
working memory,map,b1,female,aehplus,gait,digit_b,935," .06( .01), $p$<.01 ***",0.057,0.012,0.0," .26( .05), $p$<.01 ***",0.255,0.052,0.0,"( .15, .36)",0.15308,0.35692," .26( .20, .32)",0.2602658328090644,0.19948176012067634,0.3190546708159853," .00( .00), $p$=.08 ."," .48( .29), $p$=.09 .",0.48,0.287,0.094,"(-.08,1.04)",-0.08251999999999993,1.04252," .35( .30, .41)",0.3535533905932738,0.2961536894694786,0.40840858087298565,"-.00( .00), $p$=.47  ",-0.003,0.004,0.47,"-.02( .03), $p$=.47  ",-0.019,0.026,0.47,"(-.07, .03)",-0.06996,0.03196,"-.02(-.08, .05)",-0.01750350105035012,-0.08152470819322946,0.04666155628332063
working memory,octo,b1,female,aehplus,gait,digit_b,276,"-.76( .31), $p$=.01 *",-0.762,0.313,0.015,"-.30( .11), $p$<.01 **",-0.305,0.107,0.004,"(-.51,-.10)",-0.51472,-0.09528,"-.30(-.41,-.19)",-0.3048999503902951,-0.40827160927211453,-0.1938077479432745," .01( .04), $p$=.75  "," .23( .46), $p$=.61  ",0.233,0.458,0.611,"(-.66,1.13)",-0.66468,1.1306800000000001," .27( .15, .37)",0.26748744698204446,0.154291130582432,0.3737527244561894," .11( .21), $p$=.60  ",0.111,0.209,0.596," .03( .06), $p$=.58  ",0.031,0.056,0.579,"(-.08, .14)",-0.07876,0.14076," .03(-.09, .15)",0.031031268158094906,-0.08735793782894004,0.1485561239080458
working memory,map,b1,female,aehplus,gait,digit_o,935," .02( .01), $p$<.01 **",0.025,0.009,0.004," .17( .06), $p$<.01 **",0.167,0.058,0.004,"( .05, .28)",0.053320000000000006,0.28068000000000004," .17( .11, .23)",0.1706494580598202,0.10771525484592638,0.23222146417844178," .00( .00), $p$=.74  ","-.08( .25), $p$=.74  ",-0.081,0.249,0.744,"(-.57, .41)",-0.56904,0.40703999999999996," .00(-.06, .06)",0.0,-0.06411269389362989,0.06411269389362989," .00( .00), $p$=.92  ",0.0,0.004,0.925," .00( .02), $p$=.92  ",0.002,0.024,0.925,"(-.05, .05)",-0.04504,0.04904," .00(-.06, .06)",0.0,-0.06411269389362989,0.06411269389362989
