domain,study,model_number,subgroup,model_type,physical,cognitive,$n$,Cov(Levels),ab_tau_00_est,ab_tau_00_se,ab_tau_00_pval,Corr(Levels)Est,er_tau_00_est,er_tau_00_se,er_tau_00_pval,CI(Levels)Est,er_tau_00_ci95lo,er_tau_00_ci95hi,Corr(Levels)Comp,cr_levels_est,cr_levels_ci95_lo,cr_levels_ci95_hi,Cov(Slopes),Corr(Slopes)Est,er_tau_11_est,er_tau_11_se,er_tau_11_pval,CI(Slopes)Est,er_tau_11_ci95lo,er_tau_11_ci95hi,Corr(Slopes)Comp,cr_slopes_est,cr_slopes_ci95_lo,cr_slopes_ci95_hi,Cov(Residuals),ab_sigma_00_est,ab_sigma_00_se,ab_sigma_00_pval,Corr(Resid)Est,er_sigma_00_est,er_sigma_00_se,er_sigma_00_pval,CI(Resid)Est,er_sigma_00_ci95lo,er_sigma_00_ci95hi,Corr(Residuals)Comp,cr_resid_est,cr_resid_ci95_lo,cr_resid_ci95_hi
perceptual speed,octo,b1,female,aehplus,pef,symbol,264,"202.50(47.95), $p$<.01 ***",202.505,47.95,0.0," .38( .08), $p$<.01 ***",0.376,0.078,0.0,"( .22, .53)",0.22312,0.52888," .38( .27, .48)",0.3764223579699567,0.26786845535496595,0.475538816925463,"2.24(1.02), $p$=.03 *"," .66( .17), $p$<.01 ***",0.658,0.173,0.0,"( .32,1.00)",0.31892000000000004,0.99708," .66( .58, .72)",0.6585696771794743,0.5842985814349589,0.7219004415358233,"8.33(13.91), $p$=.55  ",8.329,13.91,0.549," .03( .06), $p$=.55  ",0.034,0.057,0.547,"(-.08, .15)",-0.07772,0.14572000000000002," .03(-.09, .15)",0.03442500336645029,-0.08666217628503478,0.15450986533257305
perceptual speed,satsa,b1,female,aehplus,fev,symbol,408," .25( .20), $p$=.22  ",0.248,0.204,0.223," .10( .08), $p$=.22  ",0.1,0.081,0.218,"(-.06, .26)",-0.05876000000000001,0.25876," .10( .00, .20)",0.10013039246747477,0.003075655934034617,0.1953163337947732,"-.00( .00), $p$=.39  ","-.16( .20), $p$=.42  ",-0.158,0.196,0.419,"(-.54, .23)",-0.54216,0.22616,---,-Inf,NaN,NaN," .05( .06), $p$=.38  ",0.052,0.059,0.379," .04( .05), $p$=.38  ",0.04,0.046,0.376,"(-.05, .13)",-0.05015999999999999,0.13016," .04(-.05, .14)",0.044176977975886364,-0.05313555075782605,0.1406583429552005
semantic memory,eas,b1,female,aehplus,pef,bnt,545,"18.42(10.03), $p$=.07 .",18.418,10.028,0.066," .17( .09), $p$=.06 .",0.169,0.091,0.063,"(-.01, .35)",-0.00935999999999998,0.34736," .17( .09, .25)",0.16851926609985204,0.08574353571694585,0.2489845130603139," .17( .80), $p$=.83  "," .16( .81), $p$=.84  ",0.164,0.811,0.84,"(-1.43,1.75)",-1.4255600000000002,1.75356," .16( .08, .24)",0.16318078421717083,0.08029189132258503,0.24382833741537752,"-3.29(2.78), $p$=.24  ",-3.285,2.777,0.237,"-.06( .05), $p$=.24  ",-0.06,0.051,0.237,"(-.16, .04)",-0.15996,0.039959999999999996,"-.06(-.14, .02)",-0.06045685867120567,-0.1437164342393506,0.02365257168522768
semantic memory,map,b1,female,aehplus,fev,bnt,934," .03( .02), $p$=.10  ",0.026,0.016,0.102," .08( .05), $p$=.10  ",0.08,0.049,0.101,"(-.02, .18)",-0.01604,0.17604," .08( .02, .14)",0.07948023393945496,0.015411787373114242,0.14289869864405466," .00( .00), $p$=.92  ","-.04( .43), $p$=.92  ",-0.04,0.429,0.925,"(-.88, .80)",-0.88084,0.8008399999999999,---,NaN,NaN,NaN,"-.00( .00), $p$=.35  ",-0.003,0.003,0.353,"-.03( .03), $p$=.35  ",-0.03,0.033,0.348,"(-.09, .03)",-0.09468,0.03468,"-.03(-.09, .03)",-0.030166373849428076,-0.09413124440981158,0.034046531353135304
semantic memory,octo,b1,female,aehplus,pef,information,275,"61.57(51.70), $p$=.23  ",61.57,51.703,0.234," .11( .09), $p$=.23  ",0.108,0.09,0.232,"(-.07, .28)",-0.0684,0.2844," .11(-.01, .22)",0.10762256392220496,-0.010798860062184484,0.2230668718937414," .56( .85), $p$=.51  "," .20( .30), $p$=.51  ",0.195,0.298,0.514,"(-.39, .78)",-0.3890799999999999,0.77908," .19( .08, .31)",0.19460596468470046,0.07812024176364953,0.3058496385866292,"10.61(10.96), $p$=.33  ",10.613,10.958,0.333," .06( .06), $p$=.33  ",0.057,0.059,0.332,"(-.06, .17)",-0.05863999999999999,0.17264," .06(-.06, .17)",0.056813503081485583,-0.06188633512945799,0.17392863502757389
semantic memory,satsa,b1,female,aehplus,fev,information,410," .06( .15), $p$=.66  ",0.063,0.146,0.663," .03( .07), $p$=.66  ",0.032,0.073,0.663,"(-.11, .18)",-0.11107999999999998,0.17507999999999999," .03(-.07, .13)",0.031376525312996416,-0.06567033167051865,0.12783537035911233," .00( .00), $p$=.05 ."," .31( .16), $p$=.06 .",0.307,0.16,0.055,"(-.01, .62)",-0.006599999999999995,0.6206,---,Inf,NaN,NaN," .09( .03), $p$=.01 **",0.087,0.031,0.006," .11( .04), $p$=.01 **",0.107,0.039,0.006,"( .03, .18)",0.030560000000000004,0.18344," .11( .01, .20)",0.10762044791668181,0.010886613916721233,0.2023586170822783
semantic memory,map,b1,female,aehplus,fev,nart,932," .09( .03), $p$<.01 ***",0.093,0.026,0.0," .15( .04), $p$<.01 ***",0.153,0.042,0.0,"( .07, .24)",0.07067999999999999,0.23532," .15( .09, .22)",0.15342649724433224,0.09009833823290164,0.21551896059067058," .00( .00), $p$=.56  "," .32( .63), $p$=.61  ",0.317,0.627,0.613,"(-.91,1.55)",-0.9119200000000001,1.54592,---,Inf,NaN,NaN," .00( .00), $p$=.72  ",0.001,0.004,0.722," .01( .03), $p$=.72  ",0.012,0.033,0.722,"(-.05, .08)",-0.052680000000000005,0.07668," .01(-.06, .07)",0.008037639987394415,-0.05620721599591506,0.0722162110095075
semantic memory,octo,b1,female,aehplus,pef,synonyms,265,"44.38(26.85), $p$=.10 .",44.378,26.846,0.098," .16( .10), $p$=.09 .",0.164,0.098,0.093,"(-.03, .36)",-0.028079999999999994,0.35608," .16( .04, .28)",0.16409668158328922,0.0444775196025265,0.27907700791248646," .62( .67), $p$=.36  "," .27( .32), $p$=.40  ",0.27,0.324,0.403,"(-.37, .91)",-0.36504000000000003,0.9050400000000001," .27( .15, .38)",0.2703372757980674,0.15488403039680737,0.3785059753595501,"-7.00(6.72), $p$=.30  ",-7.004,6.719,0.297,"-.06( .06), $p$=.30  ",-0.058,0.056,0.3,"(-.17, .05)",-0.16776,0.051759999999999994,"-.06(-.18, .06)",-0.058449191199319364,-0.17769630258377156,0.06248956068957488
semantic memory,satsa,b1,female,aehplus,fev,synonyms,409," .23( .10), $p$=.01 *",0.23,0.095,0.015," .18( .07), $p$=.01 *",0.182,0.074,0.013,"( .04, .33)",0.03695999999999999,0.32704," .18( .09, .27)",0.18162272950907976,0.08617461547524222,0.2737671174032916," .00( .00), $p$=.21  "," .33( .25), $p$=.18  ",0.328,0.248,0.185,"(-.16, .81)",-0.15808,0.81408,---,NaN,NaN,NaN," .04( .02), $p$=.09 .",0.04,0.023,0.087," .08( .04), $p$=.08 .",0.078,0.045,0.084,"(-.01, .17)",-0.0102,0.16620000000000001," .08(-.02, .18)",0.07949380522702645,-0.017607668868675812,0.17510977921256315
semantic memory,eas,b1,female,aehplus,pef,waisvocab,545,"14.27(50.35), $p$=.78  ",14.273,50.353,0.777," .03( .09), $p$=.78  ",0.026,0.092,0.777,"(-.15, .21)",-0.15431999999999998,0.20631999999999998," .03(-.06, .11)",0.02616513679546901,-0.05795154603497873,0.10991292196668097,"-7.35(3.77), $p$=.05 .","-.70( .40), $p$=.08 .",-0.698,0.401,0.082,"(-1.48, .09)",-1.48396,0.08796000000000004,"-.70(-.74,-.65)",-0.6978288892533289,-0.7385326845355112,-0.6520567222436655,"-8.95(10.78), $p$=.41  ",-8.945,10.782,0.407,"-.04( .05), $p$=.41  ",-0.039,0.047,0.406,"(-.13, .05)",-0.13112,0.053119999999999994,"-.04(-.12, .05)",-0.039012014219430756,-0.12259963408953499,0.04512517155728427
short-term memory,map,b1,female,aehplus,fev,bstory_im,935," .03( .02), $p$=.12  ",0.03,0.019,0.122," .09( .06), $p$=.12  ",0.091,0.058,0.116,"(-.02, .20)",-0.022680000000000006,0.20468," .09( .03, .15)",0.09151489262949453,0.027563923615933277,0.15471980423015286," .00( .00), $p$=.84  "," .11( .60), $p$=.85  ",0.113,0.6,0.85,"(-1.06,1.29)",-1.063,1.289,---,NaN,NaN,NaN,"-.01( .01), $p$=.22  ",-0.007,0.006,0.224,"-.03( .03), $p$=.22  ",-0.033,0.027,0.221,"(-.09, .02)",-0.08592,0.01992,"-.03(-.10, .03)",-0.033053451525491995,-0.0969606716171811,0.031125201208168057
short-term memory,eas,b1,female,aehplus,pef,digit_tot,545,"23.08(16.20), $p$=.15  ",23.078,16.197,0.154," .13( .09), $p$=.15  ",0.134,0.094,0.151,"(-.05, .32)",-0.05023999999999998,0.31823999999999997," .13( .05, .22)",0.13445095142977223,0.0510379659020871,0.21600109980965929,"1.63(1.21), $p$=.18  "," .44( .31), $p$=.15  ",0.437,0.306,0.153,"(-.16,1.04)",-0.16275999999999996,1.03676," .44( .37, .50)",0.437622945120832,0.36712763372396756,0.5031197759168001,"-1.79(3.12), $p$=.57  ",-1.788,3.118,0.566,"-.03( .05), $p$=.57  ",-0.027,0.047,0.567,"(-.12, .07)",-0.11911999999999999,0.06512,"-.03(-.11, .06)",-0.026743511368771428,-0.11048467301803015,0.05737469087636141
short-term memory,satsa,b1,female,aehplus,fev,fig_mem,409," .10( .08), $p$=.25  ",0.096,0.084,0.251," .10( .08), $p$=.25  ",0.098,0.085,0.248,"(-.07, .26)",-0.0686,0.2646," .10( .00, .19)",0.09807976396043432,0.001124709295160581,0.1932080336082659," .00( .00), $p$=.29  "," .25( .24), $p$=.29  ",0.251,0.236,0.288,"(-.21, .71)",-0.21155999999999997,0.71356,---,NaN,NaN,NaN," .03( .03), $p$=.21  ",0.034,0.027,0.21," .06( .04), $p$=.21  ",0.055,0.044,0.208,"(-.03, .14)",-0.031239999999999997,0.14124," .05(-.04, .15)",0.05430526996652594,-0.042886309750136166,0.15047863796040287
short-term memory,map,b1,female,aehplus,fev,logic_im,935," .05( .05), $p$=.33  ",0.048,0.049,0.327," .04( .05), $p$=.33  ",0.045,0.046,0.326,"(-.05, .14)",-0.04515999999999999,0.13516," .04(-.02, .11)",0.04487722015098742,-0.019290977733714534,0.10867722798096334,"-.00( .00), $p$=.80  ","-.11( .47), $p$=.81  ",-0.112,0.468,0.811,"(-1.03, .81)",-1.02928,0.80528,---,-Inf,NaN,NaN," .00( .01), $p$=.91  ",0.001,0.01,0.909," .00( .03), $p$=.91  ",0.003,0.028,0.909,"(-.05, .06)",-0.051879999999999996,0.05788," .00(-.06, .07)",0.002788383477191329,-0.061335275371233164,0.06688911955099097
short-term memory,octo,b1,female,aehplus,pef,prose_im,268,"27.30(17.51), $p$=.12  ",27.298,17.511,0.119," .15( .09), $p$=.11  ",0.149,0.094,0.113,"(-.04, .33)",-0.035239999999999994,0.33324," .15( .03, .26)",0.14913140884012693,0.02984347473157457,0.2642310466043475,"-.09( .56), $p$=.87  ","-.06( .37), $p$=.87  ",-0.06,0.367,0.87,"(-.78, .66)",-0.77932,0.6593199999999999,"-.06(-.18, .06)",-0.05989594757589599,-0.17843655355738924,0.06035844351828754,"7.16(5.99), $p$=.23  ",7.157,5.987,0.232," .07( .06), $p$=.24  ",0.075,0.063,0.238,"(-.05, .20)",-0.048479999999999995,0.19848," .07(-.05, .19)",0.07496617216835924,-0.04526160218887543,0.1930532742157236
short-term memory,eas,b1,female,aehplus,pef,word_im,545,"78.74(26.90), $p$<.01 **",78.743,26.902,0.003," .29( .10), $p$<.01 **",0.29,0.095,0.002,"( .10, .48)",0.10379999999999998,0.47619999999999996," .29( .21, .36)",0.28953466499110114,0.21066833105356925,0.3646563457624225,"3.12(2.14), $p$=.14  "," .64( .53), $p$=.23  ",0.637,0.526,0.226,"(-.39,1.67)",-0.3939600000000001,1.66796," .64( .58, .68)",0.6371573849414248,0.5844442518442625,0.6845152751473077,"-5.33(6.52), $p$=.41  ",-5.334,6.517,0.413,"-.04( .05), $p$=.41  ",-0.04,0.049,0.414,"(-.14, .06)",-0.13604,0.05604,"-.04(-.12, .04)",-0.04042722875010311,-0.12399553634542866,0.043710517340326646
short-term memory,elsa,b1,female,aehplus,fev,word_im,3511," .03( .02), $p$=.09 .",0.026,0.016,0.09," .07( .04), $p$=.09 .",0.072,0.042,0.088,"(-.01, .15)",-0.01032000000000001,0.15432," .07( .04, .10)",0.07099057148198751,0.03800024207385356,0.10382631905486257," .00( .00), $p$=.68  ","-.16( .43), $p$=.71  ",-0.16,0.431,0.71,"(-1.00, .68)",-1.0047599999999999,0.6847599999999999,---,NaN,NaN,NaN," .01( .01), $p$=.29  ",0.01,0.009,0.287," .02( .02), $p$=.28  ",0.025,0.023,0.282,"(-.02, .07)",-0.020079999999999994,0.07008," .02(-.01, .06)",0.024837151976794238,-0.008249192373989514,0.05786917333101378
short-term memory,hrs,b1,female,aehplus,pef,word_im,4612,"18.90(1.80), $p$<.01 ***",18.896,1.799,0.0," .31( .03), $p$<.01 ***",0.314,0.029,0.0,"( .26, .37)",0.25716,0.37084," .31( .29, .34)",0.3137503875957866,0.2874919002677942,0.33953757968031595," .04( .04), $p$=.30  "," .44( .55), $p$=.43  ",0.44,0.554,0.426,"(-.65,1.53)",-0.6458400000000002,1.52584," .44( .42, .47)",0.4437645398614802,0.4202856553860836,0.4666496012350183,"1.71( .85), $p$=.04 *",1.707,0.851,0.045," .04( .02), $p$=.04 *",0.037,0.018,0.044,"( .00, .07)",0.0017199999999999993,0.07228," .04( .01, .07)",0.036930493548028916,0.008077257062352402,0.06572228722136593
short-term memory,lasa,b1,female,aehplus,pef,word_im,782,"37.66(13.01), $p$<.01 **",37.665,13.005,0.004," .16( .05), $p$<.01 **",0.161,0.054,0.003,"( .06, .27)",0.05516,0.26684," .16( .09, .23)",0.16141837828423708,0.09235574429388901,0.22893538330743995," .01( .06), $p$=.86  "," .10( .57), $p$=.86  ",0.1,0.57,0.86,"(-1.02,1.22)",-1.0171999999999999,1.2172," .10( .03, .17)",0.10361693153362365,0.03375434002683133,0.17247183000473243,"25.45(4.52), $p$<.01 ***",25.448,4.518,0.0," .14( .02), $p$<.01 ***",0.137,0.023,0.0,"( .09, .18)",0.09192000000000002,0.18208000000000002," .14( .07, .20)",0.13669233835614963,0.06722881038481318,0.2048371384135681
short-term memory,map,b1,female,aehplus,fev,word_im,935," .11( .05), $p$=.02 *",0.112,0.047,0.017," .11( .04), $p$=.02 *",0.107,0.045,0.017,"( .02, .20)",0.018799999999999997,0.19519999999999998," .11( .04, .17)",0.10710467566253928,0.04328923898556072,0.17004967765268367,"-.01( .00), $p$=.09 .","-.55( .43), $p$=.19  ",-0.554,0.427,0.194,"(-1.39, .28)",-1.39092,0.28291999999999995,---,-Inf,NaN,NaN," .01( .01), $p$=.34  ",0.011,0.012,0.34," .03( .03), $p$=.33  ",0.031,0.032,0.334,"(-.03, .09)",-0.03172,0.09372," .03(-.03, .09)",0.03058388709205983,-0.03359467976671944,0.09451126184881382
verbal comprehension,map,b1,female,aehplus,fev,ideas,935," .02( .01), $p$<.01 **",0.023,0.007,0.002," .19( .06), $p$<.01 ***",0.191,0.055,0.001,"( .08, .30)",0.08320000000000001,0.2988," .19( .13, .25)",0.18976535975542044,0.12720023073219267,0.2508264071695558," .00( .00), $p$=.61  ","-.24( .56), $p$=.66  ",-0.245,0.563,0.663,"(-1.35, .86)",-1.34848,0.8584799999999998,---,NaN,NaN,NaN," .00( .00), $p$=.46  ",0.001,0.002,0.457," .02( .03), $p$=.46  ",0.021,0.029,0.457,"(-.04, .08)",-0.03584,0.07784," .02(-.05, .08)",0.015087573484912844,-0.049072588568041794,0.07912373059986282
visual discrimination,map,b1,female,aehplus,fev,line,934," .10( .03), $p$<.01 **",0.099,0.034,0.004," .14( .05), $p$<.01 **",0.143,0.048,0.003,"( .05, .24)",0.04891999999999999,0.23707999999999999," .14( .08, .20)",0.14201201923749765,0.07858084071271271,0.2042979590453148,"-.00( .00), $p$=.70  ","-.32( .87), $p$=.72  ",-0.316,0.871,0.717,"(-2.02,1.39)",-2.02316,1.39116,---,-Inf,NaN,NaN,"-.01( .01), $p$=.10  ",-0.012,0.007,0.103,"-.04( .03), $p$=.11  ",-0.041,0.026,0.106,"(-.09, .01)",-0.09196,0.009959999999999997,"-.04(-.11, .02)",-0.04127002323683519,-0.10513870671257944,0.022937723260838375
working memory,map,b1,female,aehplus,fev,digit_b,935," .06( .02), $p$=.01 **",0.062,0.023,0.007," .12( .04), $p$=.01 **",0.121,0.045,0.007,"( .03, .21)",0.032799999999999996,0.2092," .12( .06, .18)",0.12131841263316044,0.05765415565953377,0.183999945702601," .00( .00), $p$=.10  "," .68( .53), $p$=.20  ",0.683,0.534,0.201,"(-.36,1.73)",-0.36363999999999996,1.72964,---,Inf,NaN,NaN,"-.01( .01), $p$=.18  ",-0.008,0.006,0.182,"-.04( .03), $p$=.18  ",-0.04,0.03,0.184,"(-.10, .02)",-0.0988,0.018799999999999997,"-.04(-.11, .02)",-0.04232389556904849,-0.10614855546770464,0.02184808307530619
working memory,octo,b1,female,aehplus,pef,digit_b,276,"8.67(5.94), $p$=.14  ",8.668,5.941,0.145," .18( .13), $p$=.16  ",0.185,0.131,0.156,"(-.07, .44)",-0.07175999999999999,0.44176," .19( .07, .30)",0.1853638687439438,0.06880047809386372,0.2969343772854274," .04( .12), $p$=.77  "," .16( .50), $p$=.76  ",0.156,0.5,0.756,"(-.82,1.14)",-0.824,1.136," .14( .03, .26)",0.14476907070343215,0.027164241659644258,0.258421082119489," .81(2.51), $p$=.74  ",0.814,2.507,0.745," .02( .05), $p$=.75  ",0.016,0.05,0.746,"(-.08, .11)",-0.082,0.114," .02(-.10, .13)",0.01634189134688358,-0.10192390899273313,0.13415218921206248
working memory,satsa,b1,female,aehplus,fev,digit_b,409," .08( .03), $p$<.01 ***",0.083,0.026,0.001," .31( .10), $p$<.01 ***",0.309,0.095,0.001,"( .12, .50)",0.12279999999999999,0.4952," .31( .22, .39)",0.309546378949975,0.21915876524709135,0.3946660711668684," .00( .00), $p$=.17  "," .34( .24), $p$=.17  ",0.338,0.245,0.168,"(-.14, .82)",-0.14219999999999994,0.8182,---,NaN,NaN,NaN,"-.01( .01), $p$=.51  ",-0.008,0.013,0.51,"-.03( .05), $p$=.51  ",-0.034,0.051,0.509,"(-.13, .07)",-0.13396,0.06595999999999999,"-.04(-.13, .06)",-0.0381107966983353,-0.13457921807582415,0.059073256170914266
working memory,map,b1,female,aehplus,fev,digit_o,935," .06( .02), $p$<.01 ***",0.06,0.017,0.0," .18( .05), $p$<.01 ***",0.176,0.048,0.0,"( .08, .27)",0.08191999999999999,0.27008," .18( .11, .24)",0.17664410863712865,0.11382044605360275,0.23806073385170357," .00( .00), $p$=.69  ","-.20( .57), $p$=.72  ",-0.202,0.573,0.725,"(-1.33, .92)",-1.3250799999999998,0.9210799999999999,---,NaN,NaN,NaN," .00( .00), $p$=.28  ",0.005,0.005,0.282," .03( .03), $p$=.28  ",0.031,0.028,0.279,"(-.02, .09)",-0.02388,0.08588," .03(-.03, .09)",0.029547545535628238,-0.03463075191046391,0.09348314750277065
