domain,study,model_number,subgroup,model_type,physical,cognitive,$n$,Cov(Levels),ab_tau_00_est,ab_tau_00_se,ab_tau_00_pval,Corr(Levels)Est,er_tau_00_est,er_tau_00_se,er_tau_00_pval,CI(Levels)Est,er_tau_00_ci95lo,er_tau_00_ci95hi,Corr(Levels)Comp,cr_levels_est,cr_levels_ci95_lo,cr_levels_ci95_hi,Cov(Slopes),Corr(Slopes)Est,er_tau_11_est,er_tau_11_se,er_tau_11_pval,CI(Slopes)Est,er_tau_11_ci95lo,er_tau_11_ci95hi,Corr(Slopes)Comp,cr_slopes_est,cr_slopes_ci95_lo,cr_slopes_ci95_hi,Cov(Residuals),ab_sigma_00_est,ab_sigma_00_se,ab_sigma_00_pval,Corr(Resid)Est,er_sigma_00_est,er_sigma_00_se,er_sigma_00_pval,CI(Resid)Est,er_sigma_00_ci95lo,er_sigma_00_ci95hi,Corr(Residuals)Comp,cr_resid_est,cr_resid_ci95_lo,cr_resid_ci95_hi
perceptual speed,lasa,b1,male,aehplus,grip,letter,800,"3.28(1.69), $p$=.05 .",3.276,1.693,0.053," .10( .05), $p$=.05 *",0.101,0.051,0.047,"( .00, .20)",0.0010400000000000131,0.20096," .10( .03, .17)",0.10063475263887615,0.03154060173059524,0.1687716601954122," .03( .02), $p$=.09 ."," .61( .41), $p$=.13  ",0.612,0.406,0.132,"(-.18,1.41)",-0.18376000000000003,1.4077600000000001," .60( .55, .64)",0.6,0.5537139715295684,0.642589815795792," .96( .39), $p$=.01 *",0.963,0.393,0.014," .09( .03), $p$=.01 *",0.087,0.034,0.011,"( .02, .15)",0.02035999999999999,0.15364," .09( .02, .16)",0.08746044238846898,0.01825696095505902,0.1558299225391519
perceptual speed,map,b1,male,aehplus,grip,num_comp,321,"3.24(5.94), $p$=.58  ",3.242,5.943,0.585," .04( .07), $p$=.58  ",0.037,0.068,0.583,"(-.10, .17)",-0.09628,0.17028000000000001," .04(-.07, .15)",0.03704764960147249,-0.07271613567954481,0.1459247227309609,"-.18( .31), $p$=.56  ","-.21( .35), $p$=.54  ",-0.211,0.348,0.545,"(-.89, .47)",-0.8930799999999999,0.47107999999999994,"-.21(-.31,-.10)",-0.21079380745386142,-0.31303919497335103,-0.10371826365466602," .67( .92), $p$=.47  ",0.669,0.925,0.47," .03( .04), $p$=.47  ",0.032,0.044,0.466,"(-.05, .12)",-0.05424,0.11824," .03(-.08, .14)",0.03175265736078786,-0.07798730115769482,0.14073236211093876
perceptual speed,octo,b1,male,aehplus,grip,psif,138," .61( .90), $p$=.50  ",0.612,0.903,0.498," .11( .17), $p$=.49  ",0.114,0.166,0.495,"(-.21, .44)",-0.21136000000000005,0.43936000000000003," .11(-.05, .28)",0.11363979066695584,-0.05449998785484369,0.2755127077364195,"-.00( .03), $p$=.90  ","-.08( .64), $p$=.90  ",-0.08,0.635,0.9,"(-1.32,1.16)",-1.3246,1.1645999999999999,"-.08(-.24, .09)",-0.0754314286404714,-0.2395171621158276,0.09284369905902087," .31( .32), $p$=.33  ",0.308,0.318,0.333," .12( .12), $p$=.32  ",0.122,0.123,0.322,"(-.12, .36)",-0.11907999999999999,0.36307999999999996," .12(-.05, .28)",0.12226063685675675,-0.045779490782164624,0.28357200030768437
perceptual speed,eas,b1,male,aehplus,grip,symbol,221,"-6.69(18.32), $p$=.71  ",-6.694,18.321,0.715,"-.11( .29), $p$=.71  ",-0.108,0.289,0.707,"(-.67, .46)",-0.6744399999999999,0.45843999999999996,"-.11(-.24, .02)",-0.10839121084535243,-0.23697267846105247,0.023922234168673444,"2.09(1.20), $p$=.08 ."," .92( .50), $p$=.07 .",0.925,0.504,0.066,"(-.06,1.91)",-0.0628399999999999,1.91284," .93( .90, .94)",0.9253243642090075,0.9037108625822886,0.9422336134288434," .43(2.60), $p$=.87  ",0.431,2.601,0.868," .02( .12), $p$=.87  ",0.021,0.125,0.868,"(-.22, .27)",-0.224,0.266," .02(-.11, .15)",0.020788443287270517,-0.1114886721548842,0.15234174609193296
perceptual speed,ilse,b1,male,aehplus,grip,symbol,252,"-14.22(16.99), $p$=.40  ",-14.218,16.993,0.403,"-.08( .10), $p$=.41  ",-0.08,0.096,0.406,"(-.27, .11)",-0.26816,0.10815999999999999,"-.08(-.20, .04)",-0.08013843619840162,-0.20171372641778876,0.04386884218672779,"-.04( .20), $p$=.85  ","-.07( .36), $p$=.85  ",-0.068,0.356,0.848,"(-.77, .63)",-0.76576,0.6297599999999999,"-.07(-.19, .06)",-0.06734623601140052,-0.1893433373911825,0.05669846614781281,"3.40(4.14), $p$=.41  ",3.395,4.136,0.412," .06( .08), $p$=.40  ",0.065,0.078,0.404,"(-.09, .22)",-0.08787999999999999,0.21788," .07(-.06, .19)",0.06526368086384446,-0.05878324345128589,0.18732578046603518
perceptual speed,map,b1,male,aehplus,grip,symbol,321,"16.04(9.44), $p$=.09 .",16.036,9.439,0.089," .13( .07), $p$=.07 .",0.129,0.071,0.072,"(-.01, .27)",-0.010159999999999975,0.26815999999999995," .13( .02, .23)",0.1287425998685086,0.019549232947904907,0.2349009486765793," .60( .42), $p$=.16  "," .49( .32), $p$=.13  ",0.489,0.322,0.129,"(-.14,1.12)",-0.14212000000000002,1.12012," .49( .40, .57)",0.4894838191996928,0.4015302319499453,0.5684911011865096,"-.24(1.11), $p$=.83  ",-0.236,1.113,0.832,"-.01( .04), $p$=.83  ",-0.009,0.044,0.832,"(-.10, .08)",-0.09523999999999999,0.07724,"-.01(-.12, .10)",-0.009278678922844272,-0.1186270665434429,0.10029207068698584
perceptual speed,octo,b1,male,aehplus,grip,symbol,138,"4.32(1.92), $p$=.02 *",4.321,1.919,0.024," .24( .10), $p$=.02 *",0.238,0.1,0.017,"( .04, .43)",0.04199999999999998,0.434," .24( .07, .39)",0.23803276115913202,0.07386605177764292,0.3896391455290663,"-.01( .06), $p$=.86  ","-.08( .47), $p$=.87  ",-0.077,0.466,0.869,"(-.99, .84)",-0.99036,0.8363600000000001,"-.08(-.24, .09)",-0.0789672569132238,-0.24286726341149142,0.08931617937629119," .76( .41), $p$=.06 .",0.763,0.409,0.062," .15( .08), $p$=.05 .",0.148,0.076,0.053,"(-.00, .30)",-9.599999999999886e-4,0.29696," .15(-.02, .31)",0.14778233869361415,-0.01981175227804171,0.307298397540935
perceptual speed,satsa,b1,male,aehplus,grip,symbol,299,"15.98(4.96), $p$<.01 ***",15.976,4.956,0.001," .32( .09), $p$<.01 ***",0.318,0.09,0.0,"( .14, .49)",0.1416,0.4944," .32( .21, .42)",0.3182765178425455,0.21251858718388003,0.416664336302129," .00( .02), $p$=.92  "," .04( .44), $p$=.92  ",0.044,0.437,0.919,"(-.81, .90)",-0.8125199999999999,0.90052," .04(-.07, .16)",0.04324387500644106,-0.07053241905587285,0.15590943405079213,"4.53(1.42), $p$<.01 ***",4.53,1.416,0.001," .16( .05), $p$<.01 ***",0.159,0.049,0.001,"( .06, .26)",0.06296,0.25504," .15( .03, .25)",0.1455854144330786,0.032695012544685,0.2548078886498016
semantic memory,eas,b1,male,aehplus,grip,bnt,222,"-1.25(4.34), $p$=.77  ",-1.251,4.34,0.773,"-.11( .38), $p$=.77  ",-0.112,0.385,0.771,"(-.87, .64)",-0.8666,0.6426000000000001,"-.11(-.24, .02)",-0.11203134642089756,-0.24016170018433364,0.0199358401045872,"-.02( .20), $p$=.91  ","-.18(1.82), $p$=.92  ",-0.184,1.822,0.919,"(-3.76,3.39)",-3.7551200000000002,3.38712,"-.18(-.30,-.05)",-0.17912245114023512,-0.3036341573376428,-0.04859550298652309,"-.29( .63), $p$=.65  ",-0.291,0.633,0.646,"-.06( .12), $p$=.64  ",-0.056,0.12,0.642,"(-.29, .18)",-0.2912,0.1792,"-.06(-.19, .08)",-0.055531433847485594,-0.18584563396136292,0.07670251734873904
semantic memory,map,b1,male,aehplus,grip,bnt,321,"2.95(1.26), $p$=.02 *",2.948,1.262,0.019," .19( .05), $p$<.01 ***",0.193,0.053,0.0,"( .09, .30)",0.08912,0.29688000000000003," .19( .09, .30)",0.1931520819611311,0.08549083197725155,0.2963547943529016," .05( .03), $p$=.05 *"," .73( .18), $p$<.01 ***",0.726,0.181,0.0,"( .37,1.08)",0.37124,1.08076," .77( .72, .81)",0.7727697877610933,0.724597701818715,0.8134273931731693," .12( .15), $p$=.42  ",0.12,0.149,0.421," .03( .04), $p$=.42  ",0.034,0.043,0.421,"(-.05, .12)",-0.05027999999999999,0.11828," .03(-.08, .14)",0.034326573214189235,-0.07542573371346335,0.14325713736858212
semantic memory,octo,b1,male,aehplus,grip,information,140," .70(1.63), $p$=.67  ",0.705,1.63,0.666," .05( .11), $p$=.66  ",0.047,0.109,0.663,"(-.17, .26)",-0.16664,0.26064," .05(-.12, .21)",0.04740116187941829,-0.1194414070393408,0.2116401030662848,"-.06( .05), $p$=.17  ","-.46( .32), $p$=.16  ",-0.456,0.322,0.157,"(-1.09, .18)",-1.08712,0.17512,"-.45(-.58,-.31)",-0.4543122239999573,-0.5767451347588717,-0.31191885654721363," .77( .37), $p$=.04 *",0.768,0.374,0.04," .18( .08), $p$=.03 *",0.182,0.085,0.031,"( .02, .35)",0.015399999999999997,0.3486," .18( .02, .34)",0.182196473788018,0.016801037932944515,0.33788646283731866
semantic memory,satsa,b1,male,aehplus,grip,information,410,"2.57(2.39), $p$=.28  ",2.566,2.388,0.283," .10( .10), $p$=.28  ",0.102,0.095,0.282,"(-.08, .29)",-0.08420000000000001,0.2882," .10( .01, .20)",0.10237231240424208,0.005580336091744542,0.19726384595055838," .03( .01), $p$=.03 *"," .65( .25), $p$=.01 **",0.648,0.251,0.01,"( .16,1.14)",0.15604,1.13996," .64( .58, .69)",0.6364279252597305,0.5750229242367692,0.6907028410158058," .85( .57), $p$=.14  ",0.849,0.571,0.137," .05( .04), $p$=.13  ",0.054,0.036,0.134,"(-.02, .12)",-0.01656,0.12456," .05(-.04, .15)",0.05403774122689515,-0.04303477985339152,0.15009951147820874
semantic memory,map,b1,male,aehplus,grip,nart,321,"3.38(1.83), $p$=.06 .",3.376,1.827,0.065," .12( .06), $p$=.06 .",0.121,0.064,0.057,"(-.00, .25)",-0.0044399999999999995,0.24644," .12( .01, .23)",0.12120052869345188,0.01188939314374571,0.2276490330534985," .08( .07), $p$=.23  "," .38( .33), $p$=.25  ",0.375,0.328,0.253,"(-.27,1.02)",-0.26788,1.01788," .38( .28, .47)",0.37799328017919476,0.2801151447271601,0.4680931668299027,"-.14( .27), $p$=.60  ",-0.143,0.27,0.598,"-.03( .06), $p$=.59  ",-0.029,0.055,0.593,"(-.14, .08)",-0.1368,0.0788,"-.03(-.14, .08)",-0.029230000959319238,-0.1382564915150443,0.08049644989358297
semantic memory,octo,b1,male,aehplus,grip,synonyms,139," .85(1.05), $p$=.42  ",0.849,1.047,0.418," .08( .10), $p$=.41  ",0.083,0.102,0.413,"(-.12, .28)",-0.11691999999999998,0.28292," .08(-.08, .25)",0.08339837860566275,-0.084272629966605,0.24647663680094928,"-.01( .03), $p$=.84  ","-.14( .72), $p$=.85  ",-0.138,0.721,0.848,"(-1.55,1.28)",-1.5511599999999999,1.27516,"-.14(-.30, .02)",-0.14484136487558028,-0.3040105908653377,0.022194694387177232," .45( .26), $p$=.08 .",0.453,0.259,0.08," .15( .08), $p$=.06 .",0.153,0.082,0.063,"(-.01, .31)",-0.007720000000000005,0.31372," .15(-.01, .31)",0.15341273108580683,-0.01343115294954976,0.31194540977883817
semantic memory,satsa,b1,male,aehplus,grip,synonyms,299,"5.13(2.75), $p$=.06 .",5.132,2.745,0.062," .19( .10), $p$=.05 .",0.19,0.098,0.053,"(-.00, .38)",-0.0020799999999999985,0.38208," .19( .08, .30)",0.19037116059326598,0.07863895860359688,0.29737990090140326,"-.01( .01), $p$=.37  ","-.42( .51), $p$=.41  ",-0.416,0.51,0.415,"(-1.42, .58)",-1.4156,0.5836000000000001,"-.39(-.48,-.29)",-0.3913118960624632,-0.48329057503553285,-0.290788707154436," .15( .55), $p$=.79  ",0.148,0.554,0.79," .01( .05), $p$=.79  ",0.012,0.047,0.79,"(-.08, .10)",-0.08012,0.10411999999999999," .01(-.10, .13)",0.012528823631865003,-0.10104509725000983,0.1257803918138813
semantic memory,ilse,b1,male,aehplus,grip,waisgeneral,252,"7.82(6.86), $p$=.26  ",7.82,6.863,0.255," .12( .11), $p$=.25  ",0.122,0.106,0.25,"(-.09, .33)",-0.08576,0.32976," .12(-.00, .24)",0.12238316327518545,-0.001207952983976684,0.24229177566102647," .01( .06), $p$=.82  "," .23(1.11), $p$=.83  ",0.232,1.109,0.834,"(-1.94,2.41)",-1.9416399999999998,2.40564," .22( .10, .34)",0.22271770159368695,0.10195072720592016,0.33701526258135395,"-.87(1.91), $p$=.65  ",-0.871,1.913,0.649,"-.04( .08), $p$=.65  ",-0.038,0.083,0.646,"(-.20, .12)",-0.20068000000000003,0.12468000000000001,"-.04(-.16, .09)",-0.03819085445957911,-0.16100386852592033,0.08578685204962908
semantic memory,eas,b1,male,aehplus,grip,waisvocab,222,"6.82(19.57), $p$=.73  ",6.824,19.565,0.727," .12( .34), $p$=.73  ",0.12,0.343,0.727,"(-.55, .79)",-0.55228,0.79228," .12(-.01, .25)",0.11958886623011308,-0.01227756684046307,0.24736677409854263,"-.01(1.25), $p$=.99  ","-.02(1.37), $p$=.99  ",-0.017,1.366,0.99,"(-2.69,2.66)",-2.69436,2.6603600000000003,"-.02(-.15, .12)",-0.016407823960755272,-0.14776169207399323,0.11551484497267439,"-3.58(4.03), $p$=.38  ",-3.576,4.034,0.375,"-.13( .14), $p$=.37  ",-0.131,0.145,0.366,"(-.42, .15)",-0.41519999999999996,0.15319999999999995,"-.13(-.26, .00)",-0.13098559935147167,-0.25820536179015835,6.995689925396093e-4
short-term memory,map,b1,male,aehplus,grip,bstory_im,321,"2.15(1.55), $p$=.17  ",2.154,1.555,0.166," .14( .10), $p$=.16  ",0.141,0.101,0.16,"(-.06, .34)",-0.05696000000000001,0.33896," .14( .03, .25)",0.14135859092869257,0.03239093992313567,0.24700522184365162,"-.00( .10), $p$=.96  ","-.03( .64), $p$=.96  ",-0.031,0.639,0.962,"(-1.28,1.22)",-1.28344,1.22144,"-.03(-.14, .08)",-0.0318956955580697,-0.1408727066632589,0.0778449872021867," .07( .37), $p$=.85  ",0.069,0.374,0.853," .01( .04), $p$=.85  ",0.008,0.044,0.853,"(-.08, .09)",-0.07824,0.09423999999999999," .01(-.10, .12)",0.00812815148072206,-0.10143098002695689,0.11749248934233268
short-term memory,eas,b1,male,aehplus,grip,digit_tot,222," .85(4.79), $p$=.86  ",0.855,4.79,0.858," .04( .25), $p$=.86  ",0.044,0.25,0.859,"(-.45, .53)",-0.446,0.534," .04(-.09, .18)",0.04440064859944139,-0.08778568176037962,0.1750503420095171," .10( .33), $p$=.75  "," .28( .90), $p$=.75  ",0.282,0.9,0.754,"(-1.48,2.05)",-1.482,2.046," .28( .15, .40)",0.2806122780252529,0.1546534806090133,0.39759462153136627," .14( .77), $p$=.86  ",0.136,0.773,0.86," .02( .11), $p$=.86  ",0.02,0.111,0.86,"(-.20, .24)",-0.19756,0.23756," .02(-.11, .15)",0.019550402925737367,-0.11241207792014078,0.15083521620994994
short-term memory,satsa,b1,male,aehplus,grip,fig_mem,299,"4.79(2.55), $p$=.06 .",4.793,2.547,0.06," .24( .12), $p$=.04 *",0.237,0.116,0.042,"( .01, .46)",0.009639999999999982,0.46436," .24( .13, .34)",0.23651220233213072,0.12647490669783573,0.34079966723648863," .01( .01), $p$=.39  "," .50( .50), $p$=.32  ",0.496,0.505,0.325,"(-.49,1.49)",-0.4938,1.4858," .50( .41, .58)",0.4999999999999999,0.40981224649788567,0.580506785352014,"1.91( .81), $p$=.02 *",1.911,0.814,0.019," .12( .05), $p$=.02 *",0.117,0.049,0.016,"( .02, .21)",0.020960000000000006,0.21304," .12( .00, .23)",0.11743516278236786,0.0040589095367364715,0.22783061839380078
short-term memory,map,b1,male,aehplus,grip,logic_im,321,"-5.23(3.88), $p$=.18  ",-5.227,3.88,0.178,"-.12( .09), $p$=.17  ",-0.122,0.088,0.167,"(-.29, .05)",-0.29447999999999996,0.05048,"-.12(-.23,-.01)",-0.12158374843341534,-0.22801779468835115,-0.012278287696563557,"-.22( .17), $p$=.19  ","-.48( .38), $p$=.22  ",-0.477,0.385,0.216,"(-1.23, .28)",-1.2316,0.27760000000000007,"-.48(-.56,-.39)",-0.4783186742037645,-0.5585417447822341,-0.3892302846199069," .57( .67), $p$=.40  ",0.569,0.673,0.397," .04( .05), $p$=.40  ",0.04,0.047,0.4,"(-.05, .13)",-0.05211999999999999,0.13212," .04(-.07, .15)",0.039675977366258816,-0.07009735570108311,0.14849988037719938
short-term memory,octo,b1,male,aehplus,grip,prose_im,139,"2.38( .91), $p$=.01 **",2.38,0.906,0.009," .35( .11), $p$<.01 ***",0.352,0.106,0.001,"( .14, .56)",0.14423999999999998,0.55976," .35( .20, .49)",0.35228055898646526,0.19735564646182996,0.49003817832718477,"-.01( .05), $p$=.79  ","-.38(2.59), $p$=.88  ",-0.38,2.594,0.884,"(-5.46,4.70)",-5.464239999999999,4.7042399999999995,"-.37(-.51,-.22)",-0.3703280399090206,-0.5056504803948353,-0.21722106544139266," .35( .26), $p$=.19  ",0.348,0.265,0.189," .14( .10), $p$=.16  ",0.138,0.098,0.157,"(-.05, .33)",-0.05407999999999999,0.33008000000000004," .14(-.03, .30)",0.13808473601799232,-0.029084765711081973,0.29774013454812726
short-term memory,eas,b1,male,aehplus,grip,word_im,222,"-5.96(7.58), $p$=.43  ",-5.96,7.578,0.432,"-.26( .31), $p$=.41  ",-0.258,0.312,0.408,"(-.87, .35)",-0.86952,0.35351999999999995,"-.26(-.38,-.13)",-0.2576636715005983,-0.3765610463249018,-0.13041521472448983," .32( .50), $p$=.52  "," .39( .61), $p$=.53  ",0.388,0.615,0.528,"(-.82,1.59)",-0.8174,1.5934," .39( .27, .49)",0.3872430629457447,0.2693015083358811,0.49374058237944807,"1.04(1.72), $p$=.54  ",1.045,1.717,0.543," .07( .12), $p$=.54  ",0.074,0.122,0.543,"(-.17, .31)",-0.16512,0.31312," .07(-.06, .20)",0.0743375594003126,-0.05790230593795491,0.20401372330780387
short-term memory,elsa,b1,male,aehplus,grip,word_im,3043," .13( .23), $p$=.58  ",0.129,0.232,0.578," .02( .04), $p$=.58  ",0.021,0.038,0.577,"(-.05, .10)",-0.053479999999999986,0.09548," .02(-.01, .06)",0.02122714514441338,-0.0143163705738918,0.05671708330111803,"-.00( .00), $p$=.12  ","-.44( .34), $p$=.20  ",-0.44,0.34,0.196,"(-1.11, .23)",-1.1064,0.2264,"-.39(-.42,-.36)",-0.39043440472151514,-0.4201384592614508,-0.3598945750037931," .30( .12), $p$=.01 *",0.3,0.122,0.014," .06( .02), $p$=.01 *",0.059,0.024,0.013,"( .01, .11)",0.011959999999999998,0.10604," .06( .02, .09)",0.059481238639404674,0.023999244284223092,0.09481356480035513
short-term memory,hrs,b1,male,aehplus,grip,word_im,3290," .81( .20), $p$<.01 ***",0.808,0.199,0.0," .14( .03), $p$<.01 ***",0.139,0.034,0.0,"( .07, .21)",0.07236000000000001,0.20564000000000002," .14( .11, .17)",0.13917613600861725,0.10550523644072939,0.17252827252695824," .00( .00), $p$=.85  "," .08( .40), $p$=.84  ",0.078,0.396,0.845,"(-.70, .85)",-0.6981600000000001,0.85416," .08( .05, .12)",0.08219949365267865,0.048162095070949845,0.11604620729810439," .25( .10), $p$=.01 *",0.25,0.1,0.012," .06( .02), $p$=.01 *",0.057,0.022,0.011,"( .01, .10)",0.013880000000000003,0.10012," .06( .02, .09)",0.05702664232707868,0.022898581198971275,0.09102194780781522
short-term memory,lasa,b1,male,aehplus,grip,word_im,800,"1.76(1.54), $p$=.25  ",1.757,1.541,0.254," .07( .06), $p$=.25  ",0.074,0.064,0.249,"(-.05, .20)",-0.05144,0.19944," .07( .00, .14)",0.07417187255336204,0.004882816256549708,0.14275212055772704," .00( .01), $p$=.84  "," .16( .80), $p$=.84  ",0.164,0.795,0.836,"(-1.39,1.72)",-1.3942,1.7222," .17( .11, .24)",0.17320508075688773,0.10515334641065541,0.2396422004752092,"2.25( .53), $p$<.01 ***",2.248,0.531,0.0," .14( .03), $p$<.01 ***",0.137,0.031,0.0,"( .08, .20)",0.07624,0.19776000000000002," .14( .07, .20)",0.13668686322673937,0.0680171205753963,0.20406761788171607
short-term memory,map,b1,male,aehplus,grip,word_im,321,"-.25(3.08), $p$=.93  ",-0.254,3.085,0.934,"-.01( .08), $p$=.93  ",-0.007,0.083,0.934,"(-.17, .16)",-0.16968000000000003,0.15568,"-.01(-.12, .10)",-0.006830285455056356,-0.11621227339480453,0.10271539551294237,"-.13( .16), $p$=.41  ","-.34( .38), $p$=.38  ",-0.341,0.385,0.376,"(-1.10, .41)",-1.0956000000000001,0.4136,"-.34(-.43,-.24)",-0.33980041176603626,-0.433156907409742,-0.23923031812685083," .95( .68), $p$=.16  ",0.95,0.681,0.163," .07( .05), $p$=.16  ",0.068,0.048,0.16,"(-.03, .16)",-0.026079999999999992,0.16208," .07(-.04, .18)",0.06796169844501261,-0.04181829705114112,0.17612029812926042
verbal comprehension,map,b1,male,aehplus,grip,ideas,321,"1.04( .56), $p$=.06 .",1.044,0.562,0.063," .16( .05), $p$<.01 ***",0.159,0.046,0.001,"( .07, .25)",0.06884000000000001,0.24916," .16( .05, .26)",0.15926802738049353,0.05068279620348046,0.26413179812849885," .02( .04), $p$=.54  "," .10( .15), $p$=.51  ",0.101,0.155,0.514,"(-.20, .40)",-0.2028,0.40480000000000005," .10(-.01, .21)",0.10315617238032848,-0.006384807648734665,0.21025081828502976,"-.11( .08), $p$=.14  ",-0.112,0.076,0.138,"-.05( .03), $p$=.13  ",-0.046,0.03,0.127,"(-.10, .01)",-0.1048,0.012799999999999999,"-.05(-.15, .06)",-0.04598950626283218,-0.15467966419228832,0.06380057288837528
visual discrimination,map,b1,male,aehplus,grip,line,321,"1.74(2.12), $p$=.41  ",1.738,2.118,0.412," .06( .07), $p$=.41  ",0.056,0.067,0.407,"(-.08, .19)",-0.07532,0.18732," .06(-.05, .16)",0.05570556563837074,-0.05409317623777736,0.16417331281202777,"-.06( .14), $p$=.68  ","-.18( .42), $p$=.68  ",-0.176,0.422,0.678,"(-1.00, .65)",-1.00312,0.6511199999999999,"-.18(-.28,-.07)",-0.17521401499986797,-0.2793253013624888,-0.06703081811572034,"-.26( .51), $p$=.60  ",-0.265,0.507,0.601,"-.03( .05), $p$=.60  ",-0.026,0.049,0.6,"(-.12, .07)",-0.12204,0.07004,"-.03(-.13, .08)",-0.025761969932135295,-0.13485055358735873,0.08394364267550755
visual discrimination,ilse,b1,male,aehplus,grip,piccomp,252,"11.62(6.45), $p$=.07 .",11.619,6.445,0.071," .22( .12), $p$=.06 .",0.224,0.117,0.055,"(-.01, .45)",-0.005319999999999991,0.45332," .22( .10, .34)",0.2239252409797064,0.10320827735632454,0.33814135272923385," .08( .10), $p$=.43  "," .43( .48), $p$=.37  ",0.43,0.482,0.372,"(-.51,1.37)",-0.5147200000000001,1.37472," .43( .32, .52)",0.42712687843622554,0.3204687845437588,0.5230903459742526,"4.11(2.57), $p$=.11  ",4.113,2.567,0.109," .16( .09), $p$=.09 .",0.158,0.093,0.089,"(-.02, .34)",-0.024279999999999996,0.34028," .16( .04, .28)",0.15799307946038535,0.035105621393275784,0.276174001685267
working memory,map,b1,male,aehplus,grip,digit_b,321," .58(2.02), $p$=.77  ",0.583,2.018,0.773," .02( .09), $p$=.77  ",0.025,0.086,0.772,"(-.14, .19)",-0.14356,0.19355999999999998," .02(-.08, .13)",0.024808550282595047,-0.08489087360126242,0.1339137523917977," .01( .10), $p$=.95  "," .03( .44), $p$=.95  ",0.03,0.445,0.946,"(-.84, .90)",-0.8422,0.9022," .03(-.08, .14)",0.030964359049188237,-0.07877152786399988,0.1399588301665408," .91( .34), $p$=.01 **",0.909,0.338,0.007," .13( .05), $p$<.01 **",0.128,0.046,0.005,"( .04, .22)",0.03784000000000001,0.21816," .13( .02, .23)",0.12787986515158695,0.01867237696137916,0.2340720029171199
working memory,octo,b1,male,aehplus,grip,digit_b,139," .12( .23), $p$=.61  ",0.12,0.232,0.606," .06( .11), $p$=.61  ",0.056,0.108,0.607,"(-.16, .27)",-0.15568,0.26768000000000003," .06(-.11, .22)",0.05602047985132631,-0.11152053037244793,0.22046491076881145," .00( .01), $p$=.70  "," .20( .52), $p$=.71  ",0.195,0.52,0.708,"(-.82,1.21)",-0.8242,1.2142000000000002," .19( .03, .35)",0.19117977822546814,0.025490369676341253,0.3466462841969308,"-.16( .10), $p$=.10 .",-0.158,0.095,0.095,"-.13( .07), $p$=.08 .",-0.128,0.074,0.085,"(-.27, .02)",-0.27304,0.01704,"-.13(-.29, .04)",-0.12832324629243258,-0.2886566379480785,0.03901106872255
working memory,satsa,b1,male,aehplus,grip,digit_b,299,"1.36( .62), $p$=.03 *",1.36,0.619,0.028," .29( .13), $p$=.02 *",0.291,0.128,0.022,"( .04, .54)",0.04011999999999999,0.5418799999999999," .29( .18, .39)",0.29155654523682983,0.1842185820992762,0.3920221629116896," .00( .00), $p$=.75  "," .36(1.13), $p$=.75  ",0.357,1.128,0.752,"(-1.85,2.57)",-1.85388,2.5678799999999997,---,Inf,NaN,NaN,"-.11( .26), $p$=.67  ",-0.108,0.256,0.672,"-.02( .05), $p$=.67  ",-0.02,0.048,0.672,"(-.11, .07)",-0.11408,0.07408,"-.02(-.13, .10)",-0.018049233258674437,-0.1312109219551471,0.09557676474467243
working memory,map,b1,male,aehplus,grip,digit_o,321," .80(1.59), $p$=.61  ",0.8,1.588,0.614," .05( .10), $p$=.61  ",0.049,0.097,0.609,"(-.14, .24)",-0.14112000000000002,0.23912," .05(-.06, .16)",0.049404414028058494,-0.0603910760471003,0.158018690382708,"-.04( .08), $p$=.64  ","-.35( .78), $p$=.66  ",-0.348,0.783,0.657,"(-1.88,1.19)",-1.8826800000000001,1.18668,"-.35(-.44,-.25)",-0.34860701812323835,-0.4412375584054021,-0.2486261130692133," .00( .28), $p$=.99  ",0.003,0.28,0.99," .00( .04), $p$=.99  ",0.001,0.045,0.99,"(-.09, .09)",-0.0872,0.0892," .00(-.11, .11)",4.8511084687991035e-4,-0.10898955728020177,0.10994815238733331
