process_b_domain,study_name,model_number,subgroup,model_type,process_a,process_b,subject_count,er_tau_00_est,er_tau_00_se,er_tau_00_pval,er_tau_00_ci95lo,er_tau_00_ci95hi,er_tau_11_est,er_tau_11_se,er_tau_11_pval,er_tau_11_ci95lo,er_tau_11_ci95hi,er_sigma_00_est,er_sigma_00_se,er_sigma_00_pval,er_sigma_00_ci95lo,er_sigma_00_ci95hi
Verbal Ability,satsa,b1,female,aehplus,fev,Information,410,0.032,0.073,0.663,-0.11107999999999998,0.17507999999999999,0.307,0.16,0.055,-0.006599999999999995,0.6206,0.107,0.039,0.006,0.030560000000000004,0.18344
Verbal Ability,satsa,b1,male,aehplus,fev,Information,299,0.106,0.08,0.185,-0.0508,0.2628,-0.028,0.304,0.926,-0.62384,0.5678399999999999,0.108,0.049,0.029,0.011959999999999998,0.20404
Verbal Ability,map,b1,female,aehplus,fev,NART,932,0.153,0.042,0.0,0.07067999999999999,0.23532,0.317,0.627,0.613,-0.9119200000000001,1.54592,0.012,0.033,0.722,-0.052680000000000005,0.07668
Verbal Ability,map,b1,male,aehplus,fev,NART,321,0.109,0.06,0.07,-0.008599999999999997,0.2266,-0.015,0.593,0.979,-1.1772799999999999,1.14728,-0.02,0.051,0.701,-0.11996,0.07995999999999999
Verbal Ability,octo,b1,female,aehplus,pef,Synonyms,265,0.164,0.098,0.093,-0.028079999999999994,0.35608,0.27,0.324,0.403,-0.36504000000000003,0.9050400000000001,-0.058,0.056,0.3,-0.16776,0.051759999999999994
Verbal Ability,octo,b1,male,aehplus,pef,Synonyms,132,0.113,0.128,0.379,-0.13788,0.36388,0.104,0.477,0.827,-0.83092,1.03892,0.046,0.099,0.641,-0.14804,0.24004000000000003
Verbal Ability,satsa,b1,female,aehplus,fev,Synonyms,409,0.182,0.074,0.013,0.03695999999999999,0.32704,0.328,0.248,0.185,-0.15808,0.81408,0.078,0.045,0.084,-0.0102,0.16620000000000001
Verbal Ability,satsa,b1,male,aehplus,fev,Synonyms,299,0.127,0.084,0.129,-0.03764000000000001,0.29164,0.099,0.413,0.81,-0.71048,0.90848,0.044,0.046,0.337,-0.04615999999999999,0.13416
Verbal Ability,eas,b1,female,aehplus,pef,Vocabulary,545,0.026,0.092,0.777,-0.15431999999999998,0.20631999999999998,-0.698,0.401,0.082,-1.48396,0.08796000000000004,-0.039,0.047,0.406,-0.13112,0.053119999999999994
Verbal Ability,eas,b1,male,aehplus,pef,Vocabulary,324,-0.015,0.132,0.912,-0.27372,0.24372,-0.583,0.725,0.421,-2.004,0.8380000000000001,-0.016,0.069,0.812,-0.15123999999999999,0.11924
