"software","version","date","time","output_file","data_file","file_path","study_name","model_number","subgroup","model_type","process_a","process_b","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","has_converged","trust_all","mistrust","covar_covered","ab_TAU_00_est","ab_TAU_00_se","ab_TAU_00_wald","ab_TAU_00_pval","ab_TAU_11_est","ab_TAU_11_se","ab_TAU_11_wald","ab_TAU_11_pval","ab_TAU_01_est","ab_TAU_01_se","ab_TAU_01_wald","ab_TAU_01_pval","ab_TAU_10_est","ab_TAU_10_se","ab_TAU_10_wald","ab_TAU_10_pval","ab_SIGMA_est","ab_SIGMA_se","ab_SIGMA_wald","ab_SIGMA_pval","aa_TAU_00_est","aa_TAU_00_se","aa_TAU_00_wald","aa_TAU_00_pval","aa_TAU_11_est","aa_TAU_11_se","aa_TAU_11_wald","aa_TAU_11_pval","aa_TAU_01_est","aa_TAU_01_se","aa_TAU_01_wald","aa_TAU_01_pval","a_SIGMA_est","a_SIGMA_se","a_SIGMA_wald","a_SIGMA_pval","bb_TAU_00_est","bb_TAU_00_se","bb_TAU_00_wald","bb_TAU_00_pval","bb_TAU_11_est","bb_TAU_11_se","bb_TAU_11_wald","bb_TAU_11_pval","bb_TAU_10_est","bb_TAU_10_se","bb_TAU_10_wald","bb_TAU_10_pval","b_SIGMA_est","b_SIGMA_se","b_SIGMA_wald","b_SIGMA_pval","a_GAMMA_00_est","a_GAMMA_00_se","a_GAMMA_00_wald","a_GAMMA_00_pval","a_GAMMA_10_est","a_GAMMA_10_se","a_GAMMA_10_wald","a_GAMMA_10_pval","b_GAMMA_00_est","b_GAMMA_00_se","b_GAMMA_00_wald","b_GAMMA_00_pval","b_GAMMA_10_est","b_GAMMA_10_se","b_GAMMA_10_wald","b_GAMMA_10_pval","R_IAIB_est","R_IAIB_se","R_IAIB_wald","R_IAIB_pval","R_SASB_est","R_SASB_se","R_SASB_wald","R_SASB_pval","R_RES_AB_est","R_RES_AB_se","R_RES_AB_wald","R_RES_AB_pval","a_GAMMA_01_est","a_GAMMA_01_se","a_GAMMA_01_wald","a_GAMMA_01_pval","a_GAMMA_11_est","a_GAMMA_11_se","a_GAMMA_11_wald","a_GAMMA_11_pval","b_GAMMA_01_est","b_GAMMA_01_se","b_GAMMA_01_wald","b_GAMMA_01_pval","b_GAMMA_11_est","b_GAMMA_11_se","b_GAMMA_11_wald","b_GAMMA_11_pval","a_GAMMA_02_est","a_GAMMA_02_se","a_GAMMA_02_wald","a_GAMMA_02_pval","a_GAMMA_12_est","a_GAMMA_12_se","a_GAMMA_12_wald","a_GAMMA_12_pval","b_GAMMA_02_est","b_GAMMA_02_se","b_GAMMA_02_wald","b_GAMMA_02_pval","b_GAMMA_12_est","b_GAMMA_12_se","b_GAMMA_12_wald","b_GAMMA_12_pval","a_GAMMA_03_est","a_GAMMA_03_se","a_GAMMA_03_wald","a_GAMMA_03_pval","a_GAMMA_13_est","a_GAMMA_13_se","a_GAMMA_13_wald","a_GAMMA_13_pval","b_GAMMA_03_est","b_GAMMA_03_se","b_GAMMA_03_wald","b_GAMMA_03_pval","b_GAMMA_13_est","b_GAMMA_13_se","b_GAMMA_13_wald","b_GAMMA_13_pval","a_GAMMA_04_est","a_GAMMA_04_se","a_GAMMA_04_wald","a_GAMMA_04_pval","a_GAMMA_14_est","a_GAMMA_14_se","a_GAMMA_14_wald","a_GAMMA_14_pval","b_GAMMA_04_est","b_GAMMA_04_se","b_GAMMA_04_wald","b_GAMMA_04_pval","b_GAMMA_14_est","b_GAMMA_14_se","b_GAMMA_14_wald","b_GAMMA_14_pval","a_GAMMA_05_est","a_GAMMA_05_se","a_GAMMA_05_wald","a_GAMMA_05_pval","a_GAMMA_15_est","a_GAMMA_15_se","a_GAMMA_15_wald","a_GAMMA_15_pval","b_GAMMA_05_est","b_GAMMA_05_se","b_GAMMA_05_wald","b_GAMMA_05_pval","b_GAMMA_15_est","b_GAMMA_15_se","b_GAMMA_15_wald","b_GAMMA_15_pval","a_GAMMA_06_est","a_GAMMA_06_se","a_GAMMA_06_wald","a_GAMMA_06_pval","a_GAMMA_16_est","a_GAMMA_16_se","a_GAMMA_16_wald","a_GAMMA_16_pval","b_GAMMA_06_est","b_GAMMA_06_se","b_GAMMA_06_wald","b_GAMMA_06_pval","b_GAMMA_16_est","b_GAMMA_16_se","b_GAMMA_16_wald","b_GAMMA_16_pval"
"Mplus VERSION 7.31","0.1","11/06/2015","12:15 PM","b1_male_aehplus_gait_digitforward.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_male_aehplus_gait_digitforward.out","octo","b1","male","aehplus","gait","digitforward",139,5,NA,41,-1539.111,3160.222,3280.536,3150.821,3195.72715463918,TRUE,TRUE,NA,0,-0.31,0.309,-1.006,0.314,-0.012,0.013,-0.95,0.342,0.048,0.063,0.76,0.447,0.033,0.084,0.39,0.697,-0.104,0.126,-0.827,0.408,3.861,1.394,2.77,0.006,0.039,0.077,0.51,0.61,0.125,0.349,0.358,0.72,6.369,1.214,5.248,0,0.815,0.176,4.637,0,0.012,0.005,2.184,0.029,-0.07,0.028,-2.538,0.011,0.517,0.077,6.725,0,9.009,0.628,14.355,0,0.224,0.179,1.249,0.212,5.883,0.319,18.437,0,-0.055,0.064,-0.856,0.392,-0.175,0.171,-1.021,0.307,-0.555,0.644,-0.862,0.389,-0.058,0.069,-0.833,0.405,0.302,0.099,3.049,0.002,-0.015,0.033,-0.447,0.655,-0.025,0.031,-0.825,0.409,-0.013,0.007,-1.767,0.077,-0.081,0.094,-0.861,0.389,0.003,0.023,0.15,0.88,0.066,0.024,2.674,0.007,0.007,0.006,1.297,0.195,-0.051,0.043,-1.206,0.228,0.007,0.011,0.62,0.535,0.012,0.015,0.8,0.424,-0.004,0.003,-1.316,0.188,1.042,0.57,1.828,0.068,-0.087,0.145,-0.597,0.55,-0.468,0.232,-2.017,0.044,0.064,0.054,1.193,0.233,1.299,0.529,2.457,0.014,0.222,0.144,1.539,0.124,-0.014,0.191,-0.075,0.94,-0.025,0.037,-0.675,0.5,1.265,0.811,1.56,0.119,0.084,0.234,0.36,0.719,-0.028,0.268,-0.104,0.917,-0.003,0.056,-0.045,0.964
"Mplus VERSION 7.31","0.1","11/06/2015","10:09 AM","b1_male_aehplus_gait_digitsymbol.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_male_aehplus_gait_digitsymbol.out","octo","b1","male","aehplus","gait","digitsymbol",134,5,NA,41,-2117.356,4316.712,4435.523,4305.83,4354.1467826087,TRUE,TRUE,NA,0,-7.592,2.842,-2.672,0.008,0.001,0.112,0.005,0.996,-0.187,0.555,-0.336,0.737,-0.246,0.574,-0.428,0.669,-2.511,1.179,-2.13,0.033,3.853,1.395,2.762,0.006,0.037,0.075,0.5,0.617,0.141,0.343,0.412,0.68,6.377,1.2,5.312,0,71.5,10.546,6.78,0,0.347,0.243,1.426,0.154,-2.524,1.119,-2.256,0.024,17.905,2.563,6.986,0,9.216,0.647,14.235,0,0.21,0.18,1.166,0.243,28.757,2.73,10.532,0,-0.368,0.412,-0.893,0.372,-0.457,0.14,-3.264,0.001,0.004,0.985,0.005,0.996,-0.235,0.094,-2.509,0.012,0.299,0.1,2.991,0.003,-0.012,0.033,-0.346,0.729,-0.634,0.371,-1.707,0.088,0.053,0.07,0.752,0.452,-0.084,0.095,-0.88,0.379,0.007,0.024,0.278,0.781,1.646,0.238,6.902,0,0.025,0.045,0.549,0.583,-0.057,0.042,-1.348,0.178,0.01,0.011,0.864,0.387,0.231,0.119,1.939,0.052,-0.023,0.022,-1.034,0.301,0.906,0.56,1.617,0.106,-0.104,0.139,-0.748,0.455,-6.121,2.247,-2.724,0.006,0.217,0.3,0.722,0.47,1.3,0.53,2.454,0.014,0.218,0.143,1.524,0.128,-1.466,1.771,-0.828,0.408,-0.164,0.27,-0.607,0.544,1.109,0.814,1.363,0.173,0.11,0.229,0.48,0.632,-2.582,2.275,-1.135,0.256,-0.087,0.435,-0.199,0.843
"Mplus VERSION 7.31","0.1","11/06/2015","11:20 AM","b1_male_aehplus_gait_prose_problem.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_male_aehplus_gait_prose_problem.out","octo","b1","male","aehplus",NA,NA,139,5,NA,41,-1793.128,3668.256,3788.57,3658.855,3703.76115463917,TRUE,TRUE,NA,0,-2.362,1.382,-1.709,0.087,-0.002,0.136,-0.015,0.988,-0.161,0.191,-0.843,0.399,0.055,0.342,0.161,0.872,0.569,0.779,0.73,0.465,4.146,1.504,2.757,0.006,0.062,0.115,0.533,0.594,0.069,0.374,0.184,0.854,6.195,1.188,5.214,0,10.4,2.057,5.056,0,0.024,0.15,0.157,0.875,-0.247,0.374,-0.659,0.51,4.088,0.799,5.114,0,9.093,0.67,13.57,0,0.214,0.189,1.132,0.258,10.855,0.971,11.182,0,-0.021,0.242,-0.086,0.932,-0.36,0.205,-1.754,0.079,-0.053,3.542,-0.015,0.988,0.113,0.15,0.755,0.45,0.315,0.101,3.114,0.002,-0.01,0.037,-0.266,0.79,-0.25,0.122,-2.043,0.041,0.004,0.053,0.082,0.934,-0.08,0.095,-0.84,0.401,0.006,0.03,0.187,0.852,0.424,0.09,4.706,0,-0.011,0.019,-0.571,0.568,-0.058,0.043,-1.336,0.181,0.007,0.013,0.524,0.6,0.007,0.056,0.121,0.903,0.009,0.01,0.838,0.402,1.009,0.558,1.809,0.07,-0.09,0.141,-0.636,0.525,-0.818,0.814,-1.005,0.315,-0.097,0.215,-0.448,0.654,1.301,0.526,2.472,0.013,0.217,0.144,1.503,0.133,-0.441,0.707,-0.624,0.533,-0.15,0.128,-1.179,0.238,1.354,0.835,1.622,0.105,0.13,0.264,0.492,0.623,0.823,0.918,0.897,0.37,-0.215,0.195,-1.102,0.27
"Mplus VERSION 7.31","0.1","11/06/2015","10:49 AM","b1_male_aehplus_grip_block.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_male_aehplus_grip_block.out","octo","b1","male","aehplus","grip","block",139,5,NA,41,-1989.089,4060.178,4180.491,4050.777,4095.68315463917,TRUE,TRUE,NA,0,3.618,1.221,2.963,0.003,-0.011,0.034,-0.334,0.739,0.279,0.181,1.543,0.123,0.212,0.267,0.792,0.428,0.52,0.239,2.172,0.03,4.442,0.682,6.512,0,0.042,0.024,1.754,0.079,-0.137,0.1,-1.375,0.169,1.542,0.201,7.661,0,32.244,5.011,6.434,0,0.047,0.166,0.285,0.775,0.126,0.502,0.251,0.801,9.198,1.273,7.227,0,10.777,0.603,17.882,0,-0.14,0.106,-1.316,0.188,14.934,1.819,8.211,0,-0.367,0.214,-1.711,0.087,0.302,0.087,3.463,0.001,-0.253,1.026,-0.246,0.805,0.138,0.06,2.318,0.02,-0.167,0.066,-2.513,0.012,-0.049,0.019,-2.568,0.01,-0.48,0.225,-2.132,0.033,0.042,0.035,1.184,0.236,-0.135,0.05,-2.682,0.007,-0.002,0.011,-0.224,0.823,0.633,0.192,3.302,0.001,0.027,0.045,0.602,0.547,0.109,0.037,2.961,0.003,-0.01,0.006,-1.836,0.066,0.148,0.086,1.714,0.086,-0.008,0.014,-0.571,0.568,0.106,0.426,0.247,0.805,0.041,0.09,0.453,0.651,-3.697,1.447,-2.554,0.011,0.023,0.153,0.153,0.878,-0.397,0.402,-0.989,0.323,-0.232,0.076,-3.072,0.002,-0.546,1.121,-0.487,0.627,-0.138,0.172,-0.799,0.424,-1.601,0.693,-2.31,0.021,-0.058,0.123,-0.471,0.637,-2.549,1.306,-1.951,0.051,0.254,0.274,0.927,0.354
"Mplus VERSION 7.31","0.1","11/06/2015"," 1:00 PM","b1_male_aehplus_grip_digitbackward.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_male_aehplus_grip_digitbackward.out","octo","b1","male","aehplus","grip","digitbackward",139,5,NA,41,-1540.56,3163.12,3283.433,3153.719,3198.62515463917,TRUE,TRUE,NA,0,0.12,0.227,0.527,0.598,0.005,0.012,0.419,0.675,-0.004,0.064,-0.057,0.955,0.017,0.057,0.292,0.77,-0.158,0.096,-1.644,0.1,4.412,0.681,6.481,0,0.038,0.022,1.73,0.084,-0.134,0.097,-1.383,0.167,1.571,0.206,7.628,0,1.04,0.266,3.91,0,0.018,0.015,1.244,0.214,-0.082,0.047,-1.729,0.084,0.965,0.141,6.862,0,10.777,0.599,17.993,0,-0.13,0.102,-1.285,0.199,3.946,0.309,12.763,0,-0.138,0.086,-1.615,0.106,0.056,0.106,0.528,0.597,0.195,0.486,0.401,0.689,-0.128,0.074,-1.73,0.084,-0.166,0.067,-2.497,0.013,-0.05,0.021,-2.423,0.015,-0.076,0.043,-1.749,0.08,0,0.013,0.026,0.979,-0.136,0.051,-2.667,0.008,0.001,0.011,0.056,0.955,0.122,0.026,4.66,0,-0.003,0.008,-0.418,0.676,0.11,0.037,2.979,0.003,-0.01,0.005,-1.819,0.069,0.002,0.016,0.126,0.9,0.006,0.004,1.587,0.113,0.104,0.427,0.244,0.807,0.03,0.085,0.346,0.729,-0.189,0.273,-0.693,0.488,-0.035,0.079,-0.447,0.655,-0.418,0.403,-1.039,0.299,-0.22,0.073,-3.002,0.003,-0.55,0.242,-2.273,0.023,0.083,0.058,1.427,0.154,-1.536,0.7,-2.195,0.028,-0.092,0.126,-0.726,0.468,-0.305,0.426,-0.717,0.474,-0.029,0.116,-0.247,0.805
"Mplus VERSION 7.31","0.1","11/06/2015","12:14 PM","b1_male_aehplus_grip_digitforward.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_male_aehplus_grip_digitforward.out","octo","b1","male","aehplus","grip","digitforward",139,5,NA,41,-1429.089,2940.178,3060.491,2930.777,2975.68315463917,TRUE,TRUE,NA,0,-0.289,0.263,-1.097,0.272,0.005,0.008,0.677,0.498,0.044,0.049,0.89,0.373,0.02,0.045,0.441,0.659,-0.066,0.064,-1.026,0.305,4.41,0.678,6.505,0,0.039,0.022,1.742,0.082,-0.134,0.096,-1.399,0.162,1.563,0.204,7.654,0,0.817,0.175,4.667,0,0.012,0.005,2.255,0.024,-0.07,0.027,-2.605,0.009,0.512,0.076,6.759,0,10.768,0.601,17.905,0,-0.113,0.098,-1.145,0.252,5.891,0.319,18.445,0,-0.06,0.064,-0.939,0.348,-0.152,0.128,-1.185,0.236,0.241,0.364,0.66,0.509,-0.073,0.07,-1.046,0.296,-0.163,0.067,-2.451,0.014,-0.054,0.021,-2.64,0.008,-0.026,0.031,-0.837,0.403,-0.012,0.008,-1.651,0.099,-0.136,0.051,-2.687,0.007,0.001,0.011,0.062,0.951,0.066,0.025,2.669,0.008,0.007,0.006,1.163,0.245,0.111,0.037,2.995,0.003,-0.011,0.006,-1.978,0.048,0.012,0.014,0.818,0.413,-0.004,0.003,-1.463,0.143,0.101,0.426,0.237,0.813,0.032,0.088,0.363,0.717,-0.474,0.231,-2.05,0.04,0.069,0.05,1.362,0.173,-0.424,0.402,-1.057,0.291,-0.226,0.075,-3.035,0.002,-0.017,0.192,-0.088,0.93,-0.026,0.04,-0.649,0.516,-1.549,0.693,-2.235,0.025,-0.076,0.126,-0.602,0.547,-0.025,0.264,-0.096,0.923,0,0.055,0.008,0.994
"Mplus VERSION 7.31","0.1","11/06/2015","10:17 AM","b1_male_aehplus_grip_digitsymbol.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_male_aehplus_grip_digitsymbol.out","octo","b1","male","aehplus","grip","digitsymbol",138,5,NA,41,-2017.32,4116.641,4236.658,4106.948,4152.516,TRUE,TRUE,NA,0,4.321,1.883,2.294,0.022,-0.011,0.058,-0.183,0.855,0.099,0.295,0.335,0.737,0.365,0.371,0.984,0.325,0.763,0.456,1.675,0.094,4.448,0.683,6.517,0,0.044,0.026,1.684,0.092,-0.151,0.102,-1.481,0.139,1.542,0.2,7.709,0,74.085,10.95,6.766,0,0.441,0.26,1.693,0.091,-2.784,1.134,-2.455,0.014,17.287,2.314,7.471,0,10.785,0.602,17.911,0,-0.138,0.105,-1.309,0.19,28.404,2.812,10.102,0,-0.298,0.43,-0.691,0.489,0.238,0.098,2.435,0.015,-0.077,0.439,-0.176,0.861,0.148,0.086,1.725,0.084,-0.164,0.066,-2.476,0.013,-0.051,0.019,-2.657,0.008,-0.662,0.382,-1.734,0.083,0.032,0.075,0.423,0.672,-0.131,0.051,-2.548,0.011,-0.003,0.011,-0.271,0.786,1.707,0.239,7.147,0,0.024,0.047,0.512,0.609,0.109,0.037,2.965,0.003,-0.011,0.006,-1.844,0.065,0.236,0.121,1.951,0.051,-0.023,0.024,-0.966,0.334,0.086,0.428,0.2,0.841,0.048,0.094,0.513,0.608,-5.973,2.293,-2.604,0.009,0.168,0.303,0.555,0.579,-0.408,0.403,-1.011,0.312,-0.228,0.076,-2.995,0.003,-1.363,1.791,-0.761,0.447,-0.168,0.274,-0.612,0.541,-1.559,0.694,-2.245,0.025,-0.064,0.123,-0.518,0.604,-2.027,2.231,-0.909,0.363,-0.136,0.472,-0.287,0.774
"Mplus VERSION 7.31","0.1","11/06/2015","11:16 AM","b1_male_aehplus_grip_prose.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_male_aehplus_grip_prose.out","octo","b1","male","aehplus","grip","prose",139,5,NA,41,-1680.756,3443.513,3563.826,3434.111,3479.01815463918,TRUE,TRUE,NA,0,2.38,0.782,3.044,0.002,-0.012,0.046,-0.266,0.79,-0.192,0.203,-0.945,0.344,0.103,0.198,0.519,0.603,0.348,0.251,1.387,0.165,4.453,0.682,6.524,0,0.042,0.024,1.784,0.074,-0.158,0.102,-1.561,0.118,1.559,0.202,7.724,0,10.25,2.47,4.149,0,0.025,0.198,0.126,0.9,-0.21,0.719,-0.292,0.77,4.074,0.795,5.121,0,10.779,0.6,17.967,0,-0.13,0.106,-1.233,0.218,10.694,0.968,11.046,0,0.058,0.223,0.261,0.794,0.352,0.096,3.673,0,-0.38,2.677,-0.142,0.887,0.138,0.093,1.48,0.139,-0.162,0.066,-2.436,0.015,-0.055,0.02,-2.739,0.006,-0.263,0.124,-2.124,0.034,-0.009,0.051,-0.168,0.867,-0.132,0.051,-2.588,0.01,-0.003,0.011,-0.279,0.78,0.432,0.086,4.997,0,-0.007,0.011,-0.609,0.543,0.109,0.037,2.955,0.003,-0.009,0.006,-1.628,0.104,0.007,0.056,0.118,0.906,0.01,0.012,0.906,0.365,0.085,0.428,0.199,0.842,0.03,0.088,0.347,0.729,-0.624,0.798,-0.782,0.434,-0.15,0.2,-0.751,0.453,-0.407,0.403,-1.011,0.312,-0.228,0.075,-3.056,0.002,-0.441,0.69,-0.64,0.522,-0.19,0.122,-1.554,0.12,-1.582,0.687,-2.302,0.021,-0.041,0.13,-0.315,0.753,0.701,0.941,0.745,0.456,-0.179,0.248,-0.721,0.471
"Mplus VERSION 7.31","0.1","11/06/2015","10:52 AM","b1_male_aehplus_pef_block.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_male_aehplus_pef_block.out","octo","b1","male","aehplus","pef","block",136,5,NA,41,-3179.034,6440.068,6559.487,6429.785,6476.70629787234,TRUE,TRUE,NA,0,158.683,59.035,2.688,0.007,1.051,0.809,1.299,0.194,-7.633,6.444,-1.185,0.236,-13.849,6.587,-2.103,0.036,19.93,11.136,1.79,0.074,8396.188,1398.804,6.002,0,37.141,18.626,1.994,0.046,-296.599,139.361,-2.128,0.033,3322.173,419.518,7.919,0,32.27,4.938,6.536,0,0.053,0.049,1.094,0.274,-0.063,0.412,-0.154,0.878,9.212,1.013,9.09,0,464.578,23.315,19.926,0,-3.651,3.421,-1.067,0.286,16.779,1.484,11.307,0,-0.424,0.169,-2.516,0.012,0.305,0.107,2.849,0.004,0.747,0.17,4.399,0,0.114,0.062,1.825,0.068,-12.124,4.198,-2.888,0.004,0.142,0.962,0.148,0.882,-0.491,0.223,-2.2,0.028,0.045,0.034,1.303,0.193,6.945,2.108,3.294,0.001,-0.365,0.589,-0.62,0.535,0.624,0.192,3.25,0.001,0.021,0.042,0.508,0.611,2.107,1.481,1.423,0.155,0.226,0.26,0.868,0.385,0.151,0.086,1.761,0.078,-0.004,0.013,-0.288,0.773,-32.018,21.779,-1.47,0.142,-4.948,3.413,-1.45,0.147,-3.595,1.444,-2.49,0.013,0.017,0.151,0.11,0.913,-21.119,19.572,-1.079,0.281,-2.456,3.04,-0.808,0.419,-0.776,1.113,-0.697,0.486,-0.148,0.158,-0.934,0.35,43.858,26.902,1.63,0.103,-6.084,4.088,-1.488,0.137,-2.363,1.295,-1.824,0.068,0.329,0.294,1.118,0.264
"Mplus VERSION 7.31","0.1","11/06/2015"," 1:01 PM","b1_male_aehplus_pef_digitbackward.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_male_aehplus_pef_digitbackward.out","octo","b1","male","aehplus","pef","digitbackward",138,5,NA,41,-2723.522,5529.045,5649.062,5519.352,5564.92,TRUE,TRUE,NA,0,28.913,13.022,2.22,0.026,0.328,0.373,0.881,0.378,-3.036,3.329,-0.912,0.362,-3.447,1.888,-1.826,0.068,-5.135,4.877,-1.053,0.292,8379.631,1437.597,5.829,0,38.963,23.137,1.684,0.092,-300.332,163.592,-1.836,0.066,3327.418,416.101,7.997,0,1.069,0.265,4.035,0,0.021,0.015,1.375,0.169,-0.092,0.049,-1.87,0.061,0.949,0.136,6.976,0,466.55,23.552,19.81,0,-3.182,3.635,-0.875,0.381,3.973,0.26,15.309,0,-0.064,0.089,-0.72,0.471,0.305,0.133,2.297,0.022,0.362,0.406,0.892,0.372,-0.091,0.083,-1.096,0.273,-11.58,4.093,-2.829,0.005,0.019,0.954,0.02,0.984,-0.077,0.043,-1.777,0.076,0.002,0.013,0.115,0.909,6.773,2.115,3.202,0.001,-0.478,0.579,-0.825,0.41,0.122,0.026,4.673,0,-0.003,0.008,-0.361,0.718,2.035,1.479,1.376,0.169,0.26,0.265,0.98,0.327,0.002,0.017,0.128,0.898,0.006,0.004,1.658,0.097,-33.677,21.901,-1.538,0.124,-5.162,3.567,-1.447,0.148,-0.192,0.276,-0.697,0.486,-0.037,0.08,-0.463,0.643,-22.008,19.619,-1.122,0.262,-2.873,3.178,-0.904,0.366,-0.567,0.242,-2.345,0.019,0.088,0.055,1.583,0.113,41.153,26.417,1.558,0.119,-4.4,4.193,-1.049,0.294,-0.297,0.427,-0.696,0.487,-0.033,0.12,-0.273,0.785
"Mplus VERSION 7.31","0.1","11/06/2015","12:13 PM","b1_male_aehplus_pef_digitforward.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_male_aehplus_pef_digitforward.out","octo","b1","male","aehplus","pef","digitforward",138,5,NA,41,-2613.877,5309.754,5429.772,5300.062,5345.629,TRUE,TRUE,NA,0,-7.21,10.7,-0.674,0.5,0.359,0.186,1.928,0.054,0.669,2.009,0.333,0.739,-1.199,1.112,-1.078,0.281,0.449,2.339,0.192,0.848,8305.927,1369.68,6.064,0,27.918,11.783,2.369,0.018,-274.758,121.887,-2.254,0.024,3391.616,399.438,8.491,0,0.814,0.169,4.823,0,0.012,0.004,2.865,0.004,-0.071,0.024,-2.938,0.003,0.517,0.075,6.861,0,469.379,23.602,19.888,0,-4.528,3.478,-1.302,0.193,6.023,0.254,23.678,0,-0.099,0.057,-1.751,0.08,-0.088,0.13,-0.674,0.5,0.626,0.17,3.694,0,0.011,0.056,0.192,0.848,-11.478,4.148,-2.767,0.006,0.185,0.956,0.193,0.847,-0.025,0.031,-0.819,0.413,-0.013,0.007,-1.763,0.078,6.981,2.101,3.323,0.001,-0.436,0.565,-0.772,0.44,0.066,0.025,2.665,0.008,0.007,0.006,1.262,0.207,2.112,1.504,1.404,0.16,0.277,0.26,1.065,0.287,0.012,0.014,0.803,0.422,-0.004,0.003,-1.351,0.177,-36.654,21.796,-1.682,0.093,-5.219,3.349,-1.558,0.119,-0.468,0.23,-2.034,0.042,0.064,0.051,1.266,0.206,-22.91,19.64,-1.167,0.243,-1.786,2.969,-0.602,0.547,-0.015,0.191,-0.081,0.936,-0.024,0.037,-0.64,0.522,43.655,27.318,1.598,0.11,-5.158,3.792,-1.36,0.174,-0.037,0.267,-0.14,0.889,0.002,0.054,0.044,0.965
"Mplus VERSION 7.31","0.1","11/06/2015","10:18 AM","b1_male_aehplus_pef_digitsymbol.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_male_aehplus_pef_digitsymbol.out","octo","b1","male","aehplus","pef","digitsymbol",133,5,NA,41,-3201.853,6485.706,6604.21,6474.522,6523.55215384615,TRUE,TRUE,NA,0,244.567,90.322,2.708,0.007,3.127,1.556,2.01,0.044,1.071,11.389,0.094,0.925,-24.806,10.587,-2.343,0.019,-9.63,18.28,-0.527,0.598,8372.756,1412.596,5.927,0,39.41,16.27,2.422,0.015,-281.622,135.616,-2.077,0.038,3295.662,403.322,8.171,0,73.697,10.62,6.939,0,0.469,0.219,2.138,0.032,-2.999,1.069,-2.806,0.005,17.143,2.121,8.082,0,463.728,23.407,19.811,0,-3.268,3.622,-0.902,0.367,31.499,2.407,13.088,0,-0.536,0.326,-1.644,0.1,0.311,0.101,3.083,0.002,0.727,0.147,4.95,0,-0.041,0.077,-0.529,0.597,-11.957,4.155,-2.878,0.004,0.264,0.945,0.28,0.78,-0.674,0.373,-1.809,0.071,0.043,0.07,0.615,0.539,6.979,2.106,3.314,0.001,-0.429,0.545,-0.787,0.431,1.714,0.236,7.258,0,0.016,0.048,0.342,0.732,2.095,1.469,1.426,0.154,0.271,0.255,1.065,0.287,0.252,0.12,2.1,0.036,-0.024,0.023,-1.046,0.295,-31.073,21.407,-1.452,0.147,-5.732,3.344,-1.714,0.086,-5.971,2.279,-2.62,0.009,0.099,0.306,0.325,0.745,-20.793,19.622,-1.06,0.289,-2.598,2.967,-0.876,0.381,-1.659,1.767,-0.938,0.348,-0.14,0.262,-0.536,0.592,44.247,27.021,1.638,0.102,-6.181,3.922,-1.576,0.115,-1.921,2.273,-0.845,0.398,-0.201,0.487,-0.413,0.68
