"software","version","date","time","output_file","data_file","file_path","study_name","model_number","subgroup","model_type","process_a","process_b","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","has_converged","trust_all","mistrust","covar_covered","ab_TAU_00_est","ab_TAU_00_se","ab_TAU_00_wald","ab_TAU_00_pval","ab_TAU_11_est","ab_TAU_11_se","ab_TAU_11_wald","ab_TAU_11_pval","ab_TAU_01_est","ab_TAU_01_se","ab_TAU_01_wald","ab_TAU_01_pval","ab_TAU_10_est","ab_TAU_10_se","ab_TAU_10_wald","ab_TAU_10_pval","ab_SIGMA_est","ab_SIGMA_se","ab_SIGMA_wald","ab_SIGMA_pval","aa_TAU_00_est","aa_TAU_00_se","aa_TAU_00_wald","aa_TAU_00_pval","aa_TAU_11_est","aa_TAU_11_se","aa_TAU_11_wald","aa_TAU_11_pval","aa_TAU_01_est","aa_TAU_01_se","aa_TAU_01_wald","aa_TAU_01_pval","a_SIGMA_est","a_SIGMA_se","a_SIGMA_wald","a_SIGMA_pval","bb_TAU_00_est","bb_TAU_00_se","bb_TAU_00_wald","bb_TAU_00_pval","bb_TAU_11_est","bb_TAU_11_se","bb_TAU_11_wald","bb_TAU_11_pval","bb_TAU_10_est","bb_TAU_10_se","bb_TAU_10_wald","bb_TAU_10_pval","b_SIGMA_est","b_SIGMA_se","b_SIGMA_wald","b_SIGMA_pval","a_GAMMA_00_est","a_GAMMA_00_se","a_GAMMA_00_wald","a_GAMMA_00_pval","a_GAMMA_10_est","a_GAMMA_10_se","a_GAMMA_10_wald","a_GAMMA_10_pval","b_GAMMA_00_est","b_GAMMA_00_se","b_GAMMA_00_wald","b_GAMMA_00_pval","b_GAMMA_10_est","b_GAMMA_10_se","b_GAMMA_10_wald","b_GAMMA_10_pval","R_IAIB_est","R_IAIB_se","R_IAIB_wald","R_IAIB_pval","R_SASB_est","R_SASB_se","R_SASB_wald","R_SASB_pval","R_RES_AB_est","R_RES_AB_se","R_RES_AB_wald","R_RES_AB_pval","a_GAMMA_01_est","a_GAMMA_01_se","a_GAMMA_01_wald","a_GAMMA_01_pval","a_GAMMA_11_est","a_GAMMA_11_se","a_GAMMA_11_wald","a_GAMMA_11_pval","b_GAMMA_01_est","b_GAMMA_01_se","b_GAMMA_01_wald","b_GAMMA_01_pval","b_GAMMA_11_est","b_GAMMA_11_se","b_GAMMA_11_wald","b_GAMMA_11_pval","a_GAMMA_02_est","a_GAMMA_02_se","a_GAMMA_02_wald","a_GAMMA_02_pval","a_GAMMA_12_est","a_GAMMA_12_se","a_GAMMA_12_wald","a_GAMMA_12_pval","b_GAMMA_02_est","b_GAMMA_02_se","b_GAMMA_02_wald","b_GAMMA_02_pval","b_GAMMA_12_est","b_GAMMA_12_se","b_GAMMA_12_wald","b_GAMMA_12_pval","a_GAMMA_03_est","a_GAMMA_03_se","a_GAMMA_03_wald","a_GAMMA_03_pval","a_GAMMA_13_est","a_GAMMA_13_se","a_GAMMA_13_wald","a_GAMMA_13_pval","b_GAMMA_03_est","b_GAMMA_03_se","b_GAMMA_03_wald","b_GAMMA_03_pval","b_GAMMA_13_est","b_GAMMA_13_se","b_GAMMA_13_wald","b_GAMMA_13_pval","a_GAMMA_04_est","a_GAMMA_04_se","a_GAMMA_04_wald","a_GAMMA_04_pval","a_GAMMA_14_est","a_GAMMA_14_se","a_GAMMA_14_wald","a_GAMMA_14_pval","b_GAMMA_04_est","b_GAMMA_04_se","b_GAMMA_04_wald","b_GAMMA_04_pval","b_GAMMA_14_est","b_GAMMA_14_se","b_GAMMA_14_wald","b_GAMMA_14_pval","a_GAMMA_05_est","a_GAMMA_05_se","a_GAMMA_05_wald","a_GAMMA_05_pval","a_GAMMA_15_est","a_GAMMA_15_se","a_GAMMA_15_wald","a_GAMMA_15_pval","b_GAMMA_05_est","b_GAMMA_05_se","b_GAMMA_05_wald","b_GAMMA_05_pval","b_GAMMA_15_est","b_GAMMA_15_se","b_GAMMA_15_wald","b_GAMMA_15_pval","a_GAMMA_06_est","a_GAMMA_06_se","a_GAMMA_06_wald","a_GAMMA_06_pval","a_GAMMA_16_est","a_GAMMA_16_se","a_GAMMA_16_wald","a_GAMMA_16_pval","b_GAMMA_06_est","b_GAMMA_06_se","b_GAMMA_06_wald","b_GAMMA_06_pval","b_GAMMA_16_est","b_GAMMA_16_se","b_GAMMA_16_wald","b_GAMMA_16_pval"
"Mplus VERSION 5.21","0.1","02/24/2015"," 5:42 PM","b1_female_age_pek_digitsymbol.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_female_age_pek_digitsymbol.out","octo","b1","female","age","pek","digitsymbol",278,5,NA,NA,-6591.668,13225.336,13301.516,13234.927,NA,TRUE,TRUE,NA,0,247.25,53.516,4.62,0,3.004,1.093,2.749,0.006,-4.709,7.866,-0.599,0.549,-19.067,8.858,-2.153,0.031,9.303,13.79,0.675,0.5,4843.847,550.918,8.792,0,32.787,14.299,2.293,0.022,-170.905,92.41,-1.849,0.064,2111.202,183.83,11.485,0,84.391,9.014,9.363,0,0.619,0.163,3.799,0,-3.035,0.937,-3.238,0.001,28.126,2.37,11.87,0,310.77,7.137,43.543,0,-8.431,1.097,-7.689,0,28.406,1.013,28.029,0,-0.489,0.152,-3.225,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.175,1.913,-3.229,0.001,1.116,0.35,3.19,0.001,-0.901,0.255,-3.539,0,0.008,0.039,0.206,0.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 5:37 PM","b1_female_age_pek_figurelogic.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_female_age_pek_figurelogic.out","octo","b1","female","age","pek","figurelogic",284,5,NA,NA,-6051.123,12144.246,12220.875,12154.283,NA,TRUE,TRUE,NA,0,49.673,22.796,2.179,0.029,0.089,0.689,0.129,0.898,-1.213,4.498,-0.27,0.787,-0.831,3.557,-0.233,0.815,3.832,7.908,0.485,0.628,4837.496,557.408,8.679,0,34.685,16.313,2.126,0.033,-176.363,98.128,-1.797,0.072,2103.22,184.078,11.426,0,8.593,1.361,6.313,0,0.08,0.045,1.782,0.075,-0.364,0.189,-1.921,0.055,8.025,0.633,12.679,0,311.71,7.139,43.663,0,-8.614,1.111,-7.75,0,16.568,0.387,42.81,0,-0.069,0.071,-0.966,0.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.983,1.925,-3.108,0.002,1.098,0.36,3.047,0.002,-0.251,0.089,-2.826,0.005,-0.004,0.02,-0.184,0.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 5:54 PM","b1_female_age_pek_mirrecall.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_female_age_pek_mirrecall.out","octo","b1","female","age","pek","mirrecall",293,5,NA,NA,-5878.4,11798.8,11876.083,11809.487,NA,TRUE,TRUE,NA,0,19.861,12.581,1.579,0.114,0.424,0.434,0.978,0.328,3.447,3.047,1.131,0.258,-1.566,2.766,-0.566,0.571,3.647,3.677,0.992,0.321,4855.372,562.455,8.632,0,32.461,16.638,1.951,0.051,-166.053,101.903,-1.63,0.103,2112.859,185.232,11.407,0,3.183,0.526,6.054,0,0.093,0.021,4.399,0,-0.033,0.074,-0.442,0.659,1.882,0.159,11.806,0,311.035,7.109,43.751,0,-8.415,1.098,-7.666,0,7.622,0.189,40.274,0,-0.056,0.046,-1.224,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.934,1.932,-3.071,0.002,1.005,0.379,2.652,0.008,-0.154,0.047,-3.265,0.001,-0.021,0.013,-1.555,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 1:56 AM","b1_female_age_pek_proserecall.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_female_age_pek_proserecall.out","octo","b1","female","age","pek","proserecall",289,5,NA,NA,-6071.458,12184.917,12261.912,12195.317,NA,TRUE,TRUE,NA,0,33.88,18.887,1.794,0.073,0.107,0.564,0.189,0.85,3.947,3.597,1.097,0.273,-2.846,3.601,-0.79,0.429,7.214,5.58,1.293,0.196,4855.169,560.203,8.667,0,34.864,16.299,2.139,0.032,-172.739,97.636,-1.769,0.077,2097.004,185.259,11.319,0,9.715,1.175,8.269,0,0.11,0.04,2.77,0.006,-0.544,0.18,-3.024,0.002,4.353,0.375,11.598,0,310.749,7.121,43.641,0,-8.45,1.108,-7.629,0,11.127,0.311,35.748,0,-0.121,0.059,-2.038,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.873,1.914,-3.068,0.002,1.078,0.374,2.882,0.004,-0.267,0.077,-3.467,0.001,0.025,0.018,1.367,0.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","02/20/2015"," 2:27 PM","b1_female_full_pek_block.out"," unshared\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_female_full_pek_block.out","octo","b1","female","full","pek","block",289,5,NA,37,-6513.637,13101.274,13236.932,13119.599,13112.477187251,TRUE,TRUE,NA,0,88.69,34.776,2.55,0.011,0.14,0.702,0.2,0.842,-3.905,4.55,-0.858,0.391,7.644,5.307,1.441,0.15,21.564,9.444,2.283,0.022,4465.507,547.54,8.156,0,28.337,15.238,1.86,0.063,-148.632,93.39,-1.592,0.111,2128.646,187.405,11.359,0,30.534,3.177,9.61,0,0.164,0.071,2.313,0.021,-0.824,0.369,-2.231,0.026,10.749,0.802,13.396,0,330.409,20.448,16.158,0,-7.678,3.271,-2.347,0.019,17.752,1.664,10.671,0,-0.638,0.258,-2.471,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.744,1.88,-3.586,0,0.835,0.356,2.347,0.019,-0.572,0.136,-4.193,0,0,0.024,-0.015,0.988,7.779,3.988,1.95,0.051,0.038,0.646,0.059,0.953,0.9,0.284,3.172,0.002,-0.02,0.05,-0.39,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.997,6.329,-3.159,0.002,-1.826,1.157,-1.579,0.114,-1.142,0.475,-2.403,0.016,0.09,0.084,1.074,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 2:02 AM","b1_female_full_pek_proserecall.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_female_full_pek_proserecall.out","octo","b1","female","full","pek","proserecall",286,5,NA,NA,-6033.444,12156.888,12321.408,12178.709,NA,TRUE,TRUE,NA,0,24.09,17.443,1.381,0.167,-0.006,0.525,-0.011,0.991,4.152,3.5,1.186,0.235,-1.629,3.2,-0.509,0.611,6.294,5.612,1.122,0.262,4735.036,558.714,8.475,0,34.214,17.334,1.974,0.048,-166.644,99.865,-1.669,0.095,2095.587,185.44,11.301,0,7.977,1.007,7.922,0,0.085,0.031,2.754,0.006,-0.392,0.141,-2.771,0.006,4.331,0.368,11.756,0,337.326,26.666,12.65,0,-9.226,3.685,-2.504,0.012,13.171,1.083,12.163,0,-0.203,0.172,-1.184,0.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.852,8.098,-1.958,0.05,1.097,1.398,0.785,0.432,-0.386,0.283,-1.362,0.173,-0.035,0.066,-0.531,0.596,-1.127,11.898,-0.095,0.925,-0.763,1.524,-0.501,0.617,-0.056,0.494,-0.113,0.91,-0.05,0.077,-0.653,0.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/25/2015","12:20 AM","b1_male_aeh_grip_block.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_aeh_grip_block.out","octo","b1","male","aeh","grip","block",139,5,NA,NA,-2007.4,4072.8,4157.899,4066.15,NA,TRUE,TRUE,NA,0,3.986,1.216,3.279,0.001,-0.012,0.04,-0.29,0.772,0.321,0.188,1.705,0.088,0.295,0.222,1.331,0.183,0.507,0.271,1.873,0.061,4.63,0.721,6.423,0,0.047,0.026,1.768,0.077,-0.065,0.105,-0.623,0.533,1.576,0.23,6.848,0,35.779,5.642,6.342,0,0.041,0.16,0.26,0.795,0.163,0.475,0.344,0.731,9.265,1.256,7.376,0,11.776,0.345,34.09,0,-0.374,0.05,-7.473,0,13.489,0.913,14.777,0,-0.52,0.116,-4.502,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.163,0.074,-2.216,0.027,-0.039,0.022,-1.758,0.079,-0.468,0.244,-1.915,0.055,0.052,0.034,1.529,0.126,-0.11,0.049,-2.257,0.024,0.003,0.011,0.327,0.744,0.568,0.206,2.75,0.006,0.031,0.043,0.729,0.466,0.111,0.037,3.026,0.002,-0.008,0.006,-1.321,0.186,0.145,0.09,1.614,0.107,-0.011,0.014,-0.826,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/25/2015","12:16 AM","b1_male_aeh_grip_digitbackward.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_aeh_grip_digitbackward.out","octo","b1","male","aeh","grip","digitbackward",139,5,NA,NA,-1556.062,3170.124,3255.224,3163.475,NA,TRUE,TRUE,NA,0,0.207,0.248,0.834,0.404,0.001,0.014,0.096,0.924,-0.011,0.059,-0.186,0.852,0.052,0.062,0.84,0.401,-0.166,0.093,-1.781,0.075,4.596,0.72,6.379,0,0.043,0.025,1.73,0.084,-0.055,0.102,-0.544,0.587,1.594,0.23,6.929,0,1.132,0.293,3.86,0,0.021,0.015,1.406,0.16,-0.093,0.054,-1.712,0.087,0.966,0.138,7.007,0,11.784,0.344,34.281,0,-0.37,0.05,-7.356,0,3.526,0.181,19.524,0,-0.056,0.044,-1.275,0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.163,0.074,-2.211,0.027,-0.038,0.023,-1.685,0.092,-0.07,0.045,-1.568,0.117,0,0.013,0.007,0.994,-0.109,0.048,-2.259,0.024,0.006,0.011,0.585,0.559,0.133,0.031,4.237,0,-0.006,0.007,-0.811,0.417,0.112,0.037,3.051,0.002,-0.008,0.006,-1.375,0.169,0.002,0.017,0.127,0.899,0.005,0.003,1.541,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/25/2015","12:14 AM","b1_male_aeh_grip_digitforward.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_aeh_grip_digitforward.out","octo","b1","male","aeh","grip","digitforward",139,5,NA,NA,-1443.46,2944.92,3030.019,2938.27,NA,TRUE,TRUE,NA,0,-0.284,0.277,-1.025,0.305,0.007,0.009,0.833,0.405,0.048,0.05,0.974,0.33,0.019,0.047,0.401,0.689,-0.071,0.067,-1.062,0.288,4.603,0.718,6.414,0,0.044,0.025,1.771,0.077,-0.059,0.102,-0.577,0.564,1.59,0.229,6.954,0,0.863,0.17,5.073,0,0.013,0.006,2.298,0.022,-0.076,0.027,-2.824,0.005,0.512,0.077,6.633,0,11.778,0.344,34.274,0,-0.361,0.052,-6.926,0,5.676,0.152,37.46,0,-0.071,0.029,-2.425,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.159,0.074,-2.155,0.031,-0.044,0.023,-1.878,0.06,-0.022,0.034,-0.656,0.512,-0.013,0.008,-1.638,0.101,-0.109,0.048,-2.25,0.024,0.007,0.011,0.598,0.55,0.058,0.025,2.336,0.019,0.008,0.006,1.397,0.162,0.113,0.037,3.066,0.002,-0.009,0.006,-1.521,0.128,0.011,0.016,0.671,0.502,-0.004,0.002,-1.521,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/25/2015","12:29 AM","b1_male_aeh_grip_digitsymbol.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_aeh_grip_digitsymbol.out","octo","b1","male","aeh","grip","digitsymbol",138,5,NA,NA,-2034.985,4127.971,4212.861,4121.115,NA,TRUE,TRUE,NA,0,4.926,1.937,2.543,0.011,0.001,0.069,0.018,0.985,0.135,0.316,0.427,0.67,0.498,0.353,1.412,0.158,0.732,0.447,1.636,0.102,4.641,0.72,6.45,0,0.049,0.029,1.726,0.084,-0.081,0.105,-0.768,0.443,1.568,0.224,6.994,0,83.078,13.361,6.218,0,0.436,0.264,1.65,0.099,-2.75,1.299,-2.116,0.034,17.247,2.362,7.302,0,11.771,0.346,34.002,0,-0.367,0.05,-7.298,0,25.905,1.43,18.113,0,-0.575,0.202,-2.842,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,0.074,-2.17,0.03,-0.041,0.022,-1.81,0.07,-0.573,0.405,-1.416,0.157,0.043,0.07,0.616,0.538,-0.104,0.049,-2.118,0.034,0.003,0.011,0.269,0.788,1.62,0.245,6.627,0,0.032,0.044,0.72,0.472,0.111,0.037,3.01,0.003,-0.008,0.006,-1.253,0.21,0.233,0.126,1.847,0.065,-0.023,0.019,-1.224,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/25/2015","12:27 AM","b1_male_aeh_grip_figurelogic.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_aeh_grip_figurelogic.out","octo","b1","male","aeh","grip","figurelogic",138,5,NA,NA,-1828.919,3715.837,3800.728,3708.981,NA,TRUE,TRUE,NA,0,3.427,0.949,3.611,0,0.04,0.043,0.924,0.355,-0.492,0.228,-2.163,0.031,-0.247,0.174,-1.418,0.156,-0.227,0.236,-0.963,0.335,4.715,0.72,6.549,0,0.048,0.027,1.773,0.076,-0.097,0.104,-0.93,0.353,1.571,0.225,6.981,0,7.857,1.904,4.126,0,0.082,0.108,0.76,0.447,-0.349,0.383,-0.911,0.362,7.806,0.98,7.967,0,11.759,0.346,33.949,0,-0.353,0.051,-6.911,0,15.88,0.498,31.863,0,-0.008,0.12,-0.067,0.946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.157,0.074,-2.123,0.034,-0.044,0.023,-1.945,0.052,-0.118,0.126,-0.934,0.35,0.012,0.039,0.305,0.76,-0.105,0.049,-2.158,0.031,0.004,0.011,0.357,0.721,0.307,0.1,3.085,0.002,-0.026,0.026,-1,0.317,0.111,0.037,3.002,0.003,-0.008,0.006,-1.351,0.177,0.035,0.052,0.675,0.5,0.01,0.011,0.913,0.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/25/2015","12:31 AM","b1_male_aeh_grip_mirrecall.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_aeh_grip_mirrecall.out","octo","b1","male","aeh","grip","mirrecall",139,5,NA,NA,-1694.305,3446.611,3531.71,3439.961,NA,TRUE,TRUE,NA,0,1.112,0.478,2.324,0.02,0.03,0.015,1.937,0.053,-0.256,0.12,-2.128,0.033,0.044,0.086,0.51,0.61,0.032,0.167,0.189,0.85,4.66,0.724,6.44,0,0.045,0.025,1.84,0.066,-0.062,0.102,-0.602,0.547,1.581,0.227,6.971,0,1.954,0.399,4.895,0,0.072,0.024,3.078,0.002,0.042,0.077,0.55,0.582,1.993,0.22,9.045,0,11.776,0.343,34.303,0,-0.37,0.048,-7.673,0,6.94,0.27,25.691,0,-0.03,0.074,-0.413,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.157,0.073,-2.143,0.032,-0.04,0.021,-1.953,0.051,-0.21,0.075,-2.798,0.005,-0.033,0.02,-1.655,0.098,-0.101,0.048,-2.08,0.038,0.004,0.01,0.337,0.736,0.081,0.046,1.759,0.079,-0.003,0.017,-0.155,0.876,0.113,0.037,3.054,0.002,-0.008,0.006,-1.267,0.205,-0.003,0.029,-0.091,0.928,0.001,0.007,0.071,0.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/25/2015","12:18 AM","b1_male_aeh_grip_proserecall.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_aeh_grip_proserecall.out","octo","b1","male","aeh","grip","proserecall",139,5,NA,NA,-1697.685,3453.369,3538.469,3446.72,NA,TRUE,TRUE,NA,0,2.356,0.924,2.551,0.011,-0.005,0.033,-0.16,0.873,-0.05,0.15,-0.335,0.738,0.16,0.178,0.903,0.367,0.373,0.26,1.433,0.152,4.648,0.716,6.492,0,0.046,0.025,1.841,0.066,-0.086,0.101,-0.852,0.394,1.594,0.228,7.002,0,10.052,2.156,4.663,0,0.008,0.083,0.102,0.919,0.077,0.353,0.219,0.827,4.186,0.709,5.902,0,11.761,0.345,34.071,0,-0.353,0.049,-7.15,0,10.174,0.572,17.789,0,-0.09,0.088,-1.031,0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.157,0.073,-2.139,0.032,-0.044,0.022,-1.987,0.047,-0.254,0.141,-1.8,0.072,0.001,0.05,0.024,0.981,-0.104,0.048,-2.143,0.032,0.002,0.01,0.188,0.851,0.43,0.085,5.073,0,-0.007,0.012,-0.586,0.558,0.111,0.037,3.007,0.003,-0.007,0.006,-1.138,0.255,0,0.057,0.004,0.997,0.011,0.007,1.518,0.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 8:49 PM","b1_male_aeh_pek_block.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_aeh_pek_block.out","octo","b1","male","aeh","pek","block",136,5,NA,NA,-3191.372,6440.744,6525.211,6433.471,NA,TRUE,TRUE,NA,0,186.563,65.284,2.858,0.004,1.123,0.743,1.513,0.13,-5.673,5.512,-1.029,0.303,-7.065,7.686,-0.919,0.358,17.25,12.217,1.412,0.158,8792.771,1435.27,6.126,0,39.017,21.701,1.798,0.072,-263.622,141.137,-1.868,0.062,3381.556,497.262,6.8,0,35.814,5.577,6.421,0,0.045,0.032,1.383,0.167,-0.029,0.379,-0.078,0.938,9.293,1.002,9.276,0,434.688,16.269,26.719,0,-10.223,2.256,-4.531,0,13.571,0.896,15.139,0,-0.485,0.113,-4.305,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.511,4.234,-2.955,0.003,0.761,0.898,0.847,0.397,-0.49,0.242,-2.028,0.043,0.056,0.033,1.701,0.089,6.393,1.95,3.278,0.001,-0.429,0.601,-0.713,0.476,0.564,0.207,2.727,0.006,0.026,0.04,0.65,0.516,1.862,1.438,1.294,0.196,0.17,0.237,0.719,0.472,0.149,0.089,1.668,0.095,-0.007,0.013,-0.53,0.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
