study_name,process,subgroup,model_type,coefficient,subject_count,est,pval,se,wald,breed,species
map,mmms,male,aehplus,06,351,-0.133,0.605,0.2575,-0.5165,intercept,6
map,mmms,male,aehplus,10,351,0.011,0.9305,0.1285,0.0875,slope,0
map,mmms,male,aehplus,11,351,0.005,0.5125,0.0075,0.656,slope,1
map,mmms,male,aehplus,12,351,-0.011,0.314,0.011,-1.006,slope,2
map,mmms,male,aehplus,13,351,-0.1365,0.839,0.67,-0.2035,slope,3
map,mmms,male,aehplus,14,351,-0.021,0.76,0.069,-0.3055,slope,4
map,mmms,male,aehplus,15,351,-0.021,0.8445,0.105,-0.1965,slope,5
map,mmms,male,aehplus,16,351,0.123,0.271,0.1115,1.1045,slope,6
map,nart,female,a,00,1010,7.502,0,0.121,61.805,intercept,0
map,nart,female,a,01,1010,0.042,0,0.01,4.209,intercept,1
map,nart,female,a,02,1010,NA,NA,NA,NA,intercept,2
map,nart,female,a,03,1010,NA,NA,NA,NA,intercept,3
map,nart,female,a,04,1010,NA,NA,NA,NA,intercept,4
map,nart,female,a,05,1010,NA,NA,NA,NA,intercept,5
map,nart,female,a,06,1010,NA,NA,NA,NA,intercept,6
map,nart,female,a,10,1010,0.033,0.0995,0.02,1.6455,slope,0
map,nart,female,a,11,1010,-0.002,0.286,0.002,-1.0665,slope,1
map,nart,female,a,12,1010,NA,NA,NA,NA,slope,2
map,nart,female,a,13,1010,NA,NA,NA,NA,slope,3
map,nart,female,a,14,1010,NA,NA,NA,NA,slope,4
map,nart,female,a,15,1010,NA,NA,NA,NA,slope,5
map,nart,female,a,16,1010,NA,NA,NA,NA,slope,6
map,nart,female,ae,00,1010,4.85,0,0.205,23.678,intercept,0
map,nart,female,ae,01,1010,0.048,0,0.009,5.636,intercept,1
map,nart,female,ae,02,1010,0.356,0,0.022,16.512,intercept,2
map,nart,female,ae,03,1010,NA,NA,NA,NA,intercept,3
map,nart,female,ae,04,1010,NA,NA,NA,NA,intercept,4
map,nart,female,ae,05,1010,NA,NA,NA,NA,intercept,5
map,nart,female,ae,06,1010,NA,NA,NA,NA,intercept,6
map,nart,female,ae,10,1010,0.037,0.379,0.042,0.879,slope,0
map,nart,female,ae,11,1010,-0.002,0.266,0.002,-1.112,slope,1
map,nart,female,ae,12,1010,0,0.934,0.004,-0.082,slope,2
map,nart,female,ae,13,1010,NA,NA,NA,NA,slope,3
map,nart,female,ae,14,1010,NA,NA,NA,NA,slope,4
map,nart,female,ae,15,1010,NA,NA,NA,NA,slope,5
map,nart,female,ae,16,1010,NA,NA,NA,NA,slope,6
map,nart,female,aeh,00,1010,4.8985,0,0.204,24.045,intercept,0
map,nart,female,aeh,01,1010,0.054,0,0.008,6.3975,intercept,1
map,nart,female,aeh,02,1010,0.343,0,0.022,15.7675,intercept,2
map,nart,female,aeh,03,1010,3.5465,0,0.8805,4.028,intercept,3
map,nart,female,aeh,04,1010,NA,NA,NA,NA,intercept,4
map,nart,female,aeh,05,1010,NA,NA,NA,NA,intercept,5
map,nart,female,aeh,06,1010,NA,NA,NA,NA,intercept,6
map,nart,female,aeh,10,1010,0.0365,0.381,0.042,0.876,slope,0
map,nart,female,aeh,11,1010,-0.002,0.2995,0.002,-1.038,slope,1
map,nart,female,aeh,12,1010,-5e-04,0.9165,0.004,-0.105,slope,2
map,nart,female,aeh,13,1010,0.02,0.897,0.155,0.1295,slope,3
map,nart,female,aeh,14,1010,NA,NA,NA,NA,slope,4
map,nart,female,aeh,15,1010,NA,NA,NA,NA,slope,5
map,nart,female,aeh,16,1010,NA,NA,NA,NA,slope,6
map,nart,female,aehplus,00,1010,5.0435,0,0.222,22.749,intercept,0
map,nart,female,aehplus,01,1010,0.052,0,0.0085,6.1245,intercept,1
map,nart,female,aehplus,02,1010,0.332,0,0.022,15.2075,intercept,2
map,nart,female,aehplus,03,1010,3.539,0,0.874,4.051,intercept,3
map,nart,female,aehplus,04,1010,0.0945,0.4515,0.125,0.753,intercept,4
map,nart,female,aehplus,05,1010,-0.094,0.737,0.28,-0.336,intercept,5
map,nart,female,aehplus,06,1010,-0.653,0.005,0.234,-2.785,intercept,6
map,nart,female,aehplus,10,1010,0.0405,0.37,0.045,0.8965,slope,0
map,nart,female,aehplus,11,1010,-0.002,0.326,0.002,-0.982,slope,1
map,nart,female,aehplus,12,1010,-0.001,0.875,0.004,-0.1575,slope,2
map,nart,female,aehplus,13,1010,0.0315,0.8425,0.157,0.1995,slope,3
map,nart,female,aehplus,14,1010,0.004,0.8595,0.023,0.177,slope,4
map,nart,female,aehplus,15,1010,-0.029,0.552,0.049,-0.5945,slope,5
map,nart,female,aehplus,16,1010,-0.022,0.644,0.048,-0.4625,slope,6
map,nart,male,a,00,351,7.7565,0,0.225,34.4355,intercept,0
map,nart,male,a,01,351,0.0075,0.7005,0.02,0.385,intercept,1
map,nart,male,a,02,351,NA,NA,NA,NA,intercept,2
map,nart,male,a,03,351,NA,NA,NA,NA,intercept,3
map,nart,male,a,04,351,NA,NA,NA,NA,intercept,4
map,nart,male,a,05,351,NA,NA,NA,NA,intercept,5
map,nart,male,a,06,351,NA,NA,NA,NA,intercept,6
map,nart,male,a,10,351,0.0415,0.2675,0.0375,1.1095,slope,0
map,nart,male,a,11,351,-0.001,0.8325,0.003,-0.212,slope,1
map,nart,male,a,12,351,NA,NA,NA,NA,slope,2
map,nart,male,a,13,351,NA,NA,NA,NA,slope,3
map,nart,male,a,14,351,NA,NA,NA,NA,slope,4
map,nart,male,a,15,351,NA,NA,NA,NA,slope,5
map,nart,male,a,16,351,NA,NA,NA,NA,slope,6
map,nart,male,ae,00,351,4.929,0,0.317,15.553,intercept,0
map,nart,male,ae,01,351,-0.002,0.9145,0.016,-0.108,intercept,1
map,nart,male,ae,02,351,0.3495,0,0.03,11.624,intercept,2
map,nart,male,ae,03,351,NA,NA,NA,NA,intercept,3
map,nart,male,ae,04,351,NA,NA,NA,NA,intercept,4
map,nart,male,ae,05,351,NA,NA,NA,NA,intercept,5
map,nart,male,ae,06,351,NA,NA,NA,NA,intercept,6
map,nart,male,ae,10,351,0.0945,0.181,0.0705,1.3375,slope,0
map,nart,male,ae,11,351,-0.001,0.834,0.003,-0.2095,slope,1
map,nart,male,ae,12,351,-0.006,0.326,0.006,-0.9825,slope,2
map,nart,male,ae,13,351,NA,NA,NA,NA,slope,3
map,nart,male,ae,14,351,NA,NA,NA,NA,slope,4
map,nart,male,ae,15,351,NA,NA,NA,NA,slope,5
map,nart,male,ae,16,351,NA,NA,NA,NA,slope,6
map,nart,male,aeh,00,351,4.9515,0,0.319,15.508,intercept,0
map,nart,male,aeh,01,351,0.002,0.9,0.017,0.1255,intercept,1
map,nart,male,aeh,02,351,0.336,0,0.032,10.4065,intercept,2
map,nart,male,aeh,03,351,2.149,0.1615,1.534,1.401,intercept,3
map,nart,male,aeh,04,351,NA,NA,NA,NA,intercept,4
map,nart,male,aeh,05,351,NA,NA,NA,NA,intercept,5
map,nart,male,aeh,06,351,NA,NA,NA,NA,intercept,6
map,nart,male,aeh,10,351,0.0945,0.1775,0.0705,1.3485,slope,0
map,nart,male,aeh,11,351,-0.001,0.8295,0.003,-0.2155,slope,1
map,nart,male,aeh,12,351,-0.0065,0.338,0.007,-0.9585,slope,2
map,nart,male,aeh,13,351,0.0435,0.878,0.2805,0.1535,slope,3
map,nart,male,aeh,14,351,NA,NA,NA,NA,slope,4
map,nart,male,aeh,15,351,NA,NA,NA,NA,slope,5
map,nart,male,aeh,16,351,NA,NA,NA,NA,slope,6
map,nart,male,aehplus,00,351,4.887,0,0.396,12.3495,intercept,0
map,nart,male,aehplus,01,351,0.005,0.7785,0.017,0.281,intercept,1
map,nart,male,aehplus,02,351,0.336,0,0.034,9.9565,intercept,2
map,nart,male,aehplus,03,351,2.0525,0.179,1.525,1.3455,intercept,3
map,nart,male,aehplus,04,351,0.191,0.315,0.19,1.005,intercept,4
map,nart,male,aehplus,05,351,-0.2025,0.511,0.309,-0.657,intercept,5
map,nart,male,aehplus,06,351,-0.162,0.5705,0.2855,-0.5675,intercept,6
map,nart,male,aehplus,10,351,0.071,0.351,0.076,0.933,slope,0
map,nart,male,aehplus,11,351,0,0.971,0.003,0.036,slope,1
map,nart,male,aehplus,12,351,-0.006,0.3405,0.007,-0.9535,slope,2
map,nart,male,aehplus,13,351,0.005,0.9825,0.289,0.017,slope,3
map,nart,male,aehplus,14,351,0.061,0.0735,0.034,1.789,slope,4
map,nart,male,aehplus,15,351,-0.0115,0.853,0.062,-0.1855,slope,5
map,nart,male,aehplus,16,351,-0.068,0.252,0.0595,-1.1445,slope,6
map,num_comp,female,a,00,1010,26.476,0,0.357,74.153,intercept,0
map,num_comp,female,a,01,1010,-0.1985,0,0.031,-6.487,intercept,1
map,num_comp,female,a,02,1010,NA,NA,NA,NA,intercept,2
map,num_comp,female,a,03,1010,NA,NA,NA,NA,intercept,3
map,num_comp,female,a,04,1010,NA,NA,NA,NA,intercept,4
map,num_comp,female,a,05,1010,NA,NA,NA,NA,intercept,5
map,num_comp,female,a,06,1010,NA,NA,NA,NA,intercept,6
map,num_comp,female,a,10,1010,0.161,0.033,0.076,2.13,slope,0
map,num_comp,female,a,11,1010,-0.031,0,0.007,-4.3445,slope,1
map,num_comp,female,a,12,1010,NA,NA,NA,NA,slope,2
map,num_comp,female,a,13,1010,NA,NA,NA,NA,slope,3
map,num_comp,female,a,14,1010,NA,NA,NA,NA,slope,4
map,num_comp,female,a,15,1010,NA,NA,NA,NA,slope,5
map,num_comp,female,a,16,1010,NA,NA,NA,NA,slope,6
map,num_comp,female,ae,00,1010,21.8985,0,0.6805,32.1785,intercept,0
map,num_comp,female,ae,01,1010,-0.1875,0,0.0295,-6.3515,intercept,1
map,num_comp,female,ae,02,1010,0.614,0,0.077,7.9905,intercept,2
map,num_comp,female,ae,03,1010,NA,NA,NA,NA,intercept,3
map,num_comp,female,ae,04,1010,NA,NA,NA,NA,intercept,4
map,num_comp,female,ae,05,1010,NA,NA,NA,NA,intercept,5
map,num_comp,female,ae,06,1010,NA,NA,NA,NA,intercept,6
map,num_comp,female,ae,10,1010,0.2935,0.0485,0.1485,1.974,slope,0
map,num_comp,female,ae,11,1010,-0.032,0,0.007,-4.413,slope,1
map,num_comp,female,ae,12,1010,-0.0175,0.319,0.018,-0.9965,slope,2
map,num_comp,female,ae,13,1010,NA,NA,NA,NA,slope,3
map,num_comp,female,ae,14,1010,NA,NA,NA,NA,slope,4
map,num_comp,female,ae,15,1010,NA,NA,NA,NA,slope,5
map,num_comp,female,ae,16,1010,NA,NA,NA,NA,slope,6
map,num_comp,female,aeh,00,1010,22.0845,0,0.673,32.813,intercept,0
map,num_comp,female,aeh,01,1010,-0.1645,0,0.029,-5.6555,intercept,1
map,num_comp,female,aeh,02,1010,0.564,0,0.077,7.3355,intercept,2
map,num_comp,female,aeh,03,1010,13.6425,0,2.9165,4.678,intercept,3
map,num_comp,female,aeh,04,1010,NA,NA,NA,NA,intercept,4
map,num_comp,female,aeh,05,1010,NA,NA,NA,NA,intercept,5
map,num_comp,female,aeh,06,1010,NA,NA,NA,NA,intercept,6
map,num_comp,female,aeh,10,1010,0.2885,0.0515,0.1485,1.9475,slope,0
map,num_comp,female,aeh,11,1010,-0.032,0,0.007,-4.3315,slope,1
map,num_comp,female,aeh,12,1010,-0.0165,0.34,0.018,-0.9545,slope,2
map,num_comp,female,aeh,13,1010,-0.1295,0.8575,0.7235,-0.1795,slope,3
map,num_comp,female,aeh,14,1010,NA,NA,NA,NA,slope,4
map,num_comp,female,aeh,15,1010,NA,NA,NA,NA,slope,5
map,num_comp,female,aeh,16,1010,NA,NA,NA,NA,slope,6
map,num_comp,female,aehplus,00,1010,23.143,0,0.766,30.2045,intercept,0
map,num_comp,female,aehplus,01,1010,-0.1785,0,0.03,-6.018,intercept,1
map,num_comp,female,aehplus,02,1010,0.519,0,0.079,6.559,intercept,2
map,num_comp,female,aehplus,03,1010,13.786,0,2.9255,4.7125,intercept,3
map,num_comp,female,aehplus,04,1010,-0.6855,0.0985,0.415,-1.6515,intercept,4
map,num_comp,female,aehplus,05,1010,-0.7025,0.4025,0.8395,-0.837,intercept,5
map,num_comp,female,aehplus,06,1010,-2.159,0.004,0.751,-2.8745,intercept,6
map,num_comp,female,aehplus,10,1010,0.277,0.0895,0.1635,1.698,slope,0
map,num_comp,female,aehplus,11,1010,-0.032,0,0.008,-4.215,slope,1
map,num_comp,female,aehplus,12,1010,-0.014,0.4345,0.018,-0.781,slope,2
map,num_comp,female,aehplus,13,1010,-0.1335,0.8525,0.7195,-0.186,slope,3
map,num_comp,female,aehplus,14,1010,-0.0945,0.3515,0.101,-0.932,slope,4
map,num_comp,female,aehplus,15,1010,0.039,0.8295,0.181,0.2155,slope,5
map,num_comp,female,aehplus,16,1010,0.2045,0.33,0.21,0.9745,slope,6
map,num_comp,male,a,00,351,26.0745,0,0.6945,37.539,intercept,0
map,num_comp,male,a,01,351,-0.187,0.002,0.06,-3.1275,intercept,1
map,num_comp,male,a,02,351,NA,NA,NA,NA,intercept,2
map,num_comp,male,a,03,351,NA,NA,NA,NA,intercept,3
map,num_comp,male,a,04,351,NA,NA,NA,NA,intercept,4
map,num_comp,male,a,05,351,NA,NA,NA,NA,intercept,5
map,num_comp,male,a,06,351,NA,NA,NA,NA,intercept,6
map,num_comp,male,a,10,351,-0.045,0.762,0.1475,-0.3055,slope,0
map,num_comp,male,a,11,351,-0.0315,0.015,0.013,-2.4495,slope,1
map,num_comp,male,a,12,351,NA,NA,NA,NA,slope,2
map,num_comp,male,a,13,351,NA,NA,NA,NA,slope,3
map,num_comp,male,a,14,351,NA,NA,NA,NA,slope,4
map,num_comp,male,a,15,351,NA,NA,NA,NA,slope,5
map,num_comp,male,a,16,351,NA,NA,NA,NA,slope,6
map,num_comp,male,ae,00,351,21.083,0,1.052,20.049,intercept,0
map,num_comp,male,ae,01,351,-0.2,0,0.056,-3.564,intercept,1
map,num_comp,male,ae,02,351,0.615,0,0.101,6.094,intercept,2
map,num_comp,male,ae,03,351,NA,NA,NA,NA,intercept,3
map,num_comp,male,ae,04,351,NA,NA,NA,NA,intercept,4
map,num_comp,male,ae,05,351,NA,NA,NA,NA,intercept,5
map,num_comp,male,ae,06,351,NA,NA,NA,NA,intercept,6
map,num_comp,male,ae,10,351,0.381,0.154,0.267,1.427,slope,0
map,num_comp,male,ae,11,351,-0.031,0.014,0.013,-2.453,slope,1
map,num_comp,male,ae,12,351,-0.05,0.079,0.029,-1.759,slope,2
map,num_comp,male,ae,13,351,NA,NA,NA,NA,slope,3
map,num_comp,male,ae,14,351,NA,NA,NA,NA,slope,4
map,num_comp,male,ae,15,351,NA,NA,NA,NA,slope,5
map,num_comp,male,ae,16,351,NA,NA,NA,NA,slope,6
map,num_comp,male,aeh,00,351,21.274,0,1.0085,21.0975,intercept,0
map,num_comp,male,aeh,01,351,-0.1675,0.0025,0.056,-3.0105,intercept,1
map,num_comp,male,aeh,02,351,0.5,0,0.104,4.7935,intercept,2
map,num_comp,male,aeh,03,351,18.3185,0,5.189,3.53,intercept,3
map,num_comp,male,aeh,04,351,NA,NA,NA,NA,intercept,4
map,num_comp,male,aeh,05,351,NA,NA,NA,NA,intercept,5
map,num_comp,male,aeh,06,351,NA,NA,NA,NA,intercept,6
map,num_comp,male,aeh,10,351,0.352,0.184,0.2645,1.3305,slope,0
map,num_comp,male,aeh,11,351,-0.032,0.0125,0.013,-2.525,slope,1
map,num_comp,male,aeh,12,351,-0.043,0.1435,0.029,-1.465,slope,2
map,num_comp,male,aeh,13,351,-1.424,0.3285,1.449,-0.983,slope,3
map,num_comp,male,aeh,14,351,NA,NA,NA,NA,slope,4
map,num_comp,male,aeh,15,351,NA,NA,NA,NA,slope,5
map,num_comp,male,aeh,16,351,NA,NA,NA,NA,slope,6
map,num_comp,male,aehplus,00,351,20.332,0,1.175,17.3085,intercept,0
map,num_comp,male,aehplus,01,351,-0.156,0.006,0.057,-2.7555,intercept,1
map,num_comp,male,aehplus,02,351,0.5355,0,0.104,5.1445,intercept,2
map,num_comp,male,aehplus,03,351,18.2155,0,5.1705,3.523,intercept,3
map,num_comp,male,aehplus,04,351,0.3905,0.5765,0.6985,0.5585,intercept,4
map,num_comp,male,aehplus,05,351,-0.339,0.7345,1.0005,-0.339,intercept,5
map,num_comp,male,aehplus,06,351,1.9465,0.0325,0.9095,2.1395,intercept,6
map,num_comp,male,aehplus,10,351,0.2745,0.3725,0.3075,0.893,slope,0
map,num_comp,male,aehplus,11,351,-0.0285,0.0255,0.013,-2.2525,slope,1
map,num_comp,male,aehplus,12,351,-0.043,0.1365,0.029,-1.4915,slope,2
map,num_comp,male,aehplus,13,351,-1.532,0.2885,1.429,-1.0735,slope,3
map,num_comp,male,aehplus,14,351,0.2535,0.111,0.159,1.593,slope,4
map,num_comp,male,aehplus,15,351,-0.0035,0.9255,0.2195,-0.0145,slope,5
map,num_comp,male,aehplus,16,351,-0.411,0.07,0.223,-1.8425,slope,6
map,symbol,female,a,00,1010,26.0055,0,0.3325,74.429,intercept,0
map,symbol,female,a,01,1010,-0.2045,0.0825,0.028,-5.21,intercept,1
map,symbol,female,a,02,1010,NA,NA,NA,NA,intercept,2
map,symbol,female,a,03,1010,NA,NA,NA,NA,intercept,3
map,symbol,female,a,04,1010,NA,NA,NA,NA,intercept,4
map,symbol,female,a,05,1010,NA,NA,NA,NA,intercept,5
map,symbol,female,a,06,1010,NA,NA,NA,NA,intercept,6
map,symbol,female,a,10,1010,0.0585,0.51,0.0715,0.6835,slope,0
map,symbol,female,a,11,1010,-0.029,0.313,0.007,-2.7825,slope,1
map,symbol,female,a,12,1010,NA,NA,NA,NA,slope,2
map,symbol,female,a,13,1010,NA,NA,NA,NA,slope,3
map,symbol,female,a,14,1010,NA,NA,NA,NA,slope,4
map,symbol,female,a,15,1010,NA,NA,NA,NA,slope,5
map,symbol,female,a,16,1010,NA,NA,NA,NA,slope,6
map,symbol,female,ae,00,1010,20.784,0,0.6095,32.049,intercept,0
map,symbol,female,ae,01,1010,-0.1915,0.151,0.0255,-5.142,intercept,1
map,symbol,female,ae,02,1010,0.7015,0,0.065,10.1985,intercept,2
map,symbol,female,ae,03,1010,NA,NA,NA,NA,intercept,3
map,symbol,female,ae,04,1010,NA,NA,NA,NA,intercept,4
map,symbol,female,ae,05,1010,NA,NA,NA,NA,intercept,5
map,symbol,female,ae,06,1010,NA,NA,NA,NA,intercept,6
map,symbol,female,ae,10,1010,0.184,0.53,0.1405,0.9035,slope,0
map,symbol,female,ae,11,1010,-0.0295,0.29,0.007,-2.851,slope,1
map,symbol,female,ae,12,1010,-0.017,0.4755,0.016,-0.641,slope,2
map,symbol,female,ae,13,1010,NA,NA,NA,NA,slope,3
map,symbol,female,ae,14,1010,NA,NA,NA,NA,slope,4
map,symbol,female,ae,15,1010,NA,NA,NA,NA,slope,5
map,symbol,female,ae,16,1010,NA,NA,NA,NA,slope,6
map,symbol,female,aeh,00,1010,20.9045,0,0.6085,32.2355,intercept,0
map,symbol,female,aeh,01,1010,-0.178,0.28,0.026,-4.573,intercept,1
map,symbol,female,aeh,02,1010,0.669,0,0.066,9.6225,intercept,2
map,symbol,female,aeh,03,1010,8.7475,0.0105,2.591,3.0175,intercept,3
map,symbol,female,aeh,04,1010,NA,NA,NA,NA,intercept,4
map,symbol,female,aeh,05,1010,NA,NA,NA,NA,intercept,5
map,symbol,female,aeh,06,1010,NA,NA,NA,NA,intercept,6
map,symbol,female,aeh,10,1010,0.1915,0.5165,0.14,0.949,slope,0
map,symbol,female,aeh,11,1010,-0.027,0.3685,0.007,-2.5865,slope,1
map,symbol,female,aeh,12,1010,-0.0205,0.499,0.016,-0.8195,slope,2
map,symbol,female,aeh,13,1010,1.1615,0.2285,0.727,1.35,slope,3
map,symbol,female,aeh,14,1010,NA,NA,NA,NA,slope,4
map,symbol,female,aeh,15,1010,NA,NA,NA,NA,slope,5
map,symbol,female,aeh,16,1010,NA,NA,NA,NA,slope,6
map,symbol,female,aehplus,00,1010,35.4445,0,1.0495,33.762,intercept,0
map,symbol,female,aehplus,01,1010,-0.3675,0,0.041,-8.8835,intercept,1
map,symbol,female,aehplus,02,1010,1.0165,0,0.104,9.8125,intercept,2
map,symbol,female,aehplus,03,1010,14.769,0,3.9125,3.775,intercept,3
map,symbol,female,aehplus,04,1010,-0.773,0.166,0.558,-1.3845,intercept,4
map,symbol,female,aehplus,05,1010,-1.353,0.2555,1.189,-1.138,intercept,5
map,symbol,female,aehplus,06,1010,-3.059,0.003,1.0135,-3.0175,intercept,6
map,symbol,female,aehplus,10,1010,0.5095,0.0195,0.2175,2.339,slope,0
map,symbol,female,aehplus,11,1010,-0.055,0,0.011,-4.965,slope,1
map,symbol,female,aehplus,12,1010,-0.044,0.0625,0.0235,-1.869,slope,2
map,symbol,female,aehplus,13,1010,2.148,0.047,1.082,1.9855,slope,3
map,symbol,female,aehplus,14,1010,-0.1655,0.2465,0.143,-1.1595,slope,4
map,symbol,female,aehplus,15,1010,0.134,0.6,0.2555,0.5245,slope,5
map,symbol,female,aehplus,16,1010,-0.2725,0.3115,0.269,-1.0115,slope,6
map,symbol,male,a,00,351,27.324,0,0.654,41.833,intercept,0
map,symbol,male,a,01,351,-0.2445,0.212,0.0545,-3.178,intercept,1
map,symbol,male,a,02,351,NA,NA,NA,NA,intercept,2
map,symbol,male,a,03,351,NA,NA,NA,NA,intercept,3
map,symbol,male,a,04,351,NA,NA,NA,NA,intercept,4
map,symbol,male,a,05,351,NA,NA,NA,NA,intercept,5
map,symbol,male,a,06,351,NA,NA,NA,NA,intercept,6
map,symbol,male,a,10,351,0.0065,0.973,0.131,0.034,slope,0
map,symbol,male,a,11,351,-0.026,0.2255,0.013,-1.132,slope,1
map,symbol,male,a,12,351,NA,NA,NA,NA,slope,2
map,symbol,male,a,13,351,NA,NA,NA,NA,slope,3
map,symbol,male,a,14,351,NA,NA,NA,NA,slope,4
map,symbol,male,a,15,351,NA,NA,NA,NA,slope,5
map,symbol,male,a,16,351,NA,NA,NA,NA,slope,6
map,symbol,male,ae,00,351,22.551,0,0.982,22.6195,intercept,0
map,symbol,male,ae,01,351,-0.2605,0.128,0.05,-3.791,intercept,1
map,symbol,male,ae,02,351,0.591,0,0.0945,6.1325,intercept,2
map,symbol,male,ae,03,351,NA,NA,NA,NA,intercept,3
map,symbol,male,ae,04,351,NA,NA,NA,NA,intercept,4
map,symbol,male,ae,05,351,NA,NA,NA,NA,intercept,5
map,symbol,male,ae,06,351,NA,NA,NA,NA,intercept,6
map,symbol,male,ae,10,351,-0.164,0.564,0.2295,-0.595,slope,0
map,symbol,male,ae,11,351,-0.0265,0.2365,0.013,-1.1515,slope,1
map,symbol,male,ae,12,351,0.0215,0.459,0.023,0.7765,slope,2
map,symbol,male,ae,13,351,NA,NA,NA,NA,slope,3
map,symbol,male,ae,14,351,NA,NA,NA,NA,slope,4
map,symbol,male,ae,15,351,NA,NA,NA,NA,slope,5
map,symbol,male,ae,16,351,NA,NA,NA,NA,slope,6
map,symbol,male,aeh,00,351,9.743,0,0.436,22.3525,intercept,0
map,symbol,male,aeh,01,351,-0.0185,0.432,0.023,-0.786,intercept,1
map,symbol,male,aeh,02,351,0.2185,0,0.044,4.9645,intercept,2
map,symbol,male,aeh,03,351,3.926,0.102,2.401,1.6355,intercept,3
map,symbol,male,aeh,04,351,NA,NA,NA,NA,intercept,4
map,symbol,male,aeh,05,351,NA,NA,NA,NA,intercept,5
map,symbol,male,aeh,06,351,NA,NA,NA,NA,intercept,6
map,symbol,male,aeh,10,351,-0.034,0.7735,0.1175,-0.287,slope,0
map,symbol,male,aeh,11,351,0.0055,0.4255,0.007,0.797,slope,1
map,symbol,male,aeh,12,351,0.0015,0.9065,0.011,0.117,slope,2
map,symbol,male,aeh,13,351,0.7655,0.246,0.657,1.164,slope,3
map,symbol,male,aeh,14,351,NA,NA,NA,NA,slope,4
map,symbol,male,aeh,15,351,NA,NA,NA,NA,slope,5
map,symbol,male,aeh,16,351,NA,NA,NA,NA,slope,6
map,symbol,male,aehplus,00,351,35.994,0,1.706,21.0965,intercept,0
map,symbol,male,aehplus,01,351,-0.451,0,0.078,-5.786,intercept,1
map,symbol,male,aehplus,02,351,0.776,0,0.157,4.932,intercept,2
map,symbol,male,aehplus,03,351,25.561,0,6.9165,3.696,intercept,3
map,symbol,male,aehplus,04,351,-0.294,0.754,0.9375,-0.3135,intercept,4
map,symbol,male,aehplus,05,351,-0.746,0.5425,1.224,-0.61,intercept,5
map,symbol,male,aehplus,06,351,-0.0335,0.9805,1.3905,-0.024,intercept,6
map,symbol,male,aehplus,10,351,-0.09,0.8295,0.4165,-0.2155,slope,0
map,symbol,male,aehplus,11,351,-0.0645,5e-04,0.019,-3.4435,slope,1
map,symbol,male,aehplus,12,351,0.034,0.3725,0.0385,0.893,slope,2
map,symbol,male,aehplus,13,351,-0.641,0.737,1.89,-0.34,slope,3
map,symbol,male,aehplus,14,351,-0.0155,0.9405,0.206,-0.0745,slope,4
map,symbol,male,aehplus,15,351,0.299,0.3255,0.3035,0.9845,slope,5
map,symbol,male,aehplus,16,351,-0.61,0.0555,0.313,-1.944,slope,6
map,word_de,female,a,00,1010,6.3995,0,0.097,66.2375,intercept,0
map,word_de,female,a,01,1010,-0.068,0,0.008,-8.0615,intercept,1
map,word_de,female,a,02,1010,NA,NA,NA,NA,intercept,2
map,word_de,female,a,03,1010,NA,NA,NA,NA,intercept,3
map,word_de,female,a,04,1010,NA,NA,NA,NA,intercept,4
map,word_de,female,a,05,1010,NA,NA,NA,NA,intercept,5
map,word_de,female,a,06,1010,NA,NA,NA,NA,intercept,6
map,word_de,female,a,10,1010,0.133,0,0.026,5.1455,slope,0
map,word_de,female,a,11,1010,-0.008,0.001,0.002,-3.214,slope,1
map,word_de,female,a,12,1010,NA,NA,NA,NA,slope,2
map,word_de,female,a,13,1010,NA,NA,NA,NA,slope,3
map,word_de,female,a,14,1010,NA,NA,NA,NA,slope,4
map,word_de,female,a,15,1010,NA,NA,NA,NA,slope,5
map,word_de,female,a,16,1010,NA,NA,NA,NA,slope,6
map,word_de,female,ae,00,1010,5.2815,0,0.185,28.582,intercept,0
map,word_de,female,ae,01,1010,-0.066,0,0.008,-7.829,intercept,1
map,word_de,female,ae,02,1010,0.15,0,0.021,7.256,intercept,2
map,word_de,female,ae,03,1010,NA,NA,NA,NA,intercept,3
map,word_de,female,ae,04,1010,NA,NA,NA,NA,intercept,4
map,word_de,female,ae,05,1010,NA,NA,NA,NA,intercept,5
map,word_de,female,ae,06,1010,NA,NA,NA,NA,intercept,6
map,word_de,female,ae,10,1010,0.1185,0.0265,0.0535,2.2185,slope,0
map,word_de,female,ae,11,1010,-0.008,0.001,0.002,-3.257,slope,1
map,word_de,female,ae,12,1010,0.002,0.746,0.006,0.324,slope,2
map,word_de,female,ae,13,1010,NA,NA,NA,NA,slope,3
map,word_de,female,ae,14,1010,NA,NA,NA,NA,slope,4
map,word_de,female,ae,15,1010,NA,NA,NA,NA,slope,5
map,word_de,female,ae,16,1010,NA,NA,NA,NA,slope,6
map,word_de,female,aeh,00,1010,5.318,0,0.184,28.9,intercept,0
map,word_de,female,aeh,01,1010,-0.061,0,0.008,-7.2195,intercept,1
map,word_de,female,aeh,02,1010,0.14,0,0.021,6.6605,intercept,2
map,word_de,female,aeh,03,1010,2.714,0.002,0.8685,3.125,intercept,3
map,word_de,female,aeh,04,1010,NA,NA,NA,NA,intercept,4
map,word_de,female,aeh,05,1010,NA,NA,NA,NA,intercept,5
map,word_de,female,aeh,06,1010,NA,NA,NA,NA,intercept,6
map,word_de,female,aeh,10,1010,0.118,0.027,0.0535,2.214,slope,0
