study name,process a,process b,subgroup,model type,n,a gamma 00,a gamma 10,b gamma 00,b gamma 10
satsa,fev,digit_f,male,ae,341,"  2.5( 0.1),p<.01"," -0.04( 0.00),p<.01","   5.3( 0.1),p<.01"," -0.02( 0.01),p=.03"
satsa,fev,digit_f,male,aeh,338,"  2.4( 0.1),p<.01"," -0.04( 0.00),p<.01","   5.3( 0.1),p<.01"," -0.02( 0.01),p=.04"
satsa,fev,digit_f,male,aehplus,299,"  2.5( 0.1),p<.01"," -0.05( 0.01),p<.01","   5.4( 0.1),p<.01"," -0.02( 0.01),p=.06"
satsa,fev,digit_f,male,aehplus,300,"  2.6( 0.1),p<.01"," -0.05( 0.01),p<.01","   5.3( 0.1),p<.01"," -0.02( 0.01),p=.06"
satsa,fev,fig_id,female,a,509,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  28.0( 0.4),p<.01"," -0.53( 0.04),p<.01"
satsa,fev,fig_id,female,ae,487,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  27.6( 0.4),p<.01"," -0.56( 0.04),p<.01"
satsa,fev,fig_id,female,aeh,478,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  27.6( 0.4),p<.01"," -0.56( 0.04),p<.01"
satsa,fev,fig_id,male,a,347,"  2.5( 0.1),p<.01"," -0.04( 0.00),p<.01","  26.8( 0.5),p<.01"," -0.57( 0.06),p<.01"
satsa,fev,fig_id,male,ae,341,"  2.5( 0.1),p<.01"," -0.04( 0.00),p<.01","  25.5( 0.6),p<.01"," -0.58( 0.06),p<.01"
satsa,fev,fig_id,male,aeh,338,"  2.4( 0.1),p<.01"," -0.04( 0.00),p<.01","  25.4( 0.6),p<.01"," -0.59( 0.06),p<.01"
satsa,fev,fig_mem,female,0,512,"--,p=  ----","--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,fig_mem,female,a,512,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  20.8( 0.2),p<.01"," -0.20( 0.02),p<.01"
satsa,fev,fig_mem,female,ae,490,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  20.3( 0.3),p<.01"," -0.19( 0.02),p<.01"
satsa,fev,fig_mem,female,aeh,478,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  20.4( 0.3),p<.01"," -0.18( 0.02),p<.01"
satsa,fev,fig_mem,female,aehplus,410,"  1.8( 0.0),p<.01"," -0.02( 0.00),p<.01","  20.5( 0.3),p<.01"," -0.18( 0.03),p<.01"
satsa,fev,fig_mem,male,0,347,"--,p=  ----","--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,fig_mem,male,a,347,"  2.5( 0.1),p<.01"," -0.04( 0.00),p<.01","  19.0( 0.3),p<.01"," -0.18( 0.03),p<.01"
satsa,fev,fig_mem,male,ae,341,"  2.5( 0.1),p<.01"," -0.04( 0.00),p<.01","  18.4( 0.3),p<.01"," -0.18( 0.03),p<.01"
satsa,fev,fig_mem,male,aeh,337,"  2.4( 0.1),p<.01"," -0.04( 0.00),p<.01","  18.4( 0.4),p<.01"," -0.18( 0.03),p<.01"
satsa,fev,fig_mem,male,aehplus,299,"  2.6( 0.1),p<.01"," -0.05( 0.01),p<.01","  18.5( 0.5),p<.01"," -0.16( 0.04),p<.01"
satsa,fev,information,female,0,512,"--,p=  ----","--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,information,female,a,512,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  29.0( 0.5),p<.01"," -0.31( 0.03),p<.01"
satsa,fev,information,female,ae,490,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  27.6( 0.4),p<.01"," -0.30( 0.04),p<.01"
satsa,fev,information,female,aeh,479,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  27.7( 0.4),p<.01"," -0.29( 0.04),p<.01"
satsa,fev,information,female,aehplus,411,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  27.9( 0.6),p<.01"," -0.28( 0.05),p<.01"
satsa,fev,information,male,0,347,"--,p=  ----","--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,information,male,a,347,"  2.5( 0.1),p<.01"," -0.04( 0.00),p<.01","  32.7( 0.6),p<.01"," -0.20( 0.04),p<.01"
satsa,fev,information,male,ae,341,"  2.5( 0.1),p<.01"," -0.04( 0.00),p<.01","  30.9( 0.6),p<.01"," -0.18( 0.04),p<.01"
satsa,fev,information,male,aeh,338,"  2.4( 0.1),p<.01"," -0.04( 0.00),p<.01","  30.7( 0.6),p<.01"," -0.18( 0.04),p<.01"
satsa,fev,information,male,aehplus,300,"  2.5( 0.1),p<.01"," -0.04( 0.01),p<.01","  30.7( 0.8),p<.01"," -0.17( 0.06),p<.01"
satsa,fev,mmms,female,0,512,"--,p=  ----","--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,mmms,female,a,511,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  28.1( 0.1),p<.01"," -0.27( 0.02),p<.01"
satsa,fev,mmms,female,ae,489,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  27.9( 0.1),p<.01"," -0.27( 0.02),p<.01"
satsa,fev,mmms,female,aeh,480,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  28.0( 0.1),p<.01"," -0.27( 0.02),p<.01"
satsa,fev,mmms,female,aehplus,412,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  28.1( 0.1),p<.01"," -0.29( 0.03),p<.01"
satsa,fev,mmms,male,0,347,"--,p=  ----","--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,mmms,male,a,346,"  2.5( 0.1),p<.01"," -0.04( 0.00),p<.01","  27.8( 0.2),p<.01"," -0.15( 0.02),p<.01"
satsa,fev,mmms,male,ae,341,"  2.5( 0.1),p<.01"," -0.04( 0.00),p<.01","  27.6( 0.2),p<.01"," -0.15( 0.02),p<.01"
satsa,fev,mmms,male,aeh,338,"  2.4( 0.1),p<.01"," -0.04( 0.00),p<.01","  27.5( 0.2),p<.01"," -0.15( 0.02),p<.01"
satsa,fev,mmms,male,aehplus,300,"  2.5( 0.1),p<.01"," -0.04( 0.01),p<.01","  27.1( 0.2),p<.01"," -0.14( 0.03),p<.01"
satsa,fev,rotate,female,0,512,"--,p=  ----","--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,rotate,female,a,512,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  42.6( 1.1),p<.01"," -1.00( 0.10),p<.01"
satsa,fev,rotate,female,ae,490,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  41.8( 1.2),p<.01"," -1.07( 0.11),p<.01"
satsa,fev,rotate,female,aeh,476,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  41.8( 1.3),p<.01"," -1.04( 0.11),p<.01"
satsa,fev,rotate,female,aehplus,408,"  1.8( 0.0),p<.01"," -0.02( 0.00),p<.01","  41.5( 1.6),p<.01"," -0.96( 0.11),p<.01"
satsa,fev,rotate,male,0,347,"--,p=  ----","--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,rotate,male,a,347,"  2.5( 0.1),p<.01"," -0.04( 0.00),p<.01","  50.5( 1.7),p<.01"," -1.37( 0.15),p<.01"
satsa,fev,rotate,male,ae,341,"  2.5( 0.1),p<.01"," -0.04( 0.00),p<.01","  48.1( 1.9),p<.01"," -1.40( 0.16),p<.01"
satsa,fev,rotate,male,aeh,337,"  2.4( 0.1),p<.01"," -0.04( 0.00),p<.01","  48.1( 2.0),p<.01"," -1.45( 0.16),p<.01"
satsa,fev,rotate,male,aehplus,299,"  2.6( 0.1),p<.01"," -0.05( 0.01),p<.01","  49.5( 2.7),p<.01"," -1.57( 0.20),p<.01"
satsa,fev,symbol,female,0,512,"--,p=  ----","--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,symbol,female,a,508,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  35.4( 0.6),p<.01"," -0.85( 0.04),p<.01"
satsa,fev,symbol,female,ae,486,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  33.8( 0.6),p<.01"," -0.86( 0.04),p<.01"
satsa,fev,symbol,female,aeh,477,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  33.9( 0.6),p<.01"," -0.86( 0.04),p<.01"
satsa,fev,symbol,female,aehplus,408,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  34.5( 0.7),p<.01"," -0.83( 0.06),p<.01"
satsa,fev,symbol,male,0,347,"--,p=  ----","--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,symbol,male,a,347,"  2.5( 0.0),p<.01"," -0.04( 0.00),p<.01","  34.5( 0.8),p<.01"," -0.96( 0.07),p<.01"
satsa,fev,symbol,male,ae,341,"  2.5( 0.1),p<.01"," -0.04( 0.00),p<.01","  32.3( 0.9),p<.01"," -0.98( 0.07),p<.01"
satsa,fev,symbol,male,aeh,338,"  2.4( 0.0),p<.01"," -0.04( 0.00),p<.01","  32.0( 0.9),p<.01"," -0.98( 0.07),p<.01"
satsa,fev,symbol,male,aehplus,299,"  2.5( 0.1),p<.01"," -0.05( 0.01),p<.01","  32.7( 1.1),p<.01"," -0.92( 0.09),p<.01"
satsa,fev,synonyms,female,0,512,"--,p=  ----","--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,synonyms,female,a,509,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  18.4( 0.3),p<.01"," -0.11( 0.02),p<.01"
satsa,fev,synonyms,female,ae,487,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  17.3( 0.3),p<.01"," -0.11( 0.02),p<.01"
satsa,fev,synonyms,female,aeh,478,"  1.7( 0.0),p<.01"," -0.03( 0.00),p<.01","  17.4( 0.3),p<.01"," -0.11( 0.02),p<.01"
satsa,fev,synonyms,female,aehplus,410,"  1.8( 0.0),p<.01"," -0.02( 0.00),p<.01","  17.7( 0.3),p<.01"," -0.12( 0.02),p<.01"
satsa,fev,synonyms,male,0,347,"--,p=  ----","--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,synonyms,male,a,347,"  2.5( 0.1),p<.01"," -0.04( 0.00),p<.01","  17.8( 0.4),p<.01"," -0.11( 0.02),p<.01"
satsa,fev,synonyms,male,ae,341,"  2.5( 0.1),p<.01"," -0.04( 0.00),p<.01","  16.2( 0.4),p<.01"," -0.09( 0.02),p<.01"
satsa,fev,synonyms,male,aeh,338,"  2.4( 0.1),p<.01"," -0.04( 0.00),p<.01","  16.0( 0.4),p<.01"," -0.09( 0.02),p<.01"
satsa,fev,synonyms,male,aehplus,300,"  2.6( 0.1),p<.01"," -0.05( 0.01),p<.01","  15.9( 0.6),p<.01"," -0.08( 0.04),p=.04"
satsa,grip,analogies,female,a,508," 21.0( 0.3),p<.01"," -0.57( 0.03),p<.01","  13.7( 0.2),p<.01"," -0.10( 0.02),p<.01"
satsa,grip,analogies,female,ae,486," 20.8( 0.4),p<.01"," -0.58( 0.04),p<.01","  13.0( 0.2),p<.01"," -0.10( 0.02),p<.01"
satsa,grip,analogies,female,aeh,477," 20.8( 0.4),p<.01"," -0.58( 0.04),p<.01","  13.0( 0.2),p<.01"," -0.10( 0.02),p<.01"
satsa,grip,analogies,female,aehplus,410," 21.5( 0.4),p<.01"," -0.57( 0.04),p<.01","  13.1( 0.3),p<.01"," -0.12( 0.02),p<.01"
satsa,grip,analogies,male,a,347," 38.6( 0.9),p<.01"," -0.90( 0.13),p<.01","  14.2( 0.3),p<.01"," -0.11( 0.02),p<.01"
satsa,grip,analogies,male,ae,341," 38.6( 1.1),p<.01"," -0.90( 0.14),p<.01","  13.2( 0.3),p<.01"," -0.11( 0.03),p<.01"
satsa,grip,analogies,male,aeh,338," 38.2( 1.0),p<.01"," -0.90( 0.14),p<.01","  13.0( 0.4),p<.01"," -0.11( 0.03),p<.01"
satsa,grip,analogies,male,aehplus,300," 37.7( 1.5),p<.01"," -0.87( 0.20),p<.01","  13.1( 0.5),p<.01"," -0.11( 0.04),p<.01"
satsa,grip,block,female,aehplus,409," 21.5( 0.5),p<.01"," -0.57( 0.04),p<.01","  16.5( 0.5),p<.01"," -0.37( 0.03),p<.01"
satsa,grip,block,male,aehplus,298," 36.9( 0.9),p<.01"," -0.96( 0.08),p<.01","  16.0( 0.8),p<.01"," -0.41( 0.06),p<.01"
satsa,grip,digit_b,female,aehplus,409," 21.5( 0.5),p<.01"," -0.57( 0.04),p<.01","   3.7( 0.1),p<.01"," -0.04( 0.01),p<.01"
satsa,grip,digit_b,male,aehplus,299," 36.9( 0.8),p<.01"," -0.95( 0.08),p<.01","   3.8( 0.2),p<.01"," -0.05( 0.01),p<.01"
satsa,grip,digit_f,female,aehplus,409," 21.5( 0.4),p<.01"," -0.57( 0.04),p<.01","   5.5( 0.1),p<.01"," -0.03( 0.01),p<.01"
satsa,grip,digit_f,male,aehplus,299," 36.8( 0.8),p<.01"," -0.95( 0.08),p<.01","   5.3( 0.1),p<.01"," -0.02( 0.01),p=.08"
satsa,grip,fig_id,female,a,508," 21.0( 0.3),p<.01"," -0.57( 0.03),p<.01","  28.0( 0.4),p<.01"," -0.53( 0.04),p<.01"
satsa,grip,fig_id,female,ae,486," 20.9( 0.4),p<.01"," -0.58( 0.04),p<.01","  27.6( 0.4),p<.01"," -0.56( 0.04),p<.01"
satsa,grip,fig_id,female,aeh,477," 20.8( 0.4),p<.01"," -0.58( 0.04),p<.01","  27.6( 0.4),p<.01"," -0.56( 0.05),p<.01"
satsa,grip,fig_id,male,a,347," 38.6( 0.9),p<.01"," -0.92( 0.13),p<.01","  26.8( 0.5),p<.01"," -0.57( 0.06),p<.01"
satsa,grip,fig_id,male,ae,341," 38.6( 1.1),p<.01"," -0.94( 0.14),p<.01","  25.5( 0.6),p<.01"," -0.58( 0.06),p<.01"
satsa,grip,fig_id,male,aeh,338," 38.2( 1.0),p<.01"," -0.93( 0.14),p<.01","  25.4( 0.6),p<.01"," -0.59( 0.06),p<.01"
satsa,grip,information,female,a,510," 21.0( 0.3),p<.01"," -0.58( 0.03),p<.01","  29.0( 0.5),p<.01"," -0.31( 0.03),p<.01"
satsa,grip,information,female,ae,488," 20.9( 0.4),p<.01"," -0.59( 0.04),p<.01","  27.6( 0.4),p<.01"," -0.30( 0.04),p<.01"
satsa,grip,information,female,aeh,479," 20.8( 0.4),p<.01"," -0.59( 0.04),p<.01","  27.7( 0.4),p<.01"," -0.30( 0.04),p<.01"
satsa,grip,information,female,aehplus,411," 21.5( 0.4),p<.01"," -0.57( 0.04),p<.01","  27.9( 0.6),p<.01"," -0.29( 0.05),p<.01"
satsa,grip,information,male,a,347," 38.6( 0.9),p<.01"," -0.89( 0.13),p<.01","  32.7( 0.6),p<.01"," -0.20( 0.04),p<.01"
satsa,grip,information,male,ae,341," 38.5( 1.1),p<.01"," -0.90( 0.14),p<.01","  30.9( 0.6),p<.01"," -0.18( 0.04),p<.01"
satsa,grip,information,male,aeh,338," 38.2( 1.1),p<.01"," -0.89( 0.14),p<.01","  30.7( 0.6),p<.01"," -0.19( 0.04),p<.01"
satsa,grip,information,male,aehplus,300," 37.7( 1.5),p<.01"," -0.87( 0.20),p<.01","  30.6( 0.8),p<.01"," -0.16( 0.06),p<.01"
satsa,grip,mmms,female,a,511," 21.0( 0.3),p<.01"," -0.57( 0.04),p<.01","  28.1( 0.1),p<.01"," -0.27( 0.02),p<.01"
satsa,grip,mmms,female,ae,489," 20.8( 0.4),p<.01"," -0.58( 0.04),p<.01","  27.9( 0.1),p<.01"," -0.27( 0.02),p<.01"
satsa,grip,mmms,female,aeh,480," 20.8( 0.4),p<.01"," -0.58( 0.04),p<.01","  28.0( 0.1),p<.01"," -0.27( 0.02),p<.01"
satsa,grip,mmms,female,aehplus,412," 21.5( 0.4),p<.01"," -0.57( 0.05),p<.01","  28.1( 0.1),p<.01"," -0.29( 0.03),p<.01"
satsa,grip,mmms,male,a,347," 38.5( 1.0),p<.01"," -0.92( 0.14),p<.01","  27.8( 0.2),p<.01"," -0.15( 0.02),p<.01"
satsa,grip,mmms,male,ae,341," 38.4( 1.1),p<.01"," -0.94( 0.15),p<.01","  27.6( 0.2),p<.01"," -0.15( 0.02),p<.01"
satsa,grip,mmms,male,aeh,338," 38.1( 1.1),p<.01"," -0.92( 0.15),p<.01","  27.5( 0.2),p<.01"," -0.15( 0.02),p<.01"
satsa,grip,mmms,male,aehplus,300," 37.6( 1.6),p<.01"," -0.87( 0.22),p<.01","  27.1( 0.2),p<.01"," -0.14( 0.03),p<.01"
satsa,grip,symbol,female,a,508," 21.0( 0.3),p<.01"," -0.57( 0.03),p<.01","  35.4( 0.6),p<.01"," -0.85( 0.04),p<.01"
satsa,grip,symbol,female,ae,486," 20.8( 0.3),p<.01"," -0.58( 0.03),p<.01","  33.8( 0.6),p<.01"," -0.86( 0.04),p<.01"
satsa,grip,symbol,female,aeh,477," 20.8( 0.3),p<.01"," -0.58( 0.03),p<.01","  33.8( 0.6),p<.01"," -0.86( 0.04),p<.01"
satsa,grip,symbol,female,aehplus,409," 21.5( 0.5),p<.01"," -0.57( 0.04),p<.01","  34.5( 0.7),p<.01"," -0.82( 0.06),p<.01"
satsa,grip,symbol,male,a,347," 38.6( 0.9),p<.01"," -0.92( 0.13),p<.01","  34.5( 0.8),p<.01"," -0.94( 0.06),p<.01"
satsa,grip,symbol,male,ae,341," 38.6( 1.1),p<.01"," -0.93( 0.13),p<.01","  32.2( 0.8),p<.01"," -0.95( 0.06),p<.01"
satsa,grip,symbol,male,aeh,338," 38.2( 1.0),p<.01"," -0.92( 0.14),p<.01","  31.9( 0.8),p<.01"," -0.96( 0.06),p<.01"
satsa,grip,symbol,male,aehplus,299," 36.8( 0.8),p<.01"," -0.95( 0.08),p<.01","  32.6( 1.1),p<.01"," -0.89( 0.08),p<.01"
satsa,grip,synonyms,female,a,508," 21.0( 0.3),p<.01"," -0.57( 0.03),p<.01","  18.4( 0.3),p<.01"," -0.11( 0.02),p<.01"
satsa,grip,synonyms,female,ae,486," 20.9( 0.4),p<.01"," -0.59( 0.04),p<.01","  17.3( 0.3),p<.01"," -0.11( 0.02),p<.01"
satsa,grip,synonyms,female,aeh,477," 20.8( 0.4),p<.01"," -0.59( 0.04),p<.01","  17.4( 0.3),p<.01"," -0.11( 0.02),p<.01"
satsa,grip,synonyms,female,aehplus,410," 21.5( 0.5),p<.01"," -0.57( 0.04),p<.01","  17.7( 0.3),p<.01"," -0.13( 0.02),p<.01"
satsa,grip,synonyms,male,a,347," 38.6( 0.9),p<.01"," -0.90( 0.13),p<.01","  17.8( 0.4),p<.01"," -0.11( 0.02),p<.01"
satsa,grip,synonyms,male,ae,341," 38.5( 1.1),p<.01"," -0.91( 0.14),p<.01","  16.2( 0.4),p<.01"," -0.09( 0.02),p<.01"
satsa,grip,synonyms,male,aeh,338," 38.2( 1.1),p<.01"," -0.90( 0.14),p<.01","  16.0( 0.4),p<.01"," -0.08( 0.02),p<.01"
satsa,grip,synonyms,male,aehplus,300," 37.7( 1.6),p<.01"," -0.86( 0.20),p<.01","  15.9( 0.6),p<.01"," -0.07( 0.04),p=.05"
