study name,process a,process b,subgroup,model type,n,a gamma 00,a gamma 10,b gamma 00,b gamma 10
ilse,grip,piccomp,female,aehplus,225," 87.4(13.9),p<.01"," -6.39( 2.31),p=.01","  10.2( 3.0),p<.01","  0.20( 0.29),p=.53"
ilse,grip,piccomp,male,aehplus,252," 94.7(12.5),p<.01"," -2.76( 1.57),p=.08","  16.6( 2.5),p<.01"," -0.36( 0.27),p=.45"
ilse,grip,symbol,female,aehplus,225," 87.5(13.5),p<.01"," -6.55( 2.21),p<.01","  38.2( 6.5),p<.01","  0.02( 0.37),p=.96"
ilse,grip,symbol,male,aehplus,252," 94.6(12.7),p<.01"," -2.82( 1.59),p=.08","  37.5( 5.6),p<.01","  0.02( 0.52),p=.98"
ilse,grip,waisgeneral,female,aehplus,225," 87.8(14.2),p<.01"," -6.77( 2.33),p<.01","  12.0( 2.2),p<.01","  0.34( 0.17),p=.05"
ilse,grip,waisgeneral,male,aehplus,252," 94.6(13.2),p<.01"," -2.64( 1.61),p=.10","  14.3( 2.1),p<.01","  0.04( 0.18),p=.85"
ilse,tug,block,female,a,228,"  5.4( 1.2),p<.01","  0.22( 0.12),p=.07","  19.5( 4.7),p<.01"," -0.16( 0.39),p=.68"
ilse,tug,block,female,aeh,226,"  4.9( 1.5),p<.01","  0.23( 0.18),p=.20","  18.1( 4.7),p<.01"," -0.18( 0.41),p=.66"
ilse,tug,block,female,aehplus,225,"  4.8( 1.6),p<.01","  0.21( 0.20),p=.30","  19.5( 4.8),p<.01"," -0.17( 0.44),p=.70"
ilse,tug,block,male,a,253,"  5.3( 1.0),p<.01","  0.22( 0.15),p=.14","  22.3( 3.9),p<.01"," -0.77( 0.38),p=.04"
ilse,tug,block,male,aeh,253,"  5.0( 1.0),p<.01","  0.26( 0.17),p=.14","  21.4( 3.7),p<.01"," -0.74( 0.42),p=.08"
ilse,tug,block,male,aehplus,252,"  4.7( 1.1),p<.01","  0.28( 0.18),p=.11","  22.7( 3.9),p<.01"," -0.75( 0.45),p=.10"
ilse,tug,fluency,female,a,228,"  5.3( 1.3),p<.01","  0.23( 0.14),p=.09","  25.6( 5.2),p<.01"," -0.12( 0.44),p=.79"
ilse,tug,fluency,female,aeh,226,"  4.9( 1.6),p<.01","  0.23( 0.18),p=.19","  23.8( 5.1),p<.01"," -0.22( 0.48),p=.64"
ilse,tug,fluency,female,aehplus,225,"  4.8( 1.6),p<.01","  0.21( 0.20),p=.29","  24.1( 5.4),p<.01"," -0.18( 0.54),p=.74"
ilse,tug,fluency,male,a,253,"  5.4( 1.0),p<.01","  0.21( 0.16),p=.19","  24.7( 4.8),p<.01"," -0.08( 0.41),p=.85"
ilse,tug,fluency,male,aeh,253,"  5.1( 1.1),p<.01","  0.25( 0.18),p=.17","  23.9( 4.6),p<.01"," -0.07( 0.43),p=.88"
ilse,tug,piccomp,female,a,228,"  5.4( 1.2),p<.01","  0.23( 0.12),p=.06","  10.2( 3.0),p<.01","  0.27( 0.28),p=.41"
ilse,tug,piccomp,female,aeh,226,"  4.9( 1.5),p<.01","  0.24( 0.18),p=.20","   9.3( 2.9),p<.01","  0.20( 0.26),p=.53"
ilse,tug,piccomp,female,aehplus,225,"  4.8( 1.6),p<.01","  0.21( 0.20),p=.30","  10.2( 3.0),p<.01","  0.20( 0.29),p=.55"
ilse,tug,piccomp,male,a,253,"  5.4( 1.0),p<.01","  0.21( 0.15),p=.17","  16.8( 2.4),p<.01"," -0.35( 0.26),p=.47"
ilse,tug,piccomp,male,aeh,253,"  5.1( 1.1),p<.01","  0.25( 0.17),p=.13","  16.4( 2.4),p<.01"," -0.33( 0.27),p=.50"
ilse,tug,piccomp,male,aehplus,252,"  4.8( 1.1),p<.01","  0.29( 0.18),p=.11","  16.5( 2.5),p<.01"," -0.34( 0.28),p=.43"
ilse,tug,symbol,female,a,228,"  5.5( 1.2),p<.01","  0.20( 0.12),p=.09","  39.8( 6.7),p<.01"," -0.03( 0.39),p=.95"
ilse,tug,symbol,female,aeh,226,"  5.0( 1.4),p<.01","  0.22( 0.18),p=.22","  37.1( 6.4),p<.01"," -0.02( 0.37),p=.96"
ilse,tug,symbol,female,aehplus,225,"  4.9( 1.5),p<.01","  0.19( 0.19),p=.33","  38.1( 6.7),p<.01","  0.03( 0.38),p=.93"
ilse,tug,symbol,male,a,253,"  5.4( 0.9),p<.01","  0.22( 0.15),p=.14","  38.5( 5.5),p<.01"," -0.03( 0.45),p=.95"
ilse,tug,symbol,male,aeh,253,"  5.2( 1.0),p<.01","  0.25( 0.17),p=.14","  37.1( 5.1),p<.01"," -0.00( 0.46),p=.99"
ilse,tug,symbol,male,aehplus,252,"  4.9( 1.1),p<.01","  0.27( 0.18),p=.13","  37.5( 5.5),p<.01","  0.04( 0.50),p=.94"
ilse,tug,waisgeneral,female,a,228,"  5.5( 1.2),p<.01","  0.21( 0.12),p=.08","  13.0( 2.4),p<.01","  0.38( 0.17),p=.02"
ilse,tug,waisgeneral,female,aeh,226,"  4.9( 1.5),p<.01","  0.24( 0.17),p=.17","  11.6( 2.1),p<.01","  0.35( 0.16),p=.02"
ilse,tug,waisgeneral,female,aehplus,225,"  4.8( 1.5),p<.01","  0.21( 0.19),p=.27","  12.0( 2.2),p<.01","  0.35( 0.16),p=.03"
ilse,tug,waisgeneral,male,a,253,"  5.4( 0.9),p<.01","  0.21( 0.16),p=.19","  15.0( 2.2),p<.01","  0.03( 0.18),p=.86"
ilse,tug,waisgeneral,male,aeh,253,"  5.2( 1.1),p<.01","  0.23( 0.18),p=.18","  14.4( 2.0),p<.01","  0.05( 0.19),p=.78"
ilse,tug,waisgeneral,male,aehplus,252,"  4.9( 1.1),p<.01","  0.26( 0.19),p=.16","  14.3( 2.1),p<.01","  0.04( 0.19),p=.84"
lasa,gait,letter,female,aehplus,782,"  7.8( 0.2),p<.01","  0.42( 0.05),p<.01","  24.3( 0.4),p<.01"," -0.35( 0.02),p<.01"
lasa,gait,letter,male,aehplus,800,"  7.2( 0.1),p<.01","  0.42( 0.06),p<.01","  22.8( 0.4),p<.01"," -0.38( 0.03),p<.01"
lasa,gait,raven,female,aehplus,782,"  7.8( 0.2),p<.01","  0.42( 0.05),p<.01","  17.8( 0.2),p<.01"," -0.16( 0.02),p<.01"
lasa,gait,raven,male,aehplus,800,"  7.2( 0.1),p<.01","  0.42( 0.06),p<.01","  17.6( 0.2),p<.01"," -0.17( 0.02),p<.01"
lasa,gait,word_im,female,aehplus,782,"  7.8( 0.2),p<.01","  0.42( 0.05),p<.01","  21.1( 0.3),p<.01"," -0.31( 0.03),p<.01"
lasa,gait,word_im,male,aehplus,800,"  7.2( 0.1),p<.01","  0.42( 0.06),p<.01","  17.7( 0.3),p<.01"," -0.22( 0.03),p<.01"
lasa,grip,letter,female,aehplus,782," 19.4( 0.3),p<.01"," -0.29( 0.03),p<.01","  23.5( 0.4),p<.01"," -0.38( 0.03),p<.01"
lasa,grip,letter,male,aehplus,800," 34.0( 0.5),p<.01"," -0.61( 0.06),p<.01","  21.9( 0.4),p<.01"," -0.39( 0.04),p<.01"
lasa,grip,raven,female,aehplus,782," 19.4( 0.3),p<.01"," -0.28( 0.03),p<.01","  17.3( 0.2),p<.01"," -0.16( 0.02),p<.01"
lasa,grip,raven,male,aehplus,800," 34.0( 0.5),p<.01"," -0.59( 0.06),p<.01","  17.2( 0.2),p<.01"," -0.16( 0.02),p<.01"
lasa,grip,word_im,female,aehplus,782," 19.4( 0.3),p<.01"," -0.28( 0.03),p<.01","  21.4( 0.3),p<.01"," -0.48( 0.04),p<.01"
lasa,grip,word_im,male,aehplus,800," 34.0( 0.5),p<.01"," -0.61( 0.06),p<.01","  17.9( 0.3),p<.01"," -0.32( 0.04),p<.01"
lasa,pef,letter,female,aehplus,782,"352.1( 4.5),p<.01"," -3.80( 0.36),p<.01","  24.3( 0.4),p<.01"," -0.34( 0.02),p<.01"
lasa,pef,letter,male,aehplus,800,"468.6( 6.5),p<.01"," -5.40( 0.55),p<.01","  22.8( 0.4),p<.01"," -0.37( 0.03),p<.01"
lasa,pef,raven,female,aehplus,782,"352.1( 4.5),p<.01"," -3.79( 0.36),p<.01","  17.8( 0.2),p<.01"," -0.17( 0.02),p<.01"
lasa,pef,raven,male,aehplus,800,"468.3( 6.5),p<.01"," -5.30( 0.56),p<.01","  17.6( 0.2),p<.01"," -0.17( 0.02),p<.01"
lasa,pef,word_im,female,aehplus,782,"352.0( 4.5),p<.01"," -3.77( 0.36),p<.01","  21.0( 0.3),p<.01"," -0.29( 0.03),p<.01"
lasa,pef,word_im,male,aehplus,800,"468.4( 6.5),p<.01"," -5.31( 0.54),p<.01","  17.6( 0.3),p<.01"," -0.20( 0.03),p<.01"
map,fev,bnt,female,a,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.00),p<.01","  14.1( 0.1),p<.01","  0.04( 0.01),p<.01"
map,fev,bnt,female,ae,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","  13.3( 0.1),p<.01","  0.11( 0.04),p<.01"
map,fev,bnt,female,aeh,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","  13.4( 0.1),p<.01","  0.11( 0.04),p<.01"
map,fev,bnt,female,aehplus,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.01),p<.01","  13.5( 0.2),p<.01","  0.09( 0.04),p=.02"
map,fev,bnt,male,a,351,"  2.4( 0.1),p<.01"," -0.05( 0.01),p<.01","  14.4( 0.1),p<.01"," -0.01( 0.02),p=.70"
map,fev,bnt,male,ae,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","  13.8( 0.2),p<.01","  0.06( 0.04),p=.12"
map,fev,bnt,male,aeh,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","  13.8( 0.2),p<.01","  0.06( 0.04),p=.16"
map,fev,bnt,male,aehplus,351,"  2.4( 0.1),p<.01"," -0.08( 0.02),p<.01","  13.8( 0.3),p<.01","  0.06( 0.05),p=.24"
map,fev,bstory_de,female,a,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.00),p<.01","   9.6( 0.1),p<.01","  0.02( 0.03),p=.45"
map,fev,bstory_de,female,ae,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   8.9( 0.1),p<.01","  0.05( 0.06),p=.41"
map,fev,bstory_de,female,aeh,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   8.9( 0.1),p<.01","  0.05( 0.06),p=.38"
map,fev,bstory_de,female,aehplus,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.01),p<.01","   9.0( 0.2),p<.01","  0.06( 0.06),p=.31"
map,fev,bstory_de,male,a,351,"  2.4( 0.1),p<.01"," -0.04( 0.01),p<.01","   9.8( 0.2),p<.01"," -0.14( 0.06),p=.02"
map,fev,bstory_de,male,ae,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.02","   8.9( 0.3),p<.01"," -0.07( 0.09),p=.43"
map,fev,bstory_de,male,aeh,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.02","   8.9( 0.3),p<.01"," -0.06( 0.09),p=.45"
map,fev,bstory_de,male,aehplus,351,"  2.4( 0.1),p<.01"," -0.08( 0.02),p<.01","   8.9( 0.3),p<.01"," -0.08( 0.12),p=.49"
map,fev,bstory_im,female,a,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.00),p<.01","  10.0( 0.1),p<.01"," -0.01( 0.03),p=.79"
map,fev,bstory_im,female,ae,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   9.4( 0.1),p<.01"," -0.06( 0.06),p=.26"
map,fev,bstory_im,female,aeh,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   9.4( 0.1),p<.01"," -0.06( 0.06),p=.27"
map,fev,bstory_im,female,aehplus,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.01),p<.01","   9.4( 0.2),p<.01"," -0.03( 0.06),p=.59"
map,fev,bstory_im,male,a,351,"  2.4( 0.1),p<.01"," -0.05( 0.01),p<.01","  10.2( 0.1),p<.01"," -0.17( 0.05),p<.01"
map,fev,bstory_im,male,ae,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","   9.5( 0.2),p<.01"," -0.10( 0.08),p=.22"
map,fev,bstory_im,male,aeh,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.02","   9.6( 0.2),p<.01"," -0.10( 0.08),p=.21"
map,fev,bstory_im,male,aehplus,351,"  2.4( 0.1),p<.01"," -0.08( 0.02),p<.01","   9.4( 0.3),p<.01"," -0.07( 0.10),p=.51"
map,fev,categories,female,a,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.00),p<.01","  38.0( 0.4),p<.01"," -0.00( 0.10),p=.99"
map,fev,categories,female,ae,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","  31.6( 0.7),p<.01"," -0.02( 0.20),p=.91"
map,fev,categories,female,aeh,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","  31.8( 0.7),p<.01"," -0.02( 0.20),p=.91"
map,fev,categories,female,aehplus,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.01),p<.01","  32.9( 0.8),p<.01"," -0.05( 0.21),p=.80"
map,fev,categories,male,a,351,"  2.4( 0.1),p<.01"," -0.05( 0.01),p<.01","  35.6( 0.8),p<.01","  0.05( 0.18),p=.80"
map,fev,categories,male,ae,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","  30.7( 1.2),p<.01","  0.27( 0.32),p=.41"
map,fev,categories,male,aeh,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","  30.8( 1.1),p<.01","  0.27( 0.32),p=.40"
map,fev,categories,male,aehplus,351,"  2.4( 0.1),p<.01"," -0.08( 0.02),p<.01","  31.3( 1.3),p<.01","  0.38( 0.35),p=.29"
map,fev,digit_b,female,a,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.00),p<.01","   6.4( 0.1),p<.01"," -0.04( 0.02),p=.16"
map,fev,digit_b,female,ae,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   5.1( 0.2),p<.01","  0.00( 0.05),p=.99"
map,fev,digit_b,female,aeh,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   5.2( 0.2),p<.01"," -0.00( 0.05),p=.98"
map,fev,digit_b,female,aehplus,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.01),p<.01","   5.2( 0.2),p<.01"," -0.01( 0.05),p=.90"
map,fev,digit_b,male,a,351,"  2.4( 0.1),p<.01"," -0.05( 0.01),p<.01","   6.6( 0.2),p<.01","  0.03( 0.06),p=.56"
map,fev,digit_b,male,ae,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","   5.2( 0.3),p<.01","  0.01( 0.09),p=.92"
map,fev,digit_b,male,aeh,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.02","   5.1( 0.3),p<.01","  0.01( 0.09),p=.89"
map,fev,digit_b,male,aehplus,351,"  2.4( 0.1),p<.01"," -0.08( 0.02),p<.01","   5.0( 0.3),p<.01","  0.04( 0.10),p=.68"
map,fev,digit_f,female,a,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.00),p<.01","   8.4( 0.1),p<.01"," -0.01( 0.02),p=.62"
map,fev,digit_f,female,ae,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   7.2( 0.2),p<.01","  0.03( 0.05),p=.57"
map,fev,digit_f,female,aeh,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   7.3( 0.2),p<.01","  0.03( 0.05),p=.61"
map,fev,digit_f,female,aehplus,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.01),p<.01","   7.3( 0.2),p<.01","  0.04( 0.06),p=.46"
map,fev,digit_f,male,a,351,"  2.4( 0.1),p<.01"," -0.05( 0.01),p<.01","   8.9( 0.2),p<.01"," -0.02( 0.05),p=.63"
map,fev,digit_f,male,ae,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","   7.4( 0.2),p<.01","  0.05( 0.08),p=.53"
map,fev,digit_f,male,aeh,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.02","   7.4( 0.2),p<.01","  0.05( 0.08),p=.53"
map,fev,digit_f,male,aehplus,351,"  2.4( 0.1),p<.01"," -0.08( 0.02),p<.01","   7.2( 0.3),p<.01","  0.00( 0.09),p=.95"
map,fev,digit_o,female,a,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.00),p<.01","   7.3( 0.1),p<.01","  0.02( 0.02),p=.46"
map,fev,digit_o,female,ae,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   6.4( 0.1),p<.01","  0.06( 0.04),p=.18"
map,fev,digit_o,female,aeh,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   6.4( 0.1),p<.01","  0.06( 0.04),p=.17"
map,fev,digit_o,female,aehplus,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.01),p<.01","   6.5( 0.2),p<.01","  0.07( 0.05),p=.16"
map,fev,digit_o,male,a,351,"  2.4( 0.1),p<.01"," -0.04( 0.01),p<.01","   7.8( 0.1),p<.01"," -0.05( 0.05),p=.29"
map,fev,digit_o,male,ae,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","   6.8( 0.2),p<.01"," -0.06( 0.07),p=.37"
map,fev,digit_o,male,aeh,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.02","   6.9( 0.2),p<.01"," -0.06( 0.07),p=.38"
map,fev,digit_o,male,aehplus,351,"  2.4( 0.1),p<.01"," -0.08( 0.02),p<.01","   6.9( 0.2),p<.01"," -0.10( 0.08),p=.21"
map,fev,ideas,female,a,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.00),p<.01","   7.6( 0.0),p<.01","  0.02( 0.01),p=.04"
map,fev,ideas,female,ae,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   7.5( 0.1),p<.01","  0.03( 0.02),p=.06"
map,fev,ideas,female,aeh,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   7.5( 0.1),p<.01","  0.03( 0.02),p=.06"
map,fev,ideas,female,aehplus,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.01),p<.01","   7.6( 0.1),p<.01","  0.02( 0.02),p=.34"
map,fev,ideas,male,a,351,"  2.4( 0.1),p<.01"," -0.04( 0.01),p<.01","   7.9( 0.0),p<.01"," -0.03( 0.02),p=.19"
map,fev,ideas,male,ae,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","   7.7( 0.1),p<.01","  0.00( 0.03),p=.99"
map,fev,ideas,male,aeh,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.02","   7.7( 0.1),p<.01"," -0.00( 0.03),p=.98"
map,fev,ideas,male,aehplus,351,"  2.4( 0.1),p<.01"," -0.08( 0.02),p<.01","   7.8( 0.1),p<.01"," -0.04( 0.05),p=.43"
map,fev,line,female,a,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.00),p<.01","   9.7( 0.1),p<.01","  0.01( 0.04),p=.68"
map,fev,line,female,ae,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   7.8( 0.3),p<.01","  0.00( 0.08),p=.99"
map,fev,line,female,aeh,951,"  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   7.9( 0.3),p<.01"," -0.01( 0.07),p=.93"
map,fev,line,female,aehplus,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.01),p<.01","   8.2( 0.3),p<.01"," -0.04( 0.08),p=.64"
map,fev,line,male,a,351,"  2.4( 0.1),p<.01"," -0.05( 0.01),p<.01","  11.7( 0.3),p<.01","  0.00( 0.07),p=.99"
map,fev,line,male,ae,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","   9.7( 0.4),p<.01"," -0.04( 0.12),p=.73"
map,fev,line,male,aeh,327,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","   9.9( 0.4),p<.01","  0.00( 0.12),p=.98"
map,fev,line,male,aehplus,351,"  2.4( 0.1),p<.01"," -0.08( 0.02),p<.01","  10.3( 0.5),p<.01"," -0.13( 0.15),p=.38"
map,fev,logic_de,female,a,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.00),p<.01","  11.0( 0.2),p<.01","  0.45( 0.05),p<.01"
map,fev,logic_de,female,ae,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   8.3( 0.3),p<.01","  0.25( 0.11),p=.02"
map,fev,logic_de,female,aeh,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   8.3( 0.3),p<.01","  0.26( 0.11),p=.02"
map,fev,logic_de,female,aehplus,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.01),p<.01","   8.5( 0.4),p<.01","  0.27( 0.12),p=.03"
map,fev,logic_de,male,a,351,"  2.4( 0.1),p<.01"," -0.05( 0.01),p<.01","  10.2( 0.4),p<.01","  0.39( 0.11),p<.01"
map,fev,logic_de,male,ae,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","   8.2( 0.7),p<.01","  0.32( 0.19),p=.08"
map,fev,logic_de,male,aeh,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.02","   8.2( 0.7),p<.01","  0.33( 0.18),p=.08"
map,fev,logic_de,male,aehplus,351,"  2.4( 0.1),p<.01"," -0.08( 0.02),p<.01","   7.9( 0.7),p<.01","  0.22( 0.24),p=.35"
map,fev,logic_im,female,ae,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   9.9( 0.3),p<.01","  0.29( 0.10),p<.01"
map,fev,logic_im,female,aeh,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","  10.0( 0.3),p<.01","  0.29( 0.10),p<.01"
map,fev,logic_im,female,aehplus,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.01),p<.01","  10.2( 0.4),p<.01","  0.26( 0.12),p=.03"
map,fev,logic_im,male,a,351,"  2.4( 0.1),p<.01"," -0.05( 0.01),p<.01","  11.9( 0.4),p<.01","  0.11( 0.09),p=.21"
map,fev,logic_im,male,ae,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","   9.8( 0.6),p<.01","  0.16( 0.17),p=.33"
map,fev,logic_im,male,aeh,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.02","   9.8( 0.6),p<.01","  0.16( 0.16),p=.33"
map,fev,logic_im,male,aehplus,351,"  2.4( 0.1),p<.01"," -0.08( 0.02),p<.01","   9.5( 0.7),p<.01","  0.14( 0.21),p=.52"
map,fev,matrices,female,a,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.00),p<.01","  12.1( 0.1),p<.01","  0.02( 0.04),p=.57"
map,fev,matrices,female,ae,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   9.6( 0.2),p<.01","  0.03( 0.08),p=.69"
map,fev,matrices,female,aeh,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   9.6( 0.2),p<.01","  0.03( 0.08),p=.70"
map,fev,matrices,female,aehplus,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.01),p<.01","   9.8( 0.3),p<.01","  0.03( 0.09),p=.71"
map,fev,matrices,male,a,351,"  2.4( 0.1),p<.01"," -0.05( 0.01),p<.01","  13.1( 0.3),p<.01","  0.00( 0.08),p=.99"
map,fev,matrices,male,ae,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","  10.7( 0.4),p<.01","  0.10( 0.13),p=.43"
map,fev,matrices,male,aeh,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.02","  10.8( 0.4),p<.01","  0.10( 0.13),p=.44"
map,fev,matrices,male,aehplus,351,"  2.4( 0.1),p<.01"," -0.08( 0.02),p<.01","  10.9( 0.5),p<.01","  0.05( 0.14),p=.74"
map,fev,mmms,female,a,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.00),p<.01","  28.8( 0.1),p<.01"," -0.03( 0.02),p=.30"
map,fev,mmms,female,ae,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","  27.6( 0.2),p<.01","  0.07( 0.07),p=.26"
map,fev,mmms,female,aeh,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","  27.6( 0.2),p<.01","  0.07( 0.06),p=.25"
map,fev,mmms,female,aehplus,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.01),p<.01","  27.7( 0.2),p<.01","  0.05( 0.07),p=.49"
map,fev,mmms,male,ae,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","  27.4( 0.3),p<.01","  0.05( 0.11),p=.66"
map,fev,mmms,male,aeh,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","  27.4( 0.3),p<.01","  0.04( 0.10),p=.67"
map,fev,mmms,male,aehplus,351,"  2.4( 0.1),p<.01"," -0.08( 0.02),p<.01","  27.3( 0.3),p<.01","  0.01( 0.13),p=.92"
map,fev,nart,female,a,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.00),p<.01","   7.5( 0.1),p<.01","  0.03( 0.02),p=.10"
map,fev,nart,female,ae,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   4.8( 0.2),p<.01","  0.04( 0.04),p=.38"
map,fev,nart,female,aeh,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   4.9( 0.2),p<.01","  0.04( 0.04),p=.39"
map,fev,nart,female,aehplus,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.01),p<.01","   5.0( 0.2),p<.01","  0.04( 0.04),p=.38"
map,fev,nart,male,a,351,"  2.4( 0.1),p<.01"," -0.05( 0.01),p<.01","   7.8( 0.2),p<.01","  0.04( 0.04),p=.26"
map,fev,nart,male,ae,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","   4.9( 0.3),p<.01","  0.10( 0.07),p=.18"
map,fev,nart,male,aeh,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","   5.0( 0.3),p<.01","  0.10( 0.07),p=.18"
map,fev,nart,male,aehplus,351,"  2.4( 0.1),p<.01"," -0.08( 0.02),p<.01","   4.9( 0.4),p<.01","  0.07( 0.08),p=.35"
map,fev,num_comp,female,a,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.00),p<.01","  26.5( 0.4),p<.01","  0.16( 0.08),p=.03"
map,fev,num_comp,female,ae,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","  21.9( 0.7),p<.01","  0.29( 0.15),p=.05"
map,fev,num_comp,female,aeh,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","  22.1( 0.7),p<.01","  0.29( 0.15),p=.05"
map,fev,num_comp,female,aehplus,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.01),p<.01","  23.1( 0.8),p<.01","  0.28( 0.16),p=.09"
map,fev,num_comp,male,a,351,"  2.4( 0.1),p<.01"," -0.05( 0.01),p<.01","  26.1( 0.7),p<.01"," -0.03( 0.15),p=.86"
map,fev,num_comp,male,ae,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","  21.1( 1.1),p<.01","  0.38( 0.27),p=.15"
map,fev,num_comp,male,aeh,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.02","  21.3( 1.0),p<.01","  0.37( 0.27),p=.17"
map,fev,num_comp,male,aehplus,351,"  2.4( 0.1),p<.01"," -0.08( 0.02),p<.01","  20.3( 1.2),p<.01","  0.29( 0.31),p=.35"
