study name,process a,process b,subgroup,model type,n,r intercept,r slope,r residual
map,grip,bstory_im,female,aehplus,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,bstory_im,male,a,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,bstory_im,male,ae,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,bstory_im,male,aeh,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,bstory_im,male,aehplus,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,categories,female,a,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,categories,female,ae,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,categories,female,aeh,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,categories,female,aehplus,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,categories,male,a,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,categories,male,ae,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,categories,male,aeh,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,categories,male,aehplus,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_b,female,a,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_b,female,ae,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_b,female,aeh,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_b,female,aehplus,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_b,male,a,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_b,male,ae,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_b,male,aeh,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_b,male,aehplus,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_f,female,a,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_f,female,ae,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_f,female,aeh,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_f,female,aehplus,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_f,male,a,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_f,male,ae,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_f,male,aeh,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_f,male,aehplus,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_o,female,a,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_o,female,ae,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_o,female,aeh,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_o,female,aehplus,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_o,male,a,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_o,male,ae,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_o,male,aeh,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,digit_o,male,aehplus,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,ideas,female,a,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,ideas,female,ae,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,ideas,female,aeh,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,ideas,female,aehplus,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,ideas,male,a,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,ideas,male,ae,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,ideas,male,aeh,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,ideas,male,aehplus,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,line,female,a,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,line,female,ae,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,line,female,aeh,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,line,female,aehplus,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,line,male,a,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,line,male,ae,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,line,male,aeh,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,line,male,aehplus,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,logic_de,female,a,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,logic_de,female,ae,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,logic_de,female,aeh,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,logic_de,female,aehplus,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,logic_de,male,a,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,logic_de,male,ae,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,logic_de,male,aeh,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,logic_de,male,aehplus,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,logic_im,female,a,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,logic_im,female,ae,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,logic_im,female,aeh,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,logic_im,female,aehplus,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,logic_im,male,a,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,logic_im,male,ae,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,logic_im,male,aeh,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,logic_im,male,aehplus,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,matrices,female,a,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,matrices,female,ae,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,matrices,female,aeh,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,matrices,female,aehplus,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,matrices,male,a,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,matrices,male,ae,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,matrices,male,aeh,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,matrices,male,aehplus,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,mmms,female,a,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,mmms,female,ae,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,mmms,female,aeh,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,mmms,female,aehplus,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,mmms,male,a,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,mmms,male,ae,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,mmms,male,aeh,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,mmms,male,aehplus,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,nart,female,a,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,nart,female,aeh,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,nart,female,aehplus,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,nart,male,a,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,nart,male,ae,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,nart,male,aeh,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,nart,male,aehplus,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,num_comp,female,a,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,num_comp,female,ae,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,num_comp,female,aeh,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,num_comp,female,aehplus,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,num_comp,male,a,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,num_comp,male,aeh,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,num_comp,male,aehplus,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,symbol,female,a,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,symbol,female,ae,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,symbol,female,aeh,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,symbol,female,aehplus,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,symbol,male,a,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,symbol,male,ae,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,symbol,male,aeh,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,symbol,male,aehplus,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,word_de,female,a,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,word_de,female,ae,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,word_de,female,aeh,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,word_de,female,aehplus,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,word_de,male,a,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,word_de,male,ae,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,word_de,male,aeh,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,word_de,male,aehplus,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,word_im,female,a,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,word_im,female,ae,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,word_im,female,aeh,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,word_im,female,aehplus,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,word_im,male,a,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,word_im,male,ae,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,word_im,male,aeh,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,word_im,male,aehplus,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,word_rec,female,a,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,word_rec,female,ae,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,word_rec,female,aeh,"1,010","--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,word_rec,male,a,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,word_rec,male,ae,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,word_rec,male,aeh,351,"--,p=  ----","--,p=  ----","--,p=  ----"
map,grip,word_rec,male,aehplus,351,"--,p=  ----","--,p=  ----","--,p=  ----"
nuage,grip,mmms,female,a,939,"--,p=  ----","--,p=  ----","--,p=  ----"
nuage,grip,mmms,female,aeh,934,"--,p=  ----","--,p=  ----","--,p=  ----"
nuage,grip,mmms,female,aehplus,934,"--,p=  ----","--,p=  ----","--,p=  ----"
nuage,grip,mmms,male,a,851,"--,p=  ----","--,p=  ----","--,p=  ----"
nuage,grip,mmms,male,aeh,847,"--,p=  ----","--,p=  ----","--,p=  ----"
nuage,grip,mmms,male,aehplus,847,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,gait,block,female,aehplus,272," -0.43(0.12),p<.01"," -0.49(0.61),p=.42"," -0.15(0.05),p<.01"
octo,gait,block,male,aehplus,137," -0.40(0.13),p<.01"," -0.73(2.42),p=.76"," -0.10(0.09),p=.27"
octo,gait,digit_b,female,aehplus,275," -0.30(0.10),p<.01","  0.23(0.45),p=.60","  0.03(0.06),p=.58"
octo,gait,digit_b,male,aehplus,139," -0.22(0.20),p=.29"," -0.59(0.86),p=.50"," -0.04(0.11),p=.69"
octo,gait,digit_f,female,aehplus,275," -0.11(0.08),p=.18"," -0.12(0.18),p=.50"," -0.04(0.04),p=.27"
octo,gait,digit_f,male,aehplus,139," -0.17(0.17),p=.31"," -0.56(0.64),p=.39"," -0.06(0.07),p=.40"
octo,gait,prose_im,female,aehplus,268," -0.14(0.12),p=.24"," -0.23(0.08),p<.01"," -0.06(0.04),p=.11"
octo,gait,symbol,female,aehplus,265," -0.37(0.14),p=.01"," -0.41(0.46),p=.37"," -0.12(0.08),p=.15"
octo,gait,symbol,male,aehplus,134," -0.46(0.14),p<.01","  0.00(0.98),p=.99"," -0.23(0.09),p=.01"
octo,grip,block,female,a,303,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,block,female,aeh,275,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,block,female,aehplus,274,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,block,male,a,158,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,block,male,aeh,139,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,block,male,aehplus,139,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,digit_b,female,a,305,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,digit_b,female,aeh,276,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,digit_b,female,aehplus,275,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,digit_b,male,a,161,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,digit_b,male,aeh,139,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,digit_b,male,aehplus,139,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,digit_f,female,a,306,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,digit_f,female,aeh,276,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,digit_f,female,aehplus,275,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,digit_f,male,a,161,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,digit_f,male,aeh,139,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,digit_f,male,aehplus,139,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,fig_logic,female,a,302,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,fig_logic,female,aeh,274,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,fig_logic,female,aehplus,273,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,fig_logic,male,a,157,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,fig_logic,male,aeh,138,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,fig_logic,male,aehplus,138,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,information,female,a,305,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,information,female,aeh,275,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,information,male,a,162,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,information,male,aeh,140,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,mir,female,a,303,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,mir,female,aeh,273,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,mir,female,aehplus,272,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,mir,male,a,159,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,mir,male,aeh,139,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,mir,male,aehplus,139,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,mmms,female,a,311,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,mmms,female,aeh,276,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,mmms,male,a,164,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,mmms,male,aeh,140,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,prose_im,female,a,302,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,prose_im,female,aeh,273,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,prose_im,female,aehplus,272,"  0.14(0.07),p=.07","  0.37(0.35),p=.29","  0.06(0.07),p=.38"
octo,grip,prose_im,male,a,161,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,prose_im,male,aeh,139,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,prose_im,male,aehplus,139,"  0.35(0.10),p<.01"," -0.38(2.68),p=.89","  0.14(0.09),p=.14"
octo,grip,psif,female,a,298,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,psif,female,aeh,271,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,psif,male,a,156,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,psif,male,aeh,138,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,symbol,female,a,299,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,symbol,female,aeh,272,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,symbol,female,aehplus,271,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,symbol,male,a,156,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,symbol,male,aeh,138,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,symbol,male,aehplus,138,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,synonyms,female,a,301,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,synonyms,female,aeh,273,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,synonyms,male,a,157,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,grip,synonyms,male,aeh,139,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,block,female,a,293,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,block,female,aeh,272,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,block,female,aehplus,271,"  0.23(0.09),p=.01","  0.02(0.34),p=.96","  0.15(0.06),p=.01"
octo,pef,block,male,a,151,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,block,male,aeh,136,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,block,male,aehplus,136,"  0.30(0.11),p<.01","  0.75(0.17),p<.01","  0.11(0.06),p=.07"
octo,pef,digit_b,female,a,299,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,digit_b,female,aeh,276,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,digit_b,female,aehplus,275,"  0.19(0.12),p=.13","  0.16(0.50),p=.75","  0.02(0.05),p=.74"
octo,pef,digit_b,male,a,158,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,digit_b,male,aeh,138,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,digit_b,male,aehplus,138,"  0.30(0.13),p=.02","  0.36(0.41),p=.37"," -0.09(0.08),p=.27"
octo,pef,digit_f,female,a,300,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,digit_f,female,aeh,276,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,digit_f,female,aehplus,275," -0.00(0.10),p=.96"," -0.30(0.27),p=.27","  0.01(0.05),p=.81"
octo,pef,digit_f,male,a,158,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,digit_f,male,aeh,138,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,digit_f,male,aehplus,138," -0.09(0.13),p=.50","  0.63(0.17),p<.01","  0.01(0.06),p=.85"
octo,pef,fig_logic,female,a,284,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,fig_logic,female,aeh,268,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,fig_logic,male,a,146,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,fig_logic,male,aeh,133,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,information,female,a,301,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,information,female,aeh,275,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,information,male,a,156,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,information,male,aeh,138,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,mir,female,a,293,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,mir,female,aeh,271,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,mir,male,a,153,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,mir,male,aeh,137,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,mmms,female,a,311,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,mmms,female,aeh,276,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,mmms,male,a,164,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,mmms,male,aeh,140,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,prose_im,female,a,289,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,prose_im,female,aeh,268,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,prose_im,female,aehplus,267,"  0.16(0.09),p=.08"," -0.05(0.35),p=.88","  0.08(0.06),p=.21"
octo,pef,prose_im,male,a,153,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,prose_im,male,aeh,136,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,prose_im,male,aehplus,136,"  0.22(0.13),p=.09"," -0.26(0.53),p=.62","  0.10(0.12),p=.41"
octo,pef,psif,female,a,268,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,psif,female,aeh,254,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,psif,male,a,135,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,psif,male,aeh,127,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,symbol,female,a,278,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,symbol,female,aeh,264,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,symbol,female,aehplus,263,"  0.38(0.08),p<.01","  0.66(0.18),p<.01","  0.03(0.06),p=.54"
octo,pef,symbol,male,a,142,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,symbol,male,aeh,133,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,symbol,male,aehplus,133,"  0.31(0.10),p<.01","  0.73(0.15),p<.01"," -0.04(0.08),p=.60"
octo,pef,synonyms,female,a,280,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,synonyms,female,aeh,265,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,synonyms,male,a,142,"--,p=  ----","--,p=  ----","--,p=  ----"
octo,pef,synonyms,male,aeh,132,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,analogies,female,0,512,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,analogies,female,a,507,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,analogies,female,ae,485,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,analogies,female,aeh,476,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,analogies,female,aehplus,408,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,analogies,male,0,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,analogies,male,a,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,analogies,male,ae,341,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,analogies,male,aeh,338,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,analogies,male,aehplus,300,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,block,female,0,512,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,block,female,a,512,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,block,female,ae,490,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,block,female,aeh,477,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,block,female,aehplus,408,"  0.23(0.09),p=.01","  0.12(0.24),p=.62","  0.08(0.04),p=.04"
satsa,fev,block,male,0,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,block,male,a,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,block,male,ae,341,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,block,male,aeh,338,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,block,male,aehplus,299,"  0.23(0.08),p<.01","  0.32(0.25),p=.20"," -0.01(0.05),p=.88"
satsa,fev,digit_b,female,0,512,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,digit_b,female,a,512,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,digit_b,female,ae,490,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,digit_b,female,aeh,478,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,digit_b,female,aehplus,409,"  0.33(0.10),p<.01","  0.35(0.27),p=.19"," -0.03(0.05),p=.59"
satsa,fev,digit_b,female,aehplus,410,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,digit_b,male,0,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,digit_b,male,a,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,digit_b,male,ae,341,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,digit_b,male,aeh,338,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,digit_b,male,aehplus,299,"  0.22(0.10),p=.02"," -0.44(0.86),p=.60"," -0.03(0.04),p=.40"
satsa,fev,digit_b,male,aehplus,300,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,digit_f,female,0,512,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,digit_f,female,a,512,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,digit_f,female,ae,490,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,digit_f,female,aeh,478,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,digit_f,female,aehplus,409,"  0.08(0.10),p=.42","  0.07(0.64),p=.91","  0.07(0.04),p=.07"
satsa,fev,digit_f,female,aehplus,410,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,digit_f,male,0,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,digit_f,male,a,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,digit_f,male,ae,341,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,digit_f,male,aeh,338,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,digit_f,male,aehplus,299,"  0.15(0.11),p=.17","  0.10(0.92),p=.92","  0.05(0.05),p=.36"
satsa,fev,digit_f,male,aehplus,300,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,fig_id,female,a,509,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,fig_id,female,ae,487,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,fig_id,female,aeh,478,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,fig_id,male,a,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,fig_id,male,ae,341,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,fig_id,male,aeh,338,"--,p=  ----","--,p=  ----","--,p=  ----"
