"software","version","date","time","output_file","data_file","file_path","study_name","model_number","subgroup","model_type","process_a","process_b","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","has_converged","trust_all","mistrust","covar_covered","ab_TAU_00_est","ab_TAU_00_se","ab_TAU_00_wald","ab_TAU_00_pval","ab_TAU_11_est","ab_TAU_11_se","ab_TAU_11_wald","ab_TAU_11_pval","ab_TAU_01_est","ab_TAU_01_se","ab_TAU_01_wald","ab_TAU_01_pval","ab_TAU_10_est","ab_TAU_10_se","ab_TAU_10_wald","ab_TAU_10_pval","ab_SIGMA_est","ab_SIGMA_se","ab_SIGMA_wald","ab_SIGMA_pval","aa_TAU_00_est","aa_TAU_00_se","aa_TAU_00_wald","aa_TAU_00_pval","aa_TAU_11_est","aa_TAU_11_se","aa_TAU_11_wald","aa_TAU_11_pval","aa_TAU_01_est","aa_TAU_01_se","aa_TAU_01_wald","aa_TAU_01_pval","a_SIGMA_est","a_SIGMA_se","a_SIGMA_wald","a_SIGMA_pval","bb_TAU_00_est","bb_TAU_00_se","bb_TAU_00_wald","bb_TAU_00_pval","bb_TAU_11_est","bb_TAU_11_se","bb_TAU_11_wald","bb_TAU_11_pval","bb_TAU_10_est","bb_TAU_10_se","bb_TAU_10_wald","bb_TAU_10_pval","b_SIGMA_est","b_SIGMA_se","b_SIGMA_wald","b_SIGMA_pval","a_GAMMA_00_est","a_GAMMA_00_se","a_GAMMA_00_wald","a_GAMMA_00_pval","a_GAMMA_10_est","a_GAMMA_10_se","a_GAMMA_10_wald","a_GAMMA_10_pval","b_GAMMA_00_est","b_GAMMA_00_se","b_GAMMA_00_wald","b_GAMMA_00_pval","b_GAMMA_10_est","b_GAMMA_10_se","b_GAMMA_10_wald","b_GAMMA_10_pval","R_IAIB_est","R_IAIB_se","R_IAIB_wald","R_IAIB_pval","R_SASB_est","R_SASB_se","R_SASB_wald","R_SASB_pval","R_RES_AB_est","R_RES_AB_se","R_RES_AB_wald","R_RES_AB_pval","a_GAMMA_01_est","a_GAMMA_01_se","a_GAMMA_01_wald","a_GAMMA_01_pval","a_GAMMA_11_est","a_GAMMA_11_se","a_GAMMA_11_wald","a_GAMMA_11_pval","b_GAMMA_01_est","b_GAMMA_01_se","b_GAMMA_01_wald","b_GAMMA_01_pval","b_GAMMA_11_est","b_GAMMA_11_se","b_GAMMA_11_wald","b_GAMMA_11_pval","a_GAMMA_02_est","a_GAMMA_02_se","a_GAMMA_02_wald","a_GAMMA_02_pval","a_GAMMA_12_est","a_GAMMA_12_se","a_GAMMA_12_wald","a_GAMMA_12_pval","b_GAMMA_02_est","b_GAMMA_02_se","b_GAMMA_02_wald","b_GAMMA_02_pval","b_GAMMA_12_est","b_GAMMA_12_se","b_GAMMA_12_wald","b_GAMMA_12_pval","a_GAMMA_03_est","a_GAMMA_03_se","a_GAMMA_03_wald","a_GAMMA_03_pval","a_GAMMA_13_est","a_GAMMA_13_se","a_GAMMA_13_wald","a_GAMMA_13_pval","b_GAMMA_03_est","b_GAMMA_03_se","b_GAMMA_03_wald","b_GAMMA_03_pval","b_GAMMA_13_est","b_GAMMA_13_se","b_GAMMA_13_wald","b_GAMMA_13_pval","a_GAMMA_04_est","a_GAMMA_04_se","a_GAMMA_04_wald","a_GAMMA_04_pval","a_GAMMA_14_est","a_GAMMA_14_se","a_GAMMA_14_wald","a_GAMMA_14_pval","b_GAMMA_04_est","b_GAMMA_04_se","b_GAMMA_04_wald","b_GAMMA_04_pval","b_GAMMA_14_est","b_GAMMA_14_se","b_GAMMA_14_wald","b_GAMMA_14_pval","a_GAMMA_05_est","a_GAMMA_05_se","a_GAMMA_05_wald","a_GAMMA_05_pval","a_GAMMA_15_est","a_GAMMA_15_se","a_GAMMA_15_wald","a_GAMMA_15_pval","b_GAMMA_05_est","b_GAMMA_05_se","b_GAMMA_05_wald","b_GAMMA_05_pval","b_GAMMA_15_est","b_GAMMA_15_se","b_GAMMA_15_wald","b_GAMMA_15_pval","a_GAMMA_06_est","a_GAMMA_06_se","a_GAMMA_06_wald","a_GAMMA_06_pval","a_GAMMA_16_est","a_GAMMA_16_se","a_GAMMA_16_wald","a_GAMMA_16_pval","b_GAMMA_06_est","b_GAMMA_06_se","b_GAMMA_06_wald","b_GAMMA_06_pval","b_GAMMA_16_est","b_GAMMA_16_se","b_GAMMA_16_wald","b_GAMMA_16_pval"
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:24 AM","b1_female_aeh_fev_numbercomparison.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-numbercomparison/b1_female_aeh_fev_numbercomparison.out","map","b1","female","aeh","fev","numbercomparison",1024,4,NA,29,-11611.937,23281.874,23424.887,23332.78,23283.6245030181,TRUE,TRUE,NA,0,0.345,0.078,4.447,0,-0.001,0.004,-0.191,0.849,-0.001,0.02,-0.033,0.974,-0.019,0.018,-1.047,0.295,-0.002,0.015,-0.107,0.915,0.113,0.006,17.484,0,0,0,0.373,0.709,-0.001,0.001,-0.73,0.466,0.023,0.002,11.836,0,33.278,2.034,16.359,0,0.35,0.141,2.477,0.013,-0.212,0.399,-0.532,0.595,15.034,0.755,19.906,0,1.657,0.031,52.605,0,-0.037,0.008,-4.688,0,22.633,0.662,34.169,0,0.27,0.141,1.909,0.056,0.178,0.039,4.566,0,-0.13,0.698,-0.186,0.852,-0.003,0.026,-0.107,0.915,-0.022,0.002,-13.658,0,0.001,0,1.477,0.14,-0.166,0.028,-5.89,0,-0.027,0.007,-3.993,0,0.009,0.003,2.679,0.007,0,0.001,0.077,0.939,0.532,0.073,7.277,0,-0.022,0.017,-1.341,0.18,1.879,0.178,10.564,0,-0.057,0.035,-1.622,0.105,11.304,3.147,3.592,0,0.808,0.763,1.06,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:24 AM","b1_female_aehplus_fev_numbercomparison.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-numbercomparison/b1_female_aehplus_fev_numbercomparison.out","map","b1","female","aehplus","fev","numbercomparison",934,4,NA,41,-10533.049,21148.099,21346.517,21216.305,21151.9599865471,TRUE,TRUE,NA,0,0.322,0.081,3.982,0,-0.001,0.005,-0.175,0.861,-0.012,0.021,-0.573,0.567,-0.015,0.019,-0.773,0.439,-0.009,0.016,-0.539,0.59,0.113,0.007,16.696,0,0,0,0.485,0.628,0,0.001,-0.251,0.802,0.023,0.002,10.84,0,32.436,2.118,15.318,0,0.368,0.154,2.39,0.017,-0.283,0.434,-0.653,0.514,15.133,0.817,18.522,0,1.706,0.037,45.949,0,-0.042,0.01,-4.296,0,23.281,0.772,30.162,0,0.394,0.173,2.277,0.023,0.168,0.041,4.061,0,-0.104,0.601,-0.173,0.863,-0.015,0.027,-0.542,0.588,-0.022,0.002,-12.641,0,0.001,0,1.485,0.138,-0.171,0.029,-5.871,0,-0.03,0.007,-4.006,0,0.01,0.004,2.803,0.005,0,0.001,0.069,0.945,0.497,0.08,6.249,0,-0.029,0.018,-1.58,0.114,1.824,0.183,9.983,0,-0.08,0.037,-2.166,0.03,11.438,3.373,3.391,0.001,0.952,0.812,1.172,0.241,-0.106,0.026,-4.135,0,0.007,0.006,1.218,0.223,-0.372,0.439,-0.847,0.397,-0.081,0.113,-0.716,0.474,-0.068,0.04,-1.694,0.09,-0.006,0.007,-0.902,0.367,-0.493,0.696,-0.709,0.478,-0.114,0.167,-0.681,0.496,-0.007,0.032,-0.204,0.839,0.01,0.007,1.412,0.158,-0.32,0.597,-0.536,0.592,-0.044,0.151,-0.294,0.769
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:23 AM","b1_male_a_fev_numbercomparison.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-numbercomparison/b1_male_a_fev_numbercomparison.out","map","b1","male","a","fev","numbercomparison",349,4,NA,21,-4332.602,8707.204,8788.161,8721.542,8710.02968807339,TRUE,TRUE,NA,0,0.598,0.24,2.494,0.013,-0.02,0.011,-1.746,0.081,0.097,0.052,1.873,0.061,0.05,0.048,1.042,0.298,0.025,0.033,0.748,0.455,0.313,0.027,11.489,0,0.001,0.001,1.036,0.3,-0.007,0.004,-1.538,0.124,0.046,0.006,8.278,0,42.164,3.762,11.209,0,0.407,0.265,1.534,0.125,-0.32,0.927,-0.345,0.73,13.845,1.546,8.953,0,2.396,0.056,43.174,0,-0.035,0.011,-3.276,0.001,26.056,0.65,40.096,0,-0.024,0.128,-0.184,0.854,0.165,0.064,2.561,0.01,-0.875,0.495,-1.766,0.077,0.031,0.042,0.74,0.459,-0.027,0.004,-6.137,0,-0.002,0.001,-1.98,0.048,-0.179,0.056,-3.171,0.002,-0.036,0.011,-3.198,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:23 AM","b1_male_ae_fev_numbercomparison.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-numbercomparison/b1_male_ae_fev_numbercomparison.out","map","b1","male","ae","fev","numbercomparison",349,4,NA,25,-4308.448,8666.897,8763.273,8683.965,8670.92176780186,TRUE,TRUE,NA,0,0.285,0.224,1.27,0.204,-0.02,0.011,-1.757,0.079,0.115,0.052,2.215,0.027,0.059,0.046,1.29,0.197,0.023,0.033,0.706,0.48,0.295,0.026,11.299,0,0.001,0.001,1.049,0.294,-0.006,0.004,-1.497,0.135,0.046,0.006,8.292,0,37.176,3.387,10.976,0,0.391,0.259,1.51,0.131,-0.026,0.825,-0.031,0.975,13.838,1.546,8.948,0,2.084,0.089,23.451,0,-0.028,0.015,-1.877,0.061,20.849,1.034,20.16,0,0.289,0.255,1.131,0.258,0.086,0.067,1.279,0.201,-0.893,0.502,-1.777,0.076,0.029,0.042,0.7,0.484,-0.028,0.004,-6.649,0,-0.002,0.001,-1.97,0.049,-0.189,0.053,-3.551,0,-0.035,0.011,-3.094,0.002,0.038,0.009,4.337,0,-0.001,0.002,-0.559,0.576,0.626,0.098,6.41,0,-0.038,0.027,-1.417,0.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:23 AM","b1_male_aeh_fev_numbercomparison.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-numbercomparison/b1_male_aeh_fev_numbercomparison.out","map","b1","male","aeh","fev","numbercomparison",344,4,NA,29,-4257.265,8572.531,8683.909,8591.914,8578.07240127389,TRUE,TRUE,NA,0,0.062,0.211,0.295,0.768,-0.019,0.011,-1.703,0.089,0.126,0.05,2.5,0.012,0.052,0.045,1.153,0.249,0.021,0.033,0.633,0.526,0.278,0.025,11.141,0,0.001,0.001,1.082,0.279,-0.007,0.004,-1.905,0.057,0.046,0.006,8.262,0,35.551,3.208,11.083,0,0.378,0.255,1.483,0.138,-0.115,0.821,-0.139,0.889,13.699,1.541,8.892,0,2.112,0.089,23.781,0,-0.025,0.016,-1.635,0.102,21.197,1.016,20.867,0,0.33,0.255,1.294,0.196,0.02,0.067,0.294,0.768,-0.852,0.483,-1.761,0.078,0.026,0.042,0.628,0.53,-0.026,0.004,-6.424,0,-0.002,0.001,-2.045,0.041,-0.167,0.053,-3.148,0.002,-0.034,0.011,-3.015,0.003,0.029,0.009,3.267,0.001,-0.001,0.002,-0.756,0.45,0.53,0.1,5.302,0,-0.042,0.027,-1.536,0.124,1.691,0.405,4.172,0,0.094,0.113,0.837,0.403,17.386,5.059,3.436,0.001,-0.239,1.084,-0.221,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:23 AM","b1_male_aehplus_fev_numbercomparison.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-numbercomparison/b1_male_aehplus_fev_numbercomparison.out","map","b1","male","aehplus","fev","numbercomparison",321,4,NA,41,-3957.691,7997.383,8152.012,8021.966,8009.7270860215,TRUE,TRUE,NA,0,0.062,0.214,0.291,0.771,-0.018,0.012,-1.526,0.127,0.116,0.053,2.168,0.03,0.053,0.051,1.047,0.295,0.016,0.034,0.477,0.633,0.268,0.025,10.764,0,0.001,0.001,1.085,0.278,-0.008,0.004,-1.915,0.055,0.045,0.006,8.157,0,35.355,3.319,10.654,0,0.411,0.281,1.464,0.143,-0.29,0.851,-0.341,0.733,13.62,1.611,8.453,0,2.349,0.116,20.226,0,-0.063,0.023,-2.792,0.005,21.178,1.289,16.429,0,0.351,0.324,1.085,0.278,0.02,0.07,0.291,0.771,-0.747,0.494,-1.511,0.131,0.021,0.043,0.473,0.636,-0.026,0.004,-6.164,0,-0.001,0.001,-0.987,0.324,-0.177,0.055,-3.232,0.001,-0.034,0.011,-2.92,0.003,0.023,0.01,2.296,0.022,-0.001,0.002,-0.373,0.709,0.534,0.108,4.931,0,-0.051,0.028,-1.778,0.075,2.004,0.42,4.77,0,0.049,0.121,0.409,0.683,16.806,5.099,3.296,0.001,0.134,1.116,0.12,0.905,-0.184,0.066,-2.789,0.005,0.055,0.014,4.006,0,-0.601,0.775,-0.775,0.438,0.257,0.184,1.4,0.162,-0.113,0.08,-1.401,0.161,-0.025,0.016,-1.589,0.112,0.571,0.855,0.669,0.504,-0.152,0.186,-0.814,0.416,-0.195,0.083,-2.362,0.018,0.018,0.015,1.163,0.245,1.376,0.862,1.596,0.111,-0.175,0.183,-0.955,0.339
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:24 AM","b1_female_a_fev_symbol.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-symbol/b1_female_a_fev_symbol.out","map","b1","female","a","fev","symbol",1028,4,NA,21,-12730.455,25502.911,25606.554,25539.855,25503.8294890656,TRUE,TRUE,NA,0,0.865,0.125,6.925,0,0,0.005,-0.022,0.982,0.025,0.028,0.917,0.359,-0.032,0.024,-1.351,0.177,0.028,0.02,1.368,0.171,0.132,0.007,18.052,0,0,0,0.395,0.693,-0.001,0.001,-1.087,0.277,0.023,0.002,11.876,0,78.798,4.787,16.462,0,1.174,0.325,3.617,0,0.611,0.85,0.719,0.472,22.566,1.205,18.733,0,1.735,0.02,86.639,0,-0.037,0.004,-9.401,0,42.774,0.497,86.077,0,0.116,0.097,1.195,0.232,0.268,0.036,7.476,0,-0.009,0.422,-0.022,0.982,0.039,0.028,1.373,0.17,-0.025,0.002,-15.03,0,0.001,0,1.845,0.065,-0.405,0.042,-9.753,0,-0.059,0.01,-5.836,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:24 AM","b1_female_ae_fev_symbol.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-symbol/b1_female_ae_fev_symbol.out","map","b1","female","ae","fev","symbol",1028,4,NA,25,-12656.221,25362.442,25485.826,25406.423,25363.7394051896,TRUE,TRUE,NA,0,0.683,0.117,5.866,0,0,0.005,-0.039,0.969,0.033,0.027,1.214,0.225,-0.03,0.023,-1.338,0.181,0.027,0.02,1.348,0.178,0.13,0.007,18.051,0,0,0,0.401,0.689,-0.001,0.001,-1.081,0.28,0.023,0.002,11.88,0,66.375,4.148,16,0,1.161,0.317,3.662,0,1.096,0.791,1.385,0.166,22.546,1.203,18.737,0,1.612,0.034,47.788,0,-0.036,0.008,-4.565,0,34.207,0.913,37.45,0,0.46,0.209,2.201,0.028,0.233,0.038,6.151,0,-0.016,0.425,-0.039,0.969,0.038,0.028,1.353,0.176,-0.025,0.002,-14.972,0,0.001,0,1.806,0.071,-0.381,0.039,-9.814,0,-0.06,0.01,-5.927,0,0.016,0.004,4.352,0,0,0.001,-0.172,0.864,1.126,0.093,12.053,0,-0.045,0.025,-1.837,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:25 AM","b1_female_aeh_fev_symbol.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-symbol/b1_female_aeh_fev_symbol.out","map","b1","female","aeh","fev","symbol",1024,4,NA,29,-12575.707,25209.414,25352.427,25260.32,25211.1645030181,TRUE,TRUE,NA,0,0.53,0.108,4.911,0,0.001,0.005,0.097,0.923,0.023,0.026,0.866,0.386,-0.025,0.022,-1.098,0.272,0.025,0.02,1.235,0.217,0.113,0.006,17.504,0,0,0,0.393,0.694,-0.001,0.001,-0.719,0.472,0.023,0.002,11.882,0,64.624,4.147,15.584,0,1.156,0.315,3.667,0,1.004,0.785,1.28,0.201,22.527,1.204,18.706,0,1.655,0.031,52.61,0,-0.037,0.008,-4.717,0,34.689,0.917,37.833,0,0.485,0.213,2.275,0.023,0.196,0.039,5.054,0,0.042,0.431,0.098,0.922,0.035,0.028,1.239,0.215,-0.022,0.002,-13.749,0,0.001,0,1.524,0.128,-0.366,0.039,-9.351,0,-0.058,0.01,-5.823,0,0.009,0.003,2.73,0.006,0,0.001,0.116,0.908,1.066,0.094,11.298,0,-0.049,0.026,-1.937,0.053,1.876,0.178,10.548,0,-0.056,0.035,-1.597,0.11,14.999,3.972,3.776,0,1.192,1.111,1.073,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:25 AM","b1_female_aehplus_fev_symbol.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-symbol/b1_female_aehplus_fev_symbol.out","map","b1","female","aehplus","fev","symbol",934,4,NA,41,-11355.022,22792.044,22990.463,22860.25,22795.9049865471,TRUE,TRUE,NA,0,0.493,0.111,4.461,0,0.002,0.006,0.297,0.766,0.005,0.027,0.171,0.864,-0.011,0.024,-0.449,0.653,0.032,0.021,1.541,0.123,0.113,0.007,16.723,0,0,0,0.506,0.613,0,0.001,-0.217,0.828,0.023,0.002,10.884,0,62.402,4.278,14.587,0,1.174,0.329,3.572,0,0.774,0.821,0.942,0.346,21.975,1.275,17.242,0,1.705,0.037,45.935,0,-0.043,0.01,-4.329,0,35.723,1.079,33.109,0,0.853,0.238,3.588,0,0.186,0.041,4.575,0,0.117,0.39,0.301,0.764,0.046,0.029,1.551,0.121,-0.022,0.002,-12.706,0,0.001,0,1.479,0.139,-0.379,0.041,-9.314,0,-0.063,0.011,-5.742,0,0.011,0.004,2.85,0.004,0,0.001,0.121,0.904,1.011,0.103,9.838,0,-0.07,0.027,-2.576,0.01,1.822,0.183,9.966,0,-0.08,0.037,-2.165,0.03,16.739,4.216,3.97,0,0.977,1.156,0.845,0.398,-0.106,0.026,-4.129,0,0.007,0.006,1.296,0.195,-0.143,0.589,-0.243,0.808,-0.241,0.148,-1.629,0.103,-0.068,0.04,-1.697,0.09,-0.006,0.007,-0.878,0.38,-0.707,0.888,-0.796,0.426,-0.08,0.218,-0.366,0.714,-0.006,0.032,-0.173,0.863,0.009,0.007,1.323,0.186,-1.222,0.815,-1.5,0.134,-0.077,0.193,-0.4,0.689
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:24 AM","b1_male_a_fev_symbol.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-symbol/b1_male_a_fev_symbol.out","map","b1","male","a","fev","symbol",349,4,NA,21,-4635.773,9313.545,9394.502,9327.883,9316.3706880734,TRUE,TRUE,NA,0,1.59,0.366,4.347,0,-0.002,0.016,-0.143,0.887,0.138,0.063,2.182,0.029,-0.028,0.071,-0.39,0.696,0.049,0.043,1.141,0.254,0.313,0.027,11.466,0,0.001,0.001,1.033,0.301,-0.007,0.004,-1.578,0.115,0.046,0.006,8.331,0,89.471,8.754,10.221,0,0.851,0.434,1.958,0.05,1.789,1.512,1.184,0.237,19.749,1.528,12.924,0,2.396,0.055,43.284,0,-0.036,0.011,-3.338,0.001,42.771,0.987,43.313,0,0.086,0.17,0.506,0.613,0.3,0.063,4.761,0,-0.071,0.504,-0.141,0.888,0.052,0.045,1.139,0.255,-0.027,0.004,-6.108,0,-0.002,0.001,-1.906,0.057,-0.454,0.081,-5.584,0,-0.053,0.016,-3.261,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:24 AM","b1_male_ae_fev_symbol.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-symbol/b1_male_ae_fev_symbol.out","map","b1","male","ae","fev","symbol",349,4,NA,25,-4608.813,9267.627,9364.003,9284.695,9271.65176780186,TRUE,TRUE,NA,0,1.132,0.356,3.182,0.001,-0.002,0.017,-0.111,0.911,0.112,0.062,1.801,0.072,-0.015,0.07,-0.209,0.835,0.05,0.043,1.16,0.246,0.295,0.026,11.274,0,0.001,0.001,1.027,0.305,-0.006,0.004,-1.517,0.129,0.046,0.006,8.339,0,78.103,7.817,9.992,0,0.808,0.421,1.919,0.055,1,1.43,0.7,0.484,19.786,1.532,12.919,0,2.086,0.089,23.487,0,-0.028,0.015,-1.925,0.054,34.934,1.578,22.132,0,-0.334,0.317,-1.054,0.292,0.236,0.069,3.407,0.001,-0.059,0.533,-0.11,0.912,0.053,0.046,1.158,0.247,-0.027,0.004,-6.626,0,-0.002,0.001,-1.91,0.056,-0.472,0.074,-6.36,0,-0.055,0.017,-3.301,0.001,0.037,0.009,4.312,0,-0.001,0.002,-0.559,0.576,0.943,0.152,6.202,0,0.053,0.033,1.628,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:24 AM","b1_male_aeh_fev_symbol.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-symbol/b1_male_aeh_fev_symbol.out","map","b1","male","aeh","fev","symbol",344,4,NA,29,-4560.298,9178.595,9289.974,9197.978,9184.13640127388,TRUE,TRUE,NA,0,0.746,0.318,2.343,0.019,-0.002,0.016,-0.137,0.891,0.106,0.059,1.812,0.07,-0.029,0.062,-0.469,0.639,0.047,0.043,1.1,0.271,0.277,0.025,11.125,0,0.001,0.001,1.072,0.284,-0.008,0.004,-1.938,0.053,0.046,0.006,8.292,0,72.656,7.074,10.27,0,0.8,0.409,1.955,0.051,0.847,1.371,0.618,0.537,19.797,1.523,12.996,0,2.112,0.089,23.82,0,-0.025,0.015,-1.636,0.102,35.179,1.526,23.046,0,-0.276,0.323,-0.854,0.393,0.166,0.069,2.391,0.017,-0.066,0.49,-0.136,0.892,0.049,0.045,1.098,0.272,-0.026,0.004,-6.421,0,-0.002,0.001,-1.989,0.047,-0.451,0.073,-6.153,0,-0.053,0.017,-3.228,0.001,0.03,0.009,3.281,0.001,-0.001,0.002,-0.786,0.432,0.858,0.151,5.701,0,0.042,0.035,1.207,0.227,1.653,0.407,4.062,0,0.096,0.112,0.855,0.393,21.996,6.299,3.492,0,1.513,1.556,0.973,0.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:24 AM","b1_male_aehplus_fev_symbol.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-symbol/b1_male_aehplus_fev_symbol.out","map","b1","male","aehplus","fev","symbol",321,4,NA,41,-4241.36,8564.721,8719.35,8589.304,8577.0650860215,TRUE,TRUE,NA,0,0.717,0.332,2.161,0.031,-0.008,0.016,-0.521,0.602,0.091,0.058,1.557,0.12,0.022,0.065,0.343,0.732,0.061,0.044,1.372,0.17,0.266,0.025,10.714,0,0.001,0.001,0.697,0.486,-0.007,0.004,-1.81,0.07,0.047,0.006,8.075,0,71.21,7.271,9.794,0,0.651,0.419,1.556,0.12,1.254,1.387,0.904,0.366,20.048,1.622,12.364,0,2.351,0.116,20.285,0,-0.062,0.023,-2.748,0.006,35.553,1.927,18.446,0,-0.126,0.431,-0.293,0.77,0.165,0.074,2.236,0.025,-0.365,0.808,-0.452,0.651,0.063,0.046,1.371,0.17,-0.026,0.004,-6.157,0,-0.001,0.001,-0.981,0.327,-0.464,0.075,-6.208,0,-0.052,0.017,-3.079,0.002,0.023,0.01,2.317,0.021,-0.001,0.002,-0.408,0.683,0.866,0.163,5.324,0,0.021,0.038,0.559,0.576,1.964,0.422,4.657,0,0.046,0.118,0.39,0.696,22.37,6.409,3.49,0,2.083,1.591,1.309,0.19,-0.189,0.066,-2.857,0.004,0.056,0.014,4.024,0,-0.826,1.068,-0.774,0.439,0.062,0.234,0.265,0.791,-0.114,0.081,-1.409,0.159,-0.026,0.016,-1.588,0.112,0.854,1.129,0.756,0.45,0.142,0.27,0.523,0.601,-0.193,0.082,-2.353,0.019,0.015,0.015,0.97,0.332,0.08,1.256,0.063,0.949,-0.184,0.274,-0.67,0.503
