"software","version","date","time","output_file","data_file","file_path","study_name","model_number","subgroup","model_type","process_a","process_b","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","has_converged","trust_all","mistrust","covar_covered","ab_TAU_00_est","ab_TAU_00_se","ab_TAU_00_wald","ab_TAU_00_pval","ab_TAU_11_est","ab_TAU_11_se","ab_TAU_11_wald","ab_TAU_11_pval","ab_TAU_01_est","ab_TAU_01_se","ab_TAU_01_wald","ab_TAU_01_pval","ab_TAU_10_est","ab_TAU_10_se","ab_TAU_10_wald","ab_TAU_10_pval","ab_SIGMA_est","ab_SIGMA_se","ab_SIGMA_wald","ab_SIGMA_pval","aa_TAU_00_est","aa_TAU_00_se","aa_TAU_00_wald","aa_TAU_00_pval","aa_TAU_11_est","aa_TAU_11_se","aa_TAU_11_wald","aa_TAU_11_pval","aa_TAU_01_est","aa_TAU_01_se","aa_TAU_01_wald","aa_TAU_01_pval","a_SIGMA_est","a_SIGMA_se","a_SIGMA_wald","a_SIGMA_pval","bb_TAU_00_est","bb_TAU_00_se","bb_TAU_00_wald","bb_TAU_00_pval","bb_TAU_11_est","bb_TAU_11_se","bb_TAU_11_wald","bb_TAU_11_pval","bb_TAU_10_est","bb_TAU_10_se","bb_TAU_10_wald","bb_TAU_10_pval","b_SIGMA_est","b_SIGMA_se","b_SIGMA_wald","b_SIGMA_pval","a_GAMMA_00_est","a_GAMMA_00_se","a_GAMMA_00_wald","a_GAMMA_00_pval","a_GAMMA_10_est","a_GAMMA_10_se","a_GAMMA_10_wald","a_GAMMA_10_pval","b_GAMMA_00_est","b_GAMMA_00_se","b_GAMMA_00_wald","b_GAMMA_00_pval","b_GAMMA_10_est","b_GAMMA_10_se","b_GAMMA_10_wald","b_GAMMA_10_pval","R_IAIB_est","R_IAIB_se","R_IAIB_wald","R_IAIB_pval","R_SASB_est","R_SASB_se","R_SASB_wald","R_SASB_pval","R_RES_AB_est","R_RES_AB_se","R_RES_AB_wald","R_RES_AB_pval","a_GAMMA_01_est","a_GAMMA_01_se","a_GAMMA_01_wald","a_GAMMA_01_pval","a_GAMMA_11_est","a_GAMMA_11_se","a_GAMMA_11_wald","a_GAMMA_11_pval","b_GAMMA_01_est","b_GAMMA_01_se","b_GAMMA_01_wald","b_GAMMA_01_pval","b_GAMMA_11_est","b_GAMMA_11_se","b_GAMMA_11_wald","b_GAMMA_11_pval","a_GAMMA_02_est","a_GAMMA_02_se","a_GAMMA_02_wald","a_GAMMA_02_pval","a_GAMMA_12_est","a_GAMMA_12_se","a_GAMMA_12_wald","a_GAMMA_12_pval","b_GAMMA_02_est","b_GAMMA_02_se","b_GAMMA_02_wald","b_GAMMA_02_pval","b_GAMMA_12_est","b_GAMMA_12_se","b_GAMMA_12_wald","b_GAMMA_12_pval","a_GAMMA_03_est","a_GAMMA_03_se","a_GAMMA_03_wald","a_GAMMA_03_pval","a_GAMMA_13_est","a_GAMMA_13_se","a_GAMMA_13_wald","a_GAMMA_13_pval","b_GAMMA_03_est","b_GAMMA_03_se","b_GAMMA_03_wald","b_GAMMA_03_pval","b_GAMMA_13_est","b_GAMMA_13_se","b_GAMMA_13_wald","b_GAMMA_13_pval","a_GAMMA_04_est","a_GAMMA_04_se","a_GAMMA_04_wald","a_GAMMA_04_pval","a_GAMMA_14_est","a_GAMMA_14_se","a_GAMMA_14_wald","a_GAMMA_14_pval","b_GAMMA_04_est","b_GAMMA_04_se","b_GAMMA_04_wald","b_GAMMA_04_pval","b_GAMMA_14_est","b_GAMMA_14_se","b_GAMMA_14_wald","b_GAMMA_14_pval","a_GAMMA_05_est","a_GAMMA_05_se","a_GAMMA_05_wald","a_GAMMA_05_pval","a_GAMMA_15_est","a_GAMMA_15_se","a_GAMMA_15_wald","a_GAMMA_15_pval","b_GAMMA_05_est","b_GAMMA_05_se","b_GAMMA_05_wald","b_GAMMA_05_pval","b_GAMMA_15_est","b_GAMMA_15_se","b_GAMMA_15_wald","b_GAMMA_15_pval","a_GAMMA_06_est","a_GAMMA_06_se","a_GAMMA_06_wald","a_GAMMA_06_pval","a_GAMMA_16_est","a_GAMMA_16_se","a_GAMMA_16_wald","a_GAMMA_16_pval","b_GAMMA_06_est","b_GAMMA_06_se","b_GAMMA_06_wald","b_GAMMA_06_pval","b_GAMMA_16_est","b_GAMMA_16_se","b_GAMMA_16_wald","b_GAMMA_16_pval"
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:25 AM","b1_female_a_fev_wordlistdel.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-wordlistdel/b1_female_a_fev_wordlistdel.out","map","b1","female","a","fev","wordlistdel",1030,4,NA,21,-7639.558,15321.117,15424.801,15358.102,15322.0336666667,TRUE,TRUE,NA,0,0.084,0.027,3.135,0.002,-0.002,0.001,-1.162,0.245,0.011,0.007,1.605,0.109,0.003,0.005,0.609,0.543,0.004,0.005,0.847,0.397,0.133,0.007,18.043,0,0,0,0.325,0.745,-0.001,0.001,-1.055,0.291,0.023,0.002,11.882,0,2.904,0.193,15.05,0,0.045,0.016,2.858,0.004,0.001,0.042,0.015,0.988,1.754,0.074,23.636,0,1.736,0.02,86.613,0,-0.037,0.004,-9.509,0,6.48,0.092,70.727,0,0.139,0.024,5.846,0,0.136,0.042,3.224,0.001,-0.701,1.233,-0.568,0.57,0.022,0.026,0.85,0.395,-0.025,0.002,-14.966,0,0.001,0,1.649,0.099,-0.069,0.008,-8.479,0,-0.007,0.002,-3.216,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:25 AM","b1_female_ae_fev_wordlistdel.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-wordlistdel/b1_female_ae_fev_wordlistdel.out","map","b1","female","ae","fev","wordlistdel",1030,4,NA,25,-7600.253,15250.507,15373.94,15294.537,15251.8018207171,TRUE,TRUE,NA,0,0.061,0.026,2.313,0.021,-0.002,0.001,-1.186,0.236,0.011,0.007,1.515,0.13,0.003,0.005,0.694,0.488,0.004,0.005,0.827,0.408,0.13,0.007,18.038,0,0,0,0.323,0.747,-0.001,0.001,-1.03,0.303,0.023,0.002,11.874,0,2.688,0.179,14.986,0,0.044,0.016,2.832,0.005,-0.002,0.042,-0.053,0.957,1.754,0.074,23.671,0,1.613,0.034,47.709,0,-0.036,0.008,-4.637,0,5.337,0.176,30.352,0,0.117,0.051,2.313,0.021,0.103,0.044,2.355,0.019,-0.717,1.259,-0.569,0.569,0.022,0.026,0.831,0.406,-0.025,0.002,-14.909,0,0.001,0,1.63,0.103,-0.066,0.008,-8.2,0,-0.007,0.002,-3.226,0.001,0.016,0.004,4.351,0,0,0.001,-0.157,0.875,0.15,0.019,7.753,0,0.003,0.006,0.509,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:26 AM","b1_female_aeh_fev_wordlistdel.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-wordlistdel/b1_female_aeh_fev_wordlistdel.out","map","b1","female","aeh","fev","wordlistdel",1025,4,NA,29,-7514.351,15086.702,15229.743,15137.636,15088.4507437186,TRUE,TRUE,NA,0,0.035,0.024,1.455,0.146,-0.001,0.001,-1.107,0.268,0.009,0.007,1.432,0.152,0.004,0.005,0.814,0.416,0.004,0.005,0.788,0.431,0.114,0.006,17.486,0,0,0,0.32,0.749,-0.001,0.001,-0.671,0.502,0.023,0.002,11.844,0,2.63,0.177,14.862,0,0.044,0.016,2.83,0.005,-0.004,0.042,-0.086,0.931,1.752,0.074,23.577,0,1.656,0.032,52.51,0,-0.038,0.008,-4.783,0,5.423,0.175,31.023,0,0.12,0.051,2.36,0.018,0.064,0.044,1.467,0.142,-0.678,1.222,-0.554,0.579,0.021,0.026,0.791,0.429,-0.022,0.002,-13.643,0,0,0,1.351,0.177,-0.064,0.008,-7.798,0,-0.007,0.002,-2.969,0.003,0.009,0.003,2.71,0.007,0,0.001,0.131,0.895,0.14,0.02,7.162,0,0.002,0.006,0.398,0.691,1.886,0.178,10.588,0,-0.057,0.035,-1.623,0.105,2.38,0.871,2.733,0.006,0.258,0.281,0.917,0.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:26 AM","b1_female_aehplus_fev_wordlistdel.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-wordlistdel/b1_female_aehplus_fev_wordlistdel.out","map","b1","female","aehplus","fev","wordlistdel",935,4,NA,41,-6809.554,13701.108,13899.57,13769.358,13704.9646629339,TRUE,TRUE,NA,0,0.02,0.025,0.816,0.415,-0.001,0.001,-1.057,0.291,0.011,0.007,1.672,0.094,0.006,0.005,1.185,0.236,0.003,0.006,0.622,0.534,0.113,0.007,16.699,0,0,0,0.443,0.658,0,0.001,-0.178,0.859,0.023,0.002,10.841,0,2.588,0.183,14.137,0,0.039,0.017,2.342,0.019,0.018,0.043,0.422,0.673,1.762,0.079,22.289,0,1.707,0.037,45.899,0,-0.043,0.01,-4.41,0,5.442,0.211,25.843,0,0.154,0.059,2.614,0.009,0.037,0.046,0.818,0.413,-0.577,0.842,-0.685,0.493,0.017,0.028,0.625,0.532,-0.022,0.002,-12.617,0,0.001,0,1.354,0.176,-0.065,0.009,-7.414,0,-0.007,0.002,-2.838,0.005,0.011,0.004,2.818,0.005,0,0.001,0.144,0.886,0.145,0.021,6.812,0,0.001,0.006,0.243,0.808,1.834,0.183,10.014,0,-0.08,0.037,-2.162,0.031,2.032,0.885,2.297,0.022,0.226,0.291,0.776,0.438,-0.106,0.026,-4.142,0,0.007,0.005,1.292,0.196,-0.203,0.132,-1.539,0.124,-0.017,0.039,-0.434,0.664,-0.069,0.04,-1.702,0.089,-0.006,0.007,-0.876,0.381,-0.331,0.212,-1.559,0.119,0.004,0.062,0.064,0.949,-0.006,0.032,-0.18,0.857,0.01,0.007,1.36,0.174,0.161,0.156,1.033,0.302,-0.05,0.042,-1.192,0.233
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:25 AM","b1_male_a_fev_wordlistdel.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-wordlistdel/b1_male_a_fev_wordlistdel.out","map","b1","male","a","fev","wordlistdel",349,4,NA,21,-2896.166,5834.332,5915.288,5848.669,5837.15768807339,TRUE,TRUE,NA,0,0.179,0.073,2.459,0.014,0.001,0.004,0.333,0.739,0.009,0.019,0.473,0.637,-0.009,0.016,-0.593,0.553,-0.001,0.012,-0.121,0.904,0.313,0.027,11.49,0,0.001,0.001,0.979,0.327,-0.007,0.004,-1.614,0.106,0.046,0.006,8.308,0,2.777,0.309,8.994,0,0.041,0.023,1.794,0.073,-0.006,0.077,-0.082,0.935,1.671,0.11,15.122,0,2.395,0.056,43.071,0,-0.035,0.011,-3.219,0.001,5.916,0.176,33.658,0,0.046,0.049,0.953,0.341,0.192,0.075,2.575,0.01,0.198,0.606,0.327,0.744,-0.005,0.044,-0.121,0.904,-0.027,0.004,-6.146,0,-0.002,0.001,-1.901,0.057,-0.096,0.015,-6.383,0,0.001,0.005,0.251,0.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:25 AM","b1_male_ae_fev_wordlistdel.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-wordlistdel/b1_male_ae_fev_wordlistdel.out","map","b1","male","ae","fev","wordlistdel",349,4,NA,25,-2876.252,5802.504,5898.881,5819.572,5806.52876780186,TRUE,TRUE,NA,0,0.107,0.071,1.507,0.132,0.001,0.004,0.338,0.735,0.01,0.018,0.554,0.579,-0.007,0.015,-0.483,0.629,-0.001,0.012,-0.118,0.906,0.295,0.026,11.289,0,0.001,0.001,0.982,0.326,-0.006,0.004,-1.559,0.119,0.046,0.006,8.318,0,2.502,0.301,8.312,0,0.041,0.023,1.793,0.073,-0.007,0.075,-0.097,0.923,1.674,0.111,15.085,0,2.082,0.089,23.447,0,-0.026,0.015,-1.747,0.081,4.724,0.286,16.495,0,0.063,0.085,0.738,0.46,0.125,0.081,1.551,0.121,0.201,0.608,0.331,0.741,-0.005,0.044,-0.117,0.907,-0.028,0.004,-6.669,0,-0.002,0.001,-1.902,0.057,-0.099,0.015,-6.771,0,0.001,0.005,0.207,0.836,0.038,0.009,4.368,0,-0.001,0.002,-0.653,0.514,0.143,0.027,5.219,0,-0.002,0.008,-0.186,0.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:25 AM","b1_male_aeh_fev_wordlistdel.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-wordlistdel/b1_male_aeh_fev_wordlistdel.out","map","b1","male","aeh","fev","wordlistdel",344,4,NA,29,-2844.1,5746.2,5857.579,5765.584,5751.74140127389,TRUE,TRUE,NA,0,0.07,0.066,1.066,0.286,0.001,0.004,0.347,0.729,0.01,0.017,0.601,0.548,-0.007,0.015,-0.441,0.659,-0.001,0.012,-0.087,0.931,0.277,0.025,11.143,0,0.001,0.001,1.033,0.301,-0.008,0.004,-1.94,0.052,0.046,0.006,8.284,0,2.458,0.298,8.248,0,0.041,0.023,1.81,0.07,-0.005,0.075,-0.063,0.95,1.673,0.111,15.069,0,2.11,0.089,23.791,0,-0.024,0.016,-1.504,0.133,4.73,0.289,16.374,0,0.066,0.086,0.768,0.443,0.085,0.079,1.081,0.28,0.199,0.588,0.339,0.735,-0.004,0.044,-0.087,0.931,-0.026,0.004,-6.44,0,-0.002,0.001,-2.011,0.044,-0.096,0.015,-6.59,0,0.001,0.005,0.181,0.856,0.03,0.009,3.282,0.001,-0.001,0.002,-0.841,0.4,0.139,0.028,4.905,0,-0.002,0.009,-0.261,0.794,1.696,0.408,4.16,0,0.097,0.113,0.859,0.39,1.258,1.33,0.946,0.344,0.106,0.458,0.232,0.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:25 AM","b1_male_aehplus_fev_wordlistdel.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-wordlistdel/b1_male_aehplus_fev_wordlistdel.out","map","b1","male","aehplus","fev","wordlistdel",321,4,NA,41,-2639.293,5360.586,5515.215,5385.17,5372.93008602151,TRUE,TRUE,NA,0,0.076,0.067,1.14,0.254,0.003,0.004,0.796,0.426,0.001,0.017,0.065,0.948,-0.007,0.016,-0.435,0.664,0.001,0.013,0.103,0.918,0.265,0.025,10.756,0,0.001,0.001,0.64,0.522,-0.007,0.004,-1.8,0.072,0.047,0.006,8.051,0,2.453,0.311,7.893,0,0.028,0.022,1.274,0.203,0.009,0.076,0.119,0.905,1.679,0.116,14.496,0,2.349,0.116,20.223,0,-0.059,0.023,-2.591,0.01,4.8,0.369,12.996,0,0.109,0.113,0.962,0.336,0.095,0.082,1.159,0.247,0.694,1.036,0.67,0.503,0.005,0.046,0.103,0.918,-0.026,0.004,-6.18,0,-0.001,0.001,-1.046,0.296,-0.103,0.015,-6.668,0,0,0.005,0.071,0.943,0.023,0.01,2.315,0.021,-0.001,0.002,-0.491,0.623,0.135,0.031,4.389,0,-0.003,0.009,-0.369,0.712,2.007,0.421,4.763,0,0.055,0.12,0.46,0.646,1.622,1.359,1.194,0.233,0.189,0.452,0.418,0.676,-0.187,0.066,-2.823,0.005,0.055,0.014,3.978,0,-0.203,0.221,-0.922,0.357,-0.062,0.066,-0.938,0.348,-0.112,0.081,-1.393,0.164,-0.025,0.016,-1.526,0.127,0.231,0.245,0.943,0.346,0.077,0.067,1.15,0.25,-0.195,0.082,-2.374,0.018,0.015,0.015,0.989,0.323,0.235,0.256,0.917,0.359,-0.085,0.069,-1.241,0.215
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:26 AM","b1_female_a_fev_wordlistim.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-wordlistim/b1_female_a_fev_wordlistim.out","map","b1","female","a","fev","wordlistim",1030,4,NA,21,-10079.015,20200.03,20303.714,20237.015,20200.9466666667,TRUE,TRUE,NA,0,0.256,0.051,4.979,0,-0.005,0.003,-1.541,0.123,0.024,0.015,1.601,0.109,0.003,0.01,0.298,0.766,0.011,0.011,1.044,0.296,0.133,0.007,18.057,0,0,0,0.911,0.362,-0.001,0.001,-1.269,0.204,0.022,0.002,12.005,0,11.467,0.704,16.291,0,0.293,0.067,4.361,0,0.001,0.16,0.005,0.996,5.828,0.188,31.001,0,1.735,0.02,86.603,0,-0.037,0.004,-9.449,0,19.361,0.187,103.544,0,0.395,0.049,8.042,0,0.208,0.04,5.163,0,-0.522,0.433,-1.206,0.228,0.031,0.03,1.057,0.29,-0.025,0.002,-14.997,0,0.001,0,1.731,0.083,-0.129,0.016,-8.089,0,-0.016,0.005,-3.434,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:27 AM","b1_female_ae_fev_wordlistim.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-wordlistim/b1_female_ae_fev_wordlistim.out","map","b1","female","ae","fev","wordlistim",1030,4,NA,25,-10024.346,20098.691,20222.124,20142.721,20099.9858207171,TRUE,TRUE,NA,0,0.196,0.05,3.921,0,-0.005,0.003,-1.537,0.124,0.025,0.015,1.65,0.099,0.004,0.01,0.383,0.702,0.011,0.011,1.031,0.303,0.13,0.007,18.062,0,0,0,0.902,0.367,-0.001,0.001,-1.242,0.214,0.022,0.002,11.997,0,10.091,0.662,15.247,0,0.294,0.067,4.365,0,0.014,0.16,0.089,0.929,5.828,0.188,31.005,0,1.612,0.034,47.774,0,-0.036,0.008,-4.568,0,16.508,0.337,48.919,0,0.435,0.102,4.248,0,0.171,0.043,4.01,0,-0.524,0.442,-1.187,0.235,0.031,0.03,1.044,0.297,-0.025,0.002,-14.938,0,0.001,0,1.708,0.088,-0.121,0.015,-7.94,0,-0.016,0.005,-3.462,0.001,0.016,0.004,4.368,0,0,0.001,-0.243,0.808,0.375,0.037,10.047,0,-0.005,0.012,-0.429,0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:27 AM","b1_female_aeh_fev_wordlistim.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-wordlistim/b1_female_aeh_fev_wordlistim.out","map","b1","female","aeh","fev","wordlistim",1025,4,NA,29,-9929.555,19917.11,20060.151,19968.044,19918.8587437186,TRUE,TRUE,NA,0,0.148,0.045,3.26,0.001,-0.005,0.003,-1.506,0.132,0.024,0.014,1.67,0.095,0.005,0.01,0.49,0.624,0.011,0.011,0.995,0.32,0.114,0.007,17.518,0,0,0,0.91,0.363,-0.001,0.001,-0.934,0.35,0.022,0.002,11.968,0,9.724,0.617,15.765,0,0.289,0.067,4.28,0,0.038,0.154,0.249,0.803,5.836,0.188,31.036,0,1.656,0.031,52.605,0,-0.037,0.008,-4.714,0,16.674,0.334,49.88,0,0.435,0.103,4.22,0,0.14,0.043,3.3,0.001,-0.519,0.441,-1.175,0.24,0.03,0.03,1.007,0.314,-0.022,0.002,-13.676,0,0,0,1.426,0.154,-0.115,0.015,-7.51,0,-0.016,0.005,-3.358,0.001,0.01,0.003,2.735,0.006,0,0.001,0.048,0.961,0.355,0.037,9.549,0,-0.005,0.012,-0.451,0.652,1.885,0.178,10.585,0,-0.055,0.035,-1.559,0.119,4.398,1.667,2.639,0.008,0.34,0.536,0.634,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:28 AM","b1_female_aehplus_fev_wordlistim.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-wordlistim/b1_female_aehplus_fev_wordlistim.out","map","b1","female","aehplus","fev","wordlistim",935,4,NA,41,-9012.449,18106.899,18305.361,18175.149,18110.7556629339,TRUE,TRUE,NA,0,0.112,0.047,2.384,0.017,-0.006,0.004,-1.679,0.093,0.034,0.014,2.343,0.019,0.009,0.01,0.858,0.391,0.011,0.012,0.954,0.34,0.113,0.007,16.734,0,0,0,0.986,0.324,-0.001,0.001,-0.452,0.651,0.022,0.002,10.953,0,9.677,0.651,14.868,0,0.297,0.072,4.111,0,0.092,0.164,0.559,0.576,5.88,0.197,29.776,0,1.706,0.037,45.996,0,-0.043,0.01,-4.308,0,16.81,0.394,42.643,0,0.492,0.122,4.029,0,0.107,0.045,2.394,0.017,-0.554,0.427,-1.298,0.194,0.031,0.032,0.966,0.334,-0.022,0.002,-12.653,0,0.001,0,1.406,0.16,-0.112,0.016,-6.9,0,-0.017,0.005,-3.34,0.001,0.011,0.004,2.859,0.004,0,0.001,0.036,0.971,0.353,0.04,8.745,0,-0.007,0.013,-0.511,0.609,1.833,0.183,10.018,0,-0.078,0.038,-2.088,0.037,4.399,1.807,2.435,0.015,0.087,0.563,0.155,0.877,-0.107,0.026,-4.161,0,0.007,0.006,1.24,0.215,-0.489,0.249,-1.963,0.05,0,0.078,-0.002,0.999,-0.066,0.04,-1.646,0.1,-0.007,0.007,-0.91,0.363,-0.336,0.372,-0.902,0.367,-0.141,0.124,-1.137,0.255,-0.006,0.032,-0.19,0.849,0.01,0.007,1.351,0.177,0.326,0.323,1.009,0.313,0.024,0.096,0.253,0.8
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:26 AM","b1_male_a_fev_wordlistim.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-wordlistim/b1_male_a_fev_wordlistim.out","map","b1","male","a","fev","wordlistim",349,4,NA,21,-3691.425,7424.849,7505.806,7439.187,7427.67468807339,TRUE,TRUE,NA,0,0.31,0.123,2.521,0.012,0.003,0.006,0.467,0.64,0.05,0.036,1.384,0.166,-0.016,0.023,-0.715,0.475,0.046,0.025,1.83,0.067,0.313,0.027,11.498,0,0.001,0.001,0.929,0.353,-0.007,0.004,-1.531,0.126,0.046,0.006,8.26,0,7.963,0.903,8.816,0,0.067,0.065,1.025,0.305,0.351,0.225,1.564,0.118,6.078,0.332,18.329,0,2.394,0.056,42.983,0,-0.034,0.011,-3.072,0.002,17.903,0.321,55.812,0,0.214,0.085,2.532,0.011,0.196,0.075,2.627,0.009,0.325,0.745,0.436,0.663,0.086,0.047,1.816,0.069,-0.027,0.004,-6.107,0,-0.002,0.001,-1.977,0.048,-0.145,0.026,-5.611,0,0,0.008,0.05,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:26 AM","b1_male_ae_fev_wordlistim.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-wordlistim/b1_male_ae_fev_wordlistim.out","map","b1","male","ae","fev","wordlistim",349,4,NA,25,-3662.064,7374.128,7470.504,7391.196,7378.15276780186,TRUE,TRUE,NA,0,0.143,0.113,1.267,0.205,0.003,0.006,0.479,0.632,0.049,0.036,1.365,0.172,-0.011,0.023,-0.492,0.623,0.047,0.025,1.876,0.061,0.294,0.026,11.298,0,0.001,0.001,0.924,0.356,-0.006,0.004,-1.443,0.149,0.046,0.006,8.266,0,6.505,0.856,7.599,0,0.067,0.066,1.018,0.309,0.328,0.219,1.501,0.133,6.096,0.335,18.216,0,2.077,0.089,23.35,0,-0.023,0.015,-1.553,0.12,15.161,0.545,27.822,0,0.204,0.149,1.374,0.169,0.103,0.08,1.286,0.199,0.338,0.752,0.45,0.653,0.088,0.047,1.865,0.062,-0.027,0.004,-6.652,0,-0.002,0.001,-1.978,0.048,-0.151,0.024,-6.187,0,0,0.008,-0.049,0.961,0.038,0.009,4.426,0,-0.001,0.002,-0.746,0.456,0.33,0.051,6.447,0,0.002,0.016,0.151,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
