"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","p_GAMMA_01_est","p_GAMMA_01_se","p_GAMMA_01_wald","p_GAMMA_01_pval","p_GAMMA_11_est","p_GAMMA_11_se","p_GAMMA_11_wald","p_GAMMA_11_pval","c_GAMMA_01_est","c_GAMMA_01_se","c_GAMMA_01_wald","c_GAMMA_01_pval","c_GAMMA_11_est","c_GAMMA_11_se","c_GAMMA_11_wald","c_GAMMA_11_pval","p_GAMMA_02_est","p_GAMMA_02_se","p_GAMMA_02_wald","p_GAMMA_02_pval","p_GAMMA_12_est","p_GAMMA_12_se","p_GAMMA_12_wald","p_GAMMA_12_pval","c_GAMMA_02_est","c_GAMMA_02_se","c_GAMMA_02_wald","c_GAMMA_02_pval","c_GAMMA_12_est","c_GAMMA_12_se","c_GAMMA_12_wald","c_GAMMA_12_pval","p_GAMMA_03_est","p_GAMMA_03_se","p_GAMMA_03_wald","p_GAMMA_03_pval","p_GAMMA_13_est","p_GAMMA_13_se","p_GAMMA_13_wald","p_GAMMA_13_pval","c_GAMMA_03_est","c_GAMMA_03_se","c_GAMMA_03_wald","c_GAMMA_03_pval","c_GAMMA_13_est","c_GAMMA_13_se","c_GAMMA_13_wald","c_GAMMA_13_pval","p_GAMMA_04_est","p_GAMMA_04_se","p_GAMMA_04_wald","p_GAMMA_04_pval","p_GAMMA_14_est","p_GAMMA_14_se","p_GAMMA_14_wald","p_GAMMA_14_pval","c_GAMMA_04_est","c_GAMMA_04_se","c_GAMMA_04_wald","c_GAMMA_04_pval","c_GAMMA_14_est","c_GAMMA_14_se","c_GAMMA_14_wald","c_GAMMA_14_pval","p_GAMMA_05_est","p_GAMMA_05_se","p_GAMMA_05_wald","p_GAMMA_05_pval","p_GAMMA_15_est","p_GAMMA_15_se","p_GAMMA_15_wald","p_GAMMA_15_pval","c_GAMMA_05_est","c_GAMMA_05_se","c_GAMMA_05_wald","c_GAMMA_05_pval","c_GAMMA_15_est","c_GAMMA_15_se","c_GAMMA_15_wald","c_GAMMA_15_pval","p_GAMMA_06_est","p_GAMMA_06_se","p_GAMMA_06_wald","p_GAMMA_06_pval","p_GAMMA_16_est","p_GAMMA_16_se","p_GAMMA_16_wald","p_GAMMA_16_pval","c_GAMMA_06_est","c_GAMMA_06_se","c_GAMMA_06_wald","c_GAMMA_06_pval","c_GAMMA_16_est","c_GAMMA_16_se","c_GAMMA_16_wald","c_GAMMA_16_pval","trust_all","mistrust","has_converged","covar_covered"
"Mplus VERSION 7.3","0.1","09/15/2015","11:28 AM","eas","b1","female","ae",NA,NA,"walking","speed",TRUE,592,8,NA,25,-9307.195,18664.39,18773.977,18694.61,18666.686819788,"b1_female_ae_walking_speed_gait_digitsymbol.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",69.62,20.65,3.371,0.001,1.426,0.639,2.231,0.026,0.118,3.455,0.034,0.973,-6.229,3.707,-1.68,0.093,0.521,2.307,0.226,0.821,388.49,50.688,7.664,0,3.874,1.309,2.961,0.003,-1.817,6.656,-0.273,0.785,66.275,4.417,15.004,0,144.74,10.916,13.259,0,1.43,0.35,4.09,0,-4.851,1.964,-2.47,0.013,30.656,1.265,24.239,0,100.414,4.748,21.15,0,-3.31,1.028,-3.218,0.001,32.631,1.646,19.82,0,1.032,0.446,2.314,0.021,0.294,0.079,3.722,0,0.606,0.215,2.825,0.005,0.012,0.051,0.226,0.822,-1.588,0.291,-5.455,0,-0.058,0.063,-0.913,0.361,-0.566,0.113,-4.991,0,-0.05,0.025,-2.023,0.043,0.791,0.506,1.565,0.118,0.141,0.113,1.254,0.21,2.008,0.176,11.435,0,-0.077,0.048,-1.587,0.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015","11:10 AM","eas","b1","female","aeh",NA,NA,"walking","executive",TRUE,150,8,NA,29,-4939.769,9937.539,10024.847,9933.067,9952.039,"b1_female_aeh_walking_executive_gait_trailsb.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-219.554,185.685,-1.182,0.237,-1.111,4.85,-0.229,0.819,-10.409,35.697,-0.292,0.771,-16.843,50.392,-0.334,0.738,-4.08,26.826,-0.152,0.879,409.682,80.418,5.094,0,6.457,3.502,1.844,0.065,-14.829,15.944,-0.93,0.352,61.44,7.659,8.022,0,2682.838,739.149,3.63,0,3.669,16.345,0.224,0.822,61.818,121.671,0.508,0.611,1493.257,66.709,22.385,0,105.457,8.295,12.713,0,-3.567,2.455,-1.453,0.146,170.191,16.749,10.161,0,3.311,4.157,0.796,0.426,-0.209,0.168,-1.244,0.213,-0.228,1.068,-0.214,0.831,-0.013,0.089,-0.152,0.879,-1.493,0.514,-2.901,0.004,-0.05,0.148,-0.336,0.737,1.593,1.324,1.203,0.229,0.23,0.281,0.819,0.413,0.582,0.859,0.677,0.498,0.098,0.237,0.414,0.679,-7.524,1.926,-3.906,0,-0.238,0.478,-0.497,0.619,0.013,0.336,0.039,0.969,0.072,0.081,0.884,0.377,-0.022,0.796,-0.028,0.978,0.018,0.181,0.101,0.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015"," 1:05 PM","eas","b1","female","aeh",NA,NA,"walking","fluency",TRUE,150,8,NA,29,-3582.454,7222.909,7310.217,7218.438,7237.409,"b1_female_aeh_walking_fluency_gait_category.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",16.88,20.942,0.806,0.42,0.837,0.945,0.886,0.376,5.52,4.478,1.233,0.218,2.079,4.06,0.512,0.609,2.002,3.513,0.57,0.569,398.875,79.692,5.005,0,6.096,3.027,2.014,0.044,-11.9,15.877,-0.75,0.454,61.913,7.491,8.265,0,57.816,12.34,4.685,0,0.887,0.361,2.454,0.014,0.541,1.744,0.31,0.756,17.355,1.245,13.944,0,106.236,7.823,13.579,0,-3.915,2.312,-1.693,0.09,37.634,2.568,14.657,0,-0.769,0.692,-1.11,0.267,0.111,0.134,0.83,0.407,0.36,0.384,0.936,0.349,0.061,0.107,0.573,0.566,-1.49,0.468,-3.187,0.001,-0.064,0.123,-0.522,0.602,-0.325,0.187,-1.744,0.081,-0.027,0.043,-0.636,0.525,0.57,0.833,0.684,0.494,0.141,0.234,0.603,0.546,0.763,0.259,2.941,0.003,0.071,0.061,1.165,0.244,0.053,0.326,0.164,0.87,0.061,0.07,0.878,0.38,-0.109,0.137,-0.797,0.426,0.005,0.029,0.184,0.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015"," 3:26 PM","eas","b1","female","aeh",NA,NA,"walking","fluency",TRUE,150,8,NA,29,-3709.141,7476.282,7563.591,7471.811,7490.782,"b1_female_aeh_walking_fluency_gait_fas.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",81.433,32.4,2.513,0.012,0.817,0.561,1.456,0.145,-0.832,3.422,-0.243,0.808,-4.169,6.901,-0.604,0.546,-2.729,2.912,-0.937,0.349,420.099,81.316,5.166,0,7.086,3.436,2.062,0.039,-19.025,15.382,-1.237,0.216,60.73,7.262,8.363,0,114.249,22.044,5.183,0,0.172,0.312,0.551,0.581,2.254,2.327,0.969,0.333,25.819,1.84,14.03,0,105.652,7.869,13.426,0,-3.266,2.279,-1.433,0.152,29.557,3.377,8.751,0,0.504,0.642,0.785,0.432,0.372,0.121,3.064,0.002,0.74,0.756,0.978,0.328,-0.069,0.073,-0.949,0.343,-1.442,0.442,-3.261,0.001,-0.06,0.123,-0.486,0.627,-0.31,0.253,-1.225,0.221,-0.062,0.037,-1.679,0.093,0.461,0.821,0.562,0.574,0.098,0.232,0.423,0.673,1.369,0.354,3.864,0,0.014,0.065,0.211,0.833,0.067,0.313,0.213,0.831,0.073,0.072,1.014,0.311,-0.109,0.167,-0.649,0.516,0.004,0.022,0.174,0.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015"," 3:01 PM","eas","b1","female","aeh",NA,NA,"walking","knowledge",TRUE,130,7,NA,29,-2632.359,5322.718,5405.877,5314.156,5340.118,"b1_female_aeh_walking_knowledge_gait_information.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",15.274,13.399,1.14,0.254,-0.483,0.706,-0.684,0.494,4.214,3.568,1.181,0.238,0.769,3.178,0.242,0.809,-0.331,1.969,-0.168,0.866,411.77,88.378,4.659,0,6.719,3.274,2.053,0.04,-16.32,16.692,-0.978,0.328,60.112,7.786,7.721,0,12.195,3.486,3.498,0,0.117,0.269,0.435,0.664,0.675,0.851,0.794,0.427,7.382,0.695,10.614,0,105.783,8.482,12.472,0,-3.41,2.4,-1.421,0.155,13.047,1.578,8.271,0,0.048,0.486,0.098,0.922,0.216,0.182,1.187,0.235,-0.545,1.014,-0.537,0.591,-0.016,0.094,-0.168,0.866,-1.485,0.49,-3.029,0.002,-0.061,0.135,-0.451,0.652,-0.129,0.115,-1.116,0.264,0.005,0.031,0.169,0.866,0.558,0.876,0.638,0.524,0.111,0.247,0.45,0.652,0.87,0.191,4.553,0,-0.019,0.05,-0.371,0.71,0.014,0.356,0.04,0.968,0.075,0.068,1.092,0.275,-0.015,0.068,-0.223,0.823,0.007,0.021,0.347,0.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015"," 1:48 PM","eas","b1","female","aeh",NA,NA,"walking","knowledge",TRUE,150,8,NA,29,-3714.269,7486.538,7573.847,7482.067,7501.038,"b1_female_aeh_walking_knowledge_gait_waisvocab.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",60.856,26.394,2.306,0.021,1.19,0.811,1.467,0.142,-3.555,3.466,-1.026,0.305,-3.457,6.61,-0.523,0.601,1.817,3.865,0.47,0.638,408.651,81.52,5.013,0,6.72,3.547,1.895,0.058,-15.397,16.718,-0.921,0.357,60.784,6.956,8.738,0,85.713,16.786,5.106,0,0.283,0.393,0.72,0.471,-2.036,2.225,-0.915,0.36,29.852,1.933,15.447,0,105.707,8.175,12.931,0,-3.421,2.58,-1.326,0.185,34.444,2.728,12.624,0,0.092,0.648,0.143,0.887,0.325,0.125,2.61,0.009,0.863,0.655,1.318,0.187,0.043,0.09,0.472,0.637,-1.468,0.458,-3.207,0.001,-0.068,0.123,-0.553,0.58,-0.112,0.244,-0.459,0.646,-0.045,0.041,-1.084,0.279,0.586,0.848,0.692,0.489,0.098,0.251,0.391,0.696,1.86,0.296,6.277,0,0.021,0.066,0.314,0.753,0.052,0.319,0.163,0.87,0.068,0.066,1.018,0.309,-0.072,0.138,-0.52,0.603,0.014,0.024,0.588,0.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015"," 2:47 PM","eas","b1","female","aeh",NA,NA,"walking","language",TRUE,150,8,NA,29,-2825.303,5708.606,5795.914,5704.135,5723.106,"b1_female_aeh_walking_language_gait_bnt.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",9.225,7.158,1.289,0.197,0.286,0.231,1.237,0.216,-0.949,1.443,-0.658,0.511,1.199,1.992,0.602,0.547,-0.109,1.184,-0.092,0.927,403.229,81.199,4.966,0,6.927,3.488,1.986,0.047,-13.499,16.387,-0.824,0.41,61.209,8.168,7.494,0,3.5,0.888,3.94,0,0.025,0.025,0.979,0.327,0.203,0.14,1.449,0.147,1.781,0.14,12.747,0,106.267,8.155,13.031,0,-4.11,2.763,-1.488,0.137,10.338,0.637,16.221,0,0.01,0.121,0.08,0.936,0.246,0.171,1.438,0.15,0.691,0.493,1.403,0.161,-0.01,0.113,-0.092,0.926,-1.474,0.463,-3.186,0.001,-0.041,0.135,-0.305,0.761,-0.047,0.051,-0.935,0.35,-0.007,0.009,-0.743,0.458,0.533,0.833,0.641,0.522,0.138,0.245,0.562,0.574,0.301,0.062,4.863,0,-0.008,0.016,-0.523,0.601,0.014,0.318,0.045,0.964,0.074,0.063,1.171,0.242,0.007,0.029,0.246,0.805,-0.001,0.007,-0.089,0.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015","11:52 AM","eas","b1","female","aeh",NA,NA,"walking","memory",TRUE,150,8,NA,29,-2910.72,5879.44,5966.749,5874.969,5893.94,"b1_female_aeh_walking_memory_gait_digitspantotal.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",14.142,7.545,1.874,0.061,0.362,0.232,1.56,0.119,-1.206,1.531,-0.788,0.431,-0.965,1.666,-0.579,0.562,0.846,0.991,0.854,0.393,411.021,79.833,5.149,0,6.421,3.163,2.03,0.042,-16.079,15.362,-1.047,0.295,61.565,7.669,8.028,0,6.414,1.279,5.016,0,0.048,0.031,1.554,0.12,0.019,0.152,0.126,0.9,2.408,0.175,13.75,0,105.587,7.908,13.353,0,-3.429,2.185,-1.569,0.117,13.286,0.84,15.818,0,0.257,0.171,1.507,0.132,0.275,0.134,2.056,0.04,0.654,0.351,1.865,0.062,0.07,0.081,0.857,0.392,-1.524,0.468,-3.258,0.001,-0.042,0.119,-0.354,0.723,-0.062,0.064,-0.97,0.332,-0.017,0.013,-1.239,0.215,0.653,0.824,0.793,0.428,0.076,0.227,0.334,0.739,0.299,0.083,3.588,0,-0.019,0.022,-0.857,0.392,0.023,0.338,0.069,0.945,0.071,0.068,1.047,0.295,0.027,0.047,0.568,0.57,-0.011,0.007,-1.51,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015"," 1:29 PM","eas","b1","female","aeh",NA,NA,"walking","memory",TRUE,150,8,NA,29,-3450.764,6959.528,7046.837,6955.057,6974.028,"b1_female_aeh_walking_memory_gait_logicalmemorytotal.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",10.8,13.947,0.774,0.439,0.247,0.583,0.423,0.672,1.455,3.278,0.444,0.657,2.122,3.505,0.606,0.545,0.819,2.536,0.323,0.747,403.413,82.379,4.897,0,6.244,2.99,2.089,0.037,-13.647,15.006,-0.909,0.363,61.511,8.41,7.314,0,22.654,5.606,4.041,0,0.121,0.109,1.115,0.265,0.637,0.925,0.688,0.491,14.588,1.241,11.756,0,106.113,8.799,12.059,0,-3.74,2.371,-1.577,0.115,18.154,1.844,9.847,0,-0.031,0.354,-0.088,0.93,0.113,0.143,0.788,0.431,0.284,0.678,0.419,0.675,0.027,0.084,0.324,0.746,-1.524,0.472,-3.231,0.001,-0.043,0.124,-0.35,0.726,-0.111,0.125,-0.886,0.376,-0.016,0.028,-0.564,0.573,0.619,0.915,0.676,0.499,0.108,0.236,0.457,0.648,0.731,0.204,3.589,0,0.005,0.035,0.137,0.891,0.023,0.32,0.072,0.942,0.08,0.076,1.056,0.291,0.084,0.099,0.854,0.393,-0.006,0.018,-0.324,0.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015"," 2:26 PM","eas","b1","female","aeh",NA,NA,"walking","mental",TRUE,72,8,NA,29,-1316.578,2691.156,2757.179,2665.81,2732.58457142857,"b1_female_aeh_walking_mental_gait_mmse.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",2.34,3.898,0.6,0.548,0.012,0.179,0.068,0.946,0.26,0.828,0.314,0.754,-0.018,0.97,-0.019,0.985,0.209,1.05,0.199,0.842,216.473,89.945,2.407,0.016,1.764,3.766,0.469,0.639,0.743,17.228,0.043,0.966,73.08,15.304,4.775,0,0.297,0.264,1.128,0.259,0.007,0.018,0.36,0.719,0.038,0.067,0.571,0.568,0.668,0.066,10.145,0,101.633,11.253,9.032,0,0.06,2.912,0.021,0.984,26.452,0.635,41.678,0,0.007,0.212,0.032,0.974,0.292,0.508,0.574,0.566,0.113,1.666,0.068,0.946,0.03,0.151,0.199,0.842,-0.427,0.48,-0.889,0.374,-0.144,0.158,-0.91,0.363,0.003,0.035,0.088,0.93,-0.004,0.012,-0.347,0.729,0.696,0.834,0.835,0.404,-0.268,0.187,-1.433,0.152,0.064,0.049,1.312,0.189,0.002,0.015,0.154,0.877,0.134,0.416,0.323,0.747,-0.004,0.126,-0.03,0.976,0.002,0.03,0.08,0.936,-0.001,0.011,-0.139,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015","10:37 AM","eas","b1","female","aeh",NA,NA,"walking","reasoning",TRUE,150,8,NA,29,-3572.356,7202.713,7290.021,7198.242,7217.213,"b1_female_aeh_walking_reasoning_gait_block.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",37.666,21.523,1.75,0.08,0.03,0.579,0.052,0.959,-2.788,3.112,-0.896,0.37,6.884,6.054,1.137,0.256,-2.258,2.722,-0.83,0.407,399.193,81.256,4.913,0,5.745,2.952,1.946,0.052,-11.305,14.391,-0.786,0.432,62.386,7.955,7.843,0,51.766,9.178,5.64,0,0.145,0.215,0.676,0.499,-1.283,1.439,-0.891,0.373,19.844,1.487,13.343,0,105.942,7.868,13.464,0,-4.176,2.319,-1.801,0.072,18.362,2.244,8.182,0,0.768,0.433,1.773,0.076,0.262,0.139,1.884,0.06,0.033,0.626,0.052,0.958,-0.064,0.077,-0.832,0.406,-1.477,0.44,-3.353,0.001,-0.031,0.107,-0.293,0.77,-0.119,0.161,-0.737,0.461,-0.04,0.025,-1.579,0.114,0.573,0.834,0.688,0.491,0.118,0.224,0.527,0.598,0.92,0.232,3.969,0,-0.07,0.05,-1.402,0.161,0.037,0.313,0.12,0.905,0.064,0.064,0.998,0.318,-0.013,0.115,-0.114,0.91,-0.009,0.022,-0.393,0.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015","11:26 AM","eas","b1","female","aeh",NA,NA,"walking","speed",TRUE,150,8,NA,29,-3734.662,7527.325,7614.633,7522.854,7541.825,"b1_female_aeh_walking_speed_gait_digitsymbol.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",63.358,31.626,2.003,0.045,1.071,0.759,1.41,0.159,-3.64,5.221,-0.697,0.486,-1.293,8.732,-0.148,0.882,-3.449,3.839,-0.898,0.369,407.192,79.586,5.116,0,6.548,3.016,2.171,0.03,-15.097,15.125,-0.998,0.318,61.184,7.286,8.397,0,129.729,20.443,6.346,0,0.28,0.361,0.777,0.437,-1.649,2.633,-0.626,0.531,28.2,1.826,15.442,0,105.238,7.891,13.337,0,-3.182,2.498,-1.274,0.203,39.725,2.941,13.505,0,0.255,0.597,0.428,0.669,0.276,0.124,2.215,0.027,0.79,0.574,1.376,0.169,-0.083,0.092,-0.901,0.367,-1.437,0.461,-3.121,0.002,-0.063,0.134,-0.473,0.636,-0.37,0.248,-1.491,0.136,-0.053,0.032,-1.648,0.099,0.568,0.838,0.678,0.498,0.068,0.239,0.286,0.775,1.856,0.336,5.525,0,-0.042,0.069,-0.613,0.54,0.055,0.312,0.175,0.861,0.07,0.071,0.989,0.322,0.08,0.179,0.446,0.656,0.003,0.026,0.127,0.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015","11:11 AM","eas","b1","female","aehplus",NA,NA,"walking","executive",TRUE,150,8,NA,41,-4921.273,9924.547,10047.983,9918.226,9956.43588888889,"b1_female_aehplus_walking_executive_gait_trailsb.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-71.867,174.078,-0.413,0.68,-1.634,5.475,-0.298,0.765,-1.016,43.595,-0.023,0.981,-24.419,49.505,-0.493,0.622,-2.298,31.238,-0.074,0.941,343.16,80.715,4.252,0,6.391,3.895,1.641,0.101,-13.118,17.622,-0.744,0.457,61.408,8.079,7.601,0,2329.845,696.339,3.346,0.001,3.04,18.631,0.163,0.87,51.785,135.778,0.381,0.703,1487.146,70.288,21.158,0,110.036,8.268,13.309,0,-3.507,2.526,-1.388,0.165,162.47,17.859,9.097,0,3.437,5.007,0.686,0.492,-0.08,0.194,-0.415,0.678,-0.371,1.675,-0.221,0.825,-0.008,0.103,-0.073,0.941,-1.567,0.556,-2.816,0.005,-0.046,0.166,-0.279,0.781,1.772,1.395,1.27,0.204,0.218,0.315,0.69,0.49,0.401,0.824,0.486,0.627,0.093,0.262,0.354,0.724,-6.998,2.037,-3.435,0.001,-0.249,0.515,-0.483,0.629,0.034,0.365,0.093,0.926,0.064,0.082,0.783,0.434,0.118,0.903,0.131,0.896,-0.008,0.223,-0.037,0.97,3.05,4.037,0.756,0.45,-0.261,1.252,-0.208,0.835,-11.489,8.296,-1.385,0.166,-0.375,2.704,-0.139,0.89,-5.043,7.411,-0.681,0.496,-0.035,2.006,-0.018,0.986,26.906,24.007,1.121,0.262,-2.06,10.587,-0.195,0.846,-18.851,6.199,-3.041,0.002,0.609,2.337,0.261,0.794,31.433,17.483,1.798,0.072,2.438,4.441,0.549,0.583,TRUE,NA,TRUE,0
