"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","p_GAMMA_01_est","p_GAMMA_01_se","p_GAMMA_01_wald","p_GAMMA_01_pval","p_GAMMA_11_est","p_GAMMA_11_se","p_GAMMA_11_wald","p_GAMMA_11_pval","c_GAMMA_01_est","c_GAMMA_01_se","c_GAMMA_01_wald","c_GAMMA_01_pval","c_GAMMA_11_est","c_GAMMA_11_se","c_GAMMA_11_wald","c_GAMMA_11_pval","p_GAMMA_02_est","p_GAMMA_02_se","p_GAMMA_02_wald","p_GAMMA_02_pval","p_GAMMA_12_est","p_GAMMA_12_se","p_GAMMA_12_wald","p_GAMMA_12_pval","c_GAMMA_02_est","c_GAMMA_02_se","c_GAMMA_02_wald","c_GAMMA_02_pval","c_GAMMA_12_est","c_GAMMA_12_se","c_GAMMA_12_wald","c_GAMMA_12_pval","p_GAMMA_03_est","p_GAMMA_03_se","p_GAMMA_03_wald","p_GAMMA_03_pval","p_GAMMA_13_est","p_GAMMA_13_se","p_GAMMA_13_wald","p_GAMMA_13_pval","c_GAMMA_03_est","c_GAMMA_03_se","c_GAMMA_03_wald","c_GAMMA_03_pval","c_GAMMA_13_est","c_GAMMA_13_se","c_GAMMA_13_wald","c_GAMMA_13_pval","p_GAMMA_04_est","p_GAMMA_04_se","p_GAMMA_04_wald","p_GAMMA_04_pval","p_GAMMA_14_est","p_GAMMA_14_se","p_GAMMA_14_wald","p_GAMMA_14_pval","c_GAMMA_04_est","c_GAMMA_04_se","c_GAMMA_04_wald","c_GAMMA_04_pval","c_GAMMA_14_est","c_GAMMA_14_se","c_GAMMA_14_wald","c_GAMMA_14_pval","p_GAMMA_05_est","p_GAMMA_05_se","p_GAMMA_05_wald","p_GAMMA_05_pval","p_GAMMA_15_est","p_GAMMA_15_se","p_GAMMA_15_wald","p_GAMMA_15_pval","c_GAMMA_05_est","c_GAMMA_05_se","c_GAMMA_05_wald","c_GAMMA_05_pval","c_GAMMA_15_est","c_GAMMA_15_se","c_GAMMA_15_wald","c_GAMMA_15_pval","p_GAMMA_06_est","p_GAMMA_06_se","p_GAMMA_06_wald","p_GAMMA_06_pval","p_GAMMA_16_est","p_GAMMA_16_se","p_GAMMA_16_wald","p_GAMMA_16_pval","c_GAMMA_06_est","c_GAMMA_06_se","c_GAMMA_06_wald","c_GAMMA_06_pval","c_GAMMA_16_est","c_GAMMA_16_se","c_GAMMA_16_wald","c_GAMMA_16_pval","trust_all","mistrust","has_converged","covar_covered"
"Mplus VERSION 7.3","0.1","07/06/2015"," 2:09 PM","radc","b1","female","aeh",NA,NA,"pulmonary","memory",TRUE,1010,5,NA,38,-14208.554,28493.108,28679.981,28559.29,28496.160523172,"b1_female_aeh_pulmonary_memory_fev_wordlistimmed.out",NA,0.145,0.047,3.064,0.002,-0.009,0.006,-1.567,0.117,0.031,0.017,1.842,0.065,0.001,0.015,0.082,0.934,0.017,0.014,1.171,0.242,0.112,0.008,14.263,0,0,0.001,0.704,0.481,0,0.001,-0.101,0.92,0.026,0.005,5.807,0,10.06,0.687,14.634,0,0.368,0.078,4.712,0,-0.075,0.176,-0.428,0.669,5.842,0.2,29.281,0,1.612,0.032,50.593,0,-0.038,0.008,-4.644,0,16.473,0.347,47.405,0,0.402,0.113,3.546,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.022,0.002,-13.92,0,0.001,0,1.665,0.096,-0.111,0.016,-7.035,0,-0.015,0.005,-3.013,0.003,0.014,0.004,3.85,0,0,0.001,0.049,0.961,0.361,0.039,9.191,0,-0.004,0.014,-0.32,0.749,1.624,0.222,7.322,0,-0.069,0.041,-1.665,0.096,5.045,1.641,3.074,0.002,-0.017,0.521,-0.033,0.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 2:10 PM","radc","b1","female","aeh",NA,NA,"pulmonary","memory",TRUE,1010,5,NA,38,-9081.49,18238.98,18425.852,18305.162,18242.032523172,"b1_female_aeh_pulmonary_memory_fev_wordlistrecog.out",NA,0.009,0.015,0.614,0.539,0,0.001,0.121,0.904,0.003,0.004,0.868,0.385,-0.012,0.017,-0.723,0.469,0,0.003,0.036,0.972,0.113,0.007,15.074,0,0.001,0.001,0.773,0.439,-0.001,0.001,-0.512,0.609,0.026,0.004,5.853,0,0.561,0.147,3.814,0,0.003,0.009,0.368,0.713,0.012,0.031,0.4,0.689,0.33,0.059,5.622,0,1.611,0.032,50.429,0,-0.036,0.008,-4.267,0,9.71,0.075,130.001,0,0.008,0.023,0.356,0.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.022,0.002,-13.893,0,0.001,0,1.632,0.103,-0.015,0.004,-4.252,0,-0.002,0.001,-1.78,0.075,0.014,0.004,3.828,0,0,0.001,-0.098,0.922,0.012,0.008,1.441,0.15,0,0.003,0.147,0.883,1.62,0.221,7.324,0,-0.076,0.042,-1.828,0.067,0.592,0.445,1.331,0.183,0.156,0.12,1.299,0.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 2:18 PM","radc","b1","female","aeh",NA,NA,"pulmonary","mental",TRUE,1010,5,NA,38,-13092.657,26261.314,26448.187,26327.496,26264.366523172,"b1_female_aeh_pulmonary_mental_fev_lineorientation.out","radcMAP_wide.dat",0.108,0.035,3.131,0.002,0,0.003,0.019,0.985,0.003,0.011,0.319,0.75,-0.004,0.008,-0.532,0.595,-0.013,0.007,-1.781,0.075,0.112,0.008,14.254,0,0,0.001,0.635,0.525,0,0.001,-0.082,0.935,0.027,0.005,5.711,0,4.521,0.343,13.173,0,0.014,0.032,0.443,0.658,0.066,0.083,0.8,0.424,3.848,0.165,23.327,0,1.611,0.032,50.425,0,-0.038,0.008,-4.589,0,7.795,0.274,28.419,0,0.003,0.075,0.038,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.022,0.002,-13.925,0,0.001,0,1.68,0.093,-0.007,0.011,-0.582,0.56,-0.001,0.003,-0.336,0.737,0.014,0.004,3.866,0,0,0.001,0.026,0.979,0.255,0.03,8.64,0,0.001,0.008,0.104,0.917,1.619,0.221,7.328,0,-0.07,0.04,-1.748,0.08,2.966,1.286,2.306,0.021,0.31,0.362,0.857,0.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 2:19 PM","radc","b1","female","aeh",NA,NA,"pulmonary","mental",TRUE,1010,5,NA,38,-11633.625,23343.25,23530.123,23409.432,23346.302523172,"b1_female_aeh_pulmonary_mental_fev_mmse.out",NA,0.021,0.019,1.088,0.277,-0.001,0.003,-0.446,0.655,0.01,0.009,1.059,0.29,-0.004,0.007,-0.57,0.569,0.001,0.005,0.272,0.786,0.112,0.008,14.328,0,0,0.001,0.644,0.519,0,0.001,-0.096,0.923,0.027,0.005,5.754,0,0.972,0.143,6.799,0,0.075,0.038,1.985,0.047,0.009,0.047,0.192,0.848,1.642,0.082,20.144,0,1.613,0.032,50.58,0,-0.037,0.008,-4.527,0,27.587,0.155,178.391,0,0.075,0.065,1.146,0.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.022,0.002,-13.966,0,0.001,0,1.674,0.094,-0.041,0.007,-5.88,0,-0.008,0.003,-3.059,0.002,0.014,0.004,3.789,0,0,0.001,0.025,0.98,0.155,0.017,9.281,0,-0.014,0.007,-1.907,0.057,1.627,0.222,7.334,0,-0.075,0.042,-1.79,0.074,1.526,0.627,2.434,0.015,0.027,0.256,0.105,0.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 2:22 PM","radc","b1","female","aeh",NA,NA,"pulmonary","reasoning",TRUE,1010,5,NA,38,-12214.632,24505.263,24692.136,24571.445,24508.315523172,"b1_female_aeh_pulmonary_reasoning_fev_matrices.out","radcMAP_wide.dat",0.119,0.029,4.143,0,0.002,0.002,0.835,0.404,0.005,0.009,0.517,0.605,-0.013,0.007,-1.945,0.052,-0.013,0.008,-1.559,0.119,0.112,0.008,14.282,0,0,0.001,0.675,0.5,0,0.001,-0.131,0.896,0.027,0.005,5.708,0,3.101,0.286,10.842,0,0.021,0.031,0.667,0.505,-0.034,0.077,-0.441,0.659,3.336,0.199,16.786,0,1.611,0.032,50.474,0,-0.037,0.008,-4.536,0,9.627,0.236,40.715,0,0.031,0.081,0.385,0.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.022,0.002,-13.897,0,0.001,0,1.642,0.101,-0.044,0.01,-4.252,0,-0.011,0.003,-3.219,0.001,0.014,0.004,3.843,0,0,0.001,0.012,0.99,0.33,0.025,13.27,0,-0.003,0.009,-0.298,0.766,1.613,0.221,7.294,0,-0.07,0.04,-1.731,0.083,4.121,1.156,3.565,0,0.364,0.361,1.009,0.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 2:24 PM","radc","b1","female","aeh",NA,NA,"pulmonary","speed",TRUE,1010,5,NA,38,-13092.657,26261.314,26448.187,26327.496,26264.366523172,"b1_female_aeh_pulmonary_speed_fev_digitsymbol.out","radcMAP_wide.dat",0.108,0.035,3.131,0.002,0,0.003,0.019,0.985,0.003,0.011,0.319,0.75,-0.004,0.008,-0.532,0.595,-0.013,0.007,-1.781,0.075,0.112,0.008,14.254,0,0,0.001,0.635,0.525,0,0.001,-0.082,0.935,0.027,0.005,5.711,0,4.521,0.343,13.173,0,0.014,0.032,0.443,0.658,0.066,0.083,0.8,0.424,3.848,0.165,23.327,0,1.611,0.032,50.425,0,-0.038,0.008,-4.589,0,7.795,0.274,28.419,0,0.003,0.075,0.038,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.022,0.002,-13.925,0,0.001,0,1.68,0.093,-0.007,0.011,-0.582,0.56,-0.001,0.003,-0.336,0.737,0.014,0.004,3.866,0,0,0.001,0.026,0.979,0.255,0.03,8.64,0,0.001,0.008,0.104,0.917,1.619,0.221,7.328,0,-0.07,0.04,-1.748,0.08,2.966,1.286,2.306,0.021,0.31,0.362,0.857,0.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 2:28 PM","radc","b1","female","aeh",NA,NA,"pulmonary","speed",TRUE,1010,5,NA,38,-15715.048,31506.096,31692.968,31572.278,31509.148523172,"b1_female_aeh_pulmonary_speed_fev_numbercomparison.out",NA,0.307,0.082,3.736,0,-0.004,0.006,-0.717,0.474,0.022,0.022,1.002,0.316,-0.009,0.02,-0.448,0.654,0,0.017,-0.005,0.996,0.112,0.008,14.286,0,0,0.001,0.669,0.503,0,0.001,-0.106,0.915,0.027,0.005,5.727,0,34.175,2.205,15.5,0,0.365,0.151,2.416,0.016,0.102,0.434,0.234,0.815,14.996,0.8,18.734,0,1.611,0.032,50.666,0,-0.038,0.008,-4.584,0,22.084,0.673,32.825,0,0.288,0.148,1.953,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.022,0.002,-13.902,0,0.001,0,1.681,0.093,-0.165,0.029,-5.664,0,-0.032,0.007,-4.326,0,0.014,0.004,3.839,0,0,0.001,0.056,0.956,0.564,0.077,7.334,0,-0.016,0.018,-0.935,0.35,1.616,0.221,7.305,0,-0.07,0.04,-1.735,0.083,13.681,2.919,4.687,0,-0.097,0.725,-0.134,0.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 2:30 PM","radc","b1","female","aeh",NA,NA,"pulmonary","visuospatial",TRUE,951,5,NA,29,-8069.238,16196.476,16337.344,16245.241,16198.3652508143,"b1_female_aeh_pulmonary_visuospatial_fev_lineorientation.out","radcMAP_wide.dat",0.097,0.034,2.873,0.004,0,0.003,0.005,0.996,0.006,0.011,0.555,0.579,-0.004,0.008,-0.499,0.618,-0.013,0.007,-1.742,0.081,0.111,0.008,14.165,0,0,0.001,0.653,0.514,0,0.001,-0.05,0.96,0.027,0.005,5.693,0,4.393,0.337,13.049,0,0.004,0.031,0.113,0.91,0.102,0.08,1.283,0.199,3.854,0.166,23.267,0,1.621,0.032,51.259,0,-0.038,0.008,-4.606,0,7.864,0.274,28.687,0,-0.007,0.075,-0.088,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.023,0.002,-14.552,0,0.001,0,1.754,0.079,-0.01,0.011,-0.877,0.381,0,0.003,-0.026,0.979,0.014,0.004,3.758,0,0,0.001,-0.001,0.999,0.252,0.03,8.519,0,0.001,0.008,0.101,0.92,1.607,0.22,7.318,0,-0.07,0.04,-1.73,0.084,2.82,1.261,2.236,0.025,0.347,0.354,0.979,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/24/2015"," 9:37 AM","radc","b1","female","aehplus",NA,NA,"muscle","executive",TRUE,1010,5,NA,68,-21157.381,42450.763,42785.167,42569.194,42460.7353698193,"b1_female_aehplus_muscle_executive_grip_digitordering.out",NA,0.489,0.524,0.934,0.35,0.024,0.042,0.565,0.572,0.172,0.182,0.948,0.343,0.013,0.126,0.102,0.919,0.096,0.141,0.683,0.495,95.461,6.008,15.888,0,0.781,0.332,2.348,0.019,-1.322,1.077,-1.227,0.22,19.975,1.099,18.179,0,1.053,0.108,9.781,0,0.021,0.013,1.615,0.106,-0.071,0.031,-2.262,0.024,1.315,0.065,20.257,0,43.714,1.26,34.698,0,-0.412,0.321,-1.284,0.199,6.501,0.159,40.772,0,0.07,0.048,1.455,0.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.591,0.05,-11.777,0,-0.023,0.012,-1.888,0.059,-0.004,0.006,-0.622,0.534,-0.003,0.002,-1.541,0.123,0.382,0.129,2.954,0.003,-0.067,0.033,-2.016,0.044,0.116,0.017,6.864,0,-0.006,0.005,-1.202,0.229,39.306,4.225,9.302,0,-1.228,1.176,-1.045,0.296,1.695,0.59,2.874,0.004,0.195,0.214,0.907,0.364,0.366,0.667,0.548,0.584,-0.002,0.171,-0.009,0.993,-0.061,0.084,-0.73,0.466,-0.038,0.03,-1.249,0.212,0.547,1.398,0.391,0.696,0.118,0.29,0.407,0.684,-0.11,0.152,-0.723,0.469,-0.07,0.064,-1.101,0.271,-0.05,1.212,-0.042,0.967,-0.288,0.28,-1.028,0.304,-0.137,0.152,-0.9,0.368,0.059,0.044,1.325,0.185,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/24/2015"," 9:46 AM","radc","b1","female","aehplus",NA,NA,"muscle","executive",TRUE,1010,5,NA,68,-12922.051,25980.103,26314.506,26098.533,25990.0753698193,"b1_female_aehplus_muscle_executive_grip_digitsback.out",NA,0.076,0.023,3.246,0.001,0.003,0.002,1.627,0.104,-0.005,0.006,-0.746,0.456,-0.01,0.007,-1.46,0.144,-0.009,0.006,-1.599,0.11,0.109,0.007,14.598,0,0.001,0.001,0.821,0.412,-0.001,0.001,-0.46,0.646,0.026,0.004,5.838,0,2.297,0.156,14.721,0,0.034,0.015,2.249,0.025,-0.085,0.038,-2.255,0.024,1.6,0.06,26.69,0,1.675,0.035,48.212,0,-0.037,0.009,-3.969,0,5.187,0.182,28.436,0,-0.007,0.054,-0.131,0.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.023,0.002,-14.287,0,0.001,0,1.768,0.077,0.003,0.008,0.435,0.663,0.001,0.002,0.276,0.782,0.013,0.004,3.486,0,0,0.001,0.002,0.999,0.153,0.019,8.078,0,-0.005,0.005,-0.982,0.326,1.632,0.216,7.548,0,-0.073,0.041,-1.789,0.074,3.159,0.82,3.854,0,0.119,0.245,0.488,0.626,-0.091,0.023,-3.935,0,0.002,0.005,0.441,0.659,0.003,0.11,0.031,0.976,0.003,0.034,0.085,0.932,-0.06,0.05,-1.22,0.222,-0.011,0.008,-1.363,0.173,-0.613,0.182,-3.371,0.001,0.21,0.068,3.088,0.002,-0.031,0.038,-0.8,0.424,-0.007,0.01,-0.737,0.461,0.039,0.204,0.189,0.85,-0.032,0.07,-0.46,0.646,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/24/2015"," 9:54 AM","radc","b1","female","aehplus",NA,NA,"muscle","fluency",TRUE,1010,5,NA,68,-26653.35,53442.7,53777.104,53561.13,53452.6723698193,"b1_female_aehplus_muscle_fluency_grip_categories.out",NA,3.971,2.768,1.434,0.151,0.244,0.186,1.312,0.19,1.918,0.819,2.342,0.019,0.217,0.668,0.324,0.746,0.712,0.582,1.223,0.221,95.597,6.012,15.9,0,0.802,0.335,2.397,0.017,-1.482,1.079,-1.374,0.169,19.965,1.099,18.167,0,44.374,3.104,14.296,0,1.161,0.267,4.35,0,-0.103,0.634,-0.163,0.871,21.503,0.789,27.254,0,43.697,1.26,34.69,0,-0.404,0.318,-1.27,0.204,32.919,0.765,43.011,0,-0.038,0.215,-0.179,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.593,0.05,-11.807,0,-0.022,0.012,-1.807,0.071,-0.262,0.033,-7.872,0,-0.03,0.01,-3.109,0.002,0.383,0.129,2.962,0.003,-0.07,0.033,-2.124,0.034,0.783,0.082,9.601,0,-0.001,0.026,-0.037,0.97,39.329,4.233,9.291,0,-1.138,1.178,-0.966,0.334,12.737,3.534,3.604,0,0.255,0.965,0.264,0.792,0.378,0.668,0.566,0.572,0.012,0.172,0.072,0.943,-1.488,0.461,-3.226,0.001,0.115,0.133,0.87,0.384,0.547,1.401,0.39,0.696,0.131,0.292,0.449,0.654,-1.517,0.776,-1.954,0.051,-0.21,0.27,-0.778,0.437,-0.005,1.213,-0.004,0.997,-0.317,0.281,-1.128,0.259,-0.655,0.779,-0.84,0.401,-0.076,0.237,-0.32,0.749,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/24/2015"," 9:56 AM","radc","b1","female","aehplus",NA,NA,"muscle","knowledge",TRUE,1010,5,NA,68,-20815.515,41767.029,42101.433,41885.46,41777.0013698193,"b1_female_aehplus_muscle_knowledge_grip_nart.out","C:\Users\Cassandra\Desktop\unshared\brown\New pulmonary models\radcMAP_wide.dat",-0.094,0.716,-0.132,0.895,-0.001,0.033,-0.04,0.968,0.059,0.136,0.436,0.663,-0.248,0.186,-1.332,0.183,-0.017,0.108,-0.157,0.875,95.703,6.026,15.88,0,0.788,0.333,2.366,0.018,-1.453,1.077,-1.349,0.177,19.974,1.102,18.129,0,3.438,0.198,17.395,0,0.018,0.01,1.834,0.067,-0.042,0.034,-1.242,0.214,0.714,0.047,15.226,0,43.726,1.257,34.778,0,-0.372,0.316,-1.179,0.238,5.043,0.222,22.75,0,0.041,0.045,0.907,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.591,0.05,-11.785,0,-0.023,0.012,-1.915,0.055,0.052,0.009,6.125,0,-0.002,0.002,-0.982,0.326,0.381,0.129,2.953,0.003,-0.07,0.033,-2.145,0.032,0.332,0.022,15.213,0,-0.001,0.004,-0.176,0.861,39.415,4.232,9.313,0,-1.289,1.172,-1.1,0.271,3.52,0.874,4.029,0,0.035,0.156,0.222,0.825,0.365,0.668,0.546,0.585,-0.007,0.172,-0.042,0.966,0.095,0.125,0.757,0.449,0.004,0.023,0.178,0.859,0.552,1.4,0.394,0.694,0.15,0.29,0.519,0.604,-0.092,0.28,-0.328,0.743,-0.029,0.049,-0.593,0.553,-0.056,1.213,-0.046,0.963,-0.268,0.281,-0.954,0.34,-0.654,0.234,-2.789,0.005,-0.022,0.048,-0.461,0.645,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/24/2015"," 9:59 AM","radc","b1","female","aehplus",NA,NA,"muscle","language",TRUE,1010,5,NA,68,-19874.707,39885.414,40219.818,40003.845,39895.3863698193,"b1_female_aehplus_muscle_language_grip_bnt.out",NA,0.901,0.493,1.825,0.068,0.016,0.032,0.498,0.619,-0.016,0.131,-0.124,0.902,-0.039,0.123,-0.32,0.749,-0.075,0.084,-0.893,0.372,95.593,6.016,15.89,0,0.782,0.333,2.344,0.019,-1.377,1.08,-1.275,0.202,19.975,1.1,18.163,0,1.211,0.193,6.271,0,0.038,0.01,3.667,0,-0.097,0.03,-3.219,0.001,0.458,0.023,20.281,0,43.717,1.257,34.77,0,-0.416,0.317,-1.312,0.19,13.471,0.165,81.67,0,0.094,0.039,2.432,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.592,0.05,-11.798,0,-0.022,0.012,-1.858,0.063,-0.023,0.005,-4.323,0,-0.002,0.002,-1.427,0.154,0.382,0.129,2.962,0.003,-0.067,0.033,-2.032,0.042,0.094,0.016,5.967,0,-0.007,0.004,-1.916,0.055,39.568,4.247,9.317,0,-1.206,1.176,-1.025,0.305,2.691,0.668,4.027,0,-0.294,0.153,-1.924,0.054,0.373,0.669,0.557,0.577,-0.006,0.172,-0.035,0.972,-0.008,0.077,-0.107,0.915,-0.003,0.023,-0.116,0.908,0.456,1.406,0.325,0.746,0.134,0.291,0.461,0.645,-0.119,0.219,-0.542,0.588,0.028,0.054,0.518,0.605,-0.092,1.214,-0.076,0.94,-0.282,0.282,-1.003,0.316,-0.374,0.17,-2.2,0.028,0.044,0.047,0.937,0.349,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/24/2015","10:02 AM","radc","b1","female","aehplus",NA,NA,"muscle","language",TRUE,1010,5,NA,68,-17845.102,35826.205,36160.609,35944.636,35836.1773698193,"b1_female_aehplus_muscle_language_grip_complexideas.out",NA,-0.02,0.213,-0.094,0.925,0.007,0.018,0.367,0.714,0.061,0.074,0.82,0.412,0.044,0.047,0.938,0.348,0.039,0.052,0.754,0.451,95.509,6.005,15.904,0,0.774,0.33,2.347,0.019,-1.418,1.073,-1.322,0.186,20,1.098,18.215,0,0.12,0.023,5.263,0,0.004,0.003,1.678,0.093,-0.011,0.007,-1.557,0.119,0.206,0.014,14.246,0,43.687,1.258,34.718,0,-0.392,0.315,-1.244,0.213,7.563,0.056,135.626,0,0.018,0.019,0.966,0.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.591,0.05,-11.793,0,-0.023,0.012,-1.902,0.057,0.004,0.003,1.588,0.112,0,0.001,-0.492,0.623,0.384,0.129,2.974,0.003,-0.069,0.033,-2.095,0.036,0.016,0.005,2.998,0.003,-0.002,0.002,-0.894,0.371,39.377,4.232,9.305,0,-1.159,1.179,-0.983,0.326,0.392,0.235,1.665,0.096,0.062,0.086,0.717,0.474,0.376,0.668,0.563,0.573,-0.02,0.172,-0.115,0.909,-0.03,0.03,-0.983,0.326,0.018,0.012,1.52,0.129,0.548,1.403,0.391,0.696,0.14,0.287,0.488,0.626,-0.05,0.062,-0.805,0.421,0.019,0.025,0.768,0.443,-0.03,1.213,-0.025,0.98,-0.277,0.28,-0.99,0.322,-0.115,0.063,-1.809,0.07,0.018,0.022,0.793,0.428,TRUE,NA,TRUE,0
