"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","p_GAMMA_01_est","p_GAMMA_01_se","p_GAMMA_01_wald","p_GAMMA_01_pval","p_GAMMA_11_est","p_GAMMA_11_se","p_GAMMA_11_wald","p_GAMMA_11_pval","c_GAMMA_01_est","c_GAMMA_01_se","c_GAMMA_01_wald","c_GAMMA_01_pval","c_GAMMA_11_est","c_GAMMA_11_se","c_GAMMA_11_wald","c_GAMMA_11_pval","p_GAMMA_02_est","p_GAMMA_02_se","p_GAMMA_02_wald","p_GAMMA_02_pval","p_GAMMA_12_est","p_GAMMA_12_se","p_GAMMA_12_wald","p_GAMMA_12_pval","c_GAMMA_02_est","c_GAMMA_02_se","c_GAMMA_02_wald","c_GAMMA_02_pval","c_GAMMA_12_est","c_GAMMA_12_se","c_GAMMA_12_wald","c_GAMMA_12_pval","p_GAMMA_03_est","p_GAMMA_03_se","p_GAMMA_03_wald","p_GAMMA_03_pval","p_GAMMA_13_est","p_GAMMA_13_se","p_GAMMA_13_wald","p_GAMMA_13_pval","c_GAMMA_03_est","c_GAMMA_03_se","c_GAMMA_03_wald","c_GAMMA_03_pval","c_GAMMA_13_est","c_GAMMA_13_se","c_GAMMA_13_wald","c_GAMMA_13_pval","p_GAMMA_04_est","p_GAMMA_04_se","p_GAMMA_04_wald","p_GAMMA_04_pval","p_GAMMA_14_est","p_GAMMA_14_se","p_GAMMA_14_wald","p_GAMMA_14_pval","c_GAMMA_04_est","c_GAMMA_04_se","c_GAMMA_04_wald","c_GAMMA_04_pval","c_GAMMA_14_est","c_GAMMA_14_se","c_GAMMA_14_wald","c_GAMMA_14_pval","p_GAMMA_05_est","p_GAMMA_05_se","p_GAMMA_05_wald","p_GAMMA_05_pval","p_GAMMA_15_est","p_GAMMA_15_se","p_GAMMA_15_wald","p_GAMMA_15_pval","c_GAMMA_05_est","c_GAMMA_05_se","c_GAMMA_05_wald","c_GAMMA_05_pval","c_GAMMA_15_est","c_GAMMA_15_se","c_GAMMA_15_wald","c_GAMMA_15_pval","p_GAMMA_06_est","p_GAMMA_06_se","p_GAMMA_06_wald","p_GAMMA_06_pval","p_GAMMA_16_est","p_GAMMA_16_se","p_GAMMA_16_wald","p_GAMMA_16_pval","c_GAMMA_06_est","c_GAMMA_06_se","c_GAMMA_06_wald","c_GAMMA_06_pval","c_GAMMA_16_est","c_GAMMA_16_se","c_GAMMA_16_wald","c_GAMMA_16_pval","trust_all","mistrust","has_converged","covar_covered"
"Mplus VERSION 7.3","0.1","07/06/2015"," 7:14 PM","radc","u1","female","aeh",NA,NA,"nophys","mental",TRUE,1010,5,NA,21,-12960.7,25963.401,26066.672,25999.975,25964.3362226721,"u1_female_aeh_nophys_mental_nophysspec_lineorientation.out","radcMAP_wide.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52,0.343,13.163,0,0.015,0.032,0.451,0.652,0.064,0.083,0.768,0.442,3.849,0.165,23.339,0,NA,NA,NA,NA,NA,NA,NA,NA,7.796,0.275,28.39,0,0.005,0.075,0.072,0.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.007,0.011,-0.579,0.563,-0.001,0.003,-0.255,0.799,NA,NA,NA,NA,NA,NA,NA,NA,0.255,0.03,8.647,0,0,0.008,0.037,0.971,NA,NA,NA,NA,NA,NA,NA,NA,2.832,1.285,2.203,0.028,0.322,0.365,0.882,0.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 7:15 PM","radc","u1","female","aeh",NA,NA,"nophys","mental",TRUE,1010,5,NA,21,-11496.85,23035.699,23138.971,23072.274,23036.6342226721,"u1_female_aeh_nophys_mental_nophysspec_mmse.out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.976,0.144,6.804,0,0.076,0.038,2,0.045,0.008,0.047,0.162,0.871,1.639,0.081,20.148,0,NA,NA,NA,NA,NA,NA,NA,NA,27.587,0.155,177.865,0,0.076,0.066,1.151,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.041,0.007,-5.908,0,-0.008,0.003,-2.973,0.003,NA,NA,NA,NA,NA,NA,NA,NA,0.155,0.017,9.277,0,-0.014,0.007,-1.935,0.053,NA,NA,NA,NA,NA,NA,NA,NA,1.449,0.626,2.317,0.021,0.019,0.257,0.074,0.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 7:15 PM","radc","u1","female","aeh",NA,NA,"nophys","reasoning",TRUE,1010,5,NA,21,-12088.439,24218.878,24322.15,24255.453,24219.8132226721,"u1_female_aeh_nophys_reasoning_nophysspec_matrices.out","radcMAP_wide.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.098,0.286,10.82,0,0.022,0.031,0.709,0.479,-0.039,0.077,-0.503,0.615,3.339,0.199,16.774,0,NA,NA,NA,NA,NA,NA,NA,NA,9.627,0.237,40.701,0,0.035,0.081,0.433,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.044,0.01,-4.236,0,-0.011,0.003,-3.123,0.002,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.025,13.292,0,-0.003,0.009,-0.385,0.7,NA,NA,NA,NA,NA,NA,NA,NA,4.046,1.157,3.498,0,0.353,0.359,0.982,0.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 7:16 PM","radc","u1","female","aeh",NA,NA,"nophys","speed",TRUE,1010,5,NA,21,-12960.7,25963.401,26066.672,25999.975,25964.3362226721,"u1_female_aeh_nophys_speed_nophysspec_digitsymbol.out","radcMAP_wide.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52,0.343,13.163,0,0.015,0.032,0.451,0.652,0.064,0.083,0.768,0.442,3.849,0.165,23.339,0,NA,NA,NA,NA,NA,NA,NA,NA,7.796,0.275,28.39,0,0.005,0.075,0.072,0.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.007,0.011,-0.579,0.563,-0.001,0.003,-0.255,0.799,NA,NA,NA,NA,NA,NA,NA,NA,0.255,0.03,8.647,0,0,0.008,0.037,0.971,NA,NA,NA,NA,NA,NA,NA,NA,2.832,1.285,2.203,0.028,0.322,0.365,0.882,0.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 7:16 PM","radc","u1","female","aeh",NA,NA,"nophys","speed",TRUE,1010,5,NA,21,-15585.157,31212.314,31315.586,31248.889,31213.2492226721,"u1_female_aeh_nophys_speed_nophysspec_numbercomparison.out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.18,2.203,15.518,0,0.371,0.151,2.454,0.014,0.078,0.433,0.18,0.857,14.994,0.8,18.75,0,NA,NA,NA,NA,NA,NA,NA,NA,22.079,0.673,32.791,0,0.293,0.148,1.976,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.164,0.029,-5.644,0,-0.031,0.007,-4.251,0,NA,NA,NA,NA,NA,NA,NA,NA,0.564,0.077,7.344,0,-0.017,0.018,-0.983,0.325,NA,NA,NA,NA,NA,NA,NA,NA,13.51,2.917,4.632,0,-0.183,0.722,-0.253,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 7:21 PM","radc","u1","female","aehplus",NA,NA,"nophys","executive",TRUE,1010,5,NA,45,-12153.848,24397.697,24618.993,24476.07,24401.9916058091,"u1_female_aehplus_nophys_executive_nophysspec_digitordering.out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.054,0.108,9.779,0,0.021,0.013,1.628,0.104,-0.072,0.031,-2.284,0.022,1.315,0.065,20.242,0,NA,NA,NA,NA,NA,NA,NA,NA,6.501,0.16,40.716,0,0.068,0.048,1.414,0.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.004,0.006,-0.641,0.522,-0.003,0.002,-1.43,0.153,NA,NA,NA,NA,NA,NA,NA,NA,0.116,0.017,6.855,0,-0.006,0.005,-1.151,0.25,NA,NA,NA,NA,NA,NA,NA,NA,1.648,0.59,2.794,0.005,0.213,0.214,0.995,0.32,NA,NA,NA,NA,NA,NA,NA,NA,-0.061,0.084,-0.726,0.468,-0.036,0.03,-1.206,0.228,NA,NA,NA,NA,NA,NA,NA,NA,-0.107,0.152,-0.703,0.482,-0.074,0.064,-1.149,0.251,NA,NA,NA,NA,NA,NA,NA,NA,-0.137,0.152,-0.899,0.368,0.059,0.044,1.324,0.185,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 7:22 PM","radc","u1","female","aehplus",NA,NA,"nophys","executive",TRUE,1010,5,NA,45,-12802.476,25694.952,25916.249,25773.325,25699.2466058091,"u1_female_aehplus_nophys_executive_nophysspec_digitsback.out","radcMAP_wide.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.285,0.156,14.687,0,0.03,0.015,2.077,0.038,-0.08,0.037,-2.14,0.032,1.608,0.06,26.604,0,NA,NA,NA,NA,NA,NA,NA,NA,5.186,0.183,28.396,0,-0.007,0.054,-0.127,0.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,0.008,0.436,0.663,0.001,0.002,0.328,0.743,NA,NA,NA,NA,NA,NA,NA,NA,0.154,0.019,8.077,0,-0.005,0.005,-1.009,0.313,NA,NA,NA,NA,NA,NA,NA,NA,3.094,0.819,3.777,0,0.126,0.246,0.514,0.607,NA,NA,NA,NA,NA,NA,NA,NA,0.005,0.11,0.043,0.966,0.003,0.034,0.075,0.94,NA,NA,NA,NA,NA,NA,NA,NA,-0.613,0.182,-3.372,0.001,0.209,0.068,3.082,0.002,NA,NA,NA,NA,NA,NA,NA,NA,0.036,0.204,0.176,0.86,-0.03,0.07,-0.428,0.669,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 7:23 PM","radc","u1","female","aehplus",NA,NA,"nophys","fluency",TRUE,1010,5,NA,45,-17657.231,35404.461,35625.758,35482.835,35408.7556058091,"u1_female_aehplus_nophys_fluency_nophysspec_categories.out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.456,3.11,14.294,0,1.176,0.268,4.391,0,-0.168,0.64,-0.263,0.793,21.488,0.791,27.18,0,NA,NA,NA,NA,NA,NA,NA,NA,32.915,0.765,43.021,0,-0.05,0.214,-0.233,0.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.263,0.033,-7.874,0,-0.028,0.01,-2.951,0.003,NA,NA,NA,NA,NA,NA,NA,NA,0.783,0.082,9.595,0,0.001,0.026,0.03,0.976,NA,NA,NA,NA,NA,NA,NA,NA,12.507,3.546,3.527,0,0.274,0.977,0.28,0.779,NA,NA,NA,NA,NA,NA,NA,NA,-1.49,0.462,-3.227,0.001,0.124,0.134,0.925,0.355,NA,NA,NA,NA,NA,NA,NA,NA,-1.504,0.776,-1.938,0.053,-0.227,0.272,-0.834,0.404,NA,NA,NA,NA,NA,NA,NA,NA,-0.646,0.78,-0.827,0.408,-0.083,0.238,-0.348,0.728,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 7:24 PM","radc","u1","female","aehplus",NA,NA,"nophys","knowledge",TRUE,1010,5,NA,45,-11808.764,23707.527,23928.824,23785.901,23711.8216058091,"u1_female_aehplus_nophys_knowledge_nophysspec_nart.out","radcMAP_wide.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.439,0.198,17.4,0,0.019,0.01,1.84,0.066,-0.043,0.034,-1.247,0.212,0.714,0.047,15.23,0,NA,NA,NA,NA,NA,NA,NA,NA,5.042,0.222,22.738,0,0.04,0.045,0.892,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052,0.009,6.129,0,-0.002,0.002,-0.978,0.328,NA,NA,NA,NA,NA,NA,NA,NA,0.332,0.022,15.213,0,-0.001,0.004,-0.143,0.886,NA,NA,NA,NA,NA,NA,NA,NA,3.522,0.874,4.028,0,0.023,0.157,0.147,0.883,NA,NA,NA,NA,NA,NA,NA,NA,0.094,0.125,0.753,0.451,0.004,0.023,0.183,0.855,NA,NA,NA,NA,NA,NA,NA,NA,-0.091,0.28,-0.325,0.745,-0.029,0.049,-0.6,0.548,NA,NA,NA,NA,NA,NA,NA,NA,-0.653,0.234,-2.789,0.005,-0.022,0.048,-0.463,0.643,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 7:25 PM","radc","u1","female","aehplus",NA,NA,"nophys","language",TRUE,1010,5,NA,45,-10869.795,21829.59,22050.887,21907.963,21833.8846058091,"u1_female_aehplus_nophys_language_nophysspec_bnt.out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.212,0.193,6.266,0,0.038,0.01,3.687,0,-0.097,0.03,-3.219,0.001,0.457,0.023,20.286,0,NA,NA,NA,NA,NA,NA,NA,NA,13.47,0.165,81.634,0,0.094,0.039,2.414,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.023,0.005,-4.321,0,-0.002,0.002,-1.369,0.171,NA,NA,NA,NA,NA,NA,NA,NA,0.094,0.016,5.968,0,-0.007,0.004,-1.912,0.056,NA,NA,NA,NA,NA,NA,NA,NA,2.658,0.668,3.98,0,-0.287,0.153,-1.874,0.061,NA,NA,NA,NA,NA,NA,NA,NA,-0.008,0.077,-0.104,0.917,-0.002,0.023,-0.098,0.922,NA,NA,NA,NA,NA,NA,NA,NA,-0.119,0.219,-0.541,0.589,0.027,0.054,0.507,0.612,NA,NA,NA,NA,NA,NA,NA,NA,-0.374,0.17,-2.199,0.028,0.044,0.047,0.938,0.348,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 7:25 PM","radc","u1","female","aehplus",NA,NA,"nophys","language",TRUE,1010,5,NA,45,-8840.993,17771.987,17993.283,17850.36,17776.2816058091,"u1_female_aehplus_nophys_language_nophysspec_complexideas.out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.023,5.261,0,0.004,0.003,1.697,0.09,-0.011,0.007,-1.579,0.114,0.206,0.014,14.246,0,NA,NA,NA,NA,NA,NA,NA,NA,7.562,0.056,134.955,0,0.018,0.019,0.968,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,0.003,1.563,0.118,0,0.001,-0.402,0.688,NA,NA,NA,NA,NA,NA,NA,NA,0.016,0.005,3.028,0.002,-0.002,0.002,-0.922,0.357,NA,NA,NA,NA,NA,NA,NA,NA,0.341,0.231,1.475,0.14,0.081,0.085,0.951,0.341,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.03,-0.981,0.326,0.018,0.012,1.549,0.121,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0.062,-0.803,0.422,0.018,0.025,0.743,0.457,NA,NA,NA,NA,NA,NA,NA,NA,-0.114,0.063,-1.799,0.072,0.017,0.022,0.767,0.443,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 7:26 PM","radc","u1","female","aehplus",NA,NA,"nophys","memory",TRUE,1010,5,NA,45,-13241.58,26573.159,26794.456,26651.533,26577.4536058091,"u1_female_aehplus_nophys_memory_nophysspec_bostonstorydelay.out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.133,0.147,7.712,0,0.082,0.029,2.86,0.004,0.105,0.055,1.926,0.054,2.324,0.121,19.201,0,NA,NA,NA,NA,NA,NA,NA,NA,8.976,0.158,56.914,0,0.066,0.065,1.024,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.027,0.007,-3.884,0,-0.011,0.003,-3.545,0,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.017,5.307,0,-0.004,0.007,-0.551,0.581,NA,NA,NA,NA,NA,NA,NA,NA,0.357,0.684,0.521,0.602,0.308,0.304,1.013,0.311,NA,NA,NA,NA,NA,NA,NA,NA,0.006,0.099,0.062,0.951,-0.073,0.044,-1.665,0.096,NA,NA,NA,NA,NA,NA,NA,NA,-0.264,0.217,-1.218,0.223,0.119,0.088,1.354,0.176,NA,NA,NA,NA,NA,NA,NA,NA,-0.112,0.16,-0.701,0.483,0.065,0.075,0.864,0.388,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 7:32 PM","radc","u1","female","aehplus",NA,NA,"nophys","memory",TRUE,1010,5,NA,45,-12878.13,25846.26,26067.556,25924.633,25850.5546058091,"u1_female_aehplus_nophys_memory_nophysspec_bostonstoryimmediate.out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.057,0.114,9.246,0,0.047,0.018,2.564,0.01,-0.04,0.04,-0.982,0.326,1.984,0.072,27.6,0,NA,NA,NA,NA,NA,NA,NA,NA,9.373,0.156,59.922,0,-0.033,0.062,-0.531,0.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.026,0.007,-3.91,0,-0.004,0.003,-1.633,0.102,NA,NA,NA,NA,NA,NA,NA,NA,0.077,0.016,4.776,0,0.006,0.006,0.96,0.337,NA,NA,NA,NA,NA,NA,NA,NA,0.809,0.708,1.142,0.253,0.227,0.258,0.88,0.379,NA,NA,NA,NA,NA,NA,NA,NA,0.033,0.095,0.345,0.73,-0.046,0.038,-1.214,0.225,NA,NA,NA,NA,NA,NA,NA,NA,-0.128,0.195,-0.66,0.509,-0.031,0.077,-0.398,0.691,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.15,0.862,0.388,-0.003,0.053,-0.052,0.959,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 7:36 PM","radc","u1","female","aehplus",NA,NA,"nophys","memory",TRUE,1010,5,NA,45,-12790.056,25670.113,25891.41,25748.486,25674.4076058091,"u1_female_aehplus_nophys_memory_nophysspec_digitsforward.out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.177,0.136,16.053,0,0.016,0.012,1.318,0.187,-0.006,0.032,-0.184,0.854,1.596,0.054,29.548,0,NA,NA,NA,NA,NA,NA,NA,NA,7.277,0.199,36.523,0,0.043,0.057,0.751,0.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,0.007,0.606,0.545,-0.001,0.002,-0.344,0.73,NA,NA,NA,NA,NA,NA,NA,NA,0.138,0.02,6.795,0,-0.005,0.006,-0.831,0.406,NA,NA,NA,NA,NA,NA,NA,NA,3.117,0.817,3.815,0,-0.216,0.258,-0.838,0.402,NA,NA,NA,NA,NA,NA,NA,NA,0.004,0.11,0.038,0.969,-0.01,0.031,-0.32,0.749,NA,NA,NA,NA,NA,NA,NA,NA,0.028,0.218,0.128,0.898,-0.103,0.063,-1.636,0.102,NA,NA,NA,NA,NA,NA,NA,NA,0.037,0.192,0.193,0.847,-0.015,0.056,-0.263,0.792,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 7:39 PM","radc","u1","female","aehplus",NA,NA,"nophys","memory",TRUE,1010,5,NA,45,-15236.48,30562.959,30784.256,30641.333,30567.2536058091,"u1_female_aehplus_nophys_memory_nophysspec_logicalmemorydelay.out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.824,0.661,16.378,0,0.261,0.06,4.338,0,0.116,0.151,0.764,0.445,5.848,0.217,27,0,NA,NA,NA,NA,NA,NA,NA,NA,8.491,0.372,22.818,0,0.274,0.123,2.225,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.104,0.016,-6.354,0,-0.014,0.005,-2.781,0.005,NA,NA,NA,NA,NA,NA,NA,NA,0.342,0.038,8.992,0,0.026,0.013,1.992,0.046,NA,NA,NA,NA,NA,NA,NA,NA,5.445,1.542,3.532,0,0.234,0.561,0.417,0.677,NA,NA,NA,NA,NA,NA,NA,NA,-0.055,0.225,-0.243,0.808,-0.086,0.07,-1.228,0.22,NA,NA,NA,NA,NA,NA,NA,NA,-0.291,0.513,-0.566,0.571,-0.027,0.151,-0.18,0.857,NA,NA,NA,NA,NA,NA,NA,NA,-0.395,0.36,-1.097,0.273,0.112,0.12,0.938,0.348,TRUE,NA,TRUE,0
