"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00","pc_TAU_00_se","pc_TAU_00_pval","pc_TAU_11","pc_TAU_11_se","pc_TAU_11_pval","pc_TAU_01","pc_TAU_01_se","pc_TAU_01_pval","pc_TAU_10","pc_TAU_10_se","pc_TAU_10_pval","pc_SIGMA","pc_SIGMA_se","pc_SIGMA_pval","pp_TAU_00","pp_TAU_00_se","pp_TAU_00_pval","pp_TAU_11","pp_TAU_11_se","pp_TAU_11_pval","pp_TAU_01","pp_TAU_01_se","pp_TAU_01_pval","p_SIGMA","p_SIGMA_se","p_SIGMA_pval","cc_TAU_00","cc_TAU_00_se","cc_TAU_00_pval","cc_TAU_11","cc_TAU_11_se","cc_TAU_11_pval","cc_TAU_10","cc_TAU_10_se","cc_TAU_10_pval","c_SIGMA","c_SIGMA_se","c_SIGMA_pval","p_GAMMA_00","p_GAMMA_00_se","p_GAMMA_00_pval","p_GAMMA_10","p_GAMMA_10_se","p_GAMMA_10_pval","c_GAMMA_00","c_GAMMA_00_se","c_GAMMA_00_pval","c_GAMMA_10","c_GAMMA_10_se","c_GAMMA_10_pval"
"Mplus VERSION 5.1","0.1","03/11/2015","11:44 AM","nuage","u1","female","age","nophys","global","nophysspec","mmms",TRUE,939,4,NA,8,-9223.57,18463.139,18501.898,18476.49,18463.2938387097,"u1_female_age_nophys_global_nophysspec_mmms.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.125,0.873,0,0.653,0.314,0.038,2.286,0.388,0,8.772,0.426,0,NA,NA,NA,NA,NA,NA,95.377,0.177,0,-0.268,0.065,0
"Mplus VERSION 5.1","0.1","06/02/2015"," 2:44 PM","nuage","u1","male","a","chair","nocog","nophysspec","nocogspec",TRUE,845,4,NA,8,-7215.52,14447.039,14484.954,14459.548,14447.2112488038,"u1_male_a_chair_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.286,1.033,0,0.324,0.349,0.353,1.007,0.365,0.006,4.902,0.608,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.871,0.138,0,0.393,0.051,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","03/11/2015"," 4:04 PM","nuage","u1","male","a","flamingo","nocog","nophysspec","nocogspec",TRUE,848,4,NA,8,-11890.116,23796.233,23834.176,23808.77,23796.4046328963,"u1_male_a_flamingo_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.455,16.558,0,5.025,2.551,0.049,-13.271,5.211,0.011,122.104,8.414,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.32,0.999,0,-2.006,0.307,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","03/11/2015","12:21 PM","nuage","u1","male","a","tug","nocog","nophysspec","nocogspec",TRUE,848,4,NA,8,-6215.692,12447.385,12485.328,12459.922,12447.5566328963,"u1_male_a_tug_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.659,0.647,0,0.407,0.283,0.15,0.642,0.369,0.082,2.014,0.65,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.777,0.089,0,0.109,0.036,0.002,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","06/02/2015"," 2:56 PM","nuage","u1","male","a","walking","nocog","nophysspec","nocogspec",TRUE,848,4,NA,8,-4033.308,8082.615,8120.558,8095.153,8082.7866328963,"u1_male_a_walking_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.228,0.043,0.041,0.071,0.562,0.133,0.079,0.095,0.529,0.212,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.903,0.037,0,-0.012,0.016,0.451,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","06/02/2015"," 2:47 PM","nuage","u1","male","aeh","chair","nocog","nophysspec","nocogspec",TRUE,843,4,NA,12,-7199.541,14423.081,14479.925,14441.816,14423.4569036145,"u1_male_aeh_chair_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.058,1.027,0,0.32,0.348,0.358,1.001,0.36,0.005,4.904,0.608,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.443,0.196,0,0.385,0.065,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","03/11/2015"," 4:04 PM","nuage","u1","male","aeh","flamingo","nocog","nophysspec","nocogspec",TRUE,846,4,NA,12,-11878.646,23781.291,23838.177,23800.069,23781.6655498199,"u1_male_aeh_flamingo_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.862,16.394,0,5.015,2.555,0.05,-13.328,5.202,0.01,122.155,8.42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.581,1.234,0,-2.014,0.376,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","03/11/2015","11:40 AM","nuage","u1","male","aeh","muscle","nocog","grip","nocogspec",TRUE,846,4,NA,12,-10828.208,21680.416,21737.303,21699.194,21680.7905498199,"u1_male_aeh_muscle_nocog_grip_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.567,13.575,0,1.867,0.885,0.035,-2.625,2.271,0.248,36.182,2.491,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.102,0.968,0,-2.501,0.235,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","03/11/2015","11:44 AM","nuage","u1","male","aeh","nophys","global","nophysspec","mmms",TRUE,847,4,NA,12,-8594.331,17212.662,17269.562,17231.454,17213.0361007194,"u1_male_aeh_nophys_global_nophysspec_mmms.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.786,0.997,0,0.702,0.31,0.024,2.373,0.368,0,11.322,0.571,0,NA,NA,NA,NA,NA,NA,91.57,0.262,0,-0.687,0.111,0
"Mplus VERSION 5.1","0.1","03/11/2015","12:25 PM","nuage","u1","male","aeh","tug","nocog","nophysspec","nocogspec",TRUE,846,4,NA,12,-6209.981,12443.962,12500.848,12462.74,12444.3365498199,"u1_male_aeh_tug_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.653,0.646,0,0.406,0.281,0.149,0.641,0.366,0.08,2.014,0.65,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.826,0.122,0,0.136,0.051,0.007,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","06/02/2015"," 2:58 PM","nuage","u1","male","aeh","walking","nocog","nophysspec","nocogspec",TRUE,846,4,NA,12,-4021.627,8067.255,8124.141,8086.033,8067.62954981993,"u1_male_aeh_walking_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.445,0.226,0.049,0.042,0.071,0.556,0.132,0.079,0.096,0.528,0.211,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.952,0.051,0,-0.013,0.02,0.495,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","06/02/2015"," 2:48 PM","nuage","u1","male","aehplus","chair","nocog","nophysspec","nocogspec",TRUE,843,4,NA,20,-7188.79,14417.58,14512.319,14448.806,14418.6018978102,"u1_male_aehplus_chair_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.875,1.005,0,0.317,0.349,0.363,0.975,0.358,0.006,4.9,0.607,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.108,0.268,0,0.343,0.092,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","03/11/2015"," 4:03 PM","nuage","u1","male","aehplus","flamingo","nocog","nophysspec","nocogspec",TRUE,846,4,NA,20,-11861.731,23763.462,23858.272,23794.758,23764.4801818182,"u1_male_aehplus_flamingo_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.305,15.892,0,4.943,2.546,0.052,-12.7,5.127,0.013,122.131,8.416,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.319,1.601,0,-2.049,0.497,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","03/11/2015","11:40 AM","nuage","u1","male","aehplus","muscle","nocog","grip","nocogspec",TRUE,846,4,NA,20,-10824.261,21688.523,21783.333,21719.819,21689.5411818182,"u1_male_aehplus_muscle_nocog_grip_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.292,13.567,0,1.848,0.884,0.037,-2.681,2.277,0.239,36.171,2.489,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.724,1.37,0,-2.354,0.291,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","03/11/2015","11:42 AM","nuage","u1","male","aehplus","nophys","global","nophysspec","mmms",TRUE,847,4,NA,20,-8590.364,17220.728,17315.562,17252.048,17221.7449491525,"u1_male_aehplus_nophys_global_nophysspec_mmms.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.757,1,0,0.695,0.309,0.025,2.361,0.366,0,11.3,0.569,0,NA,NA,NA,NA,NA,NA,91.207,0.337,0,-0.539,0.152,0
"Mplus VERSION 5.1","0.1","03/11/2015","12:29 PM","nuage","u1","male","aehplus","tug","nocog","nophysspec","nocogspec",TRUE,846,4,NA,20,-6196.261,12432.523,12527.333,12463.819,12433.5411818182,"u1_male_aehplus_tug_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.553,0.648,0,0.397,0.273,0.145,0.623,0.351,0.076,2.015,0.651,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.69,0.189,0,0.099,0.057,0.084,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","06/02/2015"," 2:58 PM","nuage","u1","male","aehplus","walking","nocog","nophysspec","nocogspec",TRUE,846,4,NA,20,-4009.971,8059.941,8154.752,8091.238,8060.95918181818,"u1_male_aehplus_walking_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432,0.223,0.053,0.042,0.071,0.552,0.131,0.078,0.095,0.525,0.209,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.825,0.083,0,-0.037,0.027,0.178,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","03/11/2015","11:46 AM","nuage","u1","male","age","muscle","nocog","grip","nocogspec",TRUE,848,4,NA,8,-10867.398,21750.796,21788.739,21763.333,21750.9676328963,"u1_male_age_muscle_nocog_grip_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.085,14,0,1.862,0.886,0.036,-2.752,2.325,0.237,36.177,2.491,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.888,0.787,0,-2.468,0.165,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","03/11/2015","11:41 AM","nuage","u1","male","age","nophys","global","nophysspec","mmms",TRUE,851,4,NA,8,-8734.601,17485.202,17523.173,17497.767,17485.3730213777,"u1_male_age_nophys_global_nophysspec_mmms.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.857,1.112,0,0.686,0.304,0.024,2.939,0.39,0,11.419,0.58,0,NA,NA,NA,NA,NA,NA,93.606,0.223,0,-0.556,0.075,0
